"","event_short","strata","ID","V","n_strata","N","w_strata","sd","n_neymans","n_equal","n_prop","tier","block","construct","construct2","row","column","event"
"17","CT3",3,"LCOR-350",4135.48441956516,11,34,0.323529411764706,1194.97796314644,9.0688525186354,5.66666666666667,5.5,"WT","large","Control","control",4,21,"CT717 3"
"18","CT3",1,"LCOR-492",982.017368286609,12,34,0.352941176470588,493.76340941837,4.08789664492524,5.66666666666667,6,"WT","small","Control","control",7,46,"CT717 3"
"19","CT3",2,"LCOR-208",2317.72269940529,11,34,0.323529411764706,506.413388056828,3.84324102317109,5.66666666666667,5.5,"WT","small","Control","control",5,50,"CT717 3"
"20","CT3",3,"LCOR-495",5609.43910562901,11,34,0.323529411764706,1194.97796314644,9.0688525186354,5.66666666666667,5.5,"WT","large","Control","control",13,21,"CT717 3"
"21","CT3",3,"LCOR-338",8109.91122731732,11,34,0.323529411764706,1194.97796314644,9.0688525186354,5.66666666666667,5.5,"WT","large","Control","control",7,13,"CT717 3"
"22","CT3",3,"LCOR-203",4586.81597143457,11,34,0.323529411764706,1194.97796314644,9.0688525186354,5.66666666666667,5.5,"WT","large","Control","control",15,10,"CT717 3"
"23","CT3",3,"LCOR-347",5455.28188868924,11,34,0.323529411764706,1194.97796314644,9.0688525186354,5.66666666666667,5.5,"WT","large","Control","control",7,14,"CT717 3"
"24","CT3",2,"LCOR-201",2677.4619413733,11,34,0.323529411764706,506.413388056828,3.84324102317109,5.66666666666667,5.5,"WT","large","Control","control",14,4,"CT717 3"
"25","CT3",1,"LCOR-494",598.594909259941,12,34,0.352941176470588,493.76340941837,4.08789664492524,5.66666666666667,6,"WT","small","Control","control",6,45,"CT717 3"
"26","CT3",1,"LCOR-504",1738.42491426336,12,34,0.352941176470588,493.76340941837,4.08789664492524,5.66666666666667,6,"WT","large","Control","control",13,9,"CT717 3"
"27","CT3",1,"LCOR-500",1465.6720893129,12,34,0.352941176470588,493.76340941837,4.08789664492524,5.66666666666667,6,"WT","small","Control","control",2,50,"CT717 3"
"28","CT3",2,"LCOR-209",2611.79950380893,11,34,0.323529411764706,506.413388056828,3.84324102317109,5.66666666666667,5.5,"WT","large","Control","control",5,22,"CT717 3"
"29","CT3",1,"LCOR-206",803.293731928653,12,34,0.352941176470588,493.76340941837,4.08789664492524,5.66666666666667,6,"WT","large","Control","control",9,27,"CT717 3"
"30","13-15E",3,"LCOR-077",10132.9675068228,10,32,0.3125,2466.50189598857,10.6333987014398,5.33333333333333,5,"poor","large","LC-102","transgenic",NA,NA,NA
"31","13-15E",1,"LCOR-297",584.371379805454,11,32,0.34375,553.724874726346,2.62589504220152,5.33333333333333,5.5,"poor","large","LC-102","transgenic",NA,NA,NA
"32","CT3",3,"LCOR-339",4315.9295871445,11,34,0.323529411764706,1194.97796314644,9.0688525186354,5.66666666666667,5.5,"WT","large","Control","control",NA,NA,NA
"33","CT3",3,"LCOR-342",3778.51326076392,11,34,0.323529411764706,1194.97796314644,9.0688525186354,5.66666666666667,5.5,"WT","large","Control","control",NA,NA,NA
