"","ID","SPAD_June_2022","SPAD_July_2022","SPAD_aug_2022","SPAD_sep_2022","SPAD_July_2023","SPAD_Aug_2023","SPAD_Sep_2023","avg_SPAD","row","column"
"273","LCOR-483",31.76666667,21.93333333,33.4,49.03333333,27.6,29.4,20.3,30.49047619,12,22
"274","LCOR-514",33.56666667,30.13333333,34.6,44.06666667,23.5,19.2,25.2,30.0380952385714,13,22
"275","LCOR-266",31.86666667,28.66666667,38.23333333,42.23333333,26.0488584474886,26.0488584474886,24.3,31.0568166992825,14,22
"278","LCOR-398",23.6,29.93333333,43.63333333,45.06666667,26.4,27.6,27,31.89047619,2,23
"279","LCOR-171",26.06666667,30.13333333,48.9,44.1,25.9,20.8,21.2,31.0142857142857,3,23
"280","LCOR-422",31.2,30.6,44.46666667,45.8,26.0488584474886,26.0488584474886,26.9751708428246,33.0199363439717,4,23
"281","LCOR-319",23.7,37.53333333,43.83333333,44.86666667,23.5,21,24.1,31.2190476185714,5,23
"282","LCOR-106",27.76666667,33.43333333,44.76666667,46.96666667,26.0488584474886,26.0488584474886,25,32.8615786049967,6,23
"283","LCOR-401",32.63333333,29,40.9,42.53333333,27.1,27.4,30.1,32.8095238085714,8,23
"284","LCOR-291",33.03333333,29.73333333,42.9,43.3,28.3,24.6,28.6,32.9238095228571,9,23
"285","LCOR-207",31.8,25.63333333,39.33333333,43.56666667,26.4,27.6,27.6,31.7047619042857,10,23
"286","LCOR-090",34.3,27.36666667,34.76666667,43.76666667,29.2,23.8,29.7,31.8428571442857,11,23
"287","LCOR-015",32.23333333,24.73333333,41.06666667,46.7,30.1,22.6,28.6,32.29047619,12,23
"288","LCOR-202",33.36666667,22.76666667,33.93333333,46.53333333,32.3,19,24.2,30.3,13,23
"289","LCOR-290",32.46666667,28.6,38.26666667,44.76666667,30,18.3,30.3,31.8142857157143,14,23
"292","LCOR-178",30.76666667,27.1,43.13333333,43.86666667,32.5,18.6,23.9,31.40952381,2,24
"293","LCOR-367",29.06666667,30.53333333,42.93333333,42.73333333,30.6,34.2,27.4,33.9238095228571,3,24
"294","LCOR-608",31.23333333,27.4,37.86666667,47.53333333,26.0488584474886,26.0488584474886,25,31.5901500321396,4,24
"295","LCOR-229",31.26666667,34.86666667,40.06666667,45.16666667,28.3,27.4,24.9,33.13809524,5,24
"296","LCOR-503",28.93333333,32.86666667,39.2,46.93333333,27.6,20.1,24,31.3761904757143,6,24
"297","LCOR-339",30.1,26.16666667,41.06666667,46.8,28.8,25.4,23.1,31.6333333342857,7,24
"298","LCOR-348",31.93333333,27.83333333,38.13333333,42.03333333,27.4,29.8,26.4,31.9333333314286,8,24
"299","LCOR-182",29.13333333,38.2,31.4,46.66666667,28.2,20,20.2,30.5428571428571,9,24
"300","LCOR-546",29.6,30.83333333,40.63333333,47.4,29.5,26.1,25.3,32.7666666657143,10,24
"301","LCOR-212",32.23333333,29.16666667,34.3,46.46666667,33.4,31.3,31.4,34.0380952385714,11,24
"302","LCOR-404",32.73333333,24.03333333,40.8,45.73333333,30,27.8,34.6,33.67142857,12,24
"303","LCOR-084",34.46666667,29.96666667,34.76666667,44.4,24.7,31,32.2,33.0714285728571,13,24
"304","LCOR-309",33.7,26.83333333,32.53333333,44.66666667,26.3,22.3,25.7,30.29047619,14,24
"305","LCOR-318",34.1,24.33333333,23.93333333,48.5,27.1,28.2,27.6,30.5380952371429,15,24
"307","LCOR-192",31.6,28.9,37.1,43.06666667,28.2,30.3,27.7,32.40952381,2,25
"308","LCOR-130",27.86666667,28.1,43.63333333,46.53333333,26,22,19.1,30.4619047614286,3,25
"309","LCOR-606",29.83333333,28.6,37.7,43.13333333,28.3085526315789,16.6,23.3,29.6393170416541,4,25
"310","LCOR-022",30.26666667,34.2,44.53333333,45.33333333,29.7,26.9,29.3,34.3190476185714,5,25
"311","LCOR-434",38.9,29.6,35.7,43.4,24.8,27.7,26.9,32.4285714285714,6,25
"312","LCOR-160",32.93333333,30.8,40.16666667,43.63333333,27.2,24.3,24.8,31.9761904757143,7,25
"313","LCOR-199",27.6,29.03333333,40.36666667,44.56666667,31.3,21.8,23.2,31.1238095242857,8,25
"314","LCOR-506",31.36666667,29.23333333,39.8,45.63333333,29.6,26,22.2,31.9761904757143,9,25
"315","LCOR-049",32.7,33.06666667,40.13333333,45.33333333,28.4,24.6,21.5,32.2476190471429,10,25
"316","LCOR-065",30.03333333,29.96666667,34.46666667,48.26666667,27.7,25.8,28.3,32.0761904771429,11,25
"317","LCOR-055",34.8,29.26666667,36.03333333,45.73333333,26.4,30.7,28.7,33.09047619,12,25
"318","LCOR-448",32.3,29.33333333,35.06666667,47.16666667,25.7,30.6,28.6,32.6809523814286,13,25
"319","LCOR-379",30.16666667,33.23333333,35.56666667,42.66666667,30.1,31.1,27.9,32.9619047628571,14,25
"320","LCOR-301",33.6,25.63333333,39.56666667,44,32.7,26.3,24.2,32.2857142857143,15,25
"322","LCOR-293",33.33333333,32,41.06666667,42.63333333,33.9,31.5,31.8,35.1761904757143,2,26
"323","LCOR-605",29.26666667,30.6,39.13333333,47.6,25.1,25.6,22,31.3285714285714,3,26
"324","LCOR-170",34.9,37,40.16666667,47.1,31.7,27.3,26.7,34.9809523814286,4,26
"325","LCOR-487",34.03333333,30.23333333,37.46666667,48.13333333,28.4,19.2,19.2,30.9523809514286,5,26
"326","LCOR-278",33.13333333,30.86666667,36.66666667,46.36666667,23.6,14.4,21.5,29.5047619057143,6,26
"327","LCOR-613",29.16666667,30.26666667,42.06666667,44.63333333,34.3,28.7,28,33.8761904771429,7,26
"328","LCOR-300",29.23333333,27.86666667,40.8,44.36666667,24.9,13.6,22.7,29.0666666671429,8,26
"329","LCOR-341",30.7,26.66666667,43.5,43.2,17.3,11.8,16.1,27.0380952385714,9,26
"330","LCOR-095",32.03333333,21.9,30.56666667,43.1,15.9,12.1,13.5,24.1571428571429,10,26
"331","LCOR-361",29.66666667,35.26666667,39.7,45.23333333,29.7,31.3,26.4,33.8952380957143,11,26
"332","LCOR-387",34.5,33,41.16666667,48.53333333,21.3,12.3,20.9,30.2428571428571,12,26
"333","LCOR-356",31.8,26.33333333,36.23333333,47.53333333,31.4,28.2,29.8,33.0428571414286,13,26
"334","LCOR-484",28.6,29.5,40.73333333,48.83333333,35.7,25.9,29,34.0380952371429,14,26
"335","LCOR-508",28.23333333,27.33333333,35.93333333,44.36666667,15.4,17.9,23.9,27.58095238,15,26
"337","LCOR-441",32.7,30.26666667,34.63333333,47.63333333,30.7,29.3,29.8,33.5761904757143,2,27
"339","LCOR-399",29.1,28.86666667,39.56666667,46.1,34.4,26.5,23.6,32.5904761914286,4,27
"342","LCOR-197",31.6,25.2,47.6,46.2,28.3085526315789,26.6,28.1,33.3726503759398,7,27
"343","LCOR-373",28.46666667,27.3,46.2,44.5,18.9,19.3,21.7,29.4809523814286,8,27
"344","LCOR-206",26.96666667,25.66666667,34.86666667,43.2,26.0488584474886,26.0488584474886,26.9751708428246,29.9675553925431,9,27
"345","LCOR-322",27.53333333,28,44.23333333,43.26666667,28.7,28.2,23.6,31.9333333328571,10,27
"346","LCOR-048",28.6,32.43333333,44.2,45.76666667,22.9,19.5,24.8,31.1714285714286,11,27
"347","LCOR-175",35.36666667,23.9,40.5,43.2,32.2,24.1,26.8,32.2952380957143,12,27
"348","LCOR-295",28.13333333,32.03333333,42.26666667,45.96666667,33,30.2,28.6,34.3142857142857,13,27
"349","LCOR-388",30.1,21.1,35.53333333,43.13333333,26.7,23.9,23.4,29.1238095228571,14,27
"350","LCOR-429",31.83333333,31.5,40.7,45.33333333,33.7,25.2,23.6,33.1238095228571,15,27
"352","LCOR-276",28.86666667,30.6,44.5,44.9,33,27.6,28,33.9238095242857,2,28
"353","LCOR-086",25.43333333,23.66666667,41.5,40.66666667,23.8,20.7,24.2,28.5666666671429,3,28
"354","LCOR-425",30.8,31.8,42.86666667,41.03333333,23.3,23,23.6,30.9142857142857,4,28
"356","LCOR-227",28,35.06666667,44.46666667,46.53333333,30.5,27.4,27.4,34.1952380957143,6,28
"358","LCOR-128",28.43333333,29.23333333,42.33333333,45.7,21,15.1,18.6,28.6285714271429,8,28
"359","LCOR-551",34.03333333,28.6,41.43333333,44.73333333,29.8,26.2,23.9,32.67142857,9,28
"360","LCOR-337",30.06666667,29.2,38.83333333,43.83333333,28.2,27.3,26.9,32.0476190471429,10,28
"361","LCOR-096",28.13333333,33.86666667,42.06666667,44.46666667,28,31.5,28.6,33.8047619057143,11,28
"362","LCOR-405",39.6,34.43333333,40.66666667,44.56666667,32.6,25.1,26.2,34.7380952385714,12,28
"363","LCOR-559",32.63333333,28.3,35.4,46,30.3,27.3,27.7,32.5190476185714,13,28
"364","LCOR-083",29.23333333,31,44.43333333,43.6,29.2,31.5,27.9,33.8380952371429,15,28
"366","LCOR-557",33.8,32.3,42.66666667,43.96666667,26.0488584474886,26.0488584474886,18.5,31.9044357478539,2,29
"367","LCOR-297",28,23.6,41.03333333,47,26.0488584474886,26.0488584474886,24,30.818721460711,3,29
"368","LCOR-381",29.63333333,26.3,40.06666667,46.6,26.0488584474886,26.0488584474886,26.4,31.5853881278539,4,29
"369","LCOR-382",35.76666667,29.1,42.16666667,46.8,26.0488584474886,26.0488584474886,21.8,32.5330071764253,5,29
"370","LCOR-185",26.5,34.6,37.4,43.63333333,26.0488584474886,26.0488584474886,22.7,30.9901500321396,6,29
"371","LCOR-044",28.33333333,32.66666667,45.53333333,45.23333333,26.0488584474886,26.0488584474886,20.9,32.109197650711,7,29
"373","LCOR-127",33.3,26.06666667,39.33333333,47.23333333,26.0488584474886,26.0488584474886,27.6,32.2330071749967,9,29
"375","LCOR-316",25.7,23.56666667,50.93333333,32.7,26.0488584474886,26.0488584474886,27.9,30.4139595564253,3,45
"376","LCOR-100",20.86666667,26.56666667,44.53333333,34.6,26.0488584474886,26.0488584474886,28.3,29.5663405092825,4,45
"377","LCOR-304",27.43333333,19.96666667,42.16666667,39.33333333,26.0488584474886,26.0488584474886,32.5,30.4996738421396,5,45
"378","LCOR-494",30.23333333,22.26666667,47.93333333,38.13333333,26.0488584474886,26.0488584474886,23,30.5234833649967,6,45
"379","LCOR-439",32.76666667,24.93333333,45.76666667,37.43333333,26.0488584474886,26.0488584474886,27.3,31.4711024135682,7,45
"380","LCOR-378",37.43333333,25.5,31.13333333,43.36666667,26.0488584474886,26.0488584474886,29.7,31.318721460711,8,45
"382","LCOR-371",32.53333333,29.86666667,39.5,43.4,26.0488584474886,26.0488584474886,36.9,33.4711024135682,11,45
"383","LCOR-234",35.26666667,27.66666667,34.23333333,44.5,26.0488584474886,26.0488584474886,36,32.8234833664253,12,45
"384","LCOR-461",32.33333333,33.56666667,36,42.33333333,26.0488584474886,26.0488584474886,33,32.7615786035682,13,45
"385","LCOR-519",36.23333333,29.73333333,30.43333333,47.3,26.0488584474886,26.0488584474886,38.5,33.4711024121396,14,45
"386","LCOR-112",29.2,21.9,41.1,36.6,26.0488584474886,26.0488584474886,36.3,31.028245270711,2,46
"387","LCOR-190",25.96666667,29.1,48.33333333,40.33333333,22.5,25.1,24.5,30.8333333328571,3,46
"388","LCOR-313",27.33333333,25.26666667,37.76666667,34.7,34,27.3,34.1,31.4952380957143,4,46
"389","LCOR-446",29.2,33.7,45.1,39.86666667,26.2,28.2,23.8,32.2952380957143,5,46
"390","LCOR-032",35.83333333,27.06666667,33.1,41.03333333,27.7,25.1,24.1,30.5619047614286,6,46
"391","LCOR-492",30.06666667,23.76666667,44.4,38.63333333,34.4,38.6,26.1,33.70952381,7,46
"392","LCOR-311",32.46666667,21.33333333,38.66666667,39.7,28.9,36.9,21.9,31.40952381,8,46
"393","LCOR-523",30.03333333,29.13333333,47.83333333,35.4,28.1,28.9,24.3,31.9571428557143,9,46
"394","LCOR-432",29.73333333,25.2,43.63333333,43.63333333,30.1,28.2,31,33.07142857,10,46
"395","LCOR-025",31.73333333,27.83333333,31.73333333,45.16666667,29.8,34.3,30.9,33.0666666657143,11,46
"397","LCOR-102",35.16666667,27.5,32.1,44.73333333,28,35.9,32.5,33.7,13,46
"398","LCOR-155",30.23333333,27.86666667,34.6,42.93333333,31.7,29.7,32.6,32.8047619042857,14,46
"399","LCOR-490",30.8,23.3,38,39.7,26.2,33.7,27.1,31.2571428571429,15,46
"400","LCOR-374",26.76666667,26.8,46.9,43.46666667,34,30.6,29.7,34.0333333342857,2,47
"401","LCOR-521",28.76666667,23.96666667,47.96666667,40.73333333,30.5,32.9,26.5,33.0476190485714,3,47
"402","LCOR-232",32.66666667,31.7,42.36666667,43.83333333,29.9,32.2,23.4,33.7238095242857,4,47
"403","LCOR-315",41.3,29.4,28.76666667,39.7,27,30.8,28.5,32.20952381,5,47
"404","LCOR-419",33.96666667,25.33333333,36.3,40.4,31.8,29.7,30.3,32.5428571428571,6,47
"405","LCOR-365",31.23333333,30.5,49.06666667,40.7,30.8,37.8,25.5,35.0857142857143,7,47
"406","LCOR-480",33.36666667,25.3,43.5,41.86666667,26.4,34,25.3,32.81904762,8,47
"407","LCOR-433",36.9,24.53333333,40.33333333,39.36666667,28.5,28.8,27.7,32.3047619042857,9,47
"408","LCOR-453",29.33333333,28.36666667,34.2,41.53333333,29.6,28,27.9,31.2761904757143,10,47
"409","LCOR-223",33.6,23.46666667,35.46666667,34.33333333,40.4,32,39,34.0380952385714,11,47
"410","LCOR-216",28.16666667,20.96666667,35.76666667,35.13333333,32.5,40.2,30.9,31.9476190485714,13,47
"411","LCOR-159",30.53333333,27.86666667,40.9,38.66666667,31.7,38.9,31.1,34.2380952385714,14,47
"412","LCOR-426",29.3,23.43333333,42,38,24.4,30,29.4,30.9333333328571,15,47
"414","LCOR-505",37.56666667,32.76666667,30.53333333,42.66666667,34.7,38.8,31.7,35.5333333342857,3,48
"415","LCOR-153",38.36666667,29.6,41,46.23333333,32.5,29.8,28.4,35.1285714285714,4,48
"417","LCOR-412",36.8,24.53333333,37.76666667,45,26.9,40.3,23,33.4714285714286,6,48
"418","LCOR-509",30.63333333,31.06666667,36.06666667,40.06666667,25.3,39.6,21.8,32.0761904771429,7,48
"419","LCOR-549",33,27.7,39.96666667,44.86666667,27.9,37.7,28,34.1619047628571,8,48
"420","LCOR-466",31.56666667,45.6884194052817,40.13333333,35.6,30.9,35.5,28.5,31.8190476185714,9,48
"421","LCOR-547",31.6,25.86666667,36.1,32,31.6,34.3,24.6,30.8666666671429,10,48
"423","LCOR-464",30.46666667,32.16666667,37.9,43.23333333,36.3,31.9,34.8,35.2523809528571,12,48
"424","LCOR-555",29.2,22.36666667,40.13333333,36.46666667,31.3,40.4,35.4,33.60952381,13,48
"425","LCOR-189",26.2,33.2,45.5,39.5,27.8,40.5,26.4,34.1571428571429,14,48
"426","LCOR-447",27.86666667,22.76666667,36.5,35.36666667,34,36.9,31.5,32.12857143,15,48
"427","LCOR-270",34.23333333,34.06666667,43,41.63333333,28,37.8,21.7,34.3476190471429,3,49
"430","LCOR-029",32.8,27.2,40.86666667,41.03333333,30.5,34.4,25.9,33.2428571428571,6,49
"431","LCOR-056",27.46666667,19.8,51.1,35.33333333,28.5,30.2,26.5,31.2714285714286,7,49
"432","LCOR-578",29.7,25.4,39.46666667,39.23333333,28.4,30.4,26.9,31.3571428571429,8,49
"433","LCOR-586",32.33333333,30.06666667,42.43333333,38.6,27.1,36.2,28.9,33.6619047614286,9,49
"434","LCOR-531",32.6,28,33.93333333,40.1,28.7,37.6,29.2,32.8761904757143,10,49
"435","LCOR-477",28.86666667,23.83333333,42.56666667,35.8,34,37.2,33.1,33.6238095242857,11,49
"436","LCOR-460",32.56666667,30.9,38.56666667,40.73333333,37.1,32.8,32.9,35.0809523814286,12,49
"437","LCOR-615",27.93333333,28.2,32.4,42.36666667,31.2,33.3,32.9,32.6142857142857,13,49
"439","LCOR-456",31.96666667,28.53333333,40.2,42.2,32.2,39.4,27,34.5,15,49
"440","LCOR-500",31.46666667,30.2,43.6,36.93333333,27.9,34.9,24.5,32.7857142857143,2,50
"442","LCOR-375",30.1,30,45.9,38.16666667,30.8,36.7,24.5,33.7380952385714,4,50
"443","LCOR-208",33.76666667,23.9,34.83333333,43.66666667,28.2,31.9,24.2,31.4952380957143,5,50
"444","LCOR-457",30.9,34.43333333,43.4,39.06666667,26.5,38.5,24.3,33.8714285714286,6,50
"445","LCOR-440",30.56666667,34.6,49.7,41.1,27.9,31.1,25.4,34.3380952385714,7,50
"446","LCOR-501",31.86666667,30.83333333,48,42.03333333,27.2,37.5,24,34.49047619,8,50
"448","LCOR-262",28.26666667,25.33333333,50.16666667,35.63333333,28.3,29.2,25.4,31.7571428571429,10,50
"449","LCOR-172",31.2,32.5,42.26666667,42.46666667,26.0488584474886,26.0488584474886,26.9751708428246,32.5008887254003,11,50
"450","LCOR-081",29.26666667,28.16666667,46.43333333,38.66666667,31.6,37.2,29.9,34.4619047628571,12,50
"451","LCOR-210",32,27.8,35.76666667,39.8,31.5,37.4,29.3,33.3666666671429,13,50
"452","LCOR-417",27.4,28.33333333,48.1,34.86666667,32.7,34.3,31.3,33.8571428571429,14,50
"453","LCOR-390",31.13333333,33.76666667,45.06666667,37.93333333,28,31.7,28.1,33.6714285714286,15,50
"454","LCOR-219",26.86666667,29.93333333,38.06666667,41.6,26.0488584474886,26.0488584474886,26.9751708428246,30.7913649154003,4,51
"455","LCOR-532",31.6,29.03333333,38.26666667,44,28.6,36.5,25.7,33.3857142857143,5,51
"456","LCOR-431",29.6,33.2,46.26666667,39.83333333,25.5,32.2,25.3,33.1285714285714,6,51
"457","LCOR-479",28.03333333,28.13333333,37,41.2,26.4,33.8,27.4,31.7095238085714,7,51
"458","LCOR-108",22.36666667,32.73333333,43.3,40.5,28,39.8,28.9,33.6571428571429,9,51
"459","LCOR-312",30.53333333,29.8,35.93333333,37.43333333,26.9,37.8,24.8,31.8857142842857,10,51
"460","LCOR-225",30.2,31.6,43.73333333,39.03333333,29,29,29.7,33.18095238,11,51
"462","LCOR-478",29.96666667,28.73333333,48.2,1094.9,33.3,29.3,35.6,185.714285714286,13,51
"463","LCOR-567",32.63333333,30.1,39.8,42.33333333,31.2,40.9,32.8,35.68095238,14,51
"464","LCOR-413",33,27.26666667,38.16666667,38.86666667,32,32,37.5,34.1142857157143,15,51
"465","LCOR-389",33,26.2,42.46666667,39.66666667,28.2,39.5,28.4,33.91904762,3,52
"466","LCOR-246",31.23333333,32.63333333,47.76666667,40.33333333,28.2,28,25.8,33.4238095228571,4,52
"467","LCOR-430",31.7,36.4,39.96666667,40.83333333,26.8,30.4,23,32.7285714285714,6,52
"468","LCOR-465",32.5,34.5,43.8,40.9,27.7,35.5,24.4,34.1857142857143,7,52
"469","LCOR-183",31.4,22.83333333,44.93333333,37.13333333,25.1,37.7,23.5,31.7999999985714,9,52
"471","LCOR-215",28.46666667,29.96666667,46.2,37.73333333,33.4,33.6,34.1,34.7809523814286,12,52
"472","LCOR-187",32.13333333,32,38.5,43.5,34.6,35.2,33.1,35.5761904757143,13,52
"473","LCOR-576",27.53333333,37.7,40.43333333,40.86666667,34.3,32.9,32,35.1047619042857,15,52
"474","LCOR-288",34.06666667,19.13333333,31.6,43.83333333,39.1,35,28.4,33.0190476185714,3,53
"475","LCOR-407",37.8,23.63333333,38.66666667,37.9,37.6,35.4,24.5,33.6428571428571,4,53
"476","LCOR-580",27.4,31.83333333,42.66666667,40.7,29.4,28.4,26.2,32.3714285714286,5,53
"477","LCOR-566",30.16666667,27.7,35.76666667,42.06666667,33.8,36.2,26.6,33.1857142871429,6,53
"478","LCOR-097",34.2,34.63333333,41.8,41.93333333,35.2,38.8,21.8,35.48095238,7,53
"480","LCOR-451",33.9,28.13333333,34.03333333,44.1,35.4,30.2,23.9,32.8095238085714,10,53
"482","LCOR-050",26.86666667,27.53333333,37.86666667,45.5,32.5,34.3,24.9,32.7809523814286,13,53
"483","LCOR-444",25.86666667,32.93333333,47.4,41,27.4,36.2,32.7,34.7857142857143,14,53
"485","LCOR-038",22.8,29.4,45.36666667,38.76666667,26.0488584474886,26.0488584474886,28.6,31.0044357478539,3,54
