"","ID","SPAD_June_2022","SPAD_July_2022","SPAD_aug_2022","SPAD_sep_2022","SPAD_July_2023","SPAD_Aug_2023","SPAD_Sep_2023","avg_SPAD","TGI_mean","GRVI_mean","MGRVI_mean","EXG_mean","EXGR_mean","NDVI_mean","NDRE_mean","GNDVI_mean","SAVI_mean","OSAVI_mean","MSAVI_mean","GCI_mean","RECI_mean","shadow_area","V497","H497","D497","V801","H801","D801","HD497","HD801","branchiness"
"141","LCOR-368",29.36666667,35.13333333,41.2,42.46666667,24.3,16.5,20.7,29.9523809528571,0.136917865,0.44700233,0.741986376,0.622531769,-0.207500823,0.634502736,-0.175066157,0.263309073,0.473660692,0.554615021,0.468183396,0.723554895,-0.295361316,0.550815595,1245.7333004004,3596.64,21,1245.7333004004,3596.64,21,171.268571428571,171.268571428571,0.0864209943520322
"142","LCOR-046",32.63333333,35.4,37.23333333,43.66666667,22.1,28.7,30.8,32.9333333328571,0.182070272,0.500654697,0.797895023,0.734756402,-0.112464837,0.667786053,-0.138276407,0.251884443,0.531703268,0.602587564,0.535400152,0.683086123,-0.238718135,0.550815595,1974.2902638576,3718.56,26,7792.04111556904,5547.36,42.29,143.021538461538,131.174272877749,0.119757414619624
"143","LCOR-031",29.8,32.03333333,38.6,41.4,31.7,17.8,30.3,31.6619047614286,0.189033736,0.523302493,0.817752092,0.752625507,-0.086903572,0.705738233,-0.117777192,0.292031247,0.58560388,0.649412819,0.599082035,0.836027975,-0.206653201,0.570423917,1765.49504025,3596.64,25,5045.07327427683,4907.28,36.18,143.8656,135.635157545605,0.0719805327775036
"144","LCOR-347",28.9,26.86666667,39.26666667,41.06666667,30.2,29.2,32.7,32.6000000014286,0.208893266,0.474931707,0.772399014,0.712010136,-0.142592587,0.642538242,-0.061665959,0.243198657,0.549599582,0.599771812,0.554801739,0.650746583,-0.112237708,0.547250445,1613.2914135936,3566.16,24,5455.28188868924,5120.64,36.83,148.59,139.034482758621,0.0805909887441888
"145","LCOR-176",30.6,31.16666667,47.93333333,37.86666667,30.8,20.3,24.5,31.8809523814286,0.1860554,0.433818118,0.71798093,0.656728446,-0.199910414,0.599911587,-0.064347728,0.231569454,0.49964605,0.553049959,0.500925094,0.617971795,-0.117857354,0.746898816,1737.3907531008,3840.48,24,4813.14728154605,4602.48,36.49,160.02,126.129898602357,0.0263011821716848
"146","LCOR-269",30.23333333,31.53333333,33.83333333,47,29.7,18.9,30.5,31.67142857,0.206012016,0.445932929,0.730335679,0.68108776,-0.178751214,0.621430721,-0.042051963,0.248926562,0.529784021,0.577699954,0.532461051,0.684999333,-0.075549086,0.629248883,2071.3865063424,3901.44,26,6446.47698724195,5303.52,39.34,150.055384615385,134.812404677173,0.112808726395394
"147","LCOR-147",28.53333333,31,42.1,42.63333333,29.2,16.7,35.7,32.2666666657143,0.195484267,0.446338103,0.739148034,0.655813175,-0.191250992,0.632871713,-0.063622941,0.26227311,0.537901137,0.5878312,0.540370856,0.732406786,-0.111683093,0.532989847,2163.9822326568,3779.52,27,6988.94222247608,5273.04,41.08,139.982222222222,128.360272638754,0.149598892055841
"148","LCOR-257",33.23333333,33.13333333,35.8,43.73333333,28.7,22.5,28.8,32.27142857,0.209638966,0.493807969,0.787628456,0.715241044,-0.126590137,0.682596207,-0.074154139,0.286802963,0.596049132,0.641698625,0.603759342,0.818313599,-0.134066343,0.550815595,2030.9297386404,3825.24,26,6566.07181517371,5212.08,40.05,147.124615384615,130.139325842697,0.148042128458206
"149","LCOR-256",34.66666667,31.66666667,36.33333333,44.8,31.5,22.2,30.8,33.1380952385714,0.18939844,0.456494215,0.746647346,0.644077115,-0.188773167,0.664812135,-0.076004645,0.301402045,0.573701719,0.616476943,0.575315522,0.871187536,-0.132899319,0.784332886,2597.1090362262,3931.92,29,7971.06635593326,5455.92,43.13,135.583448275862,126.49942035706,0.0296430222145462
"150","LCOR-014",38.36666667,31.83333333,36.96666667,42.3,26.2,28.9,35.4,34.2809523814286,0.205036818,0.452227698,0.742367523,0.628301717,-0.199555599,0.654504872,-0.072750366,0.290264997,0.58699841,0.622032551,0.590854992,0.83745074,-0.129092139,0.768289713,2552.4629582592,4145.28,28,13062.7538844419,6736.08,49.69,148.045714285714,135.562084926545,0.091017184020879
"151","LCOR-091",33.8,24.36666667,35.73333333,42.36666667,28.3,24.6,22.4,30.2238095242857,0.160162751,0.355270313,0.605650982,0.531161795,-0.317672802,0.556040123,-0.086810787,0.264144776,0.475963307,0.518174212,0.476198084,0.747337305,-0.154100233,0.81998438,2637.3742926018,3992.88,29,4342.02864776896,4541.52,34.89,137.685517241379,130.166809974205,0.0266771943908901
"152","LCOR-264",33.63333333,31.6,37.86666667,43.1,30.3,26.9,22.1,32.2142857142857,0.178082137,0.447911822,0.74113175,0.641127553,-0.196547278,0.656252762,-0.113312458,0.297014401,0.565922244,0.614793054,0.573383134,0.855997809,-0.201097488,0.393949017,1055.70618678,3048,21,1024.94818463427,3169.92,20.29,145.142857142857,156.230655495318,0.0592762614278594
"153","LCOR-486",28.13333333,22.63333333,40.1,41.2,31.2,22.2,25.1,30.08095238,0.125383656,0.449914412,0.744505603,0.57070892,-0.230273796,0.668847363,-0.180873736,0.315924153,0.516639247,0.593587856,0.518154568,0.947986487,-0.303050532,0.85741845,2421.0861883488,3931.92,28,6712.68408911399,5059.68,41.1,140.425714285714,123.106569343066,-0.00713650291084172
"154","LCOR-357",31.73333333,31.6,43.36666667,42.53333333,32.3,19.3,22.5,31.9047619042857,0.125446563,0.370563751,0.646012381,0.510983514,-0.316320541,0.57654696,-0.143081557,0.265221832,0.448473234,0.514412792,0.441508165,0.734709178,-0.246590066,0.834244978,2059.2734149476,3596.64,27,5580.07036494725,4907.28,38.05,133.208888888889,128.969250985545,-0.0849533330337341
"155","LCOR-473",31.26666667,28.36666667,39,44.63333333,35.8,24.5,31.9,33.6380952385714,0.159507847,0.420059458,0.712654114,0.581757228,-0.246913465,0.597998004,-0.11796449,0.238175943,0.482150692,0.542450884,0.478282589,0.63658282,-0.208007622,0.500903502,1573.21168381545,3627.12,23.5,5629.25729615777,4724.4,38.95,154.345531914894,121.293966623877,0.134072598764579
"156","LCOR-525",33.16666667,25.86666667,30.3,43.9,33.4,24.7,29.9,31.6047619057143,0.186622963,0.427630547,0.712262216,0.631430128,-0.216684229,0.576996642,-0.063079913,0.204603862,0.475424427,0.529077127,0.473448862,0.532752331,-0.114263066,0.941199463,3505.4233184256,4358.64,32,9916.31514323923,5821.68,46.57,136.2075,125.009233412068,0.0574085640116777
"157","LCOR-437",35.83333333,27.8,34.7,40.9,36.1,28.8,30.9,33.5761904757143,0.181007538,0.420542221,0.70575882,0.632117004,-0.221297169,0.584525261,-0.076023431,0.222889595,0.474295273,0.530522842,0.471435318,0.593326416,-0.13389535,0.844940427,2758.1700617286,4175.76,29,9007.94599065092,5547.36,45.47,143.991724137931,122.000439850451,0.0590839945838023
"158","LCOR-550",33.7,29.63333333,40.56666667,44.33333333,28.7,27.1,23.6,32.5190476185714,0.183669922,0.418532001,0.704283832,0.615678552,-0.231082794,0.594906881,-0.075844055,0.239422924,0.500771091,0.550828002,0.501107203,0.649172848,-0.134911663,0.508033801,2063.295152802,3886.2,26,6207.23696150571,5151.12,39.17,149.469230769231,131.50676538167,0.197230407216703
"159","LCOR-307",31.1,34.23333333,39.63333333,39.9,29.2,30.7,29.6,33.48095238,0.20807463,0.448805277,0.731293367,0.677821912,-0.177929567,0.625062601,-0.054223372,0.25523505,0.550549798,0.591128259,0.556598784,0.702767543,-0.097650809,0.588249664,876.16431828,2788.92,20,2874.73911603446,3870.96,30.75,139.446,125.88487804878,-0.195068393246513
"160","LCOR-449",33.83333333,34.5,39.53333333,41.1,28.3,26.5,29.2,33.28095238,0.156696469,0.391437469,0.666052386,0.562915776,-0.276056399,0.569279954,-0.085337935,0.236807777,0.447894217,0.508941685,0.44178786,0.661446126,-0.149102678,0.834244978,2458.6224083232,3992.88,28,6570.54318571412,5151.12,40.3,142.602857142857,127.81935483871,0.0195593657017528
"161","LCOR-507",29.8,26.36666667,37.8,40.03333333,27.1,22.1,26.4,29.9428571428571,0.208195422,0.502608613,0.7984691,0.73112473,-0.112466332,0.688410753,-0.09074552,0.285969593,0.59729693,0.644551726,0.605743556,0.811601307,-0.162564924,0.575771641,2421.0861883488,3931.92,28,6819.00567158063,5090.16,41.3,140.425714285714,123.248426150121,0.157256118462368
"162","LCOR-154",37.2,29.73333333,35.96666667,43.83333333,26.3,30,31.3,33.4761904757143,0.210050645,0.499239953,0.788592769,0.706018136,-0.125906801,0.69223197,-0.090197083,0.299158483,0.618105321,0.657397002,0.626356187,0.861549328,-0.159424825,0.707682172,3243.7470298158,4297.68,31,9711.60213197512,5760.72,46.33,138.634838709677,124.341031728901,0.161044670018557
"163","LCOR-562",32.5,30.76666667,33.76666667,43.76666667,28.1,25.2,22,30.8714285728571,0.160138679,0.398978519,0.676679823,0.565271294,-0.269636109,0.603905058,-0.104135706,0.274243493,0.50285586,0.55539074,0.50181482,0.773537992,-0.182977542,0.670248102,2119.9346275848,3992.88,26,3382.52004136241,4602.48,30.59,153.572307692308,150.457012095456,0.109917896731207
"164","LCOR-393",29.76666667,32.33333333,41.36666667,45.46666667,30.7,24,21.4,32.1476190485714,0.167227068,0.453745596,0.748760716,0.649956672,-0.18880841,0.672036325,-0.095935468,0.313748637,0.565544128,0.622808764,0.574284584,0.930287638,-0.173392911,0.456339133,1519.642374984,3657.6,23,2879.13914860579,4389.12,28.9,159.026086956522,151.872664359862,0.180906628135541
"165","LCOR-247",27.36666667,30.86666667,35.13333333,43.4,29.2,24.9,23,30.5523809528571,0.094530705,0.263251484,0.480269133,0.345104494,-0.468701533,0.484069382,-0.111684974,0.260134711,0.384930597,0.435878809,0.375640427,0.723361398,-0.193078672,0.663117803,1765.49504025,3596.64,25,4528.07656538222,4815.84,34.6,143.8656,139.18612716763,0.00982046828653986
"166","LCOR-611",34.16666667,31.4,43.6,42.66666667,27.6,28.8,29.3,33.9333333342857,0.135831718,0.447475662,0.740726624,0.572263565,-0.231340714,0.659699554,-0.155654936,0.305075703,0.530848885,0.599160156,0.536852112,0.886828461,-0.267427483,0.568641342,799.3802458515,2819.4,19,2132.03210362482,3566.16,27.59,148.389473684211,129.255527364987,-0.17020335254794
"167","LCOR-528",26.73333333,23.33333333,44.16666667,43.5,30.1,19.2,23.9,30.1333333328571,0.145982131,0.284531096,0.513838727,0.441416284,-0.412610013,0.47178965,-0.080909294,0.222772432,0.408541721,0.442768387,0.40349612,0.5841499,-0.146865368,0.365427822,643.7653236936,2529.84,18,2143.19405162317,3779.52,26.87,140.546666666667,140.659471529587,-0.0960284826421918
"168","LCOR-072",32.66666667,25.66666667,35,38.23333333,35.3,16.7,30.2,30.5380952385714,0.159906982,0.294457423,0.521043406,0.454834777,-0.399427092,0.463291515,-0.048884534,0.202529882,0.398087539,0.43278008,0.392708394,0.529846588,-0.086023547,0.707682172,960.6926299698,2773.68,21,3838.50703727748,4450.08,33.14,132.08,134.281231140616,-0.276855713842761
"169","LCOR-610",34.93333333,27.73333333,37.16666667,41.66666667,34.6,24.1,30.9,33.0142857142857,0.165832659,0.319600398,0.566638743,0.507847595,-0.356807785,0.474465027,-0.042820587,0.188734818,0.400311686,0.439985504,0.394559479,0.476228994,-0.076901207,0.502686077,1103.2129651851,3185.16,21,3921.11134000217,4785.36,32.3,151.674285714286,148.153560371517,0.00266966079254868
"170","LCOR-516",30.8,25.46666667,39.93333333,44.13333333,32.5,22.3,19.4,30.6476190471429,0.212208748,0.453719386,0.748286071,0.690233866,-0.169265111,0.615035304,-0.093727359,0.225953243,0.530294418,0.576287941,0.533202666,0.587312098,-0.169533783,0.228169567,351.90206226,2286,14,835.623939126785,2956.56,18.97,163.285714285714,155.8545071165,-0.0029493250588923
"171","LCOR-280",32.76666667,28,44.26666667,42.63333333,27.3,18.7,23,30.9523809528571,0.185440149,0.429878746,0.717664751,0.620456802,-0.21942778,0.587360915,-0.093190348,0.215007462,0.493819977,0.543865737,0.493334637,0.560320252,-0.168303527,0.54546787,1239.7485714504,3261.36,22,3521.2053479032,4419.6,31.85,148.243636363636,138.76295133438,-0.00740721351284261
"172","LCOR-033",27.73333333,31.13333333,43.16666667,43.7,24.5,27.3,27.4,32.1333333328571,0.170489445,0.36317822,0.635071002,0.535406548,-0.31096077,0.537924984,-0.072376352,0.220458081,0.457789672,0.500918472,0.45428343,0.575452303,-0.132202558,0.506251226,1251.3350066976,3291.84,22,2916.33964922501,4114.8,30.04,149.629090909091,136.977363515313,0.0326963218330353
"173","LCOR-372",33.76666667,33.66666667,40.43333333,43.6,26.2,22.7,30.2,32.9380952385714,0.168017908,0.389544536,0.661854537,0.550529873,-0.283000631,0.59893146,-0.083446444,0.281394349,0.525143692,0.564608387,0.526488589,0.798211796,-0.148240561,0.559728468,1332.440053428,3505.2,22,3843.39293169,4632.96,32.5,159.327272727273,142.552615384615,0.0540419707058589
"174","LCOR-105",32.13333333,33.8,39.5,46.06666667,25.8,27.2,30.3,33.5428571428571,0.111176311,0.190354607,0.339778278,0.311704436,-0.539924781,0.353643122,-0.002486837,0.19075681,0.310198732,0.333866582,0.307572241,0.506677029,0.002479334,0.360080097,725.9236827192,2560.32,19,2062.61612545533,3840.48,26.15,134.753684210526,146.863479923518,-0.0779663254301337
"175","LCOR-352",32.26666667,24.73333333,36.83333333,45.46666667,24.6,24.6,23.8,30.3285714285714,0.196094005,0.351887549,0.598432972,0.532108922,-0.319669908,0.540295878,-0.031747276,0.246262766,0.493298684,0.518267416,0.494875016,0.690686749,-0.054270829,0.479512605,1481.6513156094,3566.16,23,4091.52362418353,4754.88,33.1,155.050434782609,143.651963746224,0.135140030769502
"176","LCOR-614",32.83333333,27.66666667,34,46.33333333,29.3,29.2,21.6,31.5619047614286,0.170189231,0.476984821,0.77410604,0.673412038,-0.160056456,0.68701206,-0.136478538,0.31419179,0.575085654,0.634068731,0.583797569,0.924420371,-0.236214424,0.361862672,769.1334257382,2712.72,19,1248.26484074625,3139.44,22.5,142.774736842105,139.530666666667,-0.0221853952033711
"177","LCOR-016",34.23333333,29.06666667,40.33333333,42.26666667,31.8,28.6,23.9,32.8857142857143,0.117133636,0.388734967,0.667584662,0.507482379,-0.303692219,0.620028514,-0.152756195,0.309555166,0.489758959,0.557584127,0.488766352,0.906523237,-0.26361903,0.44742626,1119.0485579868,3230.88,21,3612.03847818005,4389.12,32.37,153.851428571429,135.592215013902,0.0649967247590361
"178","LCOR-132",31.56666667,32.56666667,37.4,41.9,30.4,25.2,26.2,32.1761904771429,0.136495352,0.418850104,0.711695512,0.464738806,-0.30343918,0.623148123,-0.121792237,0.276079019,0.527396441,0.579109271,0.529606342,0.766430457,-0.211693048,0.563293618,1810.380507375,3688.08,25,4747.96355526872,4937.76,34.99,147.5232,141.119176907688,0.102279275040117
"179","LCOR-574",32.36666667,33.16666667,35.06666667,44.46666667,30.6,19.3,24.2,31.3095238114286,0.14364049,0.432669144,0.724829254,0.612699585,-0.222585411,0.639324455,-0.157703648,0.287041492,0.497108383,0.569289474,0.494779816,0.817772522,-0.268583527,0.504468651,1832.8232409375,3733.8,25,3176.31260018944,4419.6,30.25,149.352,146.102479338843,0.160132295145063
"180","LCOR-079",28.16666667,35.46666667,38.73333333,42.6,29.8,24.3,26.5,32.2238095242857,0.164345954,0.427152694,0.720339004,0.621174272,-0.222752565,0.619985495,-0.130205653,0.26337948,0.509608129,0.567784206,0.508900442,0.719325558,-0.228485399,0.593597388,846.55786416435,2834.64,19.5,2321.68767330255,3749.04,28.08,145.366153846154,133.512820512821,-0.182543860023979
"181","LCOR-458",30.63333333,30.23333333,40.23333333,41.83333333,27.5,30.6,24.3,32.1904761885714,0.19048513,0.451376123,0.739953381,0.638890347,-0.194855237,0.61734054,-0.098024716,0.236448385,0.51984593,0.571640403,0.522429127,0.640742609,-0.173034409,0.882374496,1456.323942693,3505.2,23,4915.85635953,4572,37,152.4,123.567567567568,-0.133860897852437
"182","LCOR-411",35.23333333,24.03333333,33.83333333,41.5,28.2,29.3,25.8,31.1285714271429,0.194183884,0.399945145,0.661141357,0.630485687,-0.236833286,0.538366241,-0.059085693,0.189803963,0.446389198,0.494522476,0.444708176,0.488958702,-0.106823034,0.907330543,2415.915382536,3657.6,29,8330.23618924393,5303.52,44.72,126.124137931034,118.593917710197,-0.102815045322827
"183","LCOR-394",33.36666667,29.26666667,39.73333333,42.5,29.1,25.5,24.3,31.9666666671429,0.16177602,0.415800618,0.700048754,0.622285904,-0.229864905,0.603802466,-0.11998625,0.254587235,0.482392127,0.545257568,0.479699935,0.699828302,-0.210139044,0.737985942,2717.904805353,4114.8,29,6776.11162780153,5394.96,39.99,141.889655172414,134.907726931733,0.100249981707586
"184","LCOR-275",31.9,26.56666667,33,42.86666667,27.7,21.2,18.2,28.7761904771429,0.189529563,0.449224071,0.739244926,0.661958005,-0.186539882,0.628521895,-0.092051081,0.251636345,0.520353429,0.57629542,0.519151479,0.682076719,-0.163245097,0.488425479,1272.50299299375,3200.4,22.5,3265.42348825911,4145.28,31.67,142.24,130.889801073571,0.0193235821038176
"185","LCOR-134",26.6,32.6,43.2,42.33333333,26.0488584474886,26.0488584474886,26.9751708428246,31.9723172954003,0.177814155,0.436365391,0.729004301,0.595401238,-0.227798741,0.65285755,-0.098047256,0.304173766,0.581213392,0.620593367,0.587942847,0.879627885,-0.176254799,0.377905845,1291.6960187364,3108.96,23,1317.57199499841,3261.36,22.68,135.172173913043,143.798941798942,0.0962426279826056
"186","LCOR-502",27.73333333,33.46666667,43.53333333,43.76666667,30.1,22,28.1,32.6714285714286,0.165077523,0.427103504,0.708764342,0.590399755,-0.233814675,0.618064776,-0.087388844,0.271788436,0.532498294,0.578296853,0.537263809,0.787232212,-0.15791272,0.575771641,1502.9808895872,3322.32,24,4122.91711836365,4236.72,35.2,138.43,120.361363636364,-0.0112084036701598
"187","LCOR-481",32.7,32.66666667,41.33333333,42.76666667,28.6,17.2,21,30.8952380957143,0.186478342,0.498196741,0.792922974,0.709286542,-0.126714483,0.706101395,-0.144214496,0.321897695,0.609283662,0.66143326,0.622113653,0.967593484,-0.245555519,0.442078535,1129.6056198546,3261.36,21,2506.52829633252,3962.4,28.38,155.302857142857,139.619450317125,0.0793503392817543
"188","LCOR-271",35.86666667,33.23333333,31.3,47.33333333,24.5,24.4,24.6,31.6047619042857,0.175940798,0.48373958,0.77968097,0.683402322,-0.150256689,0.690035535,-0.133718614,0.311480287,0.57519234,0.635104935,0.58355267,0.926073941,-0.230701471,0.54903302,1990.4729709384,3749.04,26,4498.27288332708,4632.96,35.16,144.193846153846,131.767918088737,0.129258891404759
"189","LCOR-058",33.16666667,30.56666667,40.03333333,45.8,29.3,25.7,26.9,33.0666666671429,0.101329631,0.354602439,0.620409731,0.484432533,-0.339730529,0.586054567,-0.13383609,0.298695549,0.428558537,0.506379737,0.417906089,0.875438753,-0.230823142,0.51159895,1304.3597051946,3139.44,23,1808.1211525018,3596.64,25.3,136.497391304348,142.159683794466,-0.0190438604904716
"190","LCOR-052",29.7,31.03333333,39.16666667,40.5,27.4,17.1,29.2,30.5857142857143,0.101113906,0.268167171,0.47799773,0.373089147,-0.452916039,0.471911225,-0.077748136,0.245689788,0.376897515,0.425708319,0.369272924,0.675317609,-0.136502951,0.37612327,786.4173229458,2773.68,19,2045.43073688625,3779.52,26.25,145.983157894737,143.981714285714,-0.0159187891214695
"191","LCOR-475",29.13333333,28.83333333,40.66666667,45.16666667,26.5,24.7,24.9,31.4142857142857,0.131587252,0.365178156,0.636631201,0.52176715,-0.315248368,0.562362238,-0.122025591,0.252063778,0.43599149,0.499919269,0.427429876,0.684965364,-0.212156255,0.520511824,1437.3284130057,3459.48,23,4742.9769306863,4846.32,35.3,150.412173913043,137.289518413598,0.0708998653876556
"192","LCOR-085",31.7,24.73333333,37.93333333,41.9,28.2,16,26.5,29.5666666657143,0.155092232,0.39653215,0.680617836,0.582070776,-0.263911033,0.58023792,-0.116408443,0.241742996,0.463973633,0.523581924,0.458003027,0.649088054,-0.203160501,0.586467089,1309.2671829336,3444.24,22,3094.81954911786,4297.68,30.28,156.556363636364,141.931307793923,0.017233333948587
"193","LCOR-351",30.9,31.43333333,39.33333333,46.56666667,29.8,21.9,25.8,32.2476190471429,0.190208263,0.465945136,0.75120533,0.672347219,-0.168300485,0.6316261,-0.097609247,0.242854498,0.526019333,0.581773342,0.529662225,0.662132894,-0.174459013,0.743333666,1242.20530268437,3124.2,22.5,3485.10289423113,4206.24,32.48,138.853333333333,129.502463054187,-0.17814268848615
"194","LCOR-306",33.56666667,31.4,41.6,40.03333333,26.9,23.9,25.7,31.8714285714286,0.139204428,0.327233973,0.573909921,0.470845719,-0.366015636,0.523513579,-0.089814146,0.245995159,0.416184922,0.469891562,0.408911315,0.696177415,-0.156475698,0.609640561,1909.5594355344,3596.64,26,5304.5620032158,4724.4,37.81,138.332307692308,124.9510711452,0.0445319830304919
"195","LCOR-392",32.3,30.66666667,42.96666667,42.26666667,35.2,28,29.4,34.4000000014286,0.183658701,0.384954604,0.647841935,0.539302488,-0.29012832,0.558168327,-0.060195792,0.235765001,0.500571327,0.53108482,0.499876714,0.64288006,-0.108493948,0.536554997,1720.609573125,3505.2,25,4484.9670210892,4389.12,36.07,140.208,121.683393401719,0.0714972853226725
"196","LCOR-243",32.36666667,31.33333333,37.26666667,45.13333333,30.7,18,22.6,31.0571428571429,0.176864664,0.476650177,0.766892529,0.664465889,-0.163559505,0.676826477,-0.120592339,0.300498599,0.559720519,0.618510978,0.562450994,0.878241161,-0.204596464,0.95902521,2758.1700617286,4175.76,29,6317.42459987564,5242.56,39.17,143.991724137931,133.841205003829,0.00679934484392738
"197","LCOR-572",31.73333333,36.3,38.16666667,44.3,27.5,23.3,22.2,31.9285714285714,0.173687078,0.477108487,0.773224154,0.67340332,-0.160501237,0.682271729,-0.126528972,0.304733748,0.567079856,0.626772738,0.573040771,0.891063121,-0.219325478,0.565076193,1405.6691968602,3383.28,23,3142.04428879257,4206.24,30.84,147.099130434783,136.389105058366,0.01471458877171
"198","LCOR-463",31.8,28.8,40.9,47.5,28.2,19.2,22.1,31.2142857142857,0.168278825,0.44623072,0.737704109,0.629834269,-0.204236835,0.663272035,-0.10645139,0.312207596,0.549848744,0.607710146,0.552191005,0.933936325,-0.184219753,0.438513386,1430.9965697766,3444.24,23,2468.43780427725,4084.32,27.74,149.749565217391,147.235760634463,0.137252044461289
"199","LCOR-260",35.76666667,30.03333333,37.4,43.96666667,29.7,28.4,25.4,32.9523809528571,0.169049118,0.389212982,0.665690381,0.553203583,-0.282169508,0.593233813,-0.076050354,0.273693893,0.50589151,0.551129217,0.505791623,0.78517748,-0.130602339,0.734420793,1974.2902638576,3718.56,26,4512.42649917797,4663.44,35.1,143.021538461538,132.861538461538,0.000995398538747496
"200","LCOR-406",29.7,26.5,36.26666667,38.53333333,26.0488584474886,26.0488584474886,26.9751708428246,30.0104125339717,0.143769377,0.463629983,0.758538263,0.636150846,-0.188252709,0.698166171,-0.125722712,0.347968119,0.562540297,0.63239219,0.568927002,1.080796259,-0.218181055,0.324428603,601.8961599594,2651.76,17,601.8961599594,2651.76,17,155.985882352941,155.985882352941,0.00016642349525591
"201","LCOR-089",30.86666667,23.03333333,39.06666667,46.16666667,26.0488584474886,26.0488584474886,22.2,30.4901500335682,0.137017323,0.372259213,0.640235167,0.525736809,-0.307864593,0.582448226,-0.106773652,0.276914413,0.472784189,0.529747083,0.470204427,0.780165819,-0.188367275,0.547250445,1005.65616788395,3185.16,20.05,1865.02462564804,3657.6,25.48,158.860847880299,143.547880690738,-0.0323958746487002
"202","LCOR-491",30.4,27.93333333,38.26666667,43.56666667,27.3,23.1,22.9,30.4952380957143,0.180797022,0.395024178,0.675511794,0.564232705,-0.273242846,0.575833719,-0.079025217,0.238698214,0.500150646,0.541117269,0.49953863,0.643013833,-0.143610105,0.417122489,928.82993304,2956.56,20,2103.81480085413,3749.04,26.73,147.828,140.255892255892,0.00522069795992808
"203","LCOR-585",32.66666667,31.4,48.4,40.2,29.2,18.8,23.1,31.9666666671429,0.195969171,0.453646199,0.745256574,0.659644595,-0.184307913,0.601583417,-0.105573833,0.208387711,0.500425074,0.554347178,0.500633325,0.541606203,-0.187982452,0.408209615,682.7139397002,2407.92,19,2006.46096127197,3322.32,27.73,126.732631578947,119.809592499098,-0.191125799612951
"204","LCOR-554",34.46666667,30.06666667,40.56666667,42.83333333,30.3,21.3,28.2,32.5333333342857,0.170266192,0.423158668,0.705400281,0.620837379,-0.225144531,0.602568808,-0.127660878,0.245072302,0.488331212,0.547657532,0.486142051,0.666153251,-0.220714317,0.800376058,1825.34232975,3718.56,25,3526.90466512957,4572,31.34,148.7424,145.883854499043,-0.0345072604647472
"205","LCOR-152",28.13333333,32.1,39.4,42.36666667,32.5,25.9,24.5,32.1285714285714,0.160842881,0.328484486,0.586482465,0.489979158,-0.357926969,0.495932798,-0.088204702,0.202637778,0.417356703,0.459147814,0.409965769,0.517618363,-0.159420833,0.691638999,2346.0137484,3810,28,5628.6209447163,4968.24,37.98,136.071428571429,130.812006319115,0.050064956161495
"206","LCOR-558",30.7,31.26666667,40.36666667,42.9,31.1,25.2,23,32.0761904771429,0.163035854,0.358452161,0.632684263,0.482406934,-0.338147227,0.53815136,-0.079219596,0.223216629,0.468992456,0.506929143,0.466451486,0.583089447,-0.146041934,0.411774765,995.85889728,3169.92,20,2085.98859862967,3962.4,25.89,158.496,153.047508690614,0.0802274514419605
"207","LCOR-138",30.8,30.06666667,37.93333333,46.53333333,27.3,20.1,23.6,30.9047619042857,0.175021379,0.37812432,0.638226219,0.556219405,-0.288090803,0.571376745,-0.039869267,0.262103039,0.509327488,0.543075119,0.512329876,0.734747016,-0.073226811,0.404644466,829.6270659648,2926.08,19,2274.1696507887,3870.96,27.35,154.004210526316,141.534186471664,0.00739582382908392
"208","LCOR-383",32.46666667,28.73333333,33.36666667,43.53333333,24.8,19.1,26.2,29.7428571428571,0.149284007,0.346036103,0.591156976,0.465896122,-0.351267637,0.527949834,-0.054068598,0.238532018,0.46095528,0.496505188,0.461023104,0.661808208,-0.09658904,0.452773984,670.9120542108,2636.52,18,2164.1424989103,4023.36,26.17,146.473333333333,153.739396255254,-0.14320285054901
"209","LCOR-568",34.93333333,29.5,27.83333333,45.66666667,32.5,20.1,21,30.2190476185714,0.167997342,0.302483586,0.530429041,0.465092032,-0.387666611,0.511881801,-0.004189767,0.259273438,0.473994446,0.494954572,0.473274013,0.723856463,-0.005029069,0.422470213,799.3802458515,2819.4,19,1633.52057545936,3566.16,24.15,148.389473684211,147.667080745342,-0.0475406092814149
"210","LCOR-080",32.2,25.56666667,33.9,43.4,30.7,18.6,22.5,29.5523809528571,0.166727721,0.355783178,0.617591232,0.501366686,-0.329812036,0.553790078,-0.026878272,0.254538436,0.491486393,0.52459045,0.488697337,0.697709781,-0.047864195,0.245995314,476.6836608675,2697.48,15,1074.22453966477,3322.32,20.29,179.832,163.741744701824,0.131511092926683
"211","LCOR-391",28.53333333,30.83333333,41.23333333,41.2,28.3,25.6,25.4,31.5857142842857,0.155335116,0.343910689,0.598603666,0.510374605,-0.336102754,0.542730696,-0.066085992,0.254143554,0.464003402,0.505908495,0.461897475,0.702065886,-0.118090062,0.543685296,1530.5585205888,3383.28,24,4252.88757512035,4541.52,34.53,140.97,131.523892267593,0.030645459497287
