"","ID","SPAD_June_2022","SPAD_July_2022","SPAD_aug_2022","SPAD_sep_2022","SPAD_July_2023","SPAD_Aug_2023","SPAD_Sep_2023","avg_SPAD","TGI_mean","GRVI_mean","MGRVI_mean","EXG_mean","EXGR_mean","NDVI_mean","NDRE_mean","GNDVI_mean","SAVI_mean","OSAVI_mean","MSAVI_mean","GCI_mean","RECI_mean","shadow_area","V497","H497","D497","V801","H801","D801","HD497","HD801","branchiness"
"69","LCOR-250",35.96666667,24.93333333,35.26666667,40.36666667,25.7,19.1,31.8,30.4476190485714,0.117561177,0.364562691,0.624506375,0.476005792,-0.335684305,0.570748118,-0.080178316,0.270839112,0.423763023,0.495033769,0.414702864,0.81005325,-0.136838356,0.873461622,2994.75836658,4236.72,30,13858.5407553983,6370.32,52.63,141.224,121.039711191336,0.0598720479753338
"70","LCOR-034",36.13333333,28.86666667,41,43.26666667,24.8,29.9,21.7,32.2380952385714,0.13085859,0.402311961,0.68351448,0.534139268,-0.281734548,0.611697582,-0.093381814,0.282254916,0.468626739,0.539862071,0.462721913,0.823648331,-0.163511154,0.803941208,4653.72523152,4572,36,8978.64301495865,5791.2,44.43,127,130.344361917623,0.170272213012621
"71","LCOR-255",37.83333333,28.33333333,32.13333333,41.93333333,27.1,24.2,23.6,30.7333333314286,0.195830455,0.498697484,0.796022196,0.670345745,-0.146665159,0.673676966,-0.087758361,0.264834465,0.573694627,0.626502893,0.580516929,0.73379588,-0.156027627,0.518729249,2778.3026899164,4206.24,29,6499.00105598061,5151.12,40.08,145.04275862069,128.520958083832,0.267766920483603
"72","LCOR-238",33.43333333,25.66666667,37.76666667,44.86666667,26.0488584474886,26.0488584474886,23.9,31.1044357478539,0.207887162,0.450471887,0.739906276,0.638974212,-0.196267026,0.63553921,-0.029709714,0.265430025,0.569081009,0.604797079,0.573434093,0.738118939,-0.054452745,0.664900378,1765.49504025,3596.64,25,2298.6007363342,3688.08,28.17,143.8656,130.92225772098,0.0087122155543413
"73","LCOR-254",23.73333333,32.9,38.03333333,44.5,23.6,20.5,26.7,29.9952380942857,0.18919966,0.445553943,0.73270686,0.64507733,-0.196964148,0.641969392,-0.061447876,0.280755669,0.555927238,0.601712853,0.559647377,0.805065039,-0.11200637,0.438513386,1743.0523066875,3550.92,25,5449.48926475075,4754.88,38.2,142.0368,124.473298429319,0.167755498754704
"74","LCOR-469",31.1,27.7,49.3,43,29.2,25.1,28.5,33.4142857142857,0.187362746,0.448773434,0.740290893,0.629904496,-0.201431249,0.651889048,-0.081192061,0.290433005,0.566072263,0.610359342,0.569381613,0.834529927,-0.142667218,0.433165662,837.1199466102,3688.08,17,837.1199466102,3688.08,17,216.945882352941,216.945882352941,0.210720157809986
"75","LCOR-167",32.83333333,27.1,33.43333333,42,25.5,27.8,27.3,30.8523809514286,0.190622424,0.418143444,0.698840532,0.637274695,-0.220115208,0.604293948,-0.045472145,0.253770516,0.512632776,0.561224891,0.514368526,0.710968893,-0.082688402,0.479512605,2588.395270875,5273.04,25,2588.395270875,5273.04,25,210.9216,210.9216,0.526257690469526
"76","LCOR-274",29.86666667,32.06666667,36.7,41.73333333,24.8,21.4,26.8,30.4809523814286,0.181231432,0.403989926,0.688354385,0.605168302,-0.247416107,0.583774943,-0.061924887,0.238766361,0.493295804,0.541774481,0.492732196,0.641096948,-0.115008072,0.297689982,967.13219832,3078.48,20,1494.56324862445,3566.16,23.1,153.924,154.379220779221,0.184886986240745
"77","LCOR-581",38.23333333,34.76666667,33.1,43.13333333,25.9,25.4,33.1,33.3761904757143,0.101696155,0.368871374,0.640335184,0.477020868,-0.332266963,0.590472855,-0.153102317,0.289342882,0.433602753,0.510136035,0.424374335,0.837791853,-0.260234865,1.973310237,6714.2913479208,4846.32,42,26478.8361452616,6583.68,71.56,115.388571428571,92.0022358859698,-0.142150570362162
"78","LCOR-001",40.96666667,29.56666667,29.76666667,41.2,24.7,18.8,26.5,30.2142857157143,0.119522652,0.365747745,0.631588311,0.488467727,-0.329378507,0.578197351,-0.120979966,0.276362187,0.45324747,0.51742308,0.448602055,0.779628739,-0.21154928,0.92159114,5634.5504896776,4968.24,38,19758.9998837274,6918.96,60.3,130.743157894737,114.742288557214,0.197005484055632
"79","LCOR-342",35.9,26.73333333,31.83333333,43.56666667,28.9,22.3,20.5,29.9619047614286,0.118731848,0.379354126,0.654932394,0.522644385,-0.303894107,0.573981629,-0.11483311,0.252830473,0.420402324,0.495146121,0.408872029,0.689529654,-0.200959236,0.620336009,2677.6395489774,4053.84,29,3778.51326076392,4450.08,32.88,139.787586206897,135.343065693431,0.157016761163401
"80","LCOR-471",40.33333333,30.33333333,32.56666667,40.6,27,21.3,27,31.3047619042857,0.164076244,0.445888381,0.736842564,0.624165163,-0.207212139,0.604346065,-0.0858885,0.221489211,0.472856129,0.540181712,0.469252912,0.582026299,-0.153556233,1.114109212,4398.77577825,4572,35,13455.6905256206,6522.72,51.25,130.628571428571,127.272585365854,0.0355742732414936
"81","LCOR-380",36.2,25.46666667,34.9,42.53333333,28,29.5,29,32.2285714285714,0.184901013,0.4557361,0.732992962,0.628269268,-0.196379838,0.624645938,-0.050953841,0.24942228,0.506878701,0.565570904,0.506934294,0.727974521,-0.083298653,0.843157852,3726.0443664384,4632.96,32,9848.39539039728,5913.12,46.05,144.78,128.40651465798,0.163855446092148
"82","LCOR-076",34.26666667,28.5,34.13333333,44.9,26.2,26.1,30.5,32.0857142857143,0.147109416,0.358029757,0.610412788,0.50913362,-0.325144218,0.518337044,-0.036670606,0.211742892,0.409409582,0.462777102,0.402600933,0.572957526,-0.058158332,0.825332105,2335.39085451375,3931.92,27.5,9291.3874505382,5974.08,44.5,142.978909090909,134.248988764045,0.0086086871540515
"83","LCOR-163",37.03333333,27.9,31.16666667,42.23333333,26.8,28.2,30.2,31.9333333328571,0.125770761,0.313529657,0.551926104,0.460614784,-0.380274089,0.498568518,-0.045461547,0.232444393,0.379249765,0.436711224,0.368763925,0.654789364,-0.070510998,1.023197901,4317.0483197088,4754.88,34,19127.2518478876,7010.4,58.94,139.849411764706,118.941296233458,0.109935481170022
"84","LCOR-217",34.9,31.03333333,40.23333333,42.43333333,17.4,29,18.9,30.5571428557143,0.162419301,0.400260634,0.678745343,0.567154514,-0.267580895,0.589921307,-0.046461737,0.252476079,0.491561015,0.543698548,0.490813043,0.693674659,-0.085969226,0.944764612,2779.30812438,3931.92,30,4374.44569099026,4541.52,35.02,131.064,129.683609366077,-0.0471844341763294
"85","LCOR-231",34.13333333,30.43333333,36.86666667,42.46666667,28.9,20.6,30.4,31.9714285714286,0.169484947,0.411926352,0.692658549,0.57614654,-0.254884243,0.622112191,-0.068397045,0.289237665,0.513663292,0.56691941,0.51099234,0.852726231,-0.114784272,0.693421574,2421.0861883488,3931.92,28,6316.16765358707,4998.72,40.11,140.425714285714,124.625280478684,0.0805010128665704
"86","LCOR-075",32.3,27.13333333,43.1,44.2,21.8,25.7,30.2,32.0619047614286,0.167540656,0.371920197,0.62901066,0.515301528,-0.309413239,0.556710279,-0.038367311,0.246889097,0.500064249,0.530787503,0.501674087,0.681820481,-0.070898992,0.279864234,361.2861172536,2346.96,14,741.852838379413,2712.72,18.66,167.64,145.376205787781,-0.0609370588477627
"87","LCOR-504",32.46666667,27.23333333,44.1,43.06666667,27.1,26,26.7,32.3809523814286,0.176486382,0.429159839,0.717930075,0.61532804,-0.223641748,0.639574726,-0.078724355,0.292573811,0.555801744,0.601397529,0.561501547,0.847098835,-0.142385424,0.418905064,812.3431687572,2865.12,19,1738.42491426336,3657.6,24.6,150.795789473684,148.682926829268,-0.0279559439892395
"88","LCOR-511",34.13333333,29.23333333,37.73333333,44.76666667,26.8,27.5,32.4,33.2238095228571,0.160435431,0.355082128,0.609902844,0.506241277,-0.3273317,0.541550312,-0.058975692,0.244621788,0.470572757,0.507562972,0.470264474,0.679194421,-0.104488658,0.591814814,1418.3328833184,3413.76,23,7411.99894636012,5455.92,41.59,148.424347826087,131.183457561914,0.00459709398052822
"89","LCOR-041",33.26666667,27.2,29.4,46.9,27.2,23.5,37.7,32.1666666671429,0.170238314,0.479400274,0.770551422,0.686884683,-0.151527021,0.681487947,-0.107493925,0.306905487,0.549052899,0.616103945,0.553738295,0.932005391,-0.186481814,0.532989847,2299.093473432,3733.8,28,7799.05479178573,5974.08,40.77,133.35,146.531272994849,0.137428356435586
"90","LCOR-023",34.06666667,28.7,40.5,41.2,31.4,26.8,29.4,33.1523809528571,0.141260554,0.426228758,0.7152193,0.570767137,-0.246790526,0.649995189,-0.126221016,0.312715916,0.536771514,0.597291373,0.542524577,0.918741945,-0.22187555,1.254932617,2757.76310016,3901.44,30,10205.5832179315,6156.96,45.94,130.048,134.021767522856,-0.172167818487205
"91","LCOR-020",35.13333333,27.46666667,43.6,45.26666667,33.6,25.3,28.2,34.0809523814286,0.130124316,0.448939963,0.745616509,0.593621647,-0.220260845,0.66513829,-0.18601045,0.308620902,0.517439898,0.594402538,0.52012917,0.900556407,-0.312640471,0.664900378,1511.144059875,3078.48,25,5291.92004611147,4937.76,36.94,123.1392,133.669734704927,-0.146851892070064
"92","LCOR-010",32.1,28.13333333,45.83333333,43.26666667,29.5,28.4,25.3,33.2190476185714,0.149056613,0.395802652,0.6786943,0.553919737,-0.277309245,0.573362289,-0.099171042,0.233257589,0.459794518,0.519648152,0.455474263,0.617543276,-0.177561212,0.623901159,1481.6513156094,3566.16,23,4664.76119858005,4785.36,35.23,155.050434782609,135.831961396537,0.0264758082856785
"93","LCOR-292",33.93333333,18.16666667,39.43333333,40.46666667,29.6,29.6,24.4,30.8,0.195212765,0.39219433,0.652639396,0.590850149,-0.260760169,0.5416422,-0.008202139,0.206888759,0.46730396,0.506432742,0.46784474,0.552779981,-0.008077013,0.82354953,1481.6513156094,3566.16,23,4535.172443048,4876.8,34.41,155.050434782609,141.726242371404,-0.088137189857602
"94","LCOR-420",33.9,26,35.23333333,45.93333333,30.1,17.7,23.3,30.3095238085714,0.166396906,0.295742148,0.513966778,0.467385547,-0.390949438,0.43115257,0.026897829,0.16992331,0.369699082,0.400075252,0.365045075,0.431103433,0.06556595,0.800376058,2071.3865063424,3901.44,26,7756.55904368771,5516.88,42.31,150.055384615385,130.391869534389,0.0135019587216129
"95","LCOR-157",34.83333333,36.4,32.36666667,43.03333333,30.5,23.4,26.1,32.3761904757143,0.164786039,0.336542944,0.590017113,0.501308817,-0.346279377,0.496012943,-0.01483972,0.199745608,0.417588212,0.458458484,0.411479108,0.520939858,-0.01932992,0.6845087,2421.0861883488,3931.92,28,7724.65457574373,5699.76,41.54,140.425714285714,137.211362542128,0.0858416287259212
"96","LCOR-263",33.4,32.93333333,37.8,42.2,25.9,19,21.9,30.4476190471429,0.14115233,0.323745831,0.569457389,0.479431977,-0.365367374,0.479112058,-0.044260022,0.192266825,0.384131767,0.431590725,0.375835625,0.49138961,-0.077949086,0.648857205,2022.8383851,3810,26,4875.87088923281,4724.4,36.25,146.538461538462,130.328275862069,0.0764243658232614
"97","LCOR-018",38.5,31.53333333,36.63333333,46.76666667,22.4,18.4,29.4,31.9476190471429,0.190250397,0.487387994,0.782621889,0.676636079,-0.151130213,0.675414534,-0.096652508,0.283313583,0.580339039,0.630936791,0.588571436,0.80004664,-0.171981068,0.554380744,2533.694848272,4114.8,28,6033.04843305149,5212.08,38.39,146.957142857143,135.76660588695,0.218347759868131
"98","LCOR-286",28.43333333,24.96666667,40.63333333,45.9,25.1,17.8,36,31.2619047614286,0.194785297,0.504963438,0.800270716,0.712841511,-0.12007908,0.695925554,-0.107718358,0.2985876,0.600287914,0.651691794,0.61222132,0.865592082,-0.188753366,0.48129518,1297.6807476864,3413.76,22,3877.96798438447,4815.84,32.02,155.170909090909,150.40099937539,0.0899331514289208
"99","LCOR-133",31.53333333,29.8,38.56666667,40.96666667,16.1,29.1,23.3,29.90952381,0.156736932,0.438432392,0.730014199,0.602564985,-0.222468058,0.646413658,-0.126011475,0.293413575,0.53673317,0.59450589,0.54020334,0.850433171,-0.221055014,0.333341476,947.98106568,3017.52,20,1214.97045301812,3352.8,21.48,150.876,156.08938547486,0.118189833279672
"100","LCOR-039",35.76666667,30.33333333,36.66666667,41.36666667,28.1,27.5,28.5,32.6047619057143,0.150437872,0.428398408,0.713913515,0.601999183,-0.228893571,0.63403878,-0.141733101,0.290627905,0.508296829,0.569631186,0.508706426,0.842618521,-0.241656568,0.490208053,1705.64775075,3474.72,25,4886.63736873603,4724.4,36.29,138.9888,130.184623863323,0.100057767336048
"101","LCOR-203",35.46666667,20.56666667,37.5,38.53333333,23.7,21.2,21,28.2809523814286,0.15626949,0.450177528,0.74325583,0.638599664,-0.196585964,0.659649379,-0.134724254,0.299550876,0.529714987,0.596314927,0.531036323,0.864100819,-0.22985958,0.392166443,1443.6602562348,3474.72,23,4586.81597143457,4541.52,35.86,151.074782608696,126.645844952593,0.192176743203314
"102","LCOR-164",33.06666667,27.3,42.73333333,43.4,28.2,22.6,26.5,31.9714285714286,0.124836714,0.41061418,0.696194303,0.543328824,-0.271589003,0.643136619,-0.144689975,0.321297383,0.511621669,0.580120142,0.51384912,0.963350379,-0.248731392,0.607857986,1810.380507375,3688.08,25,7298.81193420065,5303.52,41.86,147.5232,126.696607740086,0.0708467597687375
"103","LCOR-529",29.06666667,26.03333333,35.63333333,47.23333333,31.9,24.9,25.9,31.5238095228571,0.144302287,0.434962774,0.72638392,0.596365589,-0.228426432,0.64817254,-0.134945247,0.300353163,0.523467824,0.589014668,0.526552233,0.873397762,-0.234611544,0.846723001,1900.151441625,3870.96,25,7214.03957962762,5638.8,40.36,154.8384,139.712586719524,-0.0175798633652666
"104","LCOR-386",34,30.86666667,37.4,42,28.3,25.4,28.7,32.3809523814286,0.149400619,0.459505888,0.755076188,0.6384427,-0.190503524,0.661269261,-0.155769055,0.290816545,0.52490946,0.596428578,0.528535109,0.82500311,-0.268495028,0.499120927,1462.6557859221,3520.44,23,6726.77298371213,4968.24,41.52,153.062608695652,119.658959537572,0.105691380114064
"105","LCOR-028",32,23.93333333,40.06666667,44.2,28,24.4,21.1,30.5285714285714,0.140653457,0.485868752,0.772569681,0.629223015,-0.173787692,0.693381909,-0.170970353,0.313072044,0.49541908,0.584015601,0.493241258,0.986640576,-0.278000007,0.768289713,1660.762283625,3383.28,25,4554.74137679767,4632.96,35.38,135.3312,130.948558507631,-0.112107500402839
"106","LCOR-527",31.5,24.96666667,32.13333333,47.3,27.5,19.2,27.5,30.0142857142857,0.215342558,0.485965165,0.774163741,0.703929531,-0.137899584,0.654192574,-0.037404579,0.253191067,0.564697588,0.612300181,0.571628683,0.697733175,-0.06504083,0.57933679,3059.39343924,4328.16,30,6355.95187181302,5516.88,38.3,144.272,144.043864229765,0.250722468677455
"107","LCOR-150",34.8,31.26666667,41.66666667,44.46666667,29,26.9,25.1,33.3142857157143,0.152644033,0.365441908,0.629111867,0.52279947,-0.314200773,0.528755701,-0.046109345,0.210313737,0.407298204,0.465860067,0.398056304,0.563424423,-0.077096255,0.693421574,2119.9346275848,3992.88,26,6556.1177769888,5608.32,38.58,153.572307692308,145.368584758942,0.0958859317060505
"108","LCOR-233",31.83333333,32.03333333,42.26666667,42.93333333,30.5,24.8,30.3,33.5238095228571,0.173803954,0.311122894,0.549978914,0.476351639,-0.376913235,0.455726492,0.001995508,0.177460966,0.384892003,0.420726842,0.378986951,0.455444073,0.014914317,0.702334447,1909.5594355344,3596.64,26,8330.19273771787,5638.8,43.37,138.332307692308,130.016140189071,-0.0138991733333814
"109","LCOR-161",32.1,31,41.9,46.46666667,27.6,19.4,38.6,33.8666666671429,0.194207092,0.422951182,0.713828246,0.585178415,-0.242032051,0.577768167,-0.075190291,0.204711378,0.496623715,0.540921092,0.496035616,0.522534291,-0.138556868,0.422470213,1309.2671829336,3444.24,22,5699.8520696313,5486.4,36.37,156.556363636364,150.849601319769,0.152638564912545
"110","LCOR-019",33.73333333,30.6,43.8,44.76666667,28.1,18,33.5,33.2142857142857,0.173532641,0.382234463,0.631583019,0.573925593,-0.27627316,0.556904207,-0.038793236,0.241497747,0.483663375,0.523266118,0.487966766,0.661924149,-0.067180634,0.395731592,820.985117361,2895.6,19,1503.67934097015,3535.68,23.27,152.4,151.941555651053,0.00611919911100485
"111","LCOR-360",32.6,27,41.46666667,41.93333333,29.9,22,22.1,31,0.188403528,0.464375688,0.757768708,0.658096266,-0.176456014,0.656664302,-0.107476344,0.279511207,0.56274877,0.612450851,0.567244161,0.791312675,-0.188519197,0.561511043,1599.5025980928,3535.68,24,2356.07886554811,3810,28.06,147.32,135.780470420527,0.0613873967472262
"112","LCOR-289",31.1,24.23333333,41.56666667,42.86666667,24.2,23.5,33.7,31.5952380957143,0.165424865,0.406797762,0.679814186,0.588355877,-0.252506492,0.607195301,-0.096402616,0.276928796,0.515574514,0.564441728,0.519132167,0.783176328,-0.171558533,0.572206491,1778.7571996032,3931.92,24,3541.17830352261,4053.84,33.35,163.83,121.554422788606,0.159820250276746
"113","LCOR-040",31.03333333,27.9,40.06666667,42.7,18.7,29.9,31.9,31.7428571428571,0.157068038,0.397705779,0.679692015,0.561705064,-0.271747862,0.622420447,-0.102150927,0.302227526,0.528878154,0.577880782,0.530092745,0.881090748,-0.180396138,0.299472556,748.4741414028,2941.32,18,2422.45788822414,3962.4,27.9,163.406666666667,142.021505376344,0.136844851539973
"114","LCOR-180",35.6,33.1,44.2,44.26666667,21.4,25,22.7,32.3238095242857,0.112834494,0.366590628,0.633170089,0.458715875,-0.341747746,0.580656864,-0.144276418,0.281620727,0.457862272,0.521230689,0.453722077,0.8105206,-0.246892373,0.905547968,1668.2431948125,3398.52,25,5583.40523546006,4846.32,38.3,135.9408,126.535770234987,-0.175470350542616
"115","LCOR-403",36.96666667,28.03333333,35.03333333,47.1,23.7,21.2,24.7,30.9619047614286,0.123810683,0.33651131,0.588836802,0.428749068,-0.376140868,0.526504252,-0.11075837,0.241941738,0.439696206,0.485993292,0.437180194,0.66479373,-0.194735777,0.798593483,1974.2902638576,3718.56,26,4227.76665859549,4907.28,33.12,143.021538461538,148.166666666667,-0.0335868054682133
"116","LCOR-364",33.76666667,27.26666667,37.1,45.33333333,25.6,28.2,23.7,31.5666666671429,0.138462921,0.377515933,0.648574181,0.515468936,-0.30707824,0.555848641,-0.106436475,0.234003781,0.445390502,0.502442172,0.44018973,0.633279926,-0.186790407,0.661335228,1613.2914135936,3566.16,24,2853.21226623934,4358.64,28.87,148.59,150.974714236231,0.00242101453853016
"117","LCOR-277",32.16666667,26.73333333,30.5,46.8,24,17.5,33.5,30.1714285714286,0.189801583,0.44889455,0.745698538,0.675251056,-0.180237978,0.627648574,-0.092492739,0.249350426,0.527539082,0.581169031,0.529984205,0.667313111,-0.167409481,0.696986723,2364.7818583872,3840.48,28,10730.2886574936,6187.44,46.99,137.16,131.675675675676,0.0548534657963365
"118","LCOR-111",33.96666667,27.2,39.4,42.03333333,26.7,19.7,23.4,30.3428571428571,0.205450191,0.416844142,0.695561254,0.629649034,-0.225057558,0.549237061,-0.009235078,0.18158069,0.46856544,0.511777408,0.467396262,0.463302754,-0.013263115,0.914460842,2163.9822326568,3779.52,27,6087.31271015363,5242.56,38.45,139.982222222222,136.347464239272,-0.0732567367435548
"119","LCOR-303",31.5,28.9,40.96666667,45.83333333,30.7,26.6,21,32.2142857142857,0.17993784,0.383676711,0.65004594,0.576651255,-0.274448894,0.53316625,-0.031443522,0.200546991,0.448652722,0.492977052,0.445848828,0.5297471,-0.053795292,0.54903302,1456.323942693,3505.2,23,3294.07955784193,4450.08,30.7,152.4,144.953745928339,0.0620066643955917
"120","LCOR-588",31.56666667,30.16666667,39.6,43.46666667,31.2,29.5,35.4,34.4142857157143,0.204853318,0.407662449,0.677837256,0.604901978,-0.242706819,0.574602185,-0.017784957,0.223793059,0.507367221,0.543616324,0.507155332,0.591177622,-0.030072815,0.420687639,1182.3909291936,3413.76,21,4492.18244970048,4907.28,34.14,162.56,143.739894551845,0.145495174697019
"121","LCOR-561",29.66666667,33.43333333,40.36666667,43.56666667,33.5,30.6,31.4,34.6476190485714,0.147099522,0.340523747,0.597512963,0.508696166,-0.33964633,0.528210231,-0.058800952,0.23650589,0.420146325,0.474810137,0.412982287,0.651162138,-0.09865759,0.58290194,1557.6334343586,3749.04,23,5817.04597991127,5059.68,38.26,163.001739130435,132.24464192368,0.104547096573063
"122","LCOR-035",30.9,28.06666667,34.86666667,44.13333333,28.8,16.9,29.7,30.4809523814286,0.217384338,0.495435878,0.788837106,0.723693557,-0.121112097,0.681257702,-0.061678823,0.283062236,0.606576211,0.64709618,0.615040661,0.798632377,-0.111472648,0.504468651,1825.34232975,3718.56,25,3853.80870847064,4541.52,32.87,148.7424,138.166108913903,0.156042309893538
"123","LCOR-241",31.3,26.7,37.8,43.93333333,25.2,29.6,32.4,32.4190476185714,0.213122039,0.439776848,0.721179765,0.642851336,-0.201310141,0.632653598,-0.033824567,0.274522502,0.571445728,0.604301847,0.576655618,0.785594546,-0.061509971,0.629248883,1810.380507375,3688.08,25,5976.24199151266,5059.68,38.78,147.5232,130.471376998453,0.0565690080725178
"124","LCOR-218",25.9,26.76666667,39.53333333,46.23333333,27.3,23.5,39.4,32.6619047614286,0.162885702,0.338697558,0.594115462,0.493448347,-0.34685716,0.554295121,-0.043944742,0.273760359,0.491668594,0.524830578,0.490649999,0.782225778,-0.077267941,0.37968842,1516.769705088,3352.8,24,2722.31722631326,4358.64,28.2,139.7,154.56170212766,0.169807476225843
"125","LCOR-002",30.16666667,24.9,36.46666667,43.8,26.4,24.4,43.6,32.81904762,0.171627892,0.420662181,0.705117035,0.593202803,-0.240127903,0.620886993,-0.082602957,0.277325228,0.526352861,0.576296573,0.528912735,0.805806139,-0.146121809,0.278081659,508.6540829184,2529.84,16,913.731026857563,3078.48,19.44,158.115,158.358024691358,0.0167359884356896
"126","LCOR-026",32.26666667,31.26666667,34.9,45.06666667,25.9,29.1,23.3,31.6857142871429,0.149860064,0.475691387,0.769552957,0.675455184,-0.160325981,0.689807256,-0.146238838,0.321207001,0.541175524,0.617061025,0.546143941,0.962941033,-0.250327337,0.581119365,2216.3366415114,3870.96,27,3923.32829187382,4480.56,33.39,143.368888888889,134.188679245283,0.137814220362182
"127","LCOR-066",31.26666667,30.7,35.8,40.93333333,28.2,19.8,25.5,30.3142857142857,0.118191472,0.364691011,0.63142566,0.479371761,-0.334569931,0.600298783,-0.13497027,0.310964913,0.484560046,0.544799279,0.484150459,0.92349914,-0.232703258,0.68807385,748.4741414028,2941.32,18,1826.32826836057,3627.12,25.32,163.406666666667,143.251184834123,-0.206572311826059
"128","LCOR-423",33.56666667,30.4,40.2,46.63333333,27.9,30.6,33,34.6142857142857,0.144263896,0.370719476,0.642583153,0.49776307,-0.321555484,0.592609579,-0.114436399,0.287208535,0.503307256,0.551370534,0.503518755,0.817494652,-0.202441194,0.588249664,881.4787575876,3108.96,19,3153.2541457431,4419.6,30.14,163.629473684211,146.635700066357,-0.0864345522437178
"129","LCOR-200",36.13333333,25.13333333,39.26666667,42.7,27.7,22.7,28.1,31.6761904757143,0.145757213,0.449393839,0.745082974,0.631891906,-0.201110214,0.658817768,-0.164907008,0.298701793,0.520510018,0.59204632,0.52219373,0.858403444,-0.279826939,0.622118584,1585.713782592,3505.2,24,5352.59195465625,4846.32,37.5,146.05,129.2352,0.0104151869053722
"130","LCOR-137",26.63333333,31.43333333,40.86666667,42.43333333,31.5,30.1,27.2,32.88095238,0.180047605,0.426623852,0.700321544,0.644676159,-0.210804184,0.609121595,-0.067443061,0.260401367,0.51608752,0.566152548,0.521538227,0.72534036,-0.122187639,0.57933679,1309.2671829336,3444.24,22,4357.77496517196,4754.88,34.16,156.556363636364,139.194379391101,0.022283229788534
"131","LCOR-338",30.3,27.1,38.53333333,40.83333333,30.3,29.6,30,32.38095238,0.199802093,0.490747654,0.785205062,0.735443667,-0.118870954,0.653193353,-0.067698245,0.242905294,0.542878577,0.601791264,0.548726636,0.649997918,-0.122377144,0.92515629,2076.7248845658,3627.12,27,8109.91122731732,4998.72,45.45,134.337777777778,109.982838283828,-0.119215140271671
"132","LCOR-544",29.4,29.7,41.4,43.53333333,22.7,22.9,24,30.5190476185714,0.218274558,0.491831896,0.786755135,0.736785392,-0.117158611,0.654304318,-0.045697305,0.241786305,0.563490705,0.612626487,0.56989983,0.647767912,-0.082958981,0.499120927,938.40549936,2987.04,20,2947.03389725018,4236.72,29.76,149.352,142.362903225806,-0.0586116711772135
"133","LCOR-320",27.16666667,29.53333333,35.83333333,39.56666667,23.5,30.1,25.9,30.2285714285714,0.191516067,0.439406732,0.732245937,0.64708756,-0.200850362,0.611820375,-0.053042566,0.237112257,0.517651568,0.568149605,0.518444832,0.626328671,-0.096632428,0.595379963,1765.49504025,3596.64,25,5536.67058284517,4876.8,38.02,143.8656,128.269331930563,0.0543034176025843
"134","LCOR-077",34.7,29.26666667,33.16666667,44.13333333,26.2,18.4,33.8,31.3809523814286,0.192277872,0.381970604,0.659535102,0.577150345,-0.277360088,0.548180742,-0.010676682,0.215158319,0.47768107,0.516165283,0.477046607,0.560655774,-0.018469624,0.784332886,2286.1425199842,3992.88,27,10132.9675068228,6126.48,45.89,147.884444444444,133.503595554587,0.0450279410540263
"135","LCOR-088",28.76666667,26.23333333,41.93333333,44.96666667,22.2,31,33.4,32.6428571428571,0.177343389,0.468488942,0.760046254,0.669055317,-0.168063765,0.673778451,-0.095083268,0.304863888,0.566185827,0.621886958,0.570082167,0.89740438,-0.16536299,0.5151641,2195.8688685024,3566.16,28,4539.30594691248,4632.96,35.32,127.362857142857,131.17100792752,0.105534241953518
"136","LCOR-030",31.13333333,31.8,35.03333333,45.66666667,28.8,27,33.5,33.2761904757143,0.182030794,0.456172245,0.75277375,0.643289659,-0.190495561,0.668953593,-0.096398569,0.307150817,0.567520328,0.619391651,0.570201316,0.905065397,-0.167328974,0.559728468,2087.5692134232,3931.92,26,5771.20578334022,5273.04,37.33,151.227692307692,141.254754888829,0.168922246704281
"137","LCOR-156",31.5,32.36666667,38,41.4,31.9,17,38.6,32.9666666671429,0.156849518,0.479334831,0.778480828,0.7214306,-0.135008126,0.694713175,-0.133226603,0.323934287,0.554215789,0.627735496,0.562865019,0.96632874,-0.233096242,0.41355734,1780.456862625,3627.12,25,4086.03004518121,4511.04,33.96,145.0848,132.833922261484,0.21317678607539
"138","LCOR-051",28.83333333,29,47.03333333,45.86666667,26.0488584474886,26.0488584474886,21,31.9758643178539,0.199301505,0.363066483,0.637938786,0.561347532,-0.299494553,0.540396738,-0.042093307,0.221663523,0.485776281,0.516174936,0.485087395,0.571280956,-0.079054695,0.320863453,1140.1626817224,3291.84,21,1509.73829252858,3688.08,22.83,156.754285714286,161.545335085414,0.220951168374612
"139","LCOR-060",26.4,32,43.7,45.93333333,27.6,26.9,26.9,32.7761904757143,0.11978019,0.449082483,0.743672576,0.550816596,-0.240237803,0.671567217,-0.204968754,0.324514365,0.525013405,0.600239718,0.529609101,0.990738108,-0.336768766,0.513381525,947.98106568,3017.52,20,2835.60846133044,3870.96,30.54,150.876,126.750491159136,-0.0600889092329153
"140","LCOR-604",32.2,32.3,33.8,43.3,28.9,29.3,23,31.8285714285714,0.127940814,0.411932265,0.697079171,0.532404051,-0.275789892,0.620122265,-0.170193697,0.283994908,0.48540752,0.554446276,0.482870294,0.812729773,-0.287115587,1.246019743,4067.9878397256,4480.56,34,10259.5251695019,5516.88,48.66,131.781176470588,113.37607891492,-0.0308230466177035
