row,column,ID,DBH,Height,event,construct,Comments,
5,54,LCOR-205,11.5,5.4,CT717 3,CT717,,
6,54,LCOR-1138,,,NA,wt,,
7,54,LCOR-1252,,,NA,wt,,
8,54,LCOR-1182,,,NA,wt,,
9,54,LCOR-1107,,,NA,wt,,
10,54,LCOR-1123,,,NA,wt,,
11,54,LCOR-1133,,,NA,wt,,
12,54,LCOR-1179,,,NA,wt,,
13,54,LCOR-1190,,,NA,wt,,
14,54,LCOR-1013,,,NA,wt,,
15,54,LCOR-1251,,,NA,wt,,
16,54,LCOR-1045,,,NA,wt,,
1,55,LCOR-1084,,,NA,wt,,
2,55,LCOR-1176,,,NA,wt,,
3,55,LCOR-1055,,,NA,wt,,
4,55,LCOR-1067,,,NA,wt,,
5,55,LCOR-1146,,,NA,wt,,
6,55,LCOR-1036,,,NA,wt,,
7,55,LCOR-1157,,,NA,wt,,
8,55,LCOR-1184,,,NA,wt,,
9,55,LCOR-1232,,,NA,wt,,
10,55,LCOR-1258,,,NA,wt,,
11,55,LCOR-1012,,,NA,wt,,
