Obs#,Time,Observation,ID,,,time(hour),leaf,gsw,E_apparent,VPDleaf,Fs,Fm',PhiPS2,ETR,Tleaf,Qamb
127,14:51:25,127,VVmybA1_59_4,,,14,,0.363748,11.990391,3.602421,79.721329,189.810226,0.579995,418.131744,34.22,1802
128,14:52:36,128,Ptmyb_124_1,,,14,,0.338396,12.29005,3.934432,89.805725,249.688904,0.64033,476.879059,35.16,1862
129,14:53:29,129,Ptmyb_124_1,,,14,,0.233318,8.859145,3.983612,103.943108,254.270477,0.59121,440.046448,35.03,1861
130,14:54:11,130,Vvmyb_84-2_1,,,14,,0.029278,1.442879,4.830809,6.135106,8.566082,0.283791,190.764923,36.69,1681
131,14:54:37,131,Vvmyb_84-2_1,,,14,,0.056312,2.525225,4.439574,7.80952,13.996934,0.442055,251.952194,35.88,1425
133,14:56:11,133,VVmybA1_59_2,,,14,,0.26729,7.585589,3.026968,51.640747,183.856873,0.719125,179.303085,31.46,623
134,14:56:53,134,VVmybA1_59_2,,,14,,0.106925,4.236876,3.998508,46.082855,97.150192,0.525653,277.530884,34.49,1320
135,16:04:43,135,Ptmyb_30_1,,,16,17,0.087028,3.457355,3.975945,138.906952,210.531479,0.340208,231.686157,34.68,1703
137,16:05:53,137,Ptmyb_30_1,,,16,19,0.091218,3.657574,4.01998,143.153793,208.826706,0.314485,214.965088,34.67,1709
138,16:08:20,138,VVmybA1_60_2,,,16,17,0.264062,8.81448,3.542789,115.120056,171.005905,0.326807,221.305054,33.56,1693
139,16:08:49,139,VVmybA1_60_2,,,16,20,0.351975,10.551039,3.272687,93.119141,169.030685,0.449099,280.289917,32.7,1560
141,16:12:02,141,7-7_CONTROL_5,,,16,16,0.393675,11.464487,3.21831,146.620636,247.583145,0.407792,275.847473,32.69,1691
142,16:12:53,142,7-7_CONTROL_5,,,16,19,0.310753,10.337161,3.579323,140.856384,245.165756,0.425465,309.665131,33.81,1820
143,16:15:29,143,7-7_CONTROL_4,,,16,,0.213501,6.581073,3.223258,117.913483,322.894867,0.634824,215.879196,32.52,850
144,16:15:44,144,7-7_CONTROL_4,,,16,,0.109605,4.311986,3.965129,103.795769,170.606064,0.391606,237.1008,34.81,1514
146,16:18:24,146,Ptmyb_120-1_1,,,16,,0.150241,5.515966,3.754287,124.815346,280.526642,0.555068,318.105194,34.13,1433
147,16:18:42,147,Ptmyb_120-1_1,,,16,,0.236824,8.608845,3.815919,110.117912,272.055695,0.595238,394.343842,34.74,1656
148,16:21:09,148,Ptmyb 120-1_3,,,16,,0.118574,5.109146,4.348743,85.139755,146.370422,0.418327,279.161255,35.94,1668
149,16:21:21,149,Ptmyb 120-1_3,,,16,,0.208092,7.743124,3.871756,111.317757,209.787842,0.469379,310.576233,34.74,1654
151,16:23:29,151,Vvmyb 84-2_2,,,16,,0.126539,4.231993,3.396691,50.030708,194.582504,0.742882,186.205704,33.25,627
152,16:23:48,152,Vvmyb 84-2_2,,,16,,0.040244,1.514028,3.706907,34.859421,102.62233,0.660313,200.893753,34.28,761
153,16:25:49,153,717 Control 7,,,16,,0.302969,8.311439,2.953984,96.573112,351.084381,0.724929,145.348679,31.63,501
154,16:26:19,154,717 Control 7,,,16,,0.21323,6.782477,3.326342,145.604965,282.883942,0.485284,248.038895,32.7,1278
155,16:27:11,155,VVmybA1_37_3,,,16,,0.040038,1.709553,4.202445,25.761009,61.040756,0.57797,357.808136,35.44,1548
156,16:27:44,156,VVmybA1_37_3,,,16,,0.07067,2.298999,3.248371,30.516386,128.003525,0.761597,142.004547,32.51,466
157,16:30:04,157,Ptmyb_122_3,,,16,,0.106426,3.472731,3.297521,91.918945,364.849945,0.748064,187.274521,32.5,626
158,16:30:39,158,Ptmyb_122_3,,,16,,0.127838,5.511595,4.363594,90.964081,182.075531,0.500405,359.742859,36.03,1797
159,16:31:52,159,VVmybA1_84_2_1,,,16,,0.20892,7.905412,3.930563,26.503801,63.993931,0.585839,394.07196,35.51,1682
160,16:32:24,160,VVmybA1_84_2_1,,,16,,0.281007,7.324399,2.789548,32.324909,161.81723,0.800238,41.843964,31.17,131
161,16:33:56,161,VVmybA1_60_1,,,16,,0.223578,6.144988,2.890821,92.154266,327.974121,0.71902,41.534863,30.96,144
162,16:34:54,162,VVmybA1_60_1,,,16,,0.514008,13.714573,3.0544,114.819649,258.700073,0.556167,360.398254,32.58,1620
163,16:36:50,163,7-7_CONTROL 6,,,16,,0.54054,13.015014,2.782328,163.75386,313.460754,0.477594,52.113525,31.49,273
164,16:37:46,164,7-7_CONTROL 6,,,16,,0.575016,12.37354,2.515704,90.123299,381.57608,0.763813,145.277237,30.35,475
166,16:40:06,166,Ptmyb_92-2_5,,,16,,0.230364,6.523862,2.984351,77.76976,311.518982,0.750353,125.296097,31.22,417
167,16:40:30,167,Ptmyb_92-2_5,,,16,,0.163137,5.374651,3.39244,111.912849,253.766846,0.558993,194.165344,32.57,868
168,16:41:49,168,VvmybA1_37_4,,,16,,0.290722,7.709866,2.848109,78.177811,310.95694,0.74859,85.806015,31.1,287
169,16:42:21,169,VvmybA1_37_4,,,16,,0.326041,8.20132,2.733264,79.550743,321.115417,0.752267,76.005722,30.56,253
170,16:44:14,170,VVmybA1_57-1_3,,,16,,0.176479,6.843458,3.995263,32.788395,83.724625,0.608378,367.925323,34.91,1512
171,16:44:30,171,VVmybA1_57-1_3,,,16,,0.040129,1.760236,4.320214,21.156193,64.581276,0.67241,301.821594,35.44,1122
172,16:45:37,172,Vvmyb 83-2_2,,,16,,0.238919,8.340605,3.669348,54.253937,145.28215,0.626562,372.463715,34.35,1486
173,16:45:57,173,Vvmyb 83-2_2,,,16,,0.146386,4.45296,3.115082,22.055267,85.494789,0.742028,361.30368,32.15,1217
175,16:48:10,175,VVmybA1_59_4,,,16,,0.307467,9.302341,3.257158,67.84272,189.83754,0.642627,402.477722,32.81,1566
176,16:48:53,176,VVmybA1_59_4,,,16,,0.430573,11.801461,3.065198,97.213272,249.122009,0.609776,262.052338,32.25,1074
178,16:50:25,178,Ptmyb_124_1,,,16,,0.168755,5.060977,3.095404,47.137497,221.286346,0.786984,68.887436,31.84,219
179,16:50:47,179,Ptmyb_124_1,,,16,,0.207072,6.361585,3.209408,94.996689,308.022766,0.691592,261.038269,32.17,944
181,16:52:38,181,Vvmyb_84-2_1,,,16,,0.057368,2.314475,3.993992,9.791136,16.482229,0.405958,178.222443,35.08,1098
182,16:52:52,182,Vvmyb_84-2_1,,,16,,0.058114,2.199917,3.756122,16.423702,26.414074,0.378222,149.331375,34.05,987
183,16:53:48,183,VVmybA1_59_2,,,16,,0.178407,5.177775,3.004724,52.63245,209.563141,0.748847,53.866962,31.58,180
184,16:54:35,184,VVmybA1_59_2,,,16,,0.117013,3.715292,3.221626,34.087299,109.007919,0.687295,78.596268,32.09,286
