file_name,ribitol,L-(+) lactic acid,glycolic acid,pipecolic acid 2,pyruvic acid,Beta- alanine  2,benzoic acid,L-serine 1,phosphoric acid,L-threonine 1,nicotinic acid,maleic acid,glycine,succinic acid,catechol,glyceric acid,glyoxylic acid,fumaric acid,methyltartronic acid,4-Acetoxyphenol,aspartic acid 1,ribonic acid-gamma-lactone 2,D-malic acid,D-threitol,L-pyroglutamic acid,ribose,L-glutamic acid 1,threonic acid,phenethylamine,alpha ketoglutaric acid,2-isopropylmalic acid,3-phenyllactic acid,tartaric acid,phloroglucinol,arabinose,xylose 1,D-sphingosine  3,rhamnose 2,gluconic acid lactone 2,isopropyl beta-D-1-thiogalactopyranoside ,D-sorbitol,4-hydroxycinnamic acid,shikimic acid,citric acid,dehydroascorbic acid  1,myristic acid,quinic acid,fructose 1,D-glucose 1,galactitol,galacturonic acid 2,D-mannitol,L-ascorbic acid,gluconic acid 2,galactonic acid 2,D-saccharic acid,mucic acid,myo-inositol,N-acetyl-D-glucosamine 1,caffeic acid,D-ribose-5-phosphate 1,D-glucose-6-phosphate 1,lactobionic acid 1,cellobiose 2,phenyl-beta-glucopyranoside,lactose 2,Sucrose,maltose  2,loganin,(-)-epicatechin,trans coutaric acid,D-(+) trehalose,taxifolin ,galactinol 2,kaempferol 2,chlorogenic acid 2,isoquercitrin 1,maltotriose 1,D-(+)-melezitose,Raffinose,petunidin-3-glucoside 2,gallocatechin,D-lyxose 1
LCOR-185.FIN TL,2888617,0.000243529,0.000701344,0.00047167,0.00010107,0.000212804,0.001138744,0.002160078,0.12902442,0.000567258,0.000363753,0.006978248,0.002510325,0.009889279,0.000351111,0.010654908,0.000517155,0.000998347,0.004903783,6.7886E-05,0.002934275,0.007923142,0.171429583,0.004426234,0.003200295,6.29544E-05,0.004644087,0.174674185,0.000202878,0.000682969,0.000144333,,0.008478955,5.24782E-05,0.00420363,0.004794487,0.01075914,0.001072119,0.25911563,0.002804493,0.000867423,0.000756511,0.050765788,0.051929712,0.238141539,0.002326846,0.736702849,0.404407803,0.480701518,0.004127503,0.000352428,0.002222385,0.022816054,0.001110367,0.017582112,0.007357994,0.000938284,0.910501524,0.034546591,0.007306965,0.002223088,0.008097879,0.000901791,0.001446314,0.032486155,0.028315166,1.039779559,0.006254175,0.015510573,0.165299951,0.00254633,0.00082944,0.003618756,0.101719665,0.010540325,0.918083404,0.08661606,1.878913741,0.005211575,0.013418576,0.001935621,,0.000166051
LCOR-213.FIN TL,2870898,0.000324631,0.001847902,0.000490413,8.33547E-05,0.00013065,0.000989883,0.00171915,0.058756356,0.000319863,0.000290073,0.004456171,0.003282769,0.010493498,0.000216925,0.009079172,0.000418461,0.00064519,0.002746601,7.05913E-05,0.000957652,0.006720986,0.08928399,0.00388657,0.00163136,6.66224E-05,0.00290495,0.061282331,0.000726564,0.000402329,,0.0018034,0.004259071,5.13537E-05,0.002630082,0.002182586,0.011717805,0.000815709,0.202880995,0.003979032,0.000890365,0.000605571,0.030107851,0.05716544,0.181110196,0.002078894,0.655153439,0.184863342,0.231105837,0.006898107,0.000189149,0.000513614,0.020607758,0.00092257,0.009549555,0.005888986,0.000973042,0.766289991,0.02539093,0.006428919,0.001234048,0.003227747,0.000775552,0.000485172,0.019992543,0.017459282,0.890172292,0.008118708,0.024065634,0.354891412,0.001651256,0.000931525,0.001623684,0.0637823,0.009713842,0.828595798,0.052554032,1.427264529,0.003298869,0.01606836,,0.00123323,0.001069454
LCOR-281.FIN EL,3457240,0.000310606,0.000715474,0.00013311,7.00243E-05,0.000163667,0.000755345,0.000500666,0.091298467,0.00037035,0.000193651,0.005751822,0.001343396,0.008449836,0.0002011,0.004940291,0.000244872,0.000597815,0.003194166,8.53352E-05,0.000658314,0.010143311,0.132654345,0.004719971,0.001551218,0.00022897,0.000977691,0.035148661,0.002986043,0.000257646,,0.002637638,0.005068067,3.52489E-05,0.002008315,0.00198629,0.00012688,0.001314274,0.24877236,0.007044147,0.001237044,0.000532952,0.025517085,0.163850678,0.210947516,0.001345965,0.567729161,0.085137258,0.116942925,0.010177683,0.000244169,0.001039826,0.034276979,0.001123089,0.012662226,0.007431106,0.00141469,0.616990109,0.028261069,0.006577337,0.001569693,0.00449333,0.001050308,0.000613993,0.033042715,0.021398643,0.572401164,0.006372173,0.045234338,0.298371982,0.003716599,0.00195557,0.003461291,0.083249997,0.011173526,0.702583704,0.068226227,1.213510296,0.003243385,0.014492946,,0.001445823,0.00030146
LCOR-288.FIN ES,2933818,0.000586704,0.00077364,0.000944806,9.15535E-05,0.000331883,0.001186756,0.001180336,0.073023631,0.000566825,0.000345215,0.007793126,0.003154199,0.010727249,0.001911056,0.006973458,0.000329682,0.001722506,0.004512724,5.38055E-05,0.001364611,0.009952265,0.192156267,0.00586324,0.002789232,0.000163117,0.002146197,0.149093675,0.000246344,0.001864433,0.000256823,0.000387539,0.006515135,2.6577E-05,0.0026795,0.002958237,2.76655E-05,0.001371404,0.278289246,0.005875809,0.001923737,0.000589874,0.034159288,0.163868586,0.295553423,0.00175215,0.753049694,0.171109355,0.23224768,0.004197169,0.000276345,0.002061738,0.034499989,0.001400921,0.017139253,0.009042546,0.001428888,1.024311088,0.031170287,0.007731026,0.001399324,0.003796512,0.001989245,0.000724809,0.029440868,0.027626959,1.089422795,0.00578826,0.032437226,0.30254104,0.001512846,0.003891252,0.004687186,0.074602081,0.014835438,0.976893208,0.076241464,1.562738551,0.005012085,0.020555385,,0.000633088,
LCOR-297.FIN TL,2036263,0.001266216,0.00084539,0.00018944,0.000202716,0.000707764,0.001634853,0.000732093,0.064247557,0.000117518,0.000502404,0.007239201,0.002375176,0.009714023,0.012014979,0.007913264,0.001299466,0.000997165,0.006145575,0.000102049,,0.004757516,0.1689866,0.005525893,0.002435204,0.000162752,0.001167501,0.103075701,0.000947935,0.000643636,,0.001979221,0.008833054,0.000120116,0.002607943,0.000849851,0.017744429,0.00114966,0.264934821,0.049351468,0.001706775,0.000851518,0.028734715,0.102608904,0.24631136,0.006119999,1.026511988,0.171000754,0.185106329,0.009373966,0.000588999,0.001227559,0.02408045,0.006324276,0.018621102,0.002035224,0.000774625,1.108869622,0.032117313,0.010773889,0.001225757,0.00559328,0.0010137,0.009783557,0.018337979,0.01669407,1.683957463,0.010645333,0.039157012,0.400952395,0.002490126,0.002025387,0.004132908,0.042496208,0.012350186,1.115169284,0.065576234,2.633559524,0.006397911,0.016145259,0.003604057,0.000862271,0.001160473
LCOR-032.FIN TS,3733489,0.000359954,0.001321822,0.000123228,6.94046E-05,0.000230456,0.000681972,0.001159213,0.092324587,0.000613424,0.000132506,0.005175749,0.00258228,0.013704968,0.000938939,0.007677897,0.000149321,0.000523928,0.004000499,1.60331E-05,0.001526934,0.010748617,0.221211571,0.005654666,0.001551897,8.48022E-05,0.005031866,0.155907455,0.00035359,0.000994702,0.000100449,0.000403497,0.010031853,,0.006098792,0.00269912,0.011186156,0.001387339,0.262223925,0.003319657,0.001360869,0.00061589,0.070349661,0.055319538,0.12564031,0.003092242,0.533784547,0.215919556,0.268350377,0.006615127,0.006654894,0.000681308,0.022643619,0.001687736,0.018025978,0.006032306,0.001064587,0.636837556,0.030399238,0.003172026,0.001764672,0.005697432,0.002271484,0.008492887,0.107712159,0.023710083,0.672172098,0.00671222,0.021346312,0.151875851,0.002682357,0.001206889,0.005268992,0.063863363,0.019351938,0.726898298,0.075383437,1.493136938,0.005643369,0.012131267,0.001710688,0.000174505,0.000103688
LCOR-338.FIN CL,2332096,0.001347702,0.001140481,0.000340289,0.000232919,0.000893471,0.002097339,0.001504323,0.111900271,0.000209894,0.000259408,0.008222031,0.003380209,0.01268449,0.007408836,0.008985495,0.000485164,0.00150757,0.006883837,0.000112125,0.001136006,0.008652414,0.225754264,0.006279743,0.002548137,0.000280956,0.003628011,0.257422532,0.00095692,0.000380776,0.000256565,0.002415334,0.013178976,4.187E-05,0.004294342,0.001477041,0.018593866,0.001612501,0.40618673,0.006199359,0.002589619,0.001022561,0.037548327,0.140463057,0.32099828,0.009055299,0.831861761,0.203128632,0.253165197,0.00746444,,0.001552951,0.032192568,0.007928956,0.02556469,0.006550632,0.000813988,1.375207638,0.045653915,0.012373767,0.002609148,0.008570585,0.00121479,0.000632494,0.021690213,0.023846403,1.888749263,0.014868242,0.039445063,0.324553675,0.001880687,0.002906339,0.002666802,0.051295509,0.016990423,1.288354407,0.092743264,2.511567609,0.008077529,0.022757813,0.004827218,0.000836981,0.001726614
LCOR-413.FIN ES,2446230,0.000377454,0.000796818,0.000487108,0.000106621,0.000375947,0.001083517,0.002010563,0.160327948,0.000388227,0.000424114,0.006425377,0.001840378,0.011009816,0.000228195,0.005148077,0.000435808,0.000764601,0.006456305,9.1928E-05,0.00160007,0.008148847,0.168973973,0.006024551,0.002313882,0.000154336,0.003263712,0.057120884,6.10005E-05,0.00132194,0.000139165,0.002732215,0.006855506,4.1985E-05,0.002531321,0.003109737,3.31055E-05,0.001298753,0.307416027,0.006382781,0.00213723,0.000660317,0.034893791,0.1473374,0.172084999,0.003035785,0.8625299,0.108917834,0.156674912,0.010373607,0.00022306,0.001642717,0.036832346,0.001470488,0.015782198,0.014957945,0.002651831,0.819857596,0.021071987,0.008340393,0.001656455,0.006273722,0.002057633,0.001627077,0.036043285,0.023638214,1.101476575,0.005950156,0.029638405,0.280643013,0.002763604,0.002907979,0.005226527,0.083642558,0.013916957,0.987274455,0.089401403,1.642484901,0.003652819,0.012473074,,0.000457663,0.001409739
LCOR-457.FIN TS,2732999,0.001087006,0.003399419,0.000228055,0.000149712,0.000642189,0.001336932,0.001061941,0.033144666,0.000268499,0.000167988,0.006390202,0.002915161,0.007101429,0.002092094,0.007151494,0.000276708,0.001104846,0.006651615,0.000112648,0.000697362,0.005119671,0.111473255,0.004658147,0.002075536,0.000550111,0.00199514,0.081750361,0.000418378,,0.000193945,,0.006344818,3.16214E-05,0.001787841,0.002169935,0.008395762,0.000912183,0.243277172,0.009358493,0.002554909,0.000499971,,0.117799731,0.259508129,0.005318185,0.758399863,0.148697475,0.156043768,0.009589547,0.000623012,0.00077941,0.004796325,0.000985539,0.011492507,0.004677983,0.000821108,0.973846653,0.035725012,0.008296979,0.000717319,0.002815263,0.000722538,0.013545244,0.292626133,0.018837927,1.039418556,0.006414877,0.04497016,0.389870407,0.000326133,0.006174387,0.001790413,0.033000294,0.006874312,1.172828684,0.039086884,1.742525726,0.00726704,0.006124601,0.003126751,0.000454736,
LCOR-604.FIN TL,2377587,0.000435722,0.001318281,0.000275199,8.92156E-05,9.86422E-05,0.001218756,0.001472329,0.0853364,0.000572047,0.000106783,0.009862925,0.004440184,0.014067863,0.001104545,0.012385361,0.000440842,0.001118441,0.00561592,6.60945E-05,0.001695321,0.008618074,0.24202554,0.002644827,0.003562621,0.000109835,0.00392592,0.194865712,0.000566594,0.00046624,0.000347126,0.001487541,0.010484569,4.69005E-05,0.004852568,0.003613077,3.41278E-05,0.001269235,0.216249906,0.003069093,0.001252643,0.000728868,0.045571576,0.063948387,0.222373862,0.001705925,0.721109228,0.258614918,0.307253177,0.005080673,3.92168E-05,0.001504466,0.021242144,0.011362271,0.014081256,0.005407606,0.000807053,1.043229979,0.032056705,0.009461804,0.005066421,0.008222289,0.001275919,0.001556246,0.023004396,0.018993373,1.257204392,0.010262591,0.025430948,0.16536183,0.001524512,0.000279746,0.002244573,0.070093242,0.011599129,0.908018152,0.058799296,2.067697835,0.007446916,0.018940594,,0.000526541,
LCOR-611.FIN TL,2809223,0.000399011,0.00139656,0.00051209,8.42341E-05,7.20565E-05,0.000997102,0.001832574,0.073021855,0.00072736,0.000172529,0.00900956,0.004554781,0.01082806,0.003372109,0.011658058,0.000268862,0.000978918,0.005068999,5.92856E-05,0.00187052,0.008603546,0.206496417,0.005315756,0.003103841,7.20442E-05,0.004068539,0.172490028,0.000444467,0.000520041,0.000290055,0.001435362,0.007896987,2.46916E-05,0.003078348,0.003357828,3.22086E-05,0.000612452,0.24160424,0.030314573,0.001258349,0.000491618,0.044269484,0.069256967,0.244642227,0.001227364,0.67911757,0.222190488,0.272619377,0.005061665,0.003134796,0.001220709,0.018591406,0.000711115,0.016292462,0.005114199,0.000513735,0.823283248,0.032060956,0.00782665,0.006034847,0.00954554,0.000341279,0.000506646,0.02986468,0.018056448,1.03430455,0.010239804,0.023509167,0.154853075,0.00227706,0.000244996,0.002989264,0.087510666,0.011392414,0.828201535,0.059175551,1.182239373,0.006750145,0.015540429,,2.89975E-05,
LCOR-614.FIN TL,2878301,0.000565579,0.0010362,0.000173301,9.59095E-05,0.000120299,0.00122855,0.00296909,0.130223061,0.000852616,0.000332482,0.006063415,0.003241503,0.010649279,0.000843563,0.009445301,0.000279333,0.000818243,0.00446878,6.96742E-05,0.001258567,0.006925384,0.186958423,0.006082324,0.002153224,0.000165024,0.003118086,0.136038174,0.000516289,0.000448538,0.000213545,0.001933142,0.011207393,2.85981E-05,0.003642113,0.002708499,0.014246814,0.001116681,0.226915995,0.038009603,0.001887641,0.000608326,0.041829771,0.098547503,0.246190912,0.00220338,0.702582651,0.144003533,0.211718188,0.008451191,8.85205E-05,0.001414182,0.026687881,0.001068202,0.017036459,0.005528748,0.001393232,0.872742599,0.030893022,0.006876898,0.002961079,0.006822079,0.001101421,0.001248878,0.018188113,0.018867694,0.873297154,0.009643327,0.035830179,0.371722973,0.000874971,0.002185974,0.004338352,0.040047582,0.009543839,0.875801978,0.067835409,2.145539005,0.008009665,0.017924845,,0.000832064,0.000469173
LCOR-003.FIN TL,2577441,0.000309764,0.000663513,0.001039525,9.57613E-05,0.000170067,0.001310144,0.001797823,0.080027756,0.000617714,0.000224666,0.006763594,0.001868983,0.012213576,0.07530935,0.009010605,0.000208413,0.000904586,0.004976321,0.000194846,0.001343796,0.005103379,0.284178205,0.003590646,0.001025345,0.000113458,0.00390596,0.150421869,0.000145562,0.005031728,0.000625731,0.002210375,0.009648267,0.00093965,0.005397415,0.000427385,3.98468E-05,0.001366809,0.283204976,,0.001654173,0.000377092,0.064667237,0.064041336,0.187186267,0.001348724,0.854125324,0.399503853,0.502156258,0.007038045,5.55838E-05,0.000968043,0.003205027,0.001137157,0.01739627,0.005116826,0.000865223,0.970352759,0.029185752,0.000192628,0.000628547,0.003430807,0.001724405,0.001022812,0.024299094,0.011796967,1.12715037,0.009318055,0.036227943,0.006614911,0.003075267,0.000334785,0.000669587,0.10228905,0.013281413,0.372155787,0.074590019,0.817559047,0.002448334,0.018340073,0.003067435,,
LCOR-030.FIN TL,2101219,0.000542692,0.000414993,0.00035082,9.74477E-05,0.000544448,0.00137198,0.000997504,0.085869053,0.00020616,0.000362922,0.006888813,0.000384084,0.008059622,0.078292688,0.00894146,0.000599582,0.00082831,0.004339559,5.81573E-05,0.000834885,0.006103804,0.214852662,0.005688282,0.000636189,6.7496E-05,0.002041582,0.154367656,0.000212096,0.003394945,0.000160713,0.002650742,0.011715741,5.54435E-05,0.005296995,8.13843E-05,0.000347078,0.00098184,0.224033935,0.00028487,0.000526948,0.000779821,0.058882462,0.038861379,0.156564165,0.000966096,1.108179489,0.232183442,0.305883688,0.005256298,0.00010528,0.00174471,0.015352993,0.001158816,0.009160351,0.001889769,0.000352306,1.122688797,0.030956733,0.003342145,0.000717742,0.004393387,0.001208812,0.000493594,0.022566645,0.031093471,1.273521238,0.006678124,0.02234098,0.020660853,0.003401729,0.000983756,0.004463606,0.055188649,0.009862529,0.453920627,0.065269979,1.424849608,0.004712239,0.008255256,0.001565558,,
LCOR-105.FIN EL,1811766,0.000324053,0.000341091,7.20245E-05,7.56033E-05,0.000558041,0.001547686,0.000581914,0.097151719,,0.000513426,0.003595235,0.000447234,0.006933798,0.081687158,0.003845781,0.000730543,0.000728206,0.004607427,0.000166388,0.000555213,0.004305442,0.088134386,0.003107048,0.000750085,0.000293336,0.000718805,0.026912697,0.000504276,0.000311887,,0.002110329,0.002968925,7.09498E-05,0.001093973,0.001629393,4.96753E-05,0.000519238,0.278671121,0.045634845,0.001015761,0.000680502,0.013257251,0.036176131,0.118171169,0.003447158,0.661177557,0.086678278,0.124228059,0.007104547,9.72012E-05,0.000893154,0.028621877,0.000776118,0.008261749,0.003463132,0.000568506,0.794434353,0.018323671,0.005689944,0.002066841,0.004348648,0.001275552,0.008793841,0.013822147,0.011987385,1.169636434,0.004429656,0.025207533,0.187366186,0.001692027,0.002959838,0.000858899,0.046408615,0.02258551,1.044646833,0.098466847,0.610529734,0.001599918,0.010079931,0.001837349,0.000463208,
LCOR-108.FIN ES,2319710,0.000620692,0.000863093,0.000630365,0.000195882,0.000292179,0.002071913,0.003164204,0.341682699,0.001131194,0.000443991,0.010553314,0.002741031,0.018516913,0.07903798,0.016803434,0.001118081,0.001693967,0.010062864,0.00012787,0.004541223,0.014083942,0.29165614,0.008660505,0.002572606,0.000233043,0.007821535,0.203297189,0.002369589,0.004967925,0.0001685,0.001240153,0.017344683,0.000108208,0.00493066,0.004328623,9.80238E-05,0.00374434,0.525426305,0.013372271,0.003340274,0.001853965,0.075331746,0.159711752,0.298953776,0.003353822,1.518954377,0.253869397,0.417454245,0.008261305,0.000364593,0.001102309,0.020667623,0.001286972,0.033119122,0.013925401,0.00154998,1.694710697,0.049077638,0.007840746,0.007421074,0.015009626,0.00358293,0.002478893,0.038374135,0.037712617,2.285174569,0.01777514,0.031374867,0.091674471,0.006757198,0.005204288,0.006002553,0.083924389,0.022223612,0.942787649,0.149697314,3.287490805,0.007685434,0.033279496,0.005106159,,0.000298532
LCOR-210.FIN CS,2388353,0.000238308,0.000572742,0.000195322,0.000116689,0.000196088,0.000822298,0.000754146,0.064282063,0.000349044,0.000120824,0.008249485,0.001892043,0.012186886,0.057724477,0.008845525,0.000520886,0.001246744,0.004651727,6.92968E-05,0.001313933,0.007210485,0.203454486,0.004798315,0.001157264,0.000205491,0.004847858,0.087772957,0.002063331,0.001778411,0.000161192,0.002776212,0.008001213,6.53943E-05,0.003774619,0.001015176,4.03089E-05,0.000795644,0.213412189,0.00014556,0.001158956,0.000575229,0.039171688,0.089696957,0.19392948,0.000812355,0.642883434,0.194388385,0.278363827,0.009615413,0.00533689,0.001411853,0.006883069,0.000662937,0.014597583,0.000970622,0.00048464,0.906178153,0.031573549,0.005263574,0.001556049,0.005162036,0.001010668,0.015532207,0.970282925,0.016589494,0.941991966,0.005723106,0.042746389,0.060377874,0.001534166,0.003561425,0.001282399,0.046724361,0.010649679,0.267277994,0.067089765,1.227306014,0.003204146,0.019154052,0.005013434,,0.001082372
LCOR-219.FIN TS,2550285,0.000434515,0.003227577,0.000213993,0.000116634,0.000201638,0.001015747,0.001094978,0.105446734,0.000191527,0.00029145,0.005257679,0.000895913,0.008896558,0.097694042,0.0083472,0.000417344,0.000944453,0.005172432,9.88977E-05,0.000447531,0.008793365,0.121444476,0.00464647,0.00107319,0.000676017,0.001193084,0.042298294,0.001709082,0.001203265,,0.003543024,0.00477132,5.96864E-05,0.003927373,0.002445212,2.22661E-05,0.000838618,0.273407954,0.010995571,0.002187269,0.00057871,0.024383293,0.052370974,0.19294109,0.000957817,0.866305221,0.3735675,0.364973539,0.005681405,0.000222105,0.001988656,0.027357092,0.001080354,0.008199058,0.006950347,0.001118505,1.038411867,0.047889391,0.011134454,0.001130451,0.003467496,0.001324507,0.017237072,0.020271549,0.022862503,1.288609937,0.005251193,0.045267485,0.231068275,0.001218446,0.003241636,0.000469362,0.062973554,0.015959557,1.287879712,0.080762627,0.648379358,0.002318231,0.012523047,0.003759938,0.000651108,0.000206116
LCOR-279.FIN TL,2599623,0.000354161,0.000625548,0.000389635,0.000127244,0.000183386,0.001258464,0.002603712,0.099615545,0.000592432,0.000347251,0.006214999,0.001604676,0.009280215,0.074710911,0.006838375,0.000335936,0.000833697,0.00389281,7.72367E-05,0.002240523,0.008091899,0.18413533,0.006629365,0.00094868,0.00017895,0.004117571,0.077220316,0.000288496,0.004005117,0.000101992,0.003192685,0.009794627,4.751E-05,0.00306731,0.000849991,0.012477841,0.001136556,0.42600808,0.02879456,0.000972939,0.000923917,0.046120327,0.104102905,0.171280938,0.001861979,0.870059937,0.117376007,0.194818494,0.004345807,0.004083284,0.001554801,0.012720253,0.00182656,0.01093009,0.00231883,0.00074786,0.987435525,0.023562342,0.002615896,0.003420797,0.008742839,0.002579856,0.000699101,0.02118699,0.031573026,1.153423101,0.007752373,0.032508824,0.150163104,0.003812052,0.001087634,0.006408071,0.04454361,0.035507157,0.836453575,0.151667874,1.266800769,0.003782248,0.015938718,0.002635703,,0.001779895
LCOR-340.FIN CL,2583237,0.000482234,0.0005236,0.000307919,9.1223E-05,0.000145807,0.000840096,0.001711996,0.073710565,0.000250413,0.00018708,0.008377151,0.001711758,0.013573896,0.11879681,0.00719857,0.000250852,0.001238504,0.005143039,0.000106038,0.000961899,0.011518401,0.123722146,0.004590657,0.001265314,0.000456762,0.001823517,0.06932004,0.000282807,0.000655513,0.001154304,,0.006547223,5.41092E-05,0.003869874,,0.00908232,0.001432542,0.383780981,0.041299024,0.004086707,0.00051847,0.02494608,0.084254424,0.283249869,,0.65929013,0.281331028,0.302481489,0.007572644,0.000241095,0.001543257,0.044463421,0.001008799,0.011235615,0.006801458,0.000530112,0.942634021,0.05258174,0.000143577,0.004102033,0.007163716,0.000803587,0.010304066,0.897845075,0.021539494,0.960701466,0.011509982,0.071836126,0.442175175,0.000490746,0.004346,0.002030082,0.066318331,0.016101222,1.227135159,0.101421849,0.993576655,0.004634541,0.011985531,,0.00188426,0.001743792
LCOR-404.FIN TL,2488319,0.000213989,0.000811362,0.000390613,8.21519E-05,0.000126737,0.001240633,0.002541406,0.070783745,0.000612982,0.000250782,0.009183196,0.001941078,0.011347137,0.123541199,0.014132017,0.000627932,0.001105955,0.006725411,7.18367E-05,0.001941659,0.005739139,0.27195316,0.003446924,0.00207186,8.18265E-05,0.004171781,0.114415373,0.000261115,0.003283262,0.000325899,0.004213816,0.009875763,8.27059E-05,0.005716205,0.002951321,5.13383E-05,0.000928083,0.312481597,0.000141071,0.001165736,0.000641474,0.069826072,0.044454967,0.191289202,0.000814616,0.942029354,0.35450137,0.465748584,0.008900624,0.003550304,0.000900021,0.006136251,0.006290178,0.015062193,0.001342131,0.000706417,1.082679939,0.032291755,0.005656935,0.00218064,0.005057627,0.000817659,0.009058702,0.019231169,0.022622428,1.13700585,0.009053769,0.029544283,0.040441537,0.002977114,0.001138343,0.001496674,0.101594014,0.023653169,0.746760323,0.118305207,0.940857111,0.001954612,0.011496596,0.001934087,,
LCOR-465.FIN TS,2445187,0.00023909,0.000621036,0.000988079,8.05657E-05,0.00025309,0.001218459,0.002394496,0.088473927,0.000713761,0.000199566,0.008072623,0.002439221,0.007283683,0.042251561,0.012394545,0.000417643,0.001396314,0.005021918,8.02209E-05,0.002015378,0.006333818,0.184949676,0.003949294,0.002205317,7.94416E-05,0.001757364,0.206200143,0.000167228,0.001980344,0.000400436,0.002450972,0.00818012,4.9545E-05,0.003273409,0.003635093,3.02553E-05,0.000953361,0.21837795,0.003879321,0.001645639,0.000707202,0.032515513,0.077732358,0.204384655,0.000908451,0.701543864,0.284365978,0.411665422,0.00331383,0.000186794,0.001776681,0.005373174,0.001023865,0.019829511,0.00847039,0.000784299,0.912415606,0.024734098,0.004052218,0.003424651,0.006361197,0.001349956,0.001015237,0.019829222,0.026478178,0.968866952,0.004385881,0.014520227,0.008964301,0.003093009,0.001866371,0.002533704,0.049869948,0.009420254,0.29958438,0.058167427,1.047964259,0.003143505,0.013262631,0.002074682,,0.001329687
LCOR-476.FIN TL,2501425,0.000362842,0.000624688,0.001024525,9.52436E-05,0.00011899,0.001261526,0.002194038,0.08607839,0.000695576,0.000343915,0.007047106,0.001687435,0.007586355,0.087056373,0.008166403,0.000521744,0.001057319,0.005734551,7.96774E-05,0.001464422,0.007015678,0.136455006,0.006072188,0.001324612,7.28084E-05,0.004354017,0.087302616,0.001617231,0.002268647,,0.003225552,0.009119569,7.42487E-05,0.003497609,0.000855337,0.00035444,0.000823309,0.310007425,0.005927864,0.001021265,0.001109843,0.052381533,0.054074932,0.198465138,0.002614334,1.035657703,0.240643147,0.344604555,0.004863593,0.003664627,0.002368811,0.015746673,0.001642131,0.013776683,0.008021082,0.000740465,1.069023599,0.026323887,0.004186381,0.001846329,0.0072434,0.002271934,0.001606031,0.025998751,0.030171061,1.412208205,0.005874545,0.015828973,0.124557316,0.003130105,0.000964125,0.006255206,0.068785596,0.013252234,0.91609041,0.078492488,1.484343024,0.004293562,0.016181696,0.002064043,,0.001556748
LCOR-484.FIN TL,2669546,0.000243029,0.000430857,0.000217442,0.000103118,0.000211518,0.000973153,0.00176002,0.103554386,0.00039892,0.000207048,0.007823484,0.001648582,0.008086328,0.075828891,0.009465386,0.000386589,0.001102645,0.005914638,0.000149501,0.001737544,0.005397721,0.215749815,0.006099243,0.00127979,7.79818E-05,0.002390563,0.157130526,0.000281493,0.001073128,0.000262442,0.00256577,0.009661631,4.91556E-05,0.002430747,0.002201368,0.008897809,0.000859078,0.271127591,0.005531522,0.001406333,0.000753484,0.052008779,0.086285211,0.170848769,0.001284678,0.897975285,0.180605303,0.238798477,0.003649565,0.000124043,0.000861497,0.00362848,0.001743927,0.020086552,0.006874013,0.000877767,0.957188549,0.022831799,0.00343234,0.001888814,0.004662074,0.001028562,0.001590238,0.023474953,0.018863795,1.132064477,0.008090701,0.018859414,0.057716626,0.00318698,0.001667818,0.001727746,0.039371236,0.011928673,0.646844512,0.075381434,1.09583326,0.00116828,0.014727054,0.002133965,,0.001214477
LCOR-502.FIN CL,2040950,0.000294826,0.000421126,0.000217116,0.000112575,0.00016645,0.001578424,0.001471819,0.138941248,0.000280523,0.000186327,0.006759011,0.001761477,0.009680643,0.062369181,0.00911029,0.000336762,0.000869115,0.005622532,5.95236E-05,0.001059572,0.00494199,0.21341071,0.008068327,0.000793427,9.04301E-05,0.003931094,0.191219379,0.000444031,0.001735503,0.000256238,0.000636466,0.015277788,9.85178E-05,0.005279768,0.001316024,0.000412536,0.001019829,0.22179297,0.024576705,0.001040486,0.000542345,0.057522478,0.088832316,0.196101278,0.001774722,1.05227842,0.240835776,0.316805429,0.003933041,0.000118063,0.001113661,0.01455087,0.008124513,0.030645032,0.005574487,0.000556156,1.091201,0.036020012,0.000356639,0.001618049,0.006792581,0.002898503,0.012966765,0.025067004,0.012392626,1.272310683,0.010002973,0.030197738,0.026526317,0.003147584,0.001592909,0.001274013,0.028131411,0.008321121,0.260660905,0.045856942,1.508467127,0.005074345,0.017046037,0.003262994,,0.00010438
LCOR-505.FIN ES,2409020,0.00044401,0.000551287,0.000534339,0.000135882,0.000207698,0.001116248,0.001429215,0.079492155,0.000663501,0.000314938,0.00757479,0.001886809,0.015244693,0.07693395,0.019363202,0.000562799,0.001443902,0.006093493,5.68307E-05,0.001603849,0.010076183,0.300391689,0.002227748,0.001807757,8.73985E-05,0.005796579,0.198335689,0.000220314,0.004143017,0.000777271,0.00225666,0.007465171,4.35093E-05,0.009226616,0.002041492,3.21685E-05,0.000790484,0.234266978,0.004353771,0.001046376,0.00045063,0.043173225,0.048454873,0.184695902,0.000745582,0.695709122,0.652359707,0.81912798,0.006432352,0.003232848,0.000486452,0.002536952,0.009845631,0.015340267,0.00140561,0.000637003,1.145644965,0.0349467,0.000153273,0.003505697,0.010987409,0.000923779,0.00150454,0.023355649,0.017087251,1.53947213,0.010599072,0.024752524,0.000887442,0.00263552,0.001723334,0.000489952,0.063376597,0.014421959,0.221672455,0.062764265,0.934423374,0.003424593,0.023594376,0.004800676,,0.000404842
