"","L.....lactic.acid","glycolic.acid","pyruvic.acid","Beta..alanine..2","benzoic.acid","phosphoric.acid","maleic.acid","glycine","succinic.acid","catechol","glyceric.acid","glyoxylic.acid","fumaric.acid","methyltartronic.acid","ribonic.acid.gamma.lactone.2","D.malic.acid","D.threitol","L.pyroglutamic.acid","ribose","threonic.acid","phenethylamine","tartaric.acid","arabinose","D.sphingosine..3","gluconic.acid.lactone.2","D.sorbitol","X4.hydroxycinnamic.acid","citric.acid","dehydroascorbic.acid..1","quinic.acid","fructose.1","D.glucose.1","galactitol","D.mannitol","L.ascorbic.acid","mucic.acid","myo.inositol","N.acetyl.D.glucosamine.1","caffeic.acid","D.ribose.5.phosphate.1","D.glucose.6.phosphate.1","lactobionic.acid.1","cellobiose.2","phenyl.beta.glucopyranoside","lactose.2","Sucrose","maltose..2","loganin","X....epicatechin","trans.coutaric.acid","D.....trehalose","taxifolin.","galactinol.2","kaempferol.2","chlorogenic.acid.2","isoquercitrin.1","maltotriose.1","D.....melezitose","Raffinose","ID","event_short.x","event_short.y","block","PLGG1_2022","GDH_2022","MS_2022"
"31",0.000369582,0.00171259,6.24996e-05,0.000238353,0.000876139,0.056454621,0.007592338,0.002808163,0.005811678,0.032011642,0.007390827,0.000201894,0.0012586,0.002825122,0.004606106,0.108420324,0.004128729,0.00094751,0.000206249,0.08091523,0.000297743,0.005876639,0.002750354,2.63345e-05,0.210016312,0.001703801,0.000693582,0.085163501,0.165943087,0.529806342,0.219639566,0.249159899,0.003608239,0.001167747,0.015648088,0.00087004,0.674294905,0.031393775,0.00474459,0.000739536,0.003638383,0.001690353,0.007815558,0.629528331,0.020692404,0.924899938,0.007633667,0.029895414,0.109021094,0.001111172,0.002820287,0.000639457,0.041642073,0.011279131,0.42649033,0.06109918,1.247202,0.004644961,0.008008161,"LCOR-066","2H","2H","large",0.27,1.33,1.52
"32",0.000215832,0.000421612,5.42427e-05,0.000141539,0.001004382,0.112194265,0.007003108,0.001876282,0.009323473,0.079260753,0.01018351,0.000238097,0.000884436,0.003467209,0.005776949,0.176387317,0.003784111,0.000910405,7.67863e-05,0.113770585,0.002518218,0.007559739,0.003182698,4.90955e-05,0.221741839,0.00159195,0.000564074,0.110278895,0.159521206,0.848445341,0.0987532,0.226001284,0.008164057,0.001458347,0.019272849,0.001084441,0.875501167,0.025043583,0.002941497,0.001862096,0.006222422,0.001577503,0.000337096,0.021060436,0.018837616,1.143099207,0.010474334,0.02285674,0.161665465,0.00249823,0.001345513,0.003479934,0.07546737,0.013535966,0.573594581,0.063190096,1.714573742,0.003775924,0.021369904,"LCOR-075","13-15E","13-15E","large",0.16,1.2,1.09
"33",0.000354522,0.000419199,7.15952e-05,7.33278e-05,0.000963715,0.10907104,0.007074736,0.000607739,0.009552195,0.138384912,0.005916306,0.000211251,0.000632031,0.005400698,0.00533994,0.176738369,0.008494814,0.000605041,0.000105375,0.082516892,0.000122585,0.011669026,0.003131745,4.72805e-05,0.274349552,0.001268875,0.000275799,0.124774664,0.154954027,1.163981424,0.148312676,0.248547357,0.005467397,0.002071958,0.027323288,0.000666578,1.070068038,0.030958967,0.002826911,0.000793408,0.005001558,0.003068999,0.000361395,0.031697617,0.022565656,1.335260117,0.00855013,0.055198906,0.134472829,0.004799831,0.001493091,0.007916704,0.09392377,0.012810502,1.005788498,0.086353205,1.662991928,0.005386534,0.016534323,"LCOR-159","5A","5A","small",0.39,0.82,0.75
"34",0.000289082,0.000673563,7.28342e-05,0.000233053,0.001089661,0.134957964,0.011896305,0.002104829,0.007587374,0.086835816,0.016217,0.000270389,0.001463317,0.00495956,0.006101672,0.357419236,0.002938161,0.001808901,9.41166e-05,0.14914448,0.000559593,0.009168925,0.004819153,3.66417e-05,0.284972736,0.000731528,0.00091387,0.067182792,0.13183987,0.784696446,0.34042414,0.429947042,0.003325036,0.001537311,0.00274202,0.001880069,0.917462466,0.030039941,0.004909569,0.001913835,0.006992242,0.000711209,0.009795666,1.024876408,0.022862832,1.083229692,0.009684491,0.023249233,0.009907397,0.002545176,0.000680809,0.000643195,0.044290598,0.018712805,0.455094243,0.085524629,0.891514864,0.002448592,0.009906074,"LCOR-170","1C","1C","large",1.27,1.39,1.95
"35",0.000149157,0.000592684,3.94447e-05,0.000248322,0.001016028,0.099941305,0.014510864,0.003218558,0.008993346,0.096233768,0.012090826,0.000238165,0.001785566,0.005534381,0.004669705,0.33466249,0.006170416,0.001778312,7.49272e-05,0.19231663,0.000538051,0.009529992,0.005202733,0.000100151,0.252545782,0.001594946,0.000696202,0.088164493,0.15850516,0.872041692,0.311383518,0.41222527,0.003829239,0.002486948,0.012941318,0.00100629,0.95202105,0.031322763,0.005602286,0.000791758,0.004681275,0.001579516,0.000894597,1.069592454,0.018542404,1.176971557,0.009490092,0.02369257,0.012578578,0.002795995,0.001036694,0.000743691,0.057980202,0.014930451,0.528556776,0.059610724,1.027464858,0.003865326,0.015732821,"LCOR-182","1C","1C","large",1.21,1.13,2.01
"36",0.000427748,0.000612737,7.57777e-05,0.000115615,0.001070485,0.168425909,0.007243822,0.002542383,0.008088158,0.066943405,0.005861848,0.000202775,0.000855161,0.00429667,0.007306295,0.171741803,0.003155927,0.002025922,7.01897e-05,0.076518217,0.000349223,0.006875843,0.003024329,0.014507129,0.294188441,0.001349613,0.001052227,0.080571889,0.140356615,0.966197995,0.204611876,0.303878206,0.003549614,0.000882646,0.00667827,0.0014177,0.852808548,0.028600502,0.004821123,0.004115114,0.010365165,0.001260573,0.001331527,0.014926894,0.036161495,1.139702677,0.006708116,0.022903566,0.216222644,0.003751119,0.005572154,0.006103782,0.118622068,0.018801542,0.902120315,0.102601804,1.521512354,0.005157582,0.014110472,"LCOR-191","13-15B","13-15B","large",0.45,0.71,1.01
"37",0.000650706,0.000433996,3.98881e-05,0.000206213,0.000996465,0.118628312,0.005795216,0.000905977,0.010907989,0.098429163,0.005457373,0.000198961,0.001016818,0.00382351,0.007344766,0.125944019,0.004331123,0.001230563,0.000136617,0.05333338,0.000245334,0.005651546,0.002438899,0.000146576,0.258619101,0.001771144,0.000646074,0.091634768,0.171379681,0.711979981,0.22545607,0.293218089,0.00448934,0.000647593,0.022027428,0.001569106,0.816970622,0.026850745,0.00576798,0.000947031,0.0034273,0.001269676,0.00030812,1.033100395,0.021118663,1.044466747,0.007749533,0.034813972,0.141312541,0.003683271,0.002147296,0.000812966,0.073465995,0.017069826,0.75140233,0.072182943,1.513011594,0.00438038,0.017236526,"LCOR-225","4A","4A","small",0.4,0.68,1.42
"38",0.001723717,0.000578598,7.163e-05,0.000300549,0.001440169,0.103977476,0.005279844,0.00128609,0.00625216,0.10149457,0.01077448,0.00030687,0.000898773,0.004679559,0.007596287,0.130596443,0.005397405,0.001599648,8.78384e-05,0.100061188,0.000396779,0.008047467,0.004458626,0.015582874,0.288265807,0.000883486,0.000917013,0.051715623,0.190948851,0.982191533,0.342655319,0.457363099,0.00425076,0.002405589,0.020513297,0.001443667,1.091817872,0.037728473,0.004365319,0.001220761,0.006760228,0.001161684,0.001351073,1.145244412,0.033821319,1.285267631,0.007419659,0.022796005,0.031787879,0.002745222,0.005464071,0.003624102,0.064883476,0.015308451,0.57645828,0.077384665,1.204648956,0.003637239,0.011217873,"LCOR-271","5C","5C","large",0.52,1.06,0.98
"39",0.000445813,0.000778937,8.27038e-05,0.000161267,0.000920333,0.096984434,0.010115377,0.002340401,0.008688299,0.07792856,0.006113322,0.000196862,0.001723131,0.005314566,0.005056121,0.139147701,0.005448232,0.001241587,0.000289936,0.101023348,0.001063522,0.011590661,0.003963931,0.013446603,0.301085372,0.002123296,0.001080418,0.055736382,0.198556602,0.711056722,0.253468641,0.28357074,0.002736213,0.001446041,0.020643417,0.000810543,0.827282491,0.047588736,0.010686824,0.002346358,0.00753199,0.000870968,0.001506996,0.887682203,0.022947011,1.209252185,0.012002492,0.05499955,0.263682604,0.000923224,0.003552494,0.002201912,0.065897331,0.016361782,0.961715099,0.077066631,1.589642648,0.006452048,0.015540058,"LCOR-303","13-15E","13-15E","large",0.1,0.97,0.86
"40",0.000320259,0.000411979,4.6532e-05,0.000108077,0.000677204,0.106255944,0.00483923,0.00186332,0.01149707,0.076323257,0.004636603,0.000150034,0.000716208,0.005225872,0.008942395,0.106743676,0.004971199,0.001402042,0.000487632,0.047518336,0.000545975,0.005994539,0.002856357,0.013135201,0.339196256,0.001467742,0.000554136,0.06311026,0.176130349,0.544432156,0.187892047,0.224885432,0.002872743,0.001764507,0.033613934,0.000581287,0.788238297,0.034542382,0.006002735,0.003848833,0.006893744,0.00128002,0.007861851,0.858777461,0.0235568,1.091515643,0.011505373,0.061937541,0.307732987,0.00082437,0.000337044,0.00130436,0.123998762,0.026926041,0.929355217,0.105529591,0.954183108,0.004262789,0.016681242,"LCOR-310","16-20","16-20","large",0.72,0,0
"41",0.00022478,0.0005175,5.4961e-05,0.000254923,0.001147483,0.087167602,0.010089242,0.002997648,0.008257335,0.085488285,0.007077612,0.000254979,0.0010806,0.005461226,0.007926817,0.159547381,0.004056798,0.000929828,0.00014655,0.080695999,0.000324979,0.00469732,0.002599941,2.23036e-05,0.351689497,0.004373714,0.000782526,0.103931925,0.225427928,0.73402395,0.168926601,0.260533882,0.005293448,0.000752012,0.030116517,0.001378033,1.034340464,0.031168282,0.005424626,0.002626123,0.007920017,0.002126984,0.000484054,0.968445907,0.031235684,1.452616215,0.006458058,0.027821422,0.173410998,0.002069082,0.000649011,0.003112858,0.045015153,0.03314095,0.889808265,0.114877024,1.238384626,0.003485144,0.027818026,"LCOR-412","8-9D","8-9D","small",1.05,0,0
"42",0.000164491,0.000351941,5.79175e-05,8.42366e-05,0.000859151,0.066023895,0.00751462,0.00362875,0.005760984,0.080084102,0.010555659,0.000169251,0.000760244,0.0048325,0.002621426,0.28149936,0.005625445,0.001238164,0.00021076,0.138199396,0.000450511,0.007349337,0.003922216,0.014854994,0.170389524,0.000669949,0.001245272,0.052868965,0.157277867,0.867023376,0.41780294,0.498923188,0.00407681,0.000996791,0.014114596,0.000757909,1.078269721,0.032605656,0.000150339,0.000616261,0.002515008,0.000662218,0.010972211,0.010271312,0.006772121,1.696478791,0.006281606,0.024723464,0.009337536,0.00129577,0.000217129,0.000173791,0.022784531,0.007918551,0.295773025,0.033998556,1.367807423,0.004009617,0.015404996,"LCOR-481","1C","1C","large",1.24,1.16,1.71
"43",0.000395384,0.00057955,8.71003e-05,0.000380213,0.001342177,0.124924077,0.007072012,0.003348394,0.012020976,0.071868835,0.006645333,0.000358665,0.000992892,0.006447165,0.004927022,0.193405161,0.006630787,0.000941355,0.00025396,0.100338167,0.00166604,0.010903122,0.003649364,0.020196771,0.339254528,0.002634435,0.0008396,0.093016232,0.235230753,0.773573348,0.282222877,0.310333598,0.007830004,0.00193906,0.028787798,0.000920556,1.148067367,0.048959555,0.007065568,0.001779351,0.006762233,0.002617524,0.015533144,1.293289766,0.022970904,1.722786148,0.011922768,0.063336332,0.118847078,0.001387447,0.004295568,0.002178311,0.063510682,0.019785467,0.826537167,0.121126138,1.911645614,0.007850518,0.017449677,"LCOR-506","16-20","16-20","large",0.88,0,0
"44",0.00023551,0.000801409,0.000122765,0.000493258,0.001487452,0.104091127,0.007511175,0.002027442,0.006550203,0.098836949,0.011778684,0.000317758,0.001145866,0.005284183,0.007156456,0.146119159,0.005104665,0.001633776,0.000361204,0.104803909,0.002387422,0.008448829,0.004105335,2.8068e-05,0.30276238,0.001374978,0.001260065,0.055116481,0.204676186,0.983212502,0.358182348,0.486106725,0.004995573,0.001500171,0.020162927,0.00147455,1.10644015,0.039815994,0.005098701,0.00167358,0.007430006,0.001060949,0.001435961,1.155566728,0.033646207,1.352480293,0.00734664,0.031202071,0.032014705,0.002829988,0.006057736,0.005102035,0.042203445,0.017487607,0.536096707,0.091733074,1.118858782,0.003753381,0.016637347,"LCOR-547","7","7","small",0.52,0.96,0.82
"45",0.000218086,0.000503477,4.70765e-05,0.000166615,0.000886488,0.111519662,0.007844315,0.003674455,0.006403177,0.106109731,0.012005887,0.000208754,0.000864867,0.006686529,0.007517345,0.187695537,0.006683518,0.001804533,8.76404e-05,0.122148268,0.000538062,0.010206317,0.003841384,3.07862e-05,0.252055057,0.004611599,0.00057979,0.092559161,0.251658172,0.804610981,0.293688015,0.374262761,0.004788753,0.002437877,0.007234299,0.001973345,1.054360261,0.036411683,0.003620104,0.000991995,0.006011447,0.002013734,0.000569067,1.085502613,0.021574667,1.377464754,0.006697261,0.033959371,0.049332919,0.001930873,0.000995321,0.004111309,0.045146715,0.016447781,0.44977792,0.060874956,1.462608689,0.005384537,0.024103616,"LCOR-572","5C","5C","large",0.42,1.07,0.92
"46",0.000272894,0.000489022,5.49624e-05,6.60591e-05,0.000670794,0.169525791,0.005276929,0.002032873,0.007585739,0.064520819,0.008431393,0.000195515,0.000581145,0.004687995,0.00536533,0.175055976,0.007256221,0.00066819,0.000197433,0.091751068,0.000247848,0.009886454,0.004506918,2.88414e-05,0.317289461,0.00115125,0.000570999,0.072053506,0.177494093,0.855864356,0.243518552,0.312127393,0.00449965,0.000992399,0.009390734,0.001401215,0.974806347,0.035738616,0.002990213,0.001300386,0.008214569,0.001483828,0.000562705,0.016307555,0.024932552,1.232534315,0.007997928,0.022090615,0.117185518,0.003584852,0.001179554,0.007496304,0.085395001,0.019625327,0.77182701,0.099252119,1.546556675,0.004311229,0.013401849,"LCOR-574","5C","5C","large",0.49,1,0.95
"47",0.000244506,0.00055694,9.08731e-05,5.67347e-05,0.001114558,0.099158599,0.009360809,0.002757634,0.007595719,0.052489884,0.012222023,0.000670639,0.001283895,0.002784373,0.007575702,0.253241636,0.00655864,0.003010336,0.000225067,0.128047462,0.000585323,0.00936063,0.005476647,3.43476e-05,0.221900803,0.001425677,0.000888406,0.05991514,0.193878417,0.720864949,0.419495538,0.499095641,0.004951236,0.001675282,0.00352774,0.000796487,1.088520936,0.036222946,0.007730301,0.000830705,0.003626062,0.000794874,0.001259925,0.030402256,0.022961195,1.485425722,0.006851874,0.026664298,0.094128978,0.001272254,0.002980171,0.000430425,0.107318021,0.013950026,0.793271076,0.061474851,1.476178363,0.002395346,0.028482119,"LCOR-001","4A","4A","large",1.01,0.97,2
"48",0.000140321,0.000612619,6.86538e-05,9.94985e-05,0.000733142,0.210342979,0.004496125,0.001126756,0.008737924,0.002054865,0.007027046,0.000237191,0.000466875,0.003090979,0.008588808,0.20271889,0.008062801,0.00145607,0.000150185,0.076549404,0.003710203,0.010420007,0.002934539,0.000409846,0.305373983,0.001114772,0.000580723,0.153591798,0.172659009,0.944431433,0.08561037,0.142565287,0.013209494,0.001260542,0.060471379,0.003526107,0.983972052,0.026977908,0.006186784,0.003424296,0.010074548,0.00200473,0.00059671,0.033371573,0.023689483,1.34008122,0.00727058,0.046909339,0.322266979,0.002719581,0.001788248,0.006345519,0.049759894,0.018277372,0.940065152,0.103960899,1.963669901,0.004214633,0.021294327,"LCOR-036","5C","5C","large",0.38,0.88,0.79
"49",0.00021643,0.000716009,8.41872e-05,0.000203949,0.000818903,0.170889284,0.011228427,0.001632303,0.011007001,0.043469445,0.013616525,0.000547625,0.001359962,0.002765532,0.003595315,0.378104416,0.006936758,0.001594736,3.95592e-05,0.15320487,0.000133925,0.012018073,0.002226744,6.60387e-05,0.250152943,0.000794684,0.000959208,0.121252535,0.120255636,0.900442833,0.087717026,0.140507084,0.004324993,0.001208363,0.004348406,0.00201464,0.823712099,0.025058306,0.005986057,0.002094419,0.004975376,0.002015703,0.000980402,0.020760474,0.021466789,1.348744043,0.00822075,0.021671698,0.068425859,0.004169316,0.001457538,0.000814959,0.060356853,0.017594271,0.82647345,0.069504539,1.440344892,0.003305827,0.010902074,"LCOR-063","2H","2H","large",0.11,1.11,1.94
"50",0.000354236,0.000484415,8.07809e-05,0.000157632,0.001004309,0.076164629,0.007651547,0.000653067,0.009682536,0.01569442,0.009682307,0.000693701,0.000871293,0.002959372,0.007765041,0.176614471,0.00693166,0.001540118,0.000315275,0.084317244,0.000176604,0.009180615,0.002968156,0.013184962,0.24940205,0.001682646,0.000581974,0.085355057,0.223587001,0.640477597,0.221869562,0.202530011,0.005230604,0.001478017,0.032459969,0.00098908,1.011932402,0.039138298,0.007503031,0.001003956,0.004025709,0.000933674,0.000551495,0.396190846,0.022210979,1.329923555,0.008286796,0.051222078,0.32627746,0.001161588,0.00460551,0.000777164,0.11296,0.015793132,0.98250823,0.082417463,1.885269757,0.006069349,0.012067626,"LCOR-065","2H","2H","large",0.13,1.18,1.25
"51",0.000282796,0.00064153,6.20386e-05,5.15565e-05,0.000875311,0.115600997,0.006127282,0.001684049,0.009767819,0.008302556,0.007172922,0.000194331,0.000599317,0.001837874,0.007583824,0.197012037,0.009308546,0.001255009,6.57928e-05,0.126320539,0.005517546,0.012420147,0.007814083,0.000525646,0.333427535,0.001349253,0.000601078,0.064299769,0.236249584,1.053620068,0.264340995,0.356790893,0.004156387,0.000846248,0.023281135,0.000942654,1.082811723,0.038827752,0.006425369,0.002273727,0.008265194,0.001851299,0.001501233,0.04861913,0.023176103,1.493764296,0.009715135,0.037112205,0.31541594,0.003574692,0.000914424,0.012266406,0.102004088,0.01860062,1.101546449,0.102957424,2.465012162,0.008287424,0.020184983,"LCOR-163","5A","5A","large",0.41,0.69,0.87
"52",0.000286531,0.001130798,5.51814e-05,0.000120656,0.000905604,0.093787346,0.006255796,0.002650832,0.006888411,0.002628256,0.008775826,0.000554516,0.00108548,0.002035983,0.005740734,0.185296851,0.006305319,0.001896361,0.000113543,0.146956366,0.000166695,0.00976507,0.002511093,4.01177e-05,0.20491513,0.000780383,0.000953449,0.084262826,0.176604451,0.771868286,0.164566662,0.177178889,0.003559363,0.001870185,0.040058161,0.000979654,0.864965641,0.028522263,0.007594666,0.001032933,0.003262412,0.000991333,0.001258371,0.01758492,0.018922824,1.368943613,0.00817606,0.018285731,0.202238112,0.002189332,0.002326105,0.000704567,0.068784709,0.012648803,0.867210447,0.052927729,1.436818854,0.002990203,0.014528248,"LCOR-211","2H","2H","large",0.14,1.04,1.54
"53",0.000201767,0.000461555,7.03121e-05,0.000101163,0.000646429,0.118400687,0.005929681,0.000958551,0.01071208,0.07019885,0.006721836,0.000297851,0.000774552,0.003511154,0.006691964,0.196164676,0.008257273,0.000514799,0.000360135,0.061001516,0.00014342,0.011086907,0.003163427,0.000160046,0.259592874,0.002157073,0.000426323,0.079251134,0.220615052,0.82752669,0.230805634,0.233477435,0.00787838,0.000934201,0.024764654,0.000887109,1.004825052,0.039568537,0.006730563,0.000477959,0.002403555,0.00274555,0.001319246,0.018112081,0.017572956,1.54748516,0.006154749,0.056621136,0.256763065,0.001148411,0.002777741,0.000664371,0.088060534,0.011742504,0.959949124,0.064925303,1.829982044,0.006490208,0.019188433,"LCOR-230","4A","4A","large",0.36,0.68,1.21
"54",0.00014492,0.000524198,4.52204e-05,0.00052055,0.000792546,0.107034107,0.006322635,0.000933876,0.008895797,0.004411919,0.011593956,0.00038337,0.000838842,0.002309508,0.007419806,0.172440171,0.006473625,0.001572738,0.000311397,0.107525397,0.001269518,0.010083323,0.003983114,2.15352e-05,0.2152935,0.000854644,0.00067956,0.072016038,0.168705239,0.669495018,0.295815443,0.332067248,0.008078483,0.001080273,0.040690748,0.000977807,0.764119897,0.027195715,0.00791526,0.000755496,0.003789863,0.001990378,0.000562137,0.027079798,0.017016928,0.989205962,0.007709776,0.029566568,0.196441456,0.001769973,0.002672081,0.000675325,0.117960056,0.010542206,0.793784509,0.055854428,1.42097985,0.003867418,0.01818949,"LCOR-233","4A","4A","large",0.59,0.75,1.24
"55",0.000229308,0.000508408,7.88613e-05,7.16475e-05,0.000786625,0.114378522,0.005324638,0.002537865,0.010155394,0.015265142,0.009696163,0.000388832,0.000876276,0.001918486,0.006505801,0.211659509,0.005024547,0.002095666,5.89766e-05,0.115778168,0.000112318,0.007385403,0.004224191,0.009507231,0.250698685,0.000777173,0.000444982,0.065780451,0.159440683,0.739684677,0.224681428,0.285828357,0.00340073,0.000641546,0.011951272,0.000970813,0.89893905,0.026464209,0.007715944,0.000963064,0.004453935,0.000826769,0.001192693,0.037079894,0.017398705,1.201944482,0.008238949,0.023336596,0.188156122,0.002332624,0.001460254,0.000985874,0.091558895,0.018553652,0.892428692,0.082038485,1.751634375,0.004848064,0.021463318,"LCOR-234","4A","4A","small",0.53,0.66,1.18
"56",0.000117427,0.000377668,7.36916e-05,0.002386808,0.000736905,0.098893738,0.004162966,0.000912639,0.004712891,0.049212072,0.009594691,0.000204492,0.000404903,0.002498503,0.005066058,0.151329263,0.010253473,0.000837145,0.000170013,0.066741363,0.000272672,0.011772484,0.002566741,0.000309547,0.120322847,0.001100106,0.001125225,0.11056933,0.191420994,0.829351209,0.15843144,0.193794813,0.004968562,0.001453505,0.021490091,0.000933454,0.981647359,0.030659959,0.002543227,0.000317291,0.002186305,0.002813004,0.001504591,0.022105812,0.01169749,1.468457084,0.003662614,0.027027452,0.129052856,0.001050079,0.009428027,0.002018455,0.053089086,0.002145302,0.829053792,0.011242932,2.012549561,0.007505824,0.025789044,"LCOR-270","5C","5C","small",0.69,0.81,0.81
"57",0.000288847,0.000370881,6.99815e-05,0.000131822,0.000534616,0.081536293,0.004667327,0.001165934,0.012596998,0.021785952,0.006160069,0.000486772,0.000565525,0.003476766,0.00816717,0.097200746,0.00602968,0.001152868,0.000473716,0.088454588,0.00014429,0.008992995,0.003429947,0.010384558,0.300698901,0.001778299,0.000761548,0.055390933,0.259513622,0.686873819,0.262552197,0.27144195,0.005719015,0.002386433,0.031737918,0.000591189,1.007583803,0.044515628,0.011929364,0.002007176,0.006006303,0.000738556,0.001664064,0.47620083,0.024705206,1.484783392,0.012340727,0.038786271,0.391892907,0.000693436,0.004292451,0.002143976,0.071207881,0.015253239,1.222234731,0.105078856,1.650025565,0.006488865,0.009310871,"LCOR-348","CT3","CT3","large",0.96,0,0
"58",0.000186969,0.000580256,6.99821e-05,0.000161607,0.000777649,0.099878005,0.006249428,0.001887734,0.00586739,0.011508775,0.008380194,0.000451501,0.000799883,0.00363909,0.008066355,0.133102284,0.007033711,0.001646006,0.000138344,0.095797818,0.000200409,0.010787097,0.002442496,0.015549691,0.286185171,0.00123186,0.000755701,0.086764695,0.232927944,0.963100951,0.169321039,0.221502255,0.006435602,0.002369783,0.041038411,0.001589922,1.003349995,0.030602528,0.008141482,0.00083737,0.004729437,0.001586906,0.000540548,0.038503078,0.027846142,1.361854303,0.006963535,0.029036908,0.236439623,0.001792165,0.003614828,0.003830033,0.050867921,0.0121556,1.122635765,0.076813429,2.031063972,0.00572767,0.016085042,"LCOR-386","7","7","large",0.79,1.1,1
"59",0.00047244,0.000508818,9.615e-05,3.03894e-05,0.000770765,0.06936263,0.006632519,0.000981288,0.008631602,0.041737442,0.005343172,0.000262953,0.000673419,0.00481875,0.007748975,0.128779153,0.007688126,0.001098452,0.000421127,0.060695517,6.90188e-05,0.008806047,0.003112092,0.001298633,0.287357671,0.00217595,0.00035716,0.082669276,0.25560113,0.777566485,0.196804411,0.208557323,0.005584085,0.001054502,0.022806657,0.000665787,0.928113337,0.050040311,0.009569867,0.000721643,0.002098462,0.002534017,0.009962149,0.015186912,0.024045847,1.119613465,0.007921258,0.087369976,0.444919111,0.00073639,0.022471517,0.001024441,0.106306889,0.011883227,1.131036327,0.071669833,2.149968736,0.008543513,0.011252014,"LCOR-398","1C","1C","large",0.75,1.06,1
"60",0.000162578,0.000679325,6.20983e-05,0.000146933,0.000617923,0.069805445,0.004611949,0.001604031,0.007782287,0.022953586,0.007083816,0.000341546,0.000531764,0.002294292,0.004220144,0.143552853,0.005287566,0.000788082,8.85325e-05,0.124918281,8.50995e-05,0.009321945,0.001747227,0.010709137,0.203935589,0.000799696,0.000434315,0.067382562,0.185188298,0.774122146,0.098251901,0.136886942,0.003851958,0.000732271,0.018168908,0.000784355,0.732452194,0.023897243,0.005135562,0.001331705,0.004612949,0.000820108,0.005856092,0.026236881,0.014301677,1.227869424,0.008646769,0.025363041,0.201909661,0.002210311,0.000147237,0.004636863,0.027093231,0.010693796,0.83292347,0.055144587,1.808898779,0.004462888,0.017329644,"LCOR-605","13-15E","13-15E","large",0.16,1,0.92
"61",0.000255417,0.000427229,4.77106e-05,0.000169337,0.000560991,0.044636811,0.00727648,0.00034228,0.007021798,0.05305174,0.008100701,0.000200357,0.000704461,0.002469162,0.005982261,0.18048275,0.006221046,0.000690159,7.86441e-05,0.114573507,0.00011479,0.008640128,0.00325685,0.009164113,0.230519789,0.000996197,0.000436154,0.032106628,0.112745739,0.737219307,0.237942776,0.28196958,0.007953885,0.00076921,0.012736961,0.000272387,0.838730784,0.025899371,0.006555261,0.00109217,0.003203087,0.000805955,0.001265529,0.035258503,0.016132833,1.370090407,0.008451713,0.021876222,0.070034128,0.002489933,0.000956822,0.000719478,0.078627687,0.011228682,0.752590095,0.07311261,1.30858328,0.003703332,0.016020277,"LCOR-012","4A","4A","large",1.04,0.93,1.48
"62",0.000351437,0.000539049,6.54957e-05,0.000260324,0.000851804,0.071517689,0.010517413,0.000370779,0.007280313,0.082997198,0.00880124,0.000298078,0.001338201,0.003014867,0.007847695,0.21010118,0.005523312,0.000960008,0.000127302,0.140124596,6.40802e-05,0.010562338,0.002979851,6.2247e-05,0.305758748,0.000909433,0.000911289,0.065280549,0.207920551,0.957403467,0.194443069,0.250163451,0.005992711,0.002249061,0.024836141,0.000516934,1.074507887,0.031957234,0.00821743,0.001186139,0.003575752,0.002222793,0.000476175,0.040806219,0.027924289,1.364207509,0.006416466,0.031441344,0.111071948,0.003320336,0.001887877,0.004768237,0.064030794,0.014850641,1.064869067,0.092786571,1.545633143,0.001755435,0.017964558,"LCOR-033","5C","5C","large",0.52,1.09,1.1
"63",0.000281729,0.000830989,0.000113458,0.000326373,0.000623919,0.076397698,0.00796886,0.000709161,0.009302369,0.124279128,0.013356852,0.000359278,0.000847401,0.00341615,0.008257887,0.190451093,0.004636928,0.00076584,0.000684429,0.100587972,0.000494909,0.009543781,0.002660777,0.00013114,0.266681988,0.001385632,0.000288796,0.101508529,0.269678648,1.107690998,0.176380143,0.288848563,0.014812272,0.000670296,0.038510759,0.000715517,1.230777565,0.042292411,0.009556824,0.000655585,0.004708747,0.001030564,0.015772668,0.036629542,0.029095642,1.914277232,0.008238521,0.068198983,0.361568771,0.000976609,0.000875732,0.003390791,0.101394708,0.014892264,1.301598955,0.069879849,2.164791513,0.008903368,0.02409369,"LCOR-081","13-15E","13-15E","small",0.11,2.09,1.05
"64",0.000123447,0.000374125,6.99217e-05,9.83961e-05,0.000668734,0.036463673,0.005194797,0.000797297,0.005026336,0.007281026,0.00416102,0.000166595,0.000621959,0.002162246,0.007991877,0.084253456,0.006037003,0.00124756,0.000191171,0.033638322,5.75357e-05,0.004782114,0.00227892,0.015027988,0.178281748,0.001403002,0.000593673,0.054376821,0.209593058,0.587448031,0.10152493,0.131094465,0.002908615,0.000701701,0.032000451,0.000433128,0.705665835,0.028126665,0.006447947,0.000874639,0.001288962,0.002110497,0.001194607,0.022333026,0.019478358,1.160025165,0.004584705,0.049902342,0.19783525,0.002396663,0.0070242,0.001619134,0.069902118,0.009347931,0.748274494,0.047035227,1.391251603,0.003895465,0.010717124,"LCOR-089","8-9D","8-9D","large",0.82,0,0
