"","L.....lactic.acid","glycolic.acid","pipecolic.acid.2","pyruvic.acid","Beta..alanine..2","benzoic.acid","L.serine.1","phosphoric.acid","L.threonine.1","nicotinic.acid","maleic.acid","glycine","succinic.acid","catechol","glyceric.acid","glyoxylic.acid","fumaric.acid","methyltartronic.acid","X4.Acetoxyphenol","aspartic.acid.1","ribonic.acid.gamma.lactone.2","D.malic.acid","D.threitol","L.pyroglutamic.acid","ribose","L.glutamic.acid.1","threonic.acid","phenethylamine","alpha.ketoglutaric.acid","X2.isopropylmalic.acid","X3.phenyllactic.acid","tartaric.acid","phloroglucinol","arabinose","xylose.1","D.sphingosine..3","rhamnose.2","gluconic.acid.lactone.2","isopropyl.beta.D.1.thiogalactopyranoside.","D.sorbitol","X4.hydroxycinnamic.acid","shikimic.acid","citric.acid","dehydroascorbic.acid..1","myristic.acid","quinic.acid","fructose.1","D.glucose.1","galactitol","galacturonic.acid.2","D.mannitol","L.ascorbic.acid","gluconic.acid.2","galactonic.acid.2","D.saccharic.acid","mucic.acid","myo.inositol","N.acetyl.D.glucosamine.1","caffeic.acid","D.ribose.5.phosphate.1","D.glucose.6.phosphate.1","lactobionic.acid.1","cellobiose.2","phenyl.beta.glucopyranoside","lactose.2","D.....trehalose"
"32",0.000215832,0.000421612,0.000239685,5.42427e-05,0.000141539,0.001004382,0.00113837,0.112194265,0.000283032,0.000157617,0.007003108,0.001876282,0.009323473,0.079260753,0.01018351,0.000238097,0.000884436,0.003467209,6.05377e-05,0.000890695,0.005776949,0.176387317,0.003784111,0.000910405,7.67863e-05,0.002080636,0.113770585,0.002518218,0.001738653,6.17841e-05,0.000763747,0.007559739,1.31101e-05,0.003182698,0.000301478,4.90955e-05,0.000474025,0.221741839,0.034404503,0.00159195,0.000564074,0.044620734,0.110278895,0.159521206,0.003192508,0.848445341,0.0987532,0.226001284,0.008164057,6.4546e-05,0.001458347,0.019272849,0.000827907,0.019768933,0.008197774,0.001084441,0.875501167,0.025043583,0.002941497,0.001862096,0.006222422,0.001577503,0.000337096,0.021060436,0.018837616,0.001345513
"33",0.000354522,0.000419199,0.000361627,7.15952e-05,7.33278e-05,0.000963715,0.001240886,0.10907104,0.000282788,0.000220007,0.007074736,0.000607739,0.009552195,0.138384912,0.005916306,0.000211251,0.000632031,0.005400698,2.46752e-05,0.000840467,0.00533994,0.176738369,0.008494814,0.000605041,0.000105375,0.002016224,0.082516892,0.000122585,0.00394434,8.79096e-05,0.003535781,0.011669026,NA,0.003131745,0.001026682,4.72805e-05,0.001262143,0.274349552,0.000226577,0.001268875,0.000275799,0.064987666,0.124774664,0.154954027,0.006610478,1.163981424,0.148312676,0.248547357,0.005467397,0.000190645,0.002071958,0.027323288,0.00155307,0.018002403,0.002873645,0.000666578,1.070068038,0.030958967,0.002826911,0.000793408,0.005001558,0.003068999,0.000361395,0.031697617,0.022565656,0.001493091
"34",0.000289082,0.000673563,0.000433557,7.28342e-05,0.000233053,0.001089661,0.001632776,0.134957964,0.000598024,0.000206762,0.011896305,0.002104829,0.007587374,0.086835816,0.016217,0.000270389,0.001463317,0.00495956,7.16087e-05,0.00122403,0.006101672,0.357419236,0.002938161,0.001808901,9.41166e-05,0.002284043,0.14914448,0.000559593,0.002179208,0.000434521,0.002443641,0.009168925,1.66093e-05,0.004819153,0.000474423,3.66417e-05,0.000802319,0.284972736,0.037249182,0.000731528,0.00091387,0.058642251,0.067182792,0.13183987,0.002087182,0.784696446,0.34042414,0.429947042,0.003325036,9.73192e-05,0.001537311,0.00274202,0.009694703,0.014898567,0.009257306,0.001880069,0.917462466,0.030039941,0.004909569,0.001913835,0.006992242,0.000711209,0.009795666,1.024876408,0.022862832,0.000680809
"35",0.000149157,0.000592684,0.000610458,3.94447e-05,0.000248322,0.001016028,0.001948693,0.099941305,0.000588926,0.000164717,0.014510864,0.003218558,0.008993346,0.096233768,0.012090826,0.000238165,0.001785566,0.005534381,3.67102e-05,0.001403229,0.004669705,0.33466249,0.006170416,0.001778312,7.49272e-05,0.003051348,0.19231663,0.000538051,0.002865937,0.000470276,0.002269282,0.009529992,NA,0.005202733,0.000689858,0.000100151,0.000950476,0.252545782,0.000127458,0.001594946,0.000696202,0.067278186,0.088164493,0.15850516,0.002743334,0.872041692,0.311383518,0.41222527,0.003829239,7.13743e-05,0.002486948,0.012941318,0.00183925,0.02004518,0.007218327,0.00100629,0.95202105,0.031322763,0.005602286,0.000791758,0.004681275,0.001579516,0.000894597,1.069592454,0.018542404,0.001036694
"36",0.000427748,0.000612737,0.000327815,7.57777e-05,0.000115615,0.001070485,0.002574332,0.168425909,0.000588754,0.000410898,0.007243822,0.002542383,0.008088158,0.066943405,0.005861848,0.000202775,0.000855161,0.00429667,2.98544e-05,0.001587333,0.007306295,0.171741803,0.003155927,0.002025922,7.01897e-05,0.004317374,0.076518217,0.000349223,0.003176768,0.000104388,0.00302317,0.006875843,2.1717e-05,0.003024329,0.00033348,0.014507129,0.000968029,0.294188441,0.005951111,0.001349613,0.001052227,0.048254217,0.080571889,0.140356615,0.002807725,0.966197995,0.204611876,0.303878206,0.003549614,0.000212724,0.000882646,0.00667827,0.000740301,0.018623213,0.012957685,0.0014177,0.852808548,0.028600502,0.004821123,0.004115114,0.010365165,0.001260573,0.001331527,0.014926894,0.036161495,0.005572154
"37",0.000650706,0.000433996,0.000238355,3.98881e-05,0.000206213,0.000996465,0.001343971,0.118628312,0.00034716,0.00016358,0.005795216,0.000905977,0.010907989,0.098429163,0.005457373,0.000198961,0.001016818,0.00382351,3.98069e-05,0.001718478,0.007344766,0.125944019,0.004331123,0.001230563,0.000136617,0.005047655,0.05333338,0.000245334,0.00174688,NA,0.001963421,0.005651546,1.44001e-05,0.002438899,0.000725828,0.000146576,0.000760426,0.258619101,NA,0.001771144,0.000646074,0.033420898,0.091634768,0.171379681,0.001222441,0.711979981,0.22545607,0.293218089,0.00448934,0.000118528,0.000647593,0.022027428,0.00124742,0.009940332,0.005743517,0.001569106,0.816970622,0.026850745,0.00576798,0.000947031,0.0034273,0.001269676,0.00030812,1.033100395,0.021118663,0.002147296
"38",0.001723717,0.000578598,0.00025662,7.163e-05,0.000300549,0.001440169,0.001803729,0.103977476,0.000377281,0.000345726,0.005279844,0.00128609,0.00625216,0.10149457,0.01077448,0.00030687,0.000898773,0.004679559,6.15344e-05,0.001027935,0.007596287,0.130596443,0.005397405,0.001599648,8.78384e-05,0.002340557,0.100061188,0.000396779,0.001063393,NA,0.002566742,0.008047467,9.6002e-06,0.004458626,0.001699434,0.015582874,0.000861591,0.288265807,0.000173012,0.000883486,0.000917013,0.057501355,0.051715623,0.190948851,0.002917184,0.982191533,0.342655319,0.457363099,0.00425076,0.000133848,0.002405589,0.020513297,0.001437276,0.015119597,0.010625781,0.001443667,1.091817872,0.037728473,0.004365319,0.001220761,0.006760228,0.001161684,0.001351073,1.145244412,0.033821319,0.005464071
"39",0.000445813,0.000778937,0.000528457,8.27038e-05,0.000161267,0.000920333,0.001161275,0.096984434,0.000210109,0.000194386,0.010115377,0.002340401,0.008688299,0.07792856,0.006113322,0.000196862,0.001723131,0.005314566,7.13183e-05,0.000479357,0.005056121,0.139147701,0.005448232,0.001241587,0.000289936,0.001577936,0.101023348,0.001063522,0.000321943,0.000189534,0.002811793,0.011590661,2.72071e-05,0.003963931,0.001421544,0.013446603,0.000871853,0.301085372,0.008696792,0.002123296,0.001080418,0.028277868,0.055736382,0.198556602,0.002525301,0.711056722,0.253468641,0.28357074,0.002736213,4.35889e-05,0.001446041,0.020643417,0.001743767,0.015869374,0.006162036,0.000810543,0.827282491,0.047588736,0.010686824,0.002346358,0.00753199,0.000870968,0.001506996,0.887682203,0.022947011,0.003552494
"40",0.000320259,0.000411979,0.00031831,4.6532e-05,0.000108077,0.000677204,0.001338711,0.106255944,0.000564581,0.000134373,0.00483923,0.00186332,0.01149707,0.076323257,0.004636603,0.000150034,0.000716208,0.005225872,4.629e-05,0.002051653,0.008942395,0.106743676,0.004971199,0.001402042,0.000487632,0.004993255,0.047518336,0.000545975,0.000431502,0.000190198,0.003241327,0.005994539,7.983e-06,0.002856357,0.001442761,0.013135201,0.000936068,0.339196256,7.89976e-05,0.001467742,0.000554136,0.023731153,0.06311026,0.176130349,0.000661423,0.544432156,0.187892047,0.224885432,0.002872743,9.95955e-05,0.001764507,0.033613934,0.000934695,0.008663893,0.001281955,0.000581287,0.788238297,0.034542382,0.006002735,0.003848833,0.006893744,0.00128002,0.007861851,0.858777461,0.0235568,0.000337044
"41",0.00022478,0.0005175,0.00026216,5.4961e-05,0.000254923,0.001147483,0.001257423,0.087167602,0.000847776,0.000193301,0.010089242,0.002997648,0.008257335,0.085488285,0.007077612,0.000254979,0.0010806,0.005461226,5.20942e-05,0.001320307,0.007926817,0.159547381,0.004056798,0.000929828,0.00014655,0.002176907,0.080695999,0.000324979,0.001520112,NA,0.000744228,0.00469732,7.82109e-06,0.002599941,0.002951093,2.23036e-05,0.000632441,0.351689497,0.008823162,0.004373714,0.000782526,0.028618264,0.103931925,0.225427928,0.001548307,0.73402395,0.168926601,0.260533882,0.005293448,0.000184088,0.000752012,0.030116517,0.001616201,0.012939504,0.004729115,0.001378033,1.034340464,0.031168282,0.005424626,0.002626123,0.007920017,0.002126984,0.000484054,0.968445907,0.031235684,0.000649011
"42",0.000164491,0.000351941,0.000147148,5.79175e-05,8.42366e-05,0.000859151,0.001763702,0.066023895,0.000526602,8.43404e-05,0.00751462,0.00362875,0.005760984,0.080084102,0.010555659,0.000169251,0.000760244,0.0048325,NA,0.000749231,0.002621426,0.28149936,0.005625445,0.001238164,0.00021076,0.004381224,0.138199396,0.000450511,0.000953713,0.000897028,0.002070567,0.007349337,NA,0.003922216,0.000978722,0.014854994,0.000738283,0.170389524,NA,0.000669949,0.001245272,0.046210825,0.052868965,0.157277867,0.00341943,0.867023376,0.41780294,0.498923188,0.00407681,0.000594572,0.000996791,0.014114596,0.000553518,0.019796739,0.001287741,0.000757909,1.078269721,0.032605656,0.000150339,0.000616261,0.002515008,0.000662218,0.010972211,0.010271312,0.006772121,0.000217129
"43",0.000395384,0.00057955,6.65182e-05,8.71003e-05,0.000380213,0.001342177,0.001658468,0.124924077,0.000675935,0.000112862,0.007072012,0.003348394,0.012020976,0.071868835,0.006645333,0.000358665,0.000992892,0.006447165,4.46309e-05,0.000921589,0.004927022,0.193405161,0.006630787,0.000941355,0.00025396,0.003504324,0.100338167,0.00166604,0.000404805,NA,0.002721604,0.010903122,1.83527e-05,0.003649364,0.001896672,0.020196771,0.001136655,0.339254528,0.008981409,0.002634435,0.0008396,0.029360197,0.093016232,0.235230753,0.004290307,0.773573348,0.282222877,0.310333598,0.007830004,0.005000867,0.00193906,0.028787798,0.001226474,0.01950561,0.007044238,0.000920556,1.148067367,0.048959555,0.007065568,0.001779351,0.006762233,0.002617524,0.015533144,1.293289766,0.022970904,0.004295568
"44",0.00023551,0.000801409,0.000573241,0.000122765,0.000493258,0.001487452,0.001019719,0.104091127,0.00051302,0.000374848,0.007511175,0.002027442,0.006550203,0.098836949,0.011778684,0.000317758,0.001145866,0.005284183,0.000111829,0.00118276,0.007156456,0.146119159,0.005104665,0.001633776,0.000361204,0.002398291,0.104803909,0.002387422,0.001151301,0.00014615,0.003021762,0.008448829,3.0024e-05,0.004105335,0.000254048,2.8068e-05,0.001004418,0.30276238,0.051924412,0.001374978,0.001260065,0.056917008,0.055116481,0.204676186,0.002377517,0.983212502,0.358182348,0.486106725,0.004995573,0.00015092,0.001500171,0.020162927,0.001371451,0.019922532,0.003944779,0.00147455,1.10644015,0.039815994,0.005098701,0.00167358,0.007430006,0.001060949,0.001435961,1.155566728,0.033646207,0.006057736
"45",0.000218086,0.000503477,0.00043021,4.70765e-05,0.000166615,0.000886488,0.002731305,0.111519662,0.000519023,0.000240714,0.007844315,0.003674455,0.006403177,0.106109731,0.012005887,0.000208754,0.000864867,0.006686529,2.07721e-05,0.002456295,0.007517345,0.187695537,0.006683518,0.001804533,8.76404e-05,0.005235175,0.122148268,0.000538062,0.002657285,0.000381724,0.003247273,0.010206317,NA,0.003841384,0.000475019,3.07862e-05,0.000908547,0.252055057,0.000141343,0.004611599,0.00057979,0.055489141,0.092559161,0.251658172,0.00233287,0.804610981,0.293688015,0.374262761,0.004788753,0.00026209,0.002437877,0.007234299,0.01066895,0.019158769,0.011143909,0.001973345,1.054360261,0.036411683,0.003620104,0.000991995,0.006011447,0.002013734,0.000569067,1.085502613,0.021574667,0.000995321
"46",0.000272894,0.000489022,0.000330601,5.49624e-05,6.60591e-05,0.000670794,0.001706812,0.169525791,0.000461314,0.000175471,0.005276929,0.002032873,0.007585739,0.064520819,0.008431393,0.000195515,0.000581145,0.004687995,1.55949e-05,0.001220369,0.00536533,0.175055976,0.007256221,0.00066819,0.000197433,0.003255111,0.091751068,0.000247848,0.003741082,0.000157652,0.002735684,0.009886454,NA,0.004506918,0.001630987,2.88414e-05,0.002320312,0.317289461,0.000154022,0.00115125,0.000570999,0.060782077,0.072053506,0.177494093,0.003293974,0.855864356,0.243518552,0.312127393,0.00449965,0.00372189,0.000992399,0.009390734,0.000909422,0.016874246,0.003883015,0.001401215,0.974806347,0.035738616,0.002990213,0.001300386,0.008214569,0.001483828,0.000562705,0.016307555,0.024932552,0.001179554
"47",0.000244506,0.00055694,0.000602103,9.08731e-05,5.67347e-05,0.001114558,0.002875196,0.099158599,0.000733199,0.000323956,0.009360809,0.002757634,0.007595719,0.052489884,0.012222023,0.000670639,0.001283895,0.002784373,4.74034e-05,0.002290222,0.007575702,0.253241636,0.00655864,0.003010336,0.000225067,0.006421011,0.128047462,0.000585323,0.00114783,0.000634927,0.002683202,0.00936063,3.81916e-05,0.005476647,0.000310413,3.43476e-05,0.000856946,0.221900803,0.004281713,0.001425677,0.000888406,0.050766063,0.05991514,0.193878417,0.000316468,0.720864949,0.419495538,0.499095641,0.004951236,8.8971e-05,0.001675282,0.00352774,NA,0.012291525,0.001892113,0.000796487,1.088520936,0.036222946,0.007730301,0.000830705,0.003626062,0.000794874,0.001259925,0.030402256,0.022961195,0.002980171
"48",0.000140321,0.000612619,0.00069528,6.86538e-05,9.94985e-05,0.000733142,0.001084567,0.210342979,0.000230385,0.000402059,0.004496125,0.001126756,0.008737924,0.002054865,0.007027046,0.000237191,0.000466875,0.003090979,4.06561e-05,0.001622058,0.008588808,0.20271889,0.008062801,0.00145607,0.000150185,0.003513799,0.076549404,0.003710203,0.00340618,0.0001493,0.000369987,0.010420007,2.33985e-05,0.002934539,0.003309458,0.000409846,0.00181975,0.305373983,0.005725805,0.001114772,0.000580723,0.05160115,0.153591798,0.172659009,0.000238821,0.944431433,0.08561037,0.142565287,0.013209494,0.000100129,0.001260542,0.060471379,0.000845036,0.014141826,0.013295844,0.003526107,0.983972052,0.026977908,0.006186784,0.003424296,0.010074548,0.00200473,0.00059671,0.033371573,0.023689483,0.001788248
"49",0.00021643,0.000716009,0.001082913,8.41872e-05,0.000203949,0.000818903,0.001120211,0.170889284,0.00045074,0.000267727,0.011228427,0.001632303,0.011007001,0.043469445,0.013616525,0.000547625,0.001359962,0.002765532,4.8107e-05,0.001266297,0.003595315,0.378104416,0.006936758,0.001594736,3.95592e-05,0.00220938,0.15320487,0.000133925,0.00447908,0.000355445,0.002902936,0.012018073,3.9745e-05,0.002226744,0.00288294,6.60387e-05,0.001607898,0.250152943,0.003765806,0.000794684,0.000959208,0.049801438,0.121252535,0.120255636,0.00024358,0.900442833,0.087717026,0.140507084,0.004324993,6.00408e-05,0.001208363,0.004348406,0.001573893,0.024355324,0.010716077,0.00201464,0.823712099,0.025058306,0.005986057,0.002094419,0.004975376,0.002015703,0.000980402,0.020760474,0.021466789,0.001457538
"50",0.000354236,0.000484415,0.000176916,8.07809e-05,0.000157632,0.001004309,0.001082741,0.076164629,0.000172362,0.000228569,0.007651547,0.000653067,0.009682536,0.01569442,0.009682307,0.000693701,0.000871293,0.002959372,6.00321e-05,0.001224094,0.007765041,0.176614471,0.00693166,0.001540118,0.000315275,0.002074971,0.084317244,0.000176604,0.00064816,0.000127206,0.000305057,0.009180615,3.79112e-05,0.002968156,0.001649694,0.013184962,0.001584506,0.24940205,0.006091823,0.001682646,0.000581974,0.028540447,0.085355057,0.223587001,0.000308415,0.640477597,0.221869562,0.202530011,0.005230604,6.60406e-05,0.001478017,0.032459969,0.00735306,0.012763448,0.007196103,0.00098908,1.011932402,0.039138298,0.007503031,0.001003956,0.004025709,0.000933674,0.000551495,0.396190846,0.022210979,0.00460551
"51",0.000282796,0.00064153,0.000643765,6.20386e-05,5.15565e-05,0.000875311,0.00244761,0.115600997,0.000571002,0.000286529,0.006127282,0.001684049,0.009767819,0.008302556,0.007172922,0.000194331,0.000599317,0.001837874,5.38554e-05,0.001276564,0.007583824,0.197012037,0.009308546,0.001255009,6.57928e-05,0.002166923,0.126320539,0.005517546,0.003371208,NA,0.002709473,0.012420147,NA,0.007814083,0.001925507,0.000525646,0.001433585,0.333427535,0.004579669,0.001349253,0.000601078,0.081936223,0.064299769,0.236249584,NA,1.053620068,0.264340995,0.356790893,0.004156387,0.000116295,0.000846248,0.023281135,0.002625142,0.014694559,0.003649238,0.000942654,1.082811723,0.038827752,0.006425369,0.002273727,0.008265194,0.001851299,0.001501233,0.04861913,0.023176103,0.000914424
"52",0.000286531,0.001130798,0.000357518,5.51814e-05,0.000120656,0.000905604,0.001218078,0.093787346,0.000240911,0.000227565,0.006255796,0.002650832,0.006888411,0.002628256,0.008775826,0.000554516,0.00108548,0.002035983,6.15717e-05,0.00053993,0.005740734,0.185296851,0.006305319,0.001896361,0.000113543,0.001927474,0.146956366,0.000166695,0.000829057,0.000183203,0.001363621,0.00976507,3.80201e-05,0.002511093,0.00026297,4.01177e-05,0.000870775,0.20491513,0.003638935,0.000780383,0.000953449,0.035848973,0.084262826,0.176604451,0.000363518,0.771868286,0.164566662,0.177178889,0.003559363,4.26738e-05,0.001870185,0.040058161,0.000759631,0.015988085,0.006057373,0.000979654,0.864965641,0.028522263,0.007594666,0.001032933,0.003262412,0.000991333,0.001258371,0.01758492,0.018922824,0.002326105
"53",0.000201767,0.000461555,7.41801e-05,7.03121e-05,0.000101163,0.000646429,0.001163639,0.118400687,0.000196012,0.0001413,0.005929681,0.000958551,0.01071208,0.07019885,0.006721836,0.000297851,0.000774552,0.003511154,3.25405e-05,0.000524096,0.006691964,0.196164676,0.008257273,0.000514799,0.000360135,0.000538892,0.061001516,0.00014342,0.000446153,NA,0.003302816,0.011086907,1.40275e-05,0.003163427,NA,0.000160046,0.001537872,0.259592874,0.009264047,0.002157073,0.000426323,0.037159319,0.079251134,0.220615052,NA,0.82752669,0.230805634,0.233477435,0.00787838,0.000112103,0.000934201,0.024764654,0.00076318,0.018673448,0.005562846,0.000887109,1.004825052,0.039568537,0.006730563,0.000477959,0.002403555,0.00274555,0.001319246,0.018112081,0.017572956,0.002777741
"54",0.00014492,0.000524198,0.000404375,4.52204e-05,0.00052055,0.000792546,0.000912778,0.107034107,0.000302446,0.000207261,0.006322635,0.000933876,0.008895797,0.004411919,0.011593956,0.00038337,0.000838842,0.002309508,5.83709e-05,0.001217274,0.007419806,0.172440171,0.006473625,0.001572738,0.000311397,0.003204635,0.107525397,0.001269518,0.001389699,0.000138413,0.001853814,0.010083323,2.90672e-05,0.003983114,0.000927032,2.15352e-05,0.000861287,0.2152935,0.003970716,0.000854644,0.00067956,0.047078777,0.072016038,0.168705239,0.000147414,0.669495018,0.295815443,0.332067248,0.008078483,9.44755e-05,0.001080273,0.040690748,0.00406962,0.01306703,0.002273547,0.000977807,0.764119897,0.027195715,0.00791526,0.000755496,0.003789863,0.001990378,0.000562137,0.027079798,0.017016928,0.002672081
"55",0.000229308,0.000508408,0.000446658,7.88613e-05,7.16475e-05,0.000786625,0.001713691,0.114378522,0.000637391,0.000319092,0.005324638,0.002537865,0.010155394,0.015265142,0.009696163,0.000388832,0.000876276,0.001918486,7.21112e-05,0.002619794,0.006505801,0.211659509,0.005024547,0.002095666,5.89766e-05,0.006517108,0.115778168,0.000112318,0.002112608,NA,0.002027853,0.007385403,3.59531e-05,0.004224191,0.000342633,0.009507231,0.001051814,0.250698685,0.003814591,0.000777173,0.000444982,0.05447069,0.065780451,0.159440683,0.000181228,0.739684677,0.224681428,0.285828357,0.00340073,6.48885e-05,0.000641546,0.011951272,0.001292714,0.012498486,0.00202861,0.000970813,0.89893905,0.026464209,0.007715944,0.000963064,0.004453935,0.000826769,0.001192693,0.037079894,0.017398705,0.001460254
"56",0.000117427,0.000377668,0.000823783,7.36916e-05,0.002386808,0.000736905,0.001038102,0.098893738,0.000434137,0.000103892,0.004162966,0.000912639,0.004712891,0.049212072,0.009594691,0.000204492,0.000404903,0.002498503,2.78509e-05,0.000566764,0.005066058,0.151329263,0.010253473,0.000837145,0.000170013,0.001660335,0.066741363,0.000272672,0.001064767,0.00011716,0.00054232,0.011772484,2.68509e-05,0.002566741,0.001107933,0.000309547,0.000844762,0.120322847,0.01446628,0.001100106,0.001125225,0.055882135,0.11056933,0.191420994,NA,0.829351209,0.15843144,0.193794813,0.004968562,0.000119463,0.001453505,0.021490091,0.001373941,0.023044522,0.001956171,0.000933454,0.981647359,0.030659959,0.002543227,0.000317291,0.002186305,0.002813004,0.001504591,0.022105812,0.01169749,0.009428027
"57",0.000288847,0.000370881,0.000241142,6.99815e-05,0.000131822,0.000534616,0.000973555,0.081536293,0.000191439,0.000395593,0.004667327,0.001165934,0.012596998,0.021785952,0.006160069,0.000486772,0.000565525,0.003476766,5.64019e-05,0.000658852,0.00816717,0.097200746,0.00602968,0.001152868,0.000473716,0.001242796,0.088454588,0.00014429,0.000422517,NA,0.002361229,0.008992995,5.6498e-05,0.003429947,NA,0.010384558,0.001303589,0.300698901,0.007489568,0.001778299,0.000761548,0.026261701,0.055390933,0.259513622,0.000253226,0.686873819,0.262552197,0.27144195,0.005719015,0.000110122,0.002386433,0.031737918,0.00118352,0.016003537,0.005218664,0.000591189,1.007583803,0.044515628,0.011929364,0.002007176,0.006006303,0.000738556,0.001664064,0.47620083,0.024705206,0.004292451
"58",0.000186969,0.000580256,0.000581265,6.99821e-05,0.000161607,0.000777649,0.001936256,0.099878005,0.000365011,0.000241177,0.006249428,0.001887734,0.00586739,0.011508775,0.008380194,0.000451501,0.000799883,0.00363909,7.01553e-05,0.000940998,0.008066355,0.133102284,0.007033711,0.001646006,0.000138344,0.002691611,0.095797818,0.000200409,0.000981828,0.000316163,0.002956448,0.010787097,3.55209e-05,0.002442496,NA,0.015549691,0.001279833,0.286185171,0.00643227,0.00123186,0.000755701,0.053870752,0.086764695,0.232927944,NA,0.963100951,0.169321039,0.221502255,0.006435602,0.000116345,0.002369783,0.041038411,0.007428445,0.01768115,0.010709453,0.001589922,1.003349995,0.030602528,0.008141482,0.00083737,0.004729437,0.001586906,0.000540548,0.038503078,0.027846142,0.003614828
"59",0.00047244,0.000508818,0.000242527,9.615e-05,3.03894e-05,0.000770765,0.001192749,0.06936263,0.000299012,0.000125702,0.006632519,0.000981288,0.008631602,0.041737442,0.005343172,0.000262953,0.000673419,0.00481875,8.62162e-05,0.000462148,0.007748975,0.128779153,0.007688126,0.001098452,0.000421127,0.000948468,0.060695517,6.90188e-05,NA,0.000142182,NA,0.008806047,2.48994e-05,0.003112092,0.001602607,0.001298633,0.001088359,0.287357671,0.031213727,0.00217595,0.00035716,0.03253718,0.082669276,0.25560113,NA,0.777566485,0.196804411,0.208557323,0.005584085,0.008113787,0.001054502,0.022806657,0.001536238,0.017274304,0.005709847,0.000665787,0.928113337,0.050040311,0.009569867,0.000721643,0.002098462,0.002534017,0.009962149,0.015186912,0.024045847,0.022471517
"60",0.000162578,0.000679325,0.000192975,6.20983e-05,0.000146933,0.000617923,0.000979419,0.069805445,0.000229806,0.00018759,0.004611949,0.001604031,0.007782287,0.022953586,0.007083816,0.000341546,0.000531764,0.002294292,2.49139e-05,0.000549272,0.004220144,0.143552853,0.005287566,0.000788082,8.85325e-05,0.001323221,0.124918281,8.50995e-05,0.000648369,0.00010967,0.000823138,0.009321945,2.33543e-05,0.001747227,0.00032238,0.010709137,0.000913181,0.203935589,0.004362447,0.000799696,0.000434315,0.03656822,0.067382562,0.185188298,0.000368745,0.774122146,0.098251901,0.136886942,0.003851958,0.000502142,0.000732271,0.018168908,0.000584142,0.01518557,0.005935905,0.000784355,0.732452194,0.023897243,0.005135562,0.001331705,0.004612949,0.000820108,0.005856092,0.026236881,0.014301677,0.000147237
"61",0.000255417,0.000427229,0.000263288,4.77106e-05,0.000169337,0.000560991,0.001069736,0.044636811,0.000374374,0.000182758,0.00727648,0.00034228,0.007021798,0.05305174,0.008100701,0.000200357,0.000704461,0.002469162,2.49576e-05,0.000866091,0.005982261,0.18048275,0.006221046,0.000690159,7.86441e-05,0.002398824,0.114573507,0.00011479,0.000764027,0.000365816,0.001745719,0.008640128,9.61174e-06,0.00325685,0.000775698,0.009164113,0.001001284,0.230519789,0.003494407,0.000996197,0.000436154,0.047304628,0.032106628,0.112745739,NA,0.737219307,0.237942776,0.28196958,0.007953885,NA,0.00076921,0.012736961,0.001135896,0.008269322,0.000980967,0.000272387,0.838730784,0.025899371,0.006555261,0.00109217,0.003203087,0.000805955,0.001265529,0.035258503,0.016132833,0.000956822
"62",0.000351437,0.000539049,0.000504764,6.54957e-05,0.000260324,0.000851804,0.00094786,0.071517689,0.00018094,0.00041488,0.010517413,0.000370779,0.007280313,0.082997198,0.00880124,0.000298078,0.001338201,0.003014867,4.80805e-05,0.000351774,0.007847695,0.21010118,0.005523312,0.000960008,0.000127302,0.000751988,0.140124596,6.40802e-05,0.001250718,0.000129506,0.002889062,0.010562338,3.89725e-05,0.002979851,0.00188551,6.2247e-05,0.000779184,0.305758748,0.005859794,0.000909433,0.000911289,0.051598203,0.065280549,0.207920551,0.001334093,0.957403467,0.194443069,0.250163451,0.005992711,3.7383e-05,0.002249061,0.024836141,0.001189075,0.025345963,0.007452737,0.000516934,1.074507887,0.031957234,0.00821743,0.001186139,0.003575752,0.002222793,0.000476175,0.040806219,0.027924289,0.001887877
"63",0.000281729,0.000830989,0.00020007,0.000113458,0.000326373,0.000623919,0.000856002,0.076397698,0.000127921,5.16768e-05,0.00796886,0.000709161,0.009302369,0.124279128,0.013356852,0.000359278,0.000847401,0.00341615,5.204e-05,0.000643665,0.008257887,0.190451093,0.004636928,0.00076584,0.000684429,0.000555187,0.100587972,0.000494909,0.000417327,NA,NA,0.009543781,2.33619e-05,0.002660777,0.001629074,0.00013114,NA,0.266681988,NA,0.001385632,0.000288796,0.036126741,0.101508529,0.269678648,0.003391979,1.107690998,0.176380143,0.288848563,0.014812272,0.00016033,0.000670296,0.038510759,0.003951905,0.020885155,0.006980331,0.000715517,1.230777565,0.042292411,0.009556824,0.000655585,0.004708747,0.001030564,0.015772668,0.036629542,0.029095642,0.000875732
"64",0.000123447,0.000374125,0.000553226,6.99217e-05,9.83961e-05,0.000668734,0.000827036,0.036463673,0.000131002,0.000183323,0.005194797,0.000797297,0.005026336,0.007281026,0.00416102,0.000166595,0.000621959,0.002162246,4.87616e-05,NA,0.007991877,0.084253456,0.006037003,0.00124756,0.000191171,0.000456177,0.033638322,5.75357e-05,0.000748792,NA,0.000483372,0.004782114,2.11978e-05,0.00227892,0.001228145,0.015027988,0.000734976,0.178281748,0.006243149,0.001403002,0.000593673,0.024519307,0.054376821,0.209593058,0.000185964,0.587448031,0.10152493,0.131094465,0.002908615,8.00955e-05,0.000701701,0.032000451,0.001006987,0.012364529,0.001020781,0.000433128,0.705665835,0.028126665,0.006447947,0.000874639,0.001288962,0.002110497,0.001194607,0.022333026,0.019478358,0.0070242
