"","tier","Csetpoint","n.x","A_sd","A","A_se","A_qt","A_upper","A_lower","gsw_sd","gsw","gsw_se","gsw_qt","gsw_upper","gsw_lower","Ci_sd","Ci","Ci_se","Ci_qt","Ci_upper","Ci_lower","n.y","PhiPS2_sd","PhiPS2","PhiPS2_se","PhiPS2_qt","PhiPS2_upper","PhiPS2_lower","ETR_sd","ETR","ETR_se","ETR_qt","ETR_upper","ETR_lower"
"33","poor",2000,10,5.70933236724244,27.1693214765,1.8054494199407,2.22813885198627,31.192113474366,23.146529478634,0.0578221260285514,0.15077880545,0.0182849617403529,2.22813885198627,0.191520239110763,0.110037371789237,110.944702795046,1612.87113105,35.0837955162794,2.22813885198627,1691.04269891496,1534.69956318504,9,0.0965158168306798,0.274432714277778,0.0321719389435599,2.2621571627982,0.347210696400058,0.201654732155497,60.8640933636137,173.060494366667,20.2880311212046,2.2621571627982,218.955209286572,127.165779446761
"34","top",0,11,0.372458950284648,-1.23504122190909,0.112300598900347,2.20098516009164,-0.987869270260024,-1.48221317355816,0.0551200665187948,0.111728440136364,0.0166193253692976,2.20098516009164,0.148307328644922,0.0751495516278052,14.1552173457881,44.7673815109091,4.26795861471906,2.20098516009164,54.161095085791,35.3736679360272,11,0.0286278467964591,0.106452726954545,0.00863162057996659,2.20098516009164,0.125450795758594,0.0874546581504974,18.0544716945085,67.1307245322727,5.44362803625243,2.20098516009164,79.1120690571231,55.1493800074223
"35","top",100,17,1.08124500728309,0.604385647911765,0.262240433658819,2.10981557783332,1.15766459998291,0.0511066958406241,0.0697714194484883,0.139829401651961,0.0169220548256113,2.10981557783332,0.175531816531985,0.104126986771937,15.6766715159118,65.1275976473039,3.80215132460094,2.10981557783332,73.1494357412265,57.1057595533813,17,0.0366839180650532,0.138663154338235,0.0088971569966893,2.10981557783332,0.157434514768279,0.119891793908192,23.1328547865732,87.4423425614706,5.61054139453626,2.10981557783332,99.2795501957418,75.6051349271993
"36","top",200,17,2.06790782278301,5.13882978605882,0.5015413163162,2.10981557783332,6.19698946814977,4.08067010396788,0.0621014036406171,0.131159709558824,0.0150618027476107,2.10981557783332,0.162937335625985,0.0993820834916619,16.344571844838,126.730578190588,3.96414094833904,2.10981557783332,135.094184516121,118.366971865056,17,0.0530974694962983,0.169903575058824,0.0128780279521323,2.10981557783332,0.197073839044005,0.142733311073642,33.4827826635686,107.141329376765,8.12076762126431,2.10981557783332,124.274651408073,90.0080073454569
"37","top",300,17,3.33689971108446,8.90974634417647,0.809317057111429,2.10981557783332,10.6172560786764,7.20223660967656,0.0625786295645435,0.133849872764706,0.0151775470353537,2.10981557783332,0.165871697933193,0.101828047596219,22.7291473619358,174.073910508824,5.51262796197003,2.10981557783332,185.704538857787,162.44328215986,17,0.0605350884660116,0.187587815235294,0.0146819155177338,2.10981557783332,0.218563949307042,0.156611681163547,38.1731728389448,118.293575539412,9.25835433411345,2.10981557783332,137.826995738625,98.7601553401986
"38","top",400,17,4.74562429499961,13.1327398673529,1.15098295457534,2.10981557783332,15.5611016347366,10.7043780999693,0.0687209737764497,0.141653750813725,0.0166672843279767,2.10981557783332,0.176818646929068,0.106488854698383,44.6508894008445,222.987242828788,10.829431369262,2.10981557783332,245.835345830734,200.139139826842,17,0.0635044328544401,0.201369181637255,0.0154020873149295,2.10981557783332,0.233864745385442,0.168873617889068,40.0465665223797,126.984616769412,9.71271904206445,2.10981557783332,147.476662707478,106.492570831346
"39","top",600,17,5.94414675681201,19.5886416572941,1.44166734897109,2.10981557783332,22.630293888207,16.5469894263812,0.0719076923823548,0.148798072529412,0.0174401771168748,2.10981557783332,0.185593629890766,0.112002515168057,57.5713530006868,340.856241923529,13.9631040842089,2.10981557783332,370.315816435301,311.396667411757,17,0.062766037238759,0.237792414735294,0.0152230000727562,2.10981557783332,0.269910137430153,0.205674692040435,39.5818029504037,149.953605331765,9.59999731864114,2.10981557783332,170.207829221792,129.699381441738
"40","top",800,17,5.9440070986288,23.1090670688235,1.44163347688634,2.10981557783332,26.1506478358843,20.0674863017627,0.0694678338831501,0.149375718676471,0.01684842451077,2.10981557783332,0.184922787171242,0.113828650181699,82.8659298922053,487.275739635294,20.097940100623,2.10981557783332,529.678686741949,444.872792528639,17,0.0610851047226092,0.244792170235294,0.0148153140543079,2.10981557783332,0.276049750617566,0.213534589853022,38.5203542384084,154.366537108824,9.34255819183335,2.10981557783332,174.077611918768,134.655462298879
"41","top",1000,17,5.78287010840551,24.8102445777059,1.40255201624606,2.10981557783332,27.7693706703033,21.8511184851084,0.0651517200853937,0.148458543941176,0.0158016131531032,2.10981557783332,0.181797033526489,0.115120054355864,108.07094287193,656.899368735294,26.2110536777094,2.10981557783332,712.199858095951,601.598879374638,17,0.0588446524438412,0.243685505705882,0.0142719245605128,2.10981557783332,0.273796634469314,0.213574376942451,37.1084228798745,153.669857659412,9.00011453728291,2.10981557783332,172.658439512455,134.681275806368
"42","top",1200,17,5.5763654733204,25.5481733338235,1.35246728550279,2.10981557783332,28.4016298812873,22.6947167863598,0.069498887128806,0.138343550470588,0.0168559560291145,2.10981557783332,0.173906509080087,0.102780591861089,169.773641484265,792.844600747059,41.1761562520805,2.10981557783332,879.718696642997,705.970504851121,17,0.0566703733443307,0.239547614852941,0.0137445844201096,2.10981557783332,0.268546153173333,0.210549076532549,35.7367810820146,151.060756479412,8.667442536513,2.10981557783332,169.347461762922,132.774051195902
"43","top",1500,17,5.45131321310696,25.7417469279412,1.32213765740972,2.10981557783332,28.5312135535842,22.9522803022981,0.064564982684828,0.139659496823529,0.0156593084309248,2.10981557783332,0.172697749689191,0.106621243957868,133.596225641194,1101.44760575882,32.4018440883821,2.10981557783332,1169.80952116702,1033.08569035063,17,0.052056145032407,0.230087057735294,0.0126254696724168,2.10981557783332,0.256724470327621,0.203449645142967,32.8277766895992,145.093713187647,7.9619053379651,2.10981557783332,161.89186509892,128.295561276374
"44","top",2000,16,5.56619106783401,26.4472221940625,1.3915477669585,2.11990529922125,29.3971716793573,23.4972727087677,0.0654637589345411,0.13354549634375,0.0163659397336353,2.11990529922125,0.168239738711819,0.0988512539756809,170.584576215555,1541.9663328125,42.6461440538886,2.11990529922125,1632.37211958369,1451.56054604131,16,0.050860433393746,0.2188438853125,0.0127151083484365,2.11990529922125,0.245798710880523,0.191889059744477,32.07136031742,138.003188031875,8.01784007935501,2.11990529922125,155.000249704408,121.006126359342
