flashId,time,date,lciSerialNumber,lcpSerialNumber,lcfSerialNumber,Fm,Fo,Fv/Fm,Fm',Fs,PhiPS2,LightIntensity
,HHMMSS,YYYYMMDD,,,,,,,,,,umol+1m-2s-1
PSF-00508_20230829052644,05:26:44,2023-08-29,PFA-00566,PSA-00583,PSF-00508,436.494110,69.157722,0.841561,0.000000,0.000000,0.000000,0.139162

TIME,FLR,PAR
s,,umol+1m-2s-1
0.000000,197.496063,5999.757812
0.010000,295.344116,5999.757812
0.020000,340.534332,5999.757812
0.030000,361.337891,5999.757812
0.040000,369.721069,5999.757812
0.050000,374.446045,5999.757812
0.060000,378.141052,5999.757812
0.070000,381.468048,5999.757812
0.080000,384.632721,5999.757812
0.090000,387.653595,5999.757812
0.100000,390.674835,5999.757812
0.110000,393.700714,5999.757812
0.120000,396.840332,5999.757812
0.130000,400.074707,5999.757812
0.140000,403.361664,5999.757812
0.150000,406.688324,5999.757812
0.160000,410.006042,5999.757812
0.170000,413.183228,5999.757812
0.180000,416.184418,5999.757812
0.190000,418.985016,5999.757812
0.200000,421.570312,5999.757812
0.210000,423.815491,5999.757812
0.220000,425.847168,5999.757812
0.230000,427.574158,5999.757812
0.240000,429.124115,5999.757812
0.250000,430.459137,5999.757812
0.260000,431.608551,5999.757812
0.270000,432.582733,5999.757812
0.280000,433.401337,5999.757812
0.290000,434.079773,5999.757812
0.300000,434.655914,5999.757812
0.310000,435.082916,5999.757812
0.320000,435.457001,5999.757812
0.330000,435.741669,5999.757812
0.340000,435.974823,5999.757812
0.350000,436.169373,5999.757812
0.360000,436.281677,5999.757812
0.370000,436.383606,5999.757812
0.380000,436.436188,5999.757812
0.390000,436.453705,5999.757812
0.400000,436.489105,5999.757812
0.410000,436.489807,5999.757812
0.420000,436.488403,5999.757812
0.430000,436.494110,5999.757812
0.440000,436.465851,5999.757812
0.450000,436.438690,5999.757812
0.460000,436.400421,5999.757812
0.470000,436.316742,5999.757812
0.480000,436.245911,5999.757812
0.490000,436.153656,5999.757812
0.500000,436.121460,5999.757812
0.510000,436.052429,5999.757812
0.520000,436.013458,5999.757812
0.530000,435.978424,5999.757812
0.540000,435.954102,5999.757812
0.550000,435.934082,5999.757812
0.560000,435.890808,5999.757812
0.570000,435.839996,5999.757812
0.580000,435.785645,5999.757812
0.590000,435.693024,5999.757812
0.600000,435.645447,5999.757812
0.610000,435.534943,5999.757812
0.620000,435.404419,5999.757812
0.630000,435.225250,5999.757812
0.640000,435.017822,5999.757812
0.650000,434.790009,5999.757812
0.660000,434.595825,5999.757812
0.670000,434.423096,5999.757812
0.680000,434.225311,5999.757812
0.690000,434.069763,5999.757812
0.700000,433.927063,5999.757812
0.710000,433.731079,5999.757812
0.720000,433.560486,5999.757812
0.730000,433.423889,5999.757812
0.740000,433.300140,5999.757812
0.750000,433.165680,5999.757812
0.760000,433.041931,5999.757812
0.770000,432.923187,5999.757812
0.780000,432.781921,5999.757812
0.790000,432.643890,5999.757812
