"","ribitol..IS.","glycolic.acid","pyruvic.acid","Beta..alanine","benzoic.acid","L.serine","phosphoric.acid","L.threonine","nicotinic.acid","maleic.acid","glycine","succinic.acid","glyceric.acid","glyoxylic.acid","fumaric.acid","methyltartronic.acid","aspartic.acid","ribonic.acid.gamma.lactone","D.malic.acid","D.threitol","L.pyroglutamic.acid","ribose","L.glutamic.acid","threonic.acid","phenethylamine","X2.isopropylmalic.acid","X3.phenyllactic.acid","tartaric.acid","arabinose","rhamnose","gluconic.acid.lactone","X4.hydroxycinnamic.acid","shikimic.acid","citric.acid","dehydroascorbic.acid","quinic.acid","fructose","D.glucose","galactitol","D.mannitol","L.ascorbic.acid","galactonic.acid","D.saccharic.acid","mucic.acid","myo.inositol","N.acetyl.D.glucosamine","caffeic.acid","D.ribose.5.phosphate","D.glucose.6.phosphate","lactobionic.acid","lactose","Sucrose","maltose","loganin","X....epicatechin","trans.coutaric.acid","taxifolin","galactinol","kaempferol","chlorogenic.acid","isoquercitrin","maltotriose","D.....melezitose","Raffinose","petunidin.3.glucoside","event_short"
"58",2112926,1075.094737,203.1578947,64.21052632,1628.568421,2520.189474,146558.1053,631.7894737,265.6,14014.02105,2073.389474,18237.93684,11289.72632,555.6,1422.884211,10181.66316,976.4842105,16373.01053,272100.8211,16244.44211,2320.947368,889.8105263,2004.042105,128245.1368,145.8315789,300.4210526,NA,18606.52632,6575.621053,2299.621053,607165.4947,754.6526316,68748.65263,174674.0632,540066.2737,1642940.442,415833.1579,440666.1895,11798.75789,2228.084211,48188.77895,36499.32632,12064.48421,1406.757895,1961034.8,105731.4737,20220.42105,1524.778947,4433.894737,5354.189474,50807.09474,2365660.4,16737.03158,184606.2947,940081.1579,1555.936842,2164.568421,224618.5895,25108.37895,2389796.063,151433.0526,4542724.842,18051.81053,23774.67368,10749.95789,"1C"
"59",1823815,1238.962433,113.255814,267.9785331,1126.976744,1786.27907,127312.2182,419.1234347,342.1288014,8411.341682,2925.456172,14193.45259,12919.57066,622.9159213,969.8389982,4184.364937,1001.77102,7696.762075,261813.8462,9643.542039,1437.316637,161.4669052,2413.309481,227827.8354,155.2057245,200.0178891,1501.252236,17001.50268,3186.618962,1665.474061,371940.7871,792.1109123,66693.66726,122893.3274,337749.195,1411855.581,179193.2916,249656.458,7025.259392,1335.527728,33136.7263,27695.67084,10825.99284,1430.518784,1335857.299,43584.15027,9366.314848,2428.783542,8413.166369,1495.724508,26083.6136,2239406.673,15770.10733,46257.49553,368245.8676,4031.198569,8456.779964,49413.04114,19503.50626,1519098.318,100573.5242,3299096.726,8139.481216,31606.0644,3522.36136,"13-15E"
"60",2000295,854.5841393,95.43520309,338.7234043,1122.147002,2139.787234,89286.78917,748.8588008,365.5705996,14555.10638,684.6615087,14045.66731,16203.7911,400.7736944,1409.129594,4939.052224,1732.437137,11966.28627,361018.7427,12443.9265,1380.522244,157.311412,4798.355899,229180.8124,229.6131528,731.7408124,3491.953578,17282.80464,6514.661509,2002.862669,461107.5822,872.4371373,94623.21083,64222.72727,225524.7389,1474656.093,475955.7447,564022.3404,15910.11605,1538.646035,25477.67892,16541.08317,1962.224371,544.8549323,1677708.994,51806.38298,13112.45648,2184.661509,6407.117988,1612.147002,32270.42553,2740584.99,16905.91876,43758.89749,140088.9168,4980.599613,1439.168279,157278.5687,22460.67698,1505402.205,146246.7892,2617552.592,7407.756286,32045.28046,2731.508704,"4A"
"61",1670327,900.3875969,109.3992248,434.8255814,1422.790698,1583.236434,119457.9264,302.2286822,692.9844961,17567.51938,619.3217054,12160.50388,14700.94961,497.8875969,2235.232558,5035.813953,587.5775194,13108.21705,350937.6744,9225.736434,1603.527132,212.6356589,1256.065891,234053.8953,107.0348837,216.3178295,4825.678295,17642.55814,4977.325581,1301.492248,510717.093,1522.151163,86185.87209,109039.8643,347295.3101,1599176.86,324783.5078,417854.7674,10009.78682,3756.666667,41484.47674,42336.04651,12448.50775,863.4496124,1794779.535,53379.03101,13725.79457,1981.24031,5972.674419,3712.790698,46642.6938,2278672.636,10717.5969,52517.32558,185526.4729,5546.046512,7964.515504,106952.3643,24805.42636,1778679.554,154983.9147,2581712.771,2932.151163,30006.68605,3080.755814,"5C"
"62",1650375,1371.444142,187.2479564,538.6376022,1029.700272,1412.724796,126084.8501,211.1171662,85.28610354,13151.60763,1170.381471,15352.39782,22043.81471,592.9427793,1398.52861,5637.929155,1062.288828,13628.61035,314315.7221,7652.6703,1263.923706,1129.564033,916.26703,166007.8747,816.7847411,NA,NA,15750.81744,4391.280654,NA,440125.2861,476.6212534,59622.6703,167527.139,445070.8992,1828105.531,291093.3787,476708.4469,24445.80381,1106.239782,63557.19346,34468.33787,11520.16349,1180.871935,2031244.523,69798.33787,15772.34332,1081.961853,7771.19891,1700.817439,48018.71935,3159275.286,13596.6485,112553.8965,596724.0599,1611.771117,5596.076294,167339.2916,24577.82016,2148126.376,115327.9564,3572717.793,14693.89646,39763.62398,9657.220708,"13-15E"
"63",2381567,891.0035842,166.5232975,234.3369176,1592.634409,1969.641577,86840.681,311.9892473,436.5949821,12371.75627,1898.817204,11970.55556,9909.749104,396.7562724,1481.236559,5149.53405,NA,19033.18996,200655.2509,14377.52688,2971.146953,455.2867384,1086.415771,80111.91756,137.0250896,NA,1151.182796,11388.92473,5427.401434,1750.394265,424589.9283,1413.870968,58394.37276,129502.043,499159.9104,1399046.846,241788.4229,312210.2509,6927.060932,1671.146953,76211.21864,29446.95341,2431.057348,1031.523297,1680590.466,66985.53763,15356.21864,2083.010753,3069.749104,5026.290323,46389.01434,2762677.652,10918.78136,118845.7706,471157.9032,5707.81362,3856.075269,166476.5771,22262.72401,1782065.842,112017.5448,3313358.907,9277.311828,25523.54839,7266.917563,"8-9D"
"64",1693848,596.9872958,141.1433757,234.0653358,1151.088929,2037.150635,208568.5299,594.5553539,710.6896552,11390.87114,537.0417423,14952.32305,21446.9873,492.2867514,1176.333938,3304.283122,3956.225045,22777.6588,308012.5227,8256.043557,2189.128857,331.3430127,5820.435572,162674.4465,195.7350272,NA,789.4010889,12888.54809,5894.718693,1061.397459,352094.6461,958.7477314,103027.1688,117432.3956,320685.5172,1349744.809,564995.9165,669013.902,7500.181488,689.2377495,41943.30309,33172.17786,14202.59528,2458.638838,2182899.873,57312.05082,10856.80581,2566.823956,11730.63521,1962.395644,49813.19419,2484574.628,7807.53176,51547.35027,127971.0526,4619.019964,5164.591652,132556.4973,19486.9873,1479322.105,93027.96733,2296762.613,7389.346642,46544.91833,6883.629764,"5A"
"65",1711423,889.6875,60.55803571,318.3705357,906.875,1427.008929,116397.7902,309.375,261.5401786,7819.821429,3575.892857,11810.26786,9820.46875,495.4241071,693.1696429,2103.4375,850.8258929,13072.83482,233393.4375,13434.95536,1169.888393,114.5982143,2500.602679,174658.4821,462.0535714,NA,4386.607143,17029.59821,6575.334821,1221.116071,652295.0893,665.9598214,108629.1518,108796.6518,411005.1786,1927692.076,233383.4152,384034.308,7492.857143,2116.09375,28371.54018,20998.14732,3279.754464,507.0982143,1875321.629,47456.04911,8467.098214,2169.174107,6464.709821,2776.584821,64020.625,3043771.853,15036.80804,38444.01786,565258.2589,6170.535714,17475.24554,108458.058,51571.875,1800461.741,185787.8795,3158781.83,7717.8125,27411.36161,3275.022321,"5A"
"66",1873850,567.814433,68.6185567,294.1443299,667.1134021,1924.536082,208908.0619,396.1443299,171.4020619,11620.35052,12931.64948,11535.17526,6954.989691,430.5979381,1054.28866,4841.154639,1287.484536,10363.73196,363096,12981.48454,1274.474227,195.5670103,5040.824742,358970.5155,7429.010309,448.0412371,3616.020619,18050.47423,4710.618557,1870.43299,501949.0928,565.814433,71264.06186,292454.4536,291060.268,1482353.876,169660.6392,238174,6351.917526,3076.969072,53657.01031,49954.06186,18111.93814,1927.195876,1379241.196,39188.08247,9832.123711,3268.659794,8169.030928,2028.474227,34449.95876,2683257.32,10380.30928,32351.31959,203355.1959,7253.85567,6153.958763,121364.5155,23137.7732,1592439.959,138107.0309,2030637.526,3977.257732,13585.56701,3338.103093,"8-9D"
"67",1608331,649.5804196,104.3706294,151.3286713,747.2202797,2239.073427,50053.44406,804.7552448,279.2657343,8361.416084,3256.783217,10801.57343,17808.28671,439.965035,986.013986,3608.146853,825.9090909,9860.314685,205795.5944,8386.083916,1954.877622,86.6958042,4253.426573,237758.1119,732.3601399,353.7412587,2837.115385,14375.1049,8323.391608,1140.384615,330169.1608,743.1643357,84007.13287,45325.13986,265191.7308,1394925.962,307968.4091,454591.486,5905.332168,1994.597902,30871.22378,27790.15734,NA,6927.377622,1474750.35,37431.60839,11308.68881,2114.737762,4592.77972,1032.552448,25228.33916,2321460.385,14398.88112,36586.25874,267997.6923,1982.832168,5279.283217,95969.51049,14859.17832,1309328.077,66190.85664,2556531.451,7535,29715.71678,3731.031469,"13-15E"
"68",1731066,3043.287671,173.5159817,443.3561644,933.652968,921.7579909,121967.0548,211.6438356,222.4885845,9068.196347,724.3150685,17484.84018,13456.75799,415.2054795,986.3926941,4169.611872,NA,13147.07763,250608.0365,6663.287671,1088.03653,528.173516,NA,93669.97717,140.2511416,NA,6353.858447,9856.849315,3390.958904,871.0273973,454172.1461,468.7214612,41161.11872,136410.2511,322039.5434,1458792.854,252689.1781,307617.6712,17347.83105,777.3059361,24246.84932,26214.72603,1808.424658,1189.520548,1799448.311,53074.3379,14584.79452,1863.310502,8288.378995,1409.178082,32979.56621,3037243.379,16417.87671,105185.6393,831046.3927,1259.3379,5642.351598,64016.71233,30124.0411,2328855.571,130981.0959,3253712.557,10778.85845,36180.77626,9637.191781,"13-15E"
"69",2011439,3598.443936,197.9405034,169.2906178,1281.189931,1905.308924,128531.0984,921.4416476,203.4324943,10411.7849,2464.942792,11788.87872,15734.69108,807.0709382,1732.036613,4302.105263,1065.240275,13733.47826,223804.5538,8666.544622,2002.631579,431.6704805,2642.01373,172966.9108,423.8901602,NA,3925.583524,12975.35469,4359.679634,1207.322654,472562.8375,1219.79405,58460.43478,114324.5309,329002.6087,1547434.645,314200.4805,380685.8581,12236.81922,1383.363844,39531.28146,28147.82609,NA,694.1647597,1953317.002,52520.45767,13508.39817,1700.503432,6110.938215,1773.638444,39445.12586,2605479.039,14604.32494,47024.69108,440720.1373,2513.112128,1325.652174,136663.1579,22518.627,1880754.76,120585.3547,3340132.128,8020.045767,36260.93822,4915.011442,"2H"
"70",1617505,467.9609544,138.8069414,111.7570499,893.4490239,1174.685466,141460.9761,145.856833,339.3709328,11256.65944,996.9848156,14695.11931,12119.54447,550.6724512,1640.672451,3248.524946,996.7895879,12225.53145,195136.7028,6871.54013,1408.785249,524.3167028,1117.0282,48140.10846,2253.752711,NA,NA,10214.55531,2670.238612,802.5596529,347574.8373,779.6095445,40190.71584,211857.3102,369715.9219,1113090.868,197069.6529,309417.4187,12885.33623,2821.084599,52204.18655,32128.24295,11468.95879,1459.197397,1828610.521,51436.44252,13936.61605,1918.416486,8502.950108,2128.177874,43385.6833,2947224.772,9866.681128,86039.7397,537327.6139,1167.353579,4900.281996,103136.2473,14084.0564,1632842.386,93471.25813,2428681.757,7782.494577,22687.50542,6499.609544,"CT3"
"71",1505012,738.7553648,91.69527897,239.0772532,888.9055794,3042.832618,114907.2747,546.7596567,142.2961373,7396.287554,3280.171674,7784.871245,10069.37768,259.8283262,584.9141631,6346.759657,1298.261803,9493.218884,247306.2446,7885.83691,2140.879828,6513.798283,3992.618026,164481.6309,866.9957082,370.1502146,4022.875536,12149.07725,5293.476395,781.1587983,411542.4464,3405.83691,70645.77253,48837.44635,324587.7253,1460590.579,482653.4979,569328.691,7942.939914,3110.536481,45428.39056,28264.57082,5961.888412,486.0515021,1840034.12,45477.70386,6655.879828,4027.639485,7625.901288,3078.948498,20349.65665,2886873.584,7749.227468,30330.19313,271798.2403,3196.738197,7872.360515,89056.33047,16155.30043,1799172.103,105801.6094,3622886.073,8954.44206,28090.5794,2738.433476,"7"
"72",1846017,883.1375839,107.4328859,195.5872483,807.3657718,2757.483221,225485,650.352349,306.1409396,12889.31208,3089.54698,11959.24497,14450.18456,315.0503356,1226.963087,3870.973154,1712.83557,12158.87584,327893.7919,11442.91946,2235.167785,92.61744966,3834.077181,212937.6846,323.0369128,193.9932886,4448.271812,19098.4396,6735.788591,1980.050336,506055.8221,1471.35906,102378.0034,111478.3557,371940.5872,1717685.369,227940.2349,347903.8255,7735.033557,2715.553691,8198.255034,29781.02349,5381.191275,1201.644295,1769361.376,48733.99329,10618.2047,5675.285235,11489.94966,2107.332215,82042.21477,2606532.953,11696.51007,35808.99329,385091.7953,5356.812081,12519.51342,163651.3758,24107.0302,1663335.503,135206.2752,3141961.326,9910.45302,20494.26174,2857.885906,"5C"
"73",1895394,1966.046512,150.9689922,84.0503876,1018.856589,4298.546512,137985.155,778.1782946,274.3992248,24630.60078,5636.007752,18840.05814,21117.90698,476.2984496,2604.224806,8025.368217,2054.98062,14910.62016,435831.5504,6869.94186,2595.872093,337.0155039,7685.096899,114939.6899,4095,264.2829457,NA,12604.03101,3315.581395,534.1860465,480866.2597,794.7093023,52206.86047,240764.2636,462360.2326,1124438.953,246760.0388,293043.8566,14162.09302,2086.899225,61683.85659,28591.87984,10836.43411,1146.375969,1908246.492,53883.95349,14586.9186,2004.050388,8126.24031,1713.914729,44091.93798,2756061.085,11334.57364,117574.5736,620539.1085,1837.034884,2875.794574,179418.0039,25368.60465,1738577.151,115250.6977,2637740.562,10364.49612,32191.02713,11989.94186,"13-15E"
"74",1613694,621.8571429,71.4047619,192.9761905,1167.666667,3167.095238,217425.5952,606.7857143,314.8809524,10564.28571,2221.02381,9904.785714,8373.190476,593.2857143,1522.571429,8317.309524,2305.285714,9091.357143,227472.2143,11470.90476,3424.190476,462.2380952,10219.02381,168467.881,258.3571429,455.3809524,3654.666667,15833.71429,4834.642857,1635.690476,397317.3571,1586.690476,79194.69048,167839.0714,306436.0238,1705199.381,344905.7619,433361.2381,7430.97619,2639.428571,40166.40476,40850.30952,4637.47619,2090.428571,1601235.167,48849.69048,14578.69048,1882.952381,7265.190476,4177.452381,54598.40476,3339150.167,8147.142857,34235.61905,171329.5952,3640.166667,3601.642857,138893.5238,17878.11905,1729492.738,108278.2857,2572510.762,4695.357143,23007.5,1445.809524,"8-9D"
"75",1585316,688.4920635,132.8769841,316.4285714,854.0277778,2861.190476,219580.6944,546.9246032,201.4880952,7980.039683,3186.150794,10169.24603,8458.43254,440.0992063,1010.396825,3861.706349,1691.150794,9041.984127,178147.1627,9408.90873,1735.515873,129.781746,4676.40873,188166.4286,240.8928571,NA,3846.130952,13401.44841,4472.281746,1860.218254,446403.5913,975.6349206,73190.39683,145408.5516,330645.8929,1466925.496,333878.1151,450755,6195.337302,1885.059524,30391.62698,44209.68254,9582.638889,3466.984127,1575023.929,41595.85317,12922.79762,4521.944444,10561.07143,1702.956349,36952.85714,3105795.238,9401.25,35432.28175,280340.7937,3412.738095,6584.424603,140767.7183,21404.92063,1702812.698,141549.8214,2298155,5933.293651,27068.09524,3972.083333,"8-9D"
"76",1777407,631.9014085,147.0657277,576.57277,1039.812207,1289.131455,170175.3991,225.2347418,230.5633803,11564.55399,1667.769953,10829.3662,5373.169014,380.5868545,1168.521127,5272.276995,1050.399061,6550.164319,330140.7512,13261.90141,1164.295775,221.0093897,1737.558685,207542.1127,10733.52113,182.0892019,4102.981221,16485.77465,3893.661972,1976.924883,469645.5869,599.600939,65297.76995,234401.4085,307120.0939,1465005.376,179414.6948,236120.7277,7505.469484,2223.333333,67466.17371,41367.86385,11645.79812,1171.971831,1442139.624,42043.05164,10434.29577,2321.314554,4668.262911,1851.737089,29818.59155,3135325.751,9574.342723,51218.92019,179183.7324,5542.018779,7544.483568,107815.1643,24880.21127,1692037.887,127163.3803,2388898.873,4386.877934,29906.19718,4289.483568,"8-9D"
"77",1357898,765.6818182,107.1590909,194.75,872.1818182,888.3636364,135458.5227,522.6363636,237.7954545,8915.818182,3259.931818,14434.36364,12586.29545,567.6363636,1319.954545,3059.295455,921.6818182,7284.863636,241499.0455,9217.136364,1480.045455,189.7954545,2911.795455,245616.2955,418.1818182,NA,1300.886364,15479.43182,6202.909091,1018.363636,355600.4318,1160.227273,61757.95455,97155.18182,334477.75,1206167.523,362937.2727,444518.5227,6108.045455,2890.75,31164.45455,29261.59091,1777.136364,701.8863636,1595164.386,49809.90909,11786.95455,3499.636364,7778.681818,1366.840909,30021.04545,2953105.614,13862.65909,46850.11364,201763.8182,3274.977273,3370.409091,121824.0227,17787.31818,1255345.682,105841.5909,2549527.932,6016.340909,28128,3710.272727,"16-20"
"78",1556570,1239.977728,96.72605791,259.3986637,1330.890869,1762.561247,235474.4543,476.0579065,321.5367483,13135.94655,2439.665924,9049.643653,11090.33408,430.6904232,2354.832962,4425.256125,905.7461024,14462.69488,328032.0935,12294.23163,2787.616927,146.9487751,4562.538976,256419.0646,311.4476615,476.481069,3661.581292,22748.37416,4935.033408,1864.320713,432886.9265,2361.514477,103936.5033,238442.0935,231628.2405,2069302.873,184526.6592,257287.7283,18978.21826,2629.376392,28456.10245,44781.00223,6168.752784,3190.91314,1692579.577,46955.79065,14271.91537,3148.173719,9185.300668,3360.64588,64704.07572,2992751.314,10307.52784,35139.77728,306582.0713,7639.042316,9298.752784,56804.00891,17062.60579,2041567.038,102732.294,2796724.432,7450.935412,22177.08241,2909.22049,"5A"
"79",1721224,466.716141,116.1595547,1454.601113,848.1076067,2861.818182,158356.0668,1041.261596,672.5231911,8358.849722,2581.781076,19253.26531,12149.92579,234.3970315,861.3172542,3881.966605,2402.152134,9594.897959,346404.3414,5291.985158,1418.738404,130.4267161,6775.825603,349471.4471,362.7829314,271.8181818,2691.948052,16834.08163,6511.558442,1668.12616,470764.4898,723.135436,75097.82931,98890.40816,376993.8033,1241547.922,290109.7959,345796.846,5365.102041,1795.955473,41109.6846,36439.22078,2373.784787,769.5918367,1697448.738,48023.76623,10845.62152,4887.922078,9415.714286,1350.909091,21648.36735,2492719.258,17437.62523,38977.32839,329167.7737,4331.706865,6783.024119,133602.9685,31225.75139,1643869.481,150453.4508,3042984.527,9262.987013,34060.07421,4947.365492,"CT3"
"80",1597906,497.1585903,169.4493392,199.3171806,1092.84141,1128.568282,176373.5463,393.9427313,330.6167401,9705.61674,1185.374449,14827.7533,7755.132159,480.8810573,1068.215859,2777.709251,831.7400881,9519.977974,249923.6344,13426.27753,1417.973568,337.1145374,1152.400881,179781.63,269.845815,NA,2974.185022,20192.3348,10772.04846,2177.665198,411970.9912,953.9427313,72822.31278,103079.6256,309910.4626,1191254.361,408413.0176,486719.978,7821.629956,1629.07489,56199.73568,30785.17621,7157.026432,1832.709251,1643157.687,56105.17621,14005.24229,4135.088106,8299.537445,2004.273128,32454.71366,3120297.555,15679.86784,81831.36564,371303.0176,3947.422907,3774.559471,73113.87665,22749.51542,1579871.388,131671.6079,3329208.524,8174.273128,23206.82819,4934.581498,"CT3"
"81",1348166,545.3579176,122.472885,227.0932755,1193.427332,1064.381779,123465.5315,374.4902386,133.4273319,8777.440347,701.8221258,11815.44469,8876.572668,506.3340564,1470.802603,3168.872017,493.2104121,9412.863341,193870.9761,6744.555315,1420.694143,281.0412148,1260.498915,174164.4685,422.1475054,NA,2893.947939,15605.09761,2762.581345,967.0498915,326119.1323,1078.069414,49458.56833,125790.6074,274509.6963,1072291.106,125230.0434,195190.8894,4776.724512,2804.967462,41396.70282,30219.86985,6878.394794,550.1952278,1543840.499,35268.67679,12690.62907,2827.331887,6140.694143,2530.455531,26355.79176,3208740.239,11752.4295,26760.30369,320094.4252,3416.70282,4239.89154,70722.58134,15609.1974,1416164.816,101477.8308,2881187.18,8627.830803,27872.36443,3848.785249,"CT3"
"82",1348710,636.7880086,100.5781585,195.9528908,1315.781585,1114.710921,89567.51606,148.0513919,93.81156317,5054.582441,3006.573876,8137.5803,7688.907923,428.9293362,652.8051392,2780.599572,NA,12352.29122,110084.4325,6065.931478,1757.301927,269.7858672,624.4325482,27905.24625,443.6616702,NA,528.2869379,5845.567452,2967.430407,863.3618844,258603.6831,840.8779443,33657.45182,97506.85225,434192.2484,1510598.415,153674.4754,233371.1991,7653.982869,1122.334047,64686.08137,23378.15846,6083.533191,1943.233405,1793156.767,48924.13276,14227.34475,1621.43469,3643.618844,2096.40257,41166.31692,2971917.987,8309.828694,58533.72591,806034.1328,2448.650964,2270.513919,97026.89507,12395.6531,1745117.281,77582.56959,3378565.567,10498.11563,27902.78373,5824.239829,"5A"
"83",1615021,345.106383,161.5130024,355.4609929,926.0992908,2644.964539,153457.3759,423.1914894,104.2316785,6738.841608,1684.539007,8671.513002,7646.548463,399.0543735,632.6004728,4571.678487,3269.574468,11090.80378,220248.1324,6214.491726,1759.787234,137.4704492,7161.252955,60922.55319,9554.704492,NA,3891.654846,7221.77305,2856.666667,1124.515366,498231.7967,4117.635934,48793.85343,91922.76596,294982.5059,1426940.189,191770.6383,285420.6619,12231.70213,765.9338061,51789.69267,18971.65485,6649.64539,613.9007092,1738758.109,35022.22222,9027.588652,1751.41844,5113.498818,1459.621749,33059.45626,3046994.657,10992.05674,49338.39243,469101.0638,4432.12766,4920.543735,82633.38061,41853.56974,1963576.572,196276.1229,3084993.57,6412.364066,28305.50827,4544.63357,"5A"
"84",1678369,575.3212851,102.6305221,465.3413655,2156.84739,2585.401606,136194.739,1087.771084,NA,6495.863454,4601.024096,13418.03213,13094.13655,237.9116466,705.3815261,2634.317269,1855.963855,5405.64257,305470.8835,6393.493976,1358.75502,127.5702811,6809.638554,211524.8594,777.5903614,NA,2322.550201,12792.95181,4636.767068,1508.594378,349447.008,2238.855422,76494.95984,135466.7269,323134.6787,1351867.952,202329.739,353618.8153,7677.48996,706.5662651,54446.46586,29738.49398,2421.325301,1216.987952,1493361.145,33367.02811,5602.008032,3511.927711,7442.148594,1379.497992,7887.53012,2495740.1,11816.24498,24485.42169,408502.3293,2405.522088,4227.128514,41797.95181,15623.55422,1653969.257,92005.04016,3165858.715,8295.381526,23208.6747,5003.413655,"16-20"
"85",1382339,1701.911469,108.2696177,203.4406439,886.8209256,2170.301811,92254.76861,409.8390342,181.4486922,7481.368209,5337.907445,14023.05835,10070.90543,418.0080483,812.4949698,2034.808853,1256.177062,9800.402414,221264.2455,9088.752515,1784.969819,141.3078471,4317.243461,107911.9718,739.5975855,NA,4087.686117,9323.963783,4552.474849,1809.094567,487548.2294,1083.8833,55855.93561,126368.672,335269.2354,1121286.539,313214.3662,383016.1771,6187.585513,2615.533199,55363.17907,18500.66398,4044.466801,1123.521127,1839260.966,41321.14688,9381.187123,1966.740443,7936.338028,3481.509054,39179.95976,2774794.547,12086.39839,35355.61368,541737.8471,2842.917505,12087.70624,216686.1368,32400.02012,1671190.825,184368.2897,3186615.332,10036.17706,26940.16097,1691.448692,"13-15B"
"86",1862481,614.920354,92.92035398,243.4867257,782.8141593,2517.893805,167291.7345,558.619469,450.1238938,8050.371681,2767.752212,12230.23009,9463.150442,338.9911504,1102.743363,4467.362832,737.840708,8739.522124,267972.4248,11509.9823,1054.513274,288.8141593,3125.256637,227103.2212,121.4513274,326.5663717,3141.876106,19668.65487,3835.557522,1642.477876,395322.0708,742.5840708,74561.34513,134902.354,313195.1858,1436256.442,248132.8142,295938.0354,7629.646018,1257.061947,31739.27434,27023.84071,1542.867257,736.619469,1522214.814,39250.74336,8413.929204,857.7876106,3298.584071,4200.566372,33463.57522,2513109.752,12950.21239,43366.69027,377566.4779,2754.460177,2246.99115,181818.531,17342.28319,1548838.407,105851.2212,2760906.743,7357.256637,31357.52212,3655.185841,"4A"
"87",1864878,678.866171,119.9442379,171.9330855,910.1858736,2052.695167,137305.9294,504.7583643,265.0929368,9069.925651,1817.32342,12210.89219,11138.84758,369.739777,722.527881,3148.977695,1242.304833,19004.88848,251870.0743,9257.806691,2027.713755,194.0334572,3086.152416,113643.4387,102.4349442,NA,4069.386617,14929.73978,4179.64684,1336.69145,511479.2751,757.2304833,87384.62825,145900.2974,349798.5502,1733311.914,322232.2491,275698.0669,10258.88476,1521.858736,92353.71747,30666.07807,7135.966543,2367.546468,1892490.242,46600.68773,11518.43866,4968.02974,9386.33829,3870.63197,47707.10037,2268332.807,12501.44981,39874.64684,584939.2007,6439.163569,21296.37546,149421.6543,28291.26394,1833019.814,160987.5093,3527868.364,7695.780669,35942.97398,4936.895911,"5C"
"88",1454232,376.8502203,24.86784141,186.3656388,454.8678414,1318.700441,160107.1145,170.5286344,156.5859031,6527.312775,1108.017621,13892.95154,7034.559471,277.5991189,725.5947137,3240.330396,798.4581498,4426.211454,189807.9736,7765.903084,579.1629956,357.2687225,1313.810573,96119.18502,241.1894273,NA,3324.38326,12773.54626,3750.660793,1070.088106,403770.815,2731.123348,47399.62555,103389.9559,256371.652,1236505.176,236108.4361,340473.7885,8939.625551,2150.220264,34776.54185,25708.94273,6311.211454,2063.039648,1420858.789,47471.96035,7963.259912,2421.475771,7983.546256,1672.643172,18242.88546,2791489.581,13694.73568,70954.88987,188551.9163,4453.832599,3811.894273,83282.55507,24899.84581,1247015.132,141922.7533,2506219.075,6923.612335,28675.11013,8058.281938,"16-20"
"89",1336510,404.5643939,60.70075758,120.2272727,656.2121212,1978.939394,102397.2348,539.9621212,156.4015152,19548.97727,3106.988636,8414.943182,9508.333333,324.1856061,2222.80303,3646.363636,857.8219697,5014.299242,354979.2803,8276.136364,1172.064394,129.0340909,2770.606061,292048.0682,261.2121212,252.8409091,2705.227273,17295.43561,3981.57197,1618.958333,432270.6439,613.7689394,60999.58333,88329.16667,283075.6629,1383431.932,249211.6856,326392.4053,4516.723485,3088.825758,28392.55682,29223.59848,3494.943182,1286.212121,1610197.519,35022.74621,6019.412879,1595.340909,5996.136364,1776.325758,38868.90152,2909014.205,9342.897727,20268.46591,121278.3144,2997.765152,7898.276515,86276.07955,36253.06818,1361152.746,133163.8258,2069988.182,4233.522727,20752.02652,2519.356061,"7"
"90",1475486,504.2070117,65.85976628,174.8247078,764.3739566,2272.153589,88740.13356,1033.45576,120.5676127,26071.28548,2362.587646,11335.92654,14907.82972,282.3706177,2486.026711,4140.050083,1400.801336,9001.702838,477606.9115,8442.487479,1964.824708,113.0884808,3289.933222,267168.8314,308.3305509,226.9449082,632.7045075,15514.2571,5994.123539,1326.627713,380513.606,809.966611,87225.24207,109106.4775,364944.4908,1433859.633,441552.6544,530936.4775,6199.716194,1117.913189,30177.32888,26498.53088,2146.54424,639.5325543,1905369.149,51445.87646,8153.222037,1964.590985,9580.100167,1586.844741,61653.0217,2376151.002,9084.140234,57683.12187,110860.0668,5485.075125,4719.532554,176754.8915,25954.12354,1403177.913,119416.611,1856315.526,5998.196995,24929.19866,5520.951586,"7"
"91",1451827,451.9354839,126.9354839,70.28673835,710.2329749,2341.55914,89720.44803,469.1935484,146.6129032,20565.73477,3085.573477,10725,14456.98925,328.0286738,1862.34767,3144.659498,1223.046595,10592.74194,352272.4552,9876.55914,1749.605735,106.7921147,2903.27957,219745.9677,592.5806452,134.1039427,791.9354839,16373.26165,5690.143369,1309.695341,459003.871,926.5770609,84602.83154,102060.5735,391653.172,1608621.344,400013.853,545761.3799,4350.430108,3250.878136,28254.49821,24405.98566,2470.107527,841.5412186,1989034.462,47683.20789,7908.530466,2129.336918,8543.709677,2896.989247,49280.73477,3172081.004,11017.83154,30854.37276,183316.3978,3344.462366,7426.702509,97126.05735,36038.99642,1464127.33,147326.8638,2184258.262,6283.207885,25413.90681,3755.949821,"7"
