Sample,Label,ribitol..IS.,glycolic.acid,pyruvic.acid,Beta..alanine,benzoic.acid,phosphoric.acid,maleic.acid,glycine,succinic.acid,glyceric.acid,glyoxylic.acid,fumaric.acid,methyltartronic.acid,ribonic.acid.gamma.lactone,D.malic.acid,D.threitol,L.pyroglutamic.acid,ribose,threonic.acid,phenethylamine,tartaric.acid,arabinose,gluconic.acid.lactone,X4.hydroxycinnamic.acid,citric.acid,dehydroascorbic.acid,quinic.acid,fructose,D.glucose,galactitol,D.mannitol,L.ascorbic.acid,mucic.acid,myo.inositol,N.acetyl.D.glucosamine,caffeic.acid,D.ribose.5.phosphate,D.glucose.6.phosphate,lactobionic.acid,lactose,Sucrose,maltose,loganin,X....epicatechin,trans.coutaric.acid,taxifolin,galactinol,kaempferol,chlorogenic.acid,isoquercitrin,maltotriose,D.....melezitose,Raffinose
86,4A,1862481,614.920354,92.92035398,243.4867257,782.8141593,167291.7345,8050.371681,2767.752212,12230.23009,9463.150442,338.9911504,1102.743363,4467.362832,8739.522124,267972.4248,11509.9823,1054.513274,288.8141593,227103.2212,121.4513274,19668.65487,3835.557522,395322.0708,742.5840708,134902.354,313195.1858,1436256.442,248132.8142,295938.0354,7629.646018,1257.061947,31739.27434,736.619469,1522214.814,39250.74336,8413.929204,857.7876106,3298.584071,4200.566372,33463.57522,2513109.752,12950.21239,43366.69027,377566.4779,2754.460177,2246.99115,181818.531,17342.28319,1548838.407,105851.2212,2760906.743,7357.256637,31357.52212
87,5C,1864878,678.866171,119.9442379,171.9330855,910.1858736,137305.9294,9069.925651,1817.32342,12210.89219,11138.84758,369.739777,722.527881,3148.977695,19004.88848,251870.0743,9257.806691,2027.713755,194.0334572,113643.4387,102.4349442,14929.73978,4179.64684,511479.2751,757.2304833,145900.2974,349798.5502,1733311.914,322232.2491,275698.0669,10258.88476,1521.858736,92353.71747,2367.546468,1892490.242,46600.68773,11518.43866,4968.02974,9386.33829,3870.63197,47707.10037,2268332.807,12501.44981,39874.64684,584939.2007,6439.163569,21296.37546,149421.6543,28291.26394,1833019.814,160987.5093,3527868.364,7695.780669,35942.97398
88,16-20,1454232,376.8502203,24.86784141,186.3656388,454.8678414,160107.1145,6527.312775,1108.017621,13892.95154,7034.559471,277.5991189,725.5947137,3240.330396,4426.211454,189807.9736,7765.903084,579.1629956,357.2687225,96119.18502,241.1894273,12773.54626,3750.660793,403770.815,2731.123348,103389.9559,256371.652,1236505.176,236108.4361,340473.7885,8939.625551,2150.220264,34776.54185,2063.039648,1420858.789,47471.96035,7963.259912,2421.475771,7983.546256,1672.643172,18242.88546,2791489.581,13694.73568,70954.88987,188551.9163,4453.832599,3811.894273,83282.55507,24899.84581,1247015.132,141922.7533,2506219.075,6923.612335,28675.11013
89,7,1336510,404.5643939,60.70075758,120.2272727,656.2121212,102397.2348,19548.97727,3106.988636,8414.943182,9508.333333,324.1856061,2222.80303,3646.363636,5014.299242,354979.2803,8276.136364,1172.064394,129.0340909,292048.0682,261.2121212,17295.43561,3981.57197,432270.6439,613.7689394,88329.16667,283075.6629,1383431.932,249211.6856,326392.4053,4516.723485,3088.825758,28392.55682,1286.212121,1610197.519,35022.74621,6019.412879,1595.340909,5996.136364,1776.325758,38868.90152,2909014.205,9342.897727,20268.46591,121278.3144,2997.765152,7898.276515,86276.07955,36253.06818,1361152.746,133163.8258,2069988.182,4233.522727,20752.02652
90,7,1475486,504.2070117,65.85976628,174.8247078,764.3739566,88740.13356,26071.28548,2362.587646,11335.92654,14907.82972,282.3706177,2486.026711,4140.050083,9001.702838,477606.9115,8442.487479,1964.824708,113.0884808,267168.8314,308.3305509,15514.2571,5994.123539,380513.606,809.966611,109106.4775,364944.4908,1433859.633,441552.6544,530936.4775,6199.716194,1117.913189,30177.32888,639.5325543,1905369.149,51445.87646,8153.222037,1964.590985,9580.100167,1586.844741,61653.0217,2376151.002,9084.140234,57683.12187,110860.0668,5485.075125,4719.532554,176754.8915,25954.12354,1403177.913,119416.611,1856315.526,5998.196995,24929.19866
91,7,1451827,451.9354839,126.9354839,70.28673835,710.2329749,89720.44803,20565.73477,3085.573477,10725,14456.98925,328.0286738,1862.34767,3144.659498,10592.74194,352272.4552,9876.55914,1749.605735,106.7921147,219745.9677,592.5806452,16373.26165,5690.143369,459003.871,926.5770609,102060.5735,391653.172,1608621.344,400013.853,545761.3799,4350.430108,3250.878136,28254.49821,841.5412186,1989034.462,47683.20789,7908.530466,2129.336918,8543.709677,2896.989247,49280.73477,3172081.004,11017.83154,30854.37276,183316.3978,3344.462366,7426.702509,97126.05735,36038.99642,1464127.33,147326.8638,2184258.262,6283.207885,25413.90681
92,1C,1701026,604.0681004,49.24731183,110.6989247,492.7240143,186006.2007,13161.21864,4494.103943,12294.83871,11385.14337,230.3763441,1243.207885,3333.351254,5380.125448,426153.5842,10498.79928,1308.225806,91.34408602,234339.8746,154.0322581,14236.77419,3702.204301,429680.9857,508.2437276,140932.3118,229542.276,1470861.738,249472.3835,341343.8889,5258.27957,1926.075269,23199.33692,1622.401434,1603060.036,37370.48387,4594.336918,2693.763441,9139.157706,1592.939068,22928.10036,2148868.459,12946.21864,41857.97491,111851.5233,3821.541219,2487.777778,130232.509,39682.32975,1256129.516,168811.6667,1656642.688,4285.645161,20173.97849
93,13-15B,1308912,489.4089835,127.9669031,375.8156028,915.8865248,123594.6809,10870.99291,2603.546099,11270.47281,12930.92199,593.356974,1521.513002,3293.096927,6225.673759,236653.0733,6748.179669,2084.515366,110.6146572,134669.1726,481.820331,12362.1513,4820.35461,314538.3215,967.8723404,121951.7258,320280.0236,1940799.858,473314.1608,601524.7045,5295.933806,3428.156028,28338.7234,1711.891253,1931599.102,46508.03783,9953.640662,2474.255319,9990.70922,1263.687943,47652.19858,3404055.674,9129.456265,57552.55319,247047.8723,5155.177305,8663.617021,190362.3877,20877.42317,1556649.504,109632.0095,2595665.414,6500.165485,23866.52482
94,13-15B,1122624,375.7283951,63.67901235,459.4074074,777.1111111,137671.7531,8702.592593,1984.617284,10725.65432,8882.839506,410.8395062,1069.308642,3659.753086,4686.962963,202694.3457,6474.888889,1448.567901,397.6790123,93294.24691,322.1234568,10462.61728,2266.617284,393196.9383,942.5432099,123200.8642,231755.9753,1760038.37,185944.2222,266146.642,5562.716049,3318.962963,36371.67901,1775.061728,1644960.889,31470.49383,8319.160494,2921.802469,8100.888889,1241.530864,36873.03704,3208150.79,7070.938272,33110.49383,238795.2593,5355.802469,11737.28395,157914.8148,42839.16049,1521989.111,171289.7037,1837520.938,4455.358025,27631.82716
95,5A,997029,484.3204868,54.64503043,281.9066937,828.0324544,106941.2576,11800.34483,813.6105477,11691.0142,8023.26572,402.3123732,1239.452333,2902.231237,8396.206897,244874.9493,7169.79716,914.9492901,244.4624746,152744.0162,2964.117647,14276.89655,3607.687627,541395.6795,999.3103448,145261.0548,253246.4503,1475606.085,176207.2008,265518.3164,4133.853955,958.8032454,12962.25152,1055.760649,1782906.572,36024.09736,8292.718053,2126.795132,7974.888438,1322.596349,41306.2069,3140358.458,11195.29412,61595.33469,145837.7079,5917.363083,7321.338742,56590.44625,53556.53144,1538103.367,213693.4888,1901391.034,4774.908722,21280.99391
96,8-9D,1102155,201.3793103,235.2216749,1237.044335,1370.985222,127362.4631,7093.349754,2285.073892,6483.891626,5349.655172,827.9310345,1350.147783,5249.753695,2264.581281,118798.9655,6417.389163,2054.581281,1175.221675,36639.31034,13048.62069,1130.394089,2730.8867,426881.5764,4213.152709,302300,290019.9507,1184175.616,243072.8571,223982.1182,7186.995074,4447.093596,49373.59113,1036.256158,1942477.143,78340.44335,20866.55172,530.2955665,1611.083744,1240.738916,31425.91133,5113740.246,9917.389163,125069.064,1298025.271,1443.300493,2333.64532,52152.85714,20990.24631,2297848.621,112018.1773,1373817.143,3409.261084,19082.31527
97,16-20,1526411,365.2352941,52.68627451,73.49019608,518.4313725,78276.23529,9942.392157,3536.058824,12379.35294,14480.15686,186.0980392,820.0588235,4501.843137,4080.627451,261105.1569,5007,896.1176471,376.0980392,311761.1176,4001.705882,14612.4902,5672.490196,288046.2157,2034.294118,79300.86275,270049.1569,1221347.078,397977,543136,5438.333333,1039.392157,13579.7451,1150.352941,1498978.98,39834.86275,339.1176471,2685.803922,6514.941176,1071.764706,10204.82353,2854898.608,13142.31373,22493.54902,55824.70588,2683.72549,2559.588235,83689.35294,16755.86275,984763.6275,74994.52941,2094550.843,4641.960784,28743.11765
98,7,1510334,474.3877551,75.74829932,90.6462585,626.547619,163515.5782,8855.357143,3808.248299,10102.05782,9492.397959,235.9013605,1127.329932,2692.687075,9684.676871,200669.7619,7857.97619,2291.581633,137.3809524,111631.3435,1255.068027,11694.35374,3972.534014,443238.9626,1236.70068,97566.51361,313134.3027,1680066.003,362742.0578,468425.2041,4347.959184,1515.918367,17075.10204,2867.636054,1837651.395,44955.62925,8276.768707,3916.428571,12661.07143,2744.710884,62028.43537,2916617.347,10155.18707,36402.84014,447609.4898,5154.387755,11671.71769,65790.40816,45848.29932,1782857.993,180437.9762,2819601.207,5766.513605,23489.30272
99,8-9D,1284465,340.7850467,59.36448598,335.9252336,589.4392523,132882.3551,9446.373832,716.5420561,11145.19626,7086.616822,312.0186916,948.6542056,1952.242991,13968.14953,206290.1682,5344.485981,1050.037383,244.1121495,97070.56075,73.81308411,7980.11215,2835.794393,441928.2617,770.8785047,140517.271,165375.0654,1145520.561,200401.9626,262820.5047,5285.420561,1832.691589,64640.93458,1766.672897,1755272.075,34291.15888,7851.009346,4424.616822,9412.46729,1446.074766,36993.3271,3249007.533,7729.551402,28321.21495,324091.757,3286.785047,12318.39252,130967.1589,43926.71028,1520720.579,188284.0561,1854801.57,3336.242991,19772.29907
100,1C,1529694,503.1363636,39.88636364,434.5454545,780.7045455,144987.1591,15797.59091,3805.931818,12086.88636,9454.363636,378.2045455,2368.590909,6610.75,6267.090909,288320.2045,10480.63636,3129.840909,152.2954545,198078.8182,532.2272727,14003.43182,4616.409091,506091.6364,1020.318182,146291.9318,341979.1364,1735761.386,483151.8409,484538.5227,6580.659091,3284.090909,124952.0455,1801,1849591.795,56203.54545,14699.25,2327.386364,7598.136364,1648,37875.63636,3216222.955,15524.34091,51950.31818,521373.7955,4329.704545,1060.681818,71581.54545,43620.63636,2068125.864,165923.7955,3477943.705,7080.659091,19769.20455
101,CT3,1404581,316.0989011,30.09157509,118.2417582,567.3260073,104664.8352,6640.952381,1066.684982,15011.90476,9245.714286,310.3296703,897.0512821,2846.739927,8685.860806,140981.9414,8092.032967,922.3809524,248.8461538,124834.5788,976.7032967,13687.17949,5479.230769,351457.6923,619.8168498,88162.72894,295601.6484,1178042.106,291787.7656,362885.7326,7500.03663,1429.249084,39679.12088,509.5238095,1549378.022,55492.08791,12645.54945,2329.450549,7368.864469,1899.56044,27740.76923,2618485.256,14641.08059,73749.15751,382204.8718,2097.326007,3963.461538,85517.94872,19507.17949,1545037.216,102363.6813,2675446.868,7819.81685,26655.40293
102,16-20,1114807,306.2730627,19.59409594,219.8154982,552.2140221,113806.4945,8618.062731,1112.121771,12303.61624,8549.02214,296.9926199,1024.225092,3231.107011,7274.538745,226571.7343,6117.749077,1140.922509,193.4870849,200882.8967,133.6346863,9328.523985,5497.416974,301226.4022,509.2619926,60489.24354,188896.0148,1129423.856,354520.941,424302.6937,5610.129151,1808.136531,12795.2214,486.7527675,1297103.801,36805.38745,10773.45018,3261.051661,9013.099631,562.6937269,21495.2583,2869066.753,11030.64576,36747.60148,106073.2657,3987.546125,2785.0369,79210.84871,32861.88192,1134454.871,123227.4723,1952412.749,3723.228782,20147.26937
103,5A,1582691,1022.957746,101.3682093,183.0985915,718.7122736,323916.1368,13235.09054,5603.34004,9943.581489,12660.40241,326.0362173,1339.758551,3230.905433,9896.338028,451005.7746,5204.969819,1640.583501,44.20523139,234660.3018,522.555332,16100.14085,11670.42254,489128.4105,1239.476861,95836.19718,267806.5191,1984031.026,459970.8249,614292.2133,6592.49497,1434.406439,8590.442656,1496.559356,1978460.905,51738.26962,8273.501006,5562.132797,15824.04427,3232.696177,74915.97586,2790295.553,13311.167,33979.13481,174748.2294,5972.736419,11003.01811,117401.0865,54140.16097,1615091.71,223363.2394,3224608.511,6903.440644,16571.18712
104,16-20,1336321,489.1102515,67.75628627,211.5473888,939.1876209,128086.4603,6199.01354,1232.475822,11166.94391,11782.147,362.6692456,1202.649903,2362.823985,8947.176015,179225.5319,7020.967118,1108.704062,217.6982592,186946.1896,512.8239845,11687.65957,5823.617021,292569.9613,1026.576402,87601.58607,256888.2398,1606694.874,283189.3617,531274.4487,5817.756286,908.4332689,23964.70019,724.9129594,1611656.112,40768.2205,6983.346228,1627.369439,5466.015474,1480.928433,25166.61509,2779674.816,12690.3675,42091.04449,129408.4526,2281.992263,2673.191489,58604.54545,16646.51838,931063.4236,88231.99226,2976078.723,6438.452611,21383.21083
105,5A,1276333,500.9490741,87.84722222,224.6990741,1172.708333,130468.5648,7109.143519,919.2592593,10163.21759,8048.148148,256.1111111,1113.958333,3041.550926,8312.569444,256843.287,8831.018519,807.0601852,121.6435185,155505.1157,166.9907407,14624.23611,3378.287037,486120.0926,1761.041667,102282.9861,236590.6481,2147603.426,196071.9676,292668.1481,3955.763889,2701.967593,33309.4213,804.4444444,1933789.144,38505.02315,8833.310185,2880.694444,5006.736111,1771.550926,31637.15278,3424683.866,11129.81481,34809.12037,157149.0741,5193.634259,10433.47222,73429.67593,26353.51852,1657407.963,169092.7778,2208262.685,4804.351852,23794.21296
106,CT3,961628,462.6327945,37.13625866,333.3487298,962.2863741,107570.254,6232.771363,1561.062356,12202.37875,8682.147806,569.6766744,1322.771363,2035.542725,9689.930716,156584.4342,6213.048499,1182.725173,273.6951501,103437.4596,835.5658199,8541.08545,3925.473441,331144.3418,1049.538106,91776.99769,246276.2125,1067939.238,300919.7229,354552.8406,2968.013857,1947.505774,25026.78984,1043.972286,1900132.356,47978.52194,9252.840647,1350.946882,6623.856813,941.7090069,24430.90069,4097295.15,12287.04388,65596.9746,216087.7136,1918.360277,2242.424942,79771.45497,20813.81062,1372102.818,112192.9792,2803853.926,6865.427252,21042.67898
107,4A,1423254,598.875,58.15,297.925,1324.05,122564.65,14726.075,2374.975,14101.175,12862.95,511.275,2699.5,4464.55,9797.65,452399.35,9078.375,2009.95,93.625,187884.4,292.225,14983.475,4823.575,482330.075,1876.075,136475.825,301440.9,1867631.975,357132.975,497996.575,4725.7,3164.525,20562,759.875,2036983.475,37847.15,9587.225,1214,3167.175,1373.175,31787.5,4192758.95,14890.1,32841.55,60885.05,4851.375,1052.675,120507.95,40322.175,1229129.75,158297.75,2296862.325,4368.975,26262.5
108,7,1035520,394.6520147,40.82417582,328.5897436,1069.725275,126316.8315,3381.501832,1542.637363,6392.472527,4876.446886,137.3626374,709.5604396,1864.194139,5596.868132,160007.3993,7016.593407,587.8021978,148.6813187,56060.7326,104.5238095,10943.04029,2146.831502,389569.4322,1241.153846,139164.0842,195830.8974,1464070.495,120573.9927,180194.8535,6080.604396,1837.271062,11124.34066,1772.380952,1570841.941,25509.68864,8156.117216,1171.611722,4052.362637,2688.131868,16758.13187,2645053.864,9112.106227,33044.3956,193390.0183,3934.74359,6769.194139,64657.30769,17793.82784,1309622.93,106585.8791,1740741.758,2903.223443,13859.2674
109,7,1312359,460.2968037,62.28310502,113.5616438,1023.401826,146022.6941,6363.515982,2569.977169,8124.429224,7522.39726,334.56621,1032.739726,3359.611872,12972.60274,230578.9498,7520.228311,1285.799087,166.3242009,32628.28767,4823.196347,7070.273973,2837.899543,519790.8904,1351.986301,134563.9041,264466.0502,1789872.1,180884.6575,275059.3836,4285.410959,1730.6621,42060.47945,1818.150685,1973754.543,35444.42922,9216.187215,2075.936073,5979.474886,1497.853881,36985.02283,3365586.164,12026.57534,65270.73059,447887.5799,5886.849315,7675.890411,108317.7169,53730.13699,1980636.393,243846.2557,3356068.721,6333.401826,27280.91324
110,2H,1178549,3332.073814,54.16520211,450.2811951,1022.28471,76745.64148,14995.67663,2002.934974,8900.509666,9521.511424,185.6766257,5596.502636,4988.207381,8380.492091,193969.2091,4697.012302,1619.068541,607.8558875,90666.99473,182.7943761,8030.966608,1855.360281,388506.696,1016.045694,164301.8453,354811.8278,1471766.292,213967.7504,211098.0668,4036.239016,820.2636204,7590.26362,990.1054482,1828030.738,38747.60984,12152.75923,968.0492091,2258.189807,1123.356766,32322.33743,2668759.578,6093.181019,67886.66081,715701.3357,258.2249561,2037.205624,124998.9279,13768.6819,2389618.735,116729.42,2001216.52,4354.973638,9278.260105
111,13-15B,1271366,1116.421053,56.35789474,166.6315789,1268.989474,247825.0105,14044.44211,2057.894737,11674.75789,8625.284211,342,2304.421053,3644.526316,8224.568421,405946.0842,10408.10526,1056.168421,230.8421053,82873.13684,2915.642105,13391.91579,2734.273684,303039.6632,1246.421053,321399.3263,215122.7158,1685954.547,144943.5158,200144.5053,12861.83158,1855.305263,28656.02105,1335.978947,1747612.758,34606.33684,7422.189474,1901.873684,6538.273684,1900.947368,38096.08421,3241856.358,6758.547368,151635.6211,185097.0316,6528.336842,7799.747368,69446.54737,23513.26316,1490145.916,128392.0211,2549523.158,3615.726316,22067.68421
112,13-15B,1380806,697.4020619,74.51546392,104.7010309,1000.783505,145533.3814,5890.556701,1025.072165,8983.793814,7831.010309,333.3608247,1093.958763,4845.340206,12127.15464,198116.2268,7018.206186,1332.309278,185.1958763,86477.91753,2785.237113,10181.85567,2827.030928,505301.1959,1380.886598,119088.6804,195564.1031,1657631.052,240325.1959,335702.3093,4359.195876,1040.082474,38527.69072,633.4845361,1556042.412,31778.35052,8812.536082,2235.443299,5105.546392,1532.680412,34879.58763,3307651.258,9422.597938,47407.19588,83025.83505,4810.659794,3749.773196,132291.7113,30776.10309,1519476.969,192561.7938,2312745.175,4696.824742,17468.26804
113,1C,1118061,273.9824945,38.66520788,102.4507659,912.7789934,127000.744,3455.689278,3476.936543,8380.437637,8857.177243,369.2997812,606.083151,1400.700219,8210.262582,96996.80525,4166.673961,1560.547046,229.059081,29096.56455,400.7877462,3207.549234,1757.308534,314945.558,1361.838074,75608.03063,198407.5711,1540782.713,207019.0372,288026.477,3652.231947,1510.678337,20013.15098,1242.691466,1740374.004,26866.25821,8191.947484,2375.076586,5655.142232,1150.459519,27084.13567,3175956.565,11087.30853,32583.8512,446091.3348,3960.503282,2042.647702,90113.87309,30296.52079,1618998.468,139513.5667,2358736.28,4468.643326,12239.56236
114,16-20,1116652,635.1715686,30.14705882,109.7303922,1020.147059,129109.2647,7051.176471,1625.735294,11889.5098,9039.117647,445.0980392,1302.696078,2738.872549,6363.578431,209020.5392,6965.784314,1412.818627,273.2107843,86970.7598,2165.269608,13238.55392,5643.77451,272016.5196,807.377451,81819.60784,256062.8431,1080971.863,456324.1422,538566.6422,4142.181373,1507.965686,19268.01471,682.6715686,2015471.789,54654.28922,14291.17647,956.6421569,3164.411765,1497.377451,23427.84314,4120425.735,9294.656863,73901.78922,247097.8922,2003.70098,1982.009804,107512.3039,24063.55392,1396657.255,132813.5049,2438370.98,6305.269608,12419.16667
115,4A,1557735,681.3518887,56.69980119,267.6540755,1002.50497,127687.4751,9455.089463,2815.745527,10689.44334,14488.13121,369.3638171,1793.518887,2900.198807,12417.3161,333320.2187,7635.84493,2274.671968,318.4890656,198630.1988,386.4811133,11498.84692,5505.984095,359625.2087,966.7395626,87353.49901,250140.159,1684160,532116.4811,672633.9165,3362.047714,538.0119284,4689.701789,1136.222664,2029546.262,41596.20278,7637.534791,1696.063618,5201.013917,923.8767396,27879.22465,3794708.887,10276.0835,36539.20477,75861.43141,2264.552684,807.8528827,85140.39761,23340.57654,1082141.889,121694.5726,2125933.499,5788.190855,32164.334
116,7,1403921,461.4638448,85.48500882,130.7936508,716.5079365,132610.8113,8511.358025,2895.326279,9544.938272,10461.00529,265.1675485,1039.417989,2631.146384,12027.19577,241174.8854,10018.48325,1060.42328,134.8853616,147688.0247,333.0335097,15341.83422,4950,485980.4762,1548.007055,98049.68254,399260.8642,1918269.877,242542.7337,373327.7249,5474.991182,1979.594356,28144.65608,1292.768959,1931696.737,45484.10935,8119.717813,1546.43739,6137.742504,1980.388007,45506.24339,2757862.857,11679.94709,30983.63316,365155.0441,3531.569665,11148.53616,160050.1411,39002.6455,1747673.086,159442.2222,2951569.647,7852.522046,26883.36861
117,5C,1363879,422.5178147,37.62470309,988.7885986,1270.285036,130483.753,7893.610451,1325.961995,15067.76722,17235.51069,499.0973872,1435.605701,2944.15677,11580.11876,286811.1164,7711.377672,2117.292162,106.5558195,266588.3373,846.7695962,14179.80998,11947.45843,343330.0238,1198.123515,96409.12114,275812.5416,1645264.228,685648.0285,1112073.04,4873.396675,2343.159145,26799.28741,998.6460808,2212900.309,45593.6342,13660,2225.890736,7105.819477,1160.142518,27410.23753,4610734.774,14196.79335,36028.97862,105032.9929,2858.71734,5006.152019,161273.658,25341.75772,1376883.848,133177.5297,2129672.209,4432.16152,26866.98337
