"","tree","Vcmax","Jmax","Rd","Jmax_Vcmax_ratio","A_A_410","A_A_400a","A_A_300","A_A_200","A_A_100","A_A_50","A_A_0","A_A_400b","A_A_400c","A_A_600","A_A_800","A_A_1000","A_A_1200","A_A_1500","A_A_2000","gsw_A_410","gsw_A_400a","gsw_A_300","gsw_A_200","gsw_A_100","gsw_A_50","gsw_A_0","gsw_A_400b","gsw_A_400c","gsw_A_600","gsw_A_800","gsw_A_1000","gsw_A_1200","gsw_A_1500","gsw_A_2000","Ci_A_410","Ci_A_400a","Ci_A_300","Ci_A_200","Ci_A_100","Ci_A_50","Ci_A_0","Ci_A_400b","Ci_A_400c","Ci_A_600","Ci_A_800","Ci_A_1000","Ci_A_1200","Ci_A_1500","Ci_A_2000","PhiPS2_A_410","PhiPS2_A_400a","PhiPS2_A_300","PhiPS2_A_200","PhiPS2_A_100","PhiPS2_A_50","PhiPS2_A_0","PhiPS2_A_400b","PhiPS2_A_400c","PhiPS2_A_600","PhiPS2_A_800","PhiPS2_A_1000","PhiPS2_A_1200","PhiPS2_A_1500","PhiPS2_A_2000","ETR_A_410","ETR_A_400a","ETR_A_300","ETR_A_200","ETR_A_100","ETR_A_50","ETR_A_0","ETR_A_400b","ETR_A_400c","ETR_A_600","ETR_A_800","ETR_A_1000","ETR_A_1200","ETR_A_1500","ETR_A_2000","PhiCO2_A_410","PhiCO2_A_400a","PhiCO2_A_300","PhiCO2_A_200","PhiCO2_A_100","PhiCO2_A_50","PhiCO2_A_0","PhiCO2_A_400b","PhiCO2_A_400c","PhiCO2_A_600","PhiCO2_A_800","PhiCO2_A_1000","PhiCO2_A_1200","PhiCO2_A_1500","PhiCO2_A_2000","Air_temp","Air_VPD","spad"
"11","LCOR-010",79.4942012632094,96.9945182258015,0.637841168739835,1.22014583057005,16.92299618,16.22615064,11.99619462,7.054594187,1.876743445,-0.601374723,-3.059089008,14.14869189,14.57512478,17.43342091,19.66238969,20.27173467,20.73044945,20.12998953,20.10966794,0.432477522,0.441585017,0.421189741,0.432309744,0.430248254,0.395552764,0.456030833,0.447043968,0.454045306,0.46317797,0.451559454,0.441579324,0.395106229,0.447953917,0.45409769,334.9885664,329.6423443,246.1535666,169.0591666,91.89481056,52.65365525,19.01724116,335.9955997,337.134052,523.8147009,708.6738186,899.8526646,1085.334783,1391.950661,1883.292324,"0.174885867","0.172732786","0.152701096","0.133313693","0.107366385","0.093412046","0.073370734","0.150544084","0.152402821","0.15859328","0.158989127","0.15904972","0.16081428","0.15627384","0.152498329","110.2751314","108.9291036","96.30052653","84.06159555","67.70448534","58.90499175","46.2692028","94.92946355","96.10668172","99.99043854","100.2607612","100.2989486","101.4002462","98.5569964","96.17393314",0.014212083,0.013658062,0.010303854,0.00638691,0.002280983,0.000316072,-0.001632586,0.012011792,0.012349261,0.014618481,0.016382757,0.016865897,0.017231549,0.016752056,0.016736287,23.15,0.9925,29
"12","LCOR-557",110.52399593245,139.808343457581,0.982518193738663,1.26495918174211,20.50905939,20.44251534,14.75525486,8.729953999,2.333342084,-0.887077761,-3.74750935,17.80013325,19.7528468,23.87112139,27.19624986,28.12107955,29.08860711,28.8483634,30.16731572,0.32641833,0.367831904,0.339721867,0.373305343,0.375476212,0.391215463,0.412653178,0.384893771,0.411202922,0.411634179,0.401265116,0.347372764,0.394172966,0.381742585,0.366741654,296.9707187,296.9472112,221.2942691,156.7890634,88.56098266,54.02534602,23.59121414,310.6059831,307.9551461,488.979603,666.0198526,840.1446579,1045.958231,1336.38246,1812.359116,"0.221952589","0.221609645","0.195405037","0.167305385","0.136972038","0.119881895","0.092445758","0.190757499","0.203215917","0.215446409","0.216060562","0.216518888","0.215867483","0.211906699","0.208627266","139.9496196","139.749203","123.2407354","105.493867","86.37760796","75.59615646","58.29912388","120.2854986","128.1686856","135.8643839","136.24348","136.5461647","136.1181015","133.6376143","131.5580381",0.017056107,0.017001414,0.012490416,0.00771549,0.002642899,8.95e-05,-0.002178383,0.01490731,0.016452181,0.019719641,0.022357391,0.023088396,0.023858516,0.023665,0.024712864,24.79,1.2705,27.9
"13","LCOR-197",94.4804828785092,153.984227787086,1.67822410096103,1.62979933099084,24.35559667,24.35427451,17.29125952,10.34796952,3.190386973,-0.545921134,-3.754426919,20.9211558,22.78225925,26.34804082,28.88723307,31.12153912,32.80249659,32.76955831,33.96418525,0.383277238,0.441085292,0.432354902,0.432548286,0.4302496,0.449068744,0.463692878,0.383514193,0.448403679,0.448273239,0.457540103,0.458034574,0.44485988,0.407754231,0.394239195,294.4420589,298.1312821,227.1983622,156.3527955,86.56293991,52.64324781,22.23503986,297.9263259,305.3337147,487.4385732,675.6231672,862.1199181,1049.132417,1331.983651,1810.888173,"0.256827795","0.258875949","0.229121589","0.191758452","0.156621804","0.133199533","0.106119461","0.21641832","0.233116016","0.226682991","0.228202701","0.232575612","0.241901491","0.237525426","0.238496191","161.9548754","163.2496588","144.4872357","120.9126691","98.75668845","84.00030098","66.91638501","136.4782622","147.0209319","142.9312991","143.9039728","146.6770775","152.5637265","149.7748403","150.403962",0.020104433,0.020102988,0.014502743,0.008998516,0.003322843,0.000360017,-0.002184056,0.017380569,0.018854545,0.021686418,0.023697564,0.025466442,0.026798226,0.02677729,0.027721427,17.875,0.6225,29
"14","LCOR-232",106.579128224758,129.813215342852,-0.821966537364827,1.21799847216894,22.13497274,21.65387741,16.19486304,9.584243081,3.053086934,-0.512776116,-2.253758165,18.9917945,20.7181894,26.84066135,28.23747892,29.14724927,27.08657482,28.69255889,25.69501027,0.426430256,0.45717874,0.456595081,0.462614333,0.444829823,0.442574826,0.448273042,0.471313471,0.423274783,0.490776981,0.490226786,0.497504798,0.483630543,0.471206234,0.455516133,313.59657,309.5873969,232.6305043,159.904318,86.19318437,51.75528207,15.29196461,321.2140341,306.7499812,491.0326648,681.353145,872.7279304,1073.996634,1357.6209,1854.189651,"0.228756893","0.229814823","0.203614495","0.176341304","0.146031845","0.125384953","0.099431692","0.204172463","0.217412026","0.229636895","0.231181947","0.229273661","0.215022532","0.223136853","0.199302271","144.2592436","144.9079559","128.3892522","111.2039741","92.08912711","79.06951961","62.69801564","128.7420279","137.0966649","144.8103007","145.7817405","144.5841319","135.5953053","140.72727","125.668562",0.018342965,0.017963806,0.013634799,0.008391963,0.003213625,0.000386309,-0.000994157,0.015852531,0.01722068,0.022074545,0.023182524,0.023902935,0.022269379,0.023540228,0.021168286,28.41,1.9985,31.9
"15","LCOR-086",54.283026139845,99.6267071852835,0.877932502430648,1.83531969880646,14.77276992,15.34970564,9.486470651,6.369649261,1.54004023,-0.088121518,-2.362959,12.72523405,13.68213684,18.68695216,20.70257019,21.60073342,20.70913513,20.66182022,20.32621195,0.271377255,0.259596936,0.266009065,0.205427965,0.290703484,0.238868278,0.283879778,0.286375138,0.276297965,0.266550438,0.282861155,0.234885674,0.321353627,0.316918946,0.329998045,311.0584115,294.4471277,236.7913868,146.0818379,89.81381203,51.30742849,23.65034238,316.7596262,309.7512664,470.7140191,661.8753998,829.1236334,1067.08273,1360.996821,1855.472564,"0.148867919","0.166184817","0.149955367","0.131952111","0.105770766","0.091143118","0.073596608","0.147264087","0.152064625","0.165973889","0.164998264","0.165823653","0.161331435","0.162813727","0.156717344","93.87564063","104.7929049","94.57652013","83.22139153","66.69872771","57.47802228","46.41321157","92.86495444","95.88513252","104.6696073","104.0570872","104.5720761","101.7337883","102.6862839","98.82680328",0.012506223,0.012964011,0.008313388,0.005842493,0.002013996,0.000722985,-0.00108061,0.010882653,0.011642231,0.015608733,0.017206355,0.017919393,0.017213386,0.017172896,0.016909316,16.55,0.4375,26.7
"16","LCOR-511",82.4771943800346,125.02142503897,1.79108257499992,1.51583023620932,19.54013793,19.63981017,13.32012769,8.014719459,2.4256663,-0.585097485,-3.585249399,15.69984327,17.56548741,21.80750273,24.46169869,25.95108499,26.50695862,25.28418812,24.76303866,0.265601788,0.286689642,0.28764433,0.277555294,0.280719885,0.262090084,0.306259989,0.318915602,0.233447934,0.259497214,0.328360966,0.294280965,0.338047502,0.341848659,0.3255917,280.5312814,278.1621442,218.4393652,147.9652922,83.91719322,53.52638519,27.5688225,308.3704959,268.7048553,449.7392294,657.7385603,831.8010362,1043.633351,1345.635351,1831.314199,"0.207130615","0.215454306","0.188405655","0.163359392","0.131699669","0.112351077","0.094516289","0.178473377","0.192680133","0.190180835","0.194833613","0.200100761","0.202685207","0.200732315","0.199219104","130.6272846","135.8575998","118.8128171","103.0057091","83.04663103","70.84164611","59.60327625","112.5402788","121.4938315","119.9466913","122.868038","126.1829997","127.8330837","126.5795094","125.6311233",0.01628485,0.016366166,0.011353965,0.007148337,0.0027163,0.000329007,-0.002049788,0.013241825,0.014721737,0.018081157,0.020187491,0.02136949,0.021806771,0.020840995,0.020426823,17,0.5125,29
"17","LCOR-075",72.5269841800218,122.294795988108,1.58046199858919,1.68619717710247,19.54045775,19.98882906,14.10491808,8.315525352,2.278815168,-0.635210509,-3.471351633,16.36842887,18.08152658,21.10677475,23.95204748,26.60014912,25.30620829,24.90101544,25.90618048,0.401913802,0.445665655,0.443422807,0.468890756,0.46799522,0.467640619,0.503222185,0.456577703,0.482081662,0.468622771,0.479614904,0.401648641,0.473411665,0.449118113,0.474239232,317.3864478,315.7689164,241.0777238,166.3556358,91.05552924,52.6225287,19.74570346,329.4602352,327.6512462,511.503528,697.6827825,864.9144917,1084.484336,1375.318393,1863.430921,"0.20151768","0.210482042","0.184570731","0.154342454","0.122264206","0.103322924","0.084740008","0.175743007","0.186548151","0.189838694","0.19343824","0.198204689","0.198971835","0.199730121","0.192149144","127.1001129","132.7453189","116.4091846","97.31946146","77.08968502","65.14599756","53.44107845","110.8252539","117.6406778","119.7133053","121.9742912","124.9956364","125.4702367","125.9534095","121.17758",0.016283484,0.016640028,0.011974681,0.007386914,0.0026001,0.000289282,-0.001959376,0.013771139,0.01512922,0.017528216,0.019785645,0.02188268,0.020858311,0.020536216,0.021332327,17.35,0.5565,32.4
"18","LCOR-081",158.105645464749,217.520344525428,1.41822482217576,1.37579112931755,26.9601325,26.69480916,18.9961305,11.00992163,2.750872275,-1.557974703,-4.992796881,24.85430679,26.50182599,34.5105507,41.63095895,44.86222547,45.77091924,43.58133645,42.95641507,0.39668167,0.470443951,0.464821626,0.456820756,0.477146217,0.431136707,0.50028705,0.476332078,0.491160078,0.481617332,0.474708735,0.423005149,0.491677988,0.456799791,0.444581893,286.068586,294.1558479,224.1653866,155.1035811,89.14089532,56.58191714,27.27811459,298.7986602,298.5259647,462.7917763,630.4696057,794.3304082,1011.671622,1302.630367,1789.480245,"0.34711117","0.34652718","0.307364424","0.263612925","0.212175366","0.182659154","0.147294152","0.306553337","0.321235417","0.347087152","0.370603624","0.375132693","0.381602367","0.350326295","0.330682577","218.8946037","218.4928545","193.8282938","166.2324913","133.8052012","115.1843418","92.8851283","193.3206732","202.5660909","218.8852887","233.7015894","236.5513048","240.6181323","220.9221202","208.5218855",0.022168829,0.021961826,0.015854494,0.009522719,0.002973886,-0.000442418,-0.003165822,0.020498904,0.021806613,0.028154601,0.033802055,0.036365092,0.03708759,0.035347331,0.034853945,24.99,1.469,38.4
"19","LCOR-097",137.218528575283,180.08301113385,0.616343174958804,1.31238115583677,25.43441304,25.15697362,17.92082342,10.43477275,2.676585608,-1.120856773,-4.463130495,22.33136333,24.01130071,32.32668379,36.27539254,38.25139396,38.12729074,37.21058397,33.9762374,0.418254257,0.480421825,0.222069976,0.412713979,0.489523543,0.484433776,0.495001707,0.487067744,0.495803176,0.439570256,0.498655323,0.495140002,0.510961151,0.502698237,0.437059197,296.8895135,301.3929817,161.9849882,152.4645182,89.66306124,54.30804893,24.80773744,309.7223795,307.5887123,460.8971596,655.6097289,842.3339323,1041.146419,1335.194258,1820.320921,"0.306976744","0.305561024","0.274993391","0.22426525","0.184024525","0.160715283","0.134107857","0.263567628","0.277250566","0.306909959","0.309819017","0.308601887","0.311187518","0.29059754","0.251212955","193.6005322","192.6704188","173.4147102","141.4229448","116.0639185","101.3445986","84.56917908","166.2204928","174.8451027","193.5327244","195.3606259","194.6255045","196.2313482","183.2304522","158.4110081",0.020957458,0.020741512,0.015001903,0.0090665,0.002914695,-9.58e-05,-0.002745876,0.018497695,0.019830116,0.026425224,0.029557198,0.031118877,0.031024412,0.030300372,0.027733186,26.4,1.7525,34
"20","LCOR-561",141.980529135874,176.621480990545,0.633760418143087,1.24398381993294,24.6452377,24.36967572,17.04174817,9.710115917,2.429070482,-1.356515009,-2.740327619,21.63505263,22.89594072,32.15831693,36.48797683,35.57028461,37.53952363,35.0337225,34.07238516,0.303378131,0.299800297,0.321140848,0.322301156,0.334498659,0.342303021,0.368308076,0.345612044,0.377266614,0.377009627,0.385158389,0.374978607,0.38999075,0.386655598,0.363114049,266.0031063,255.7631872,205.736301,146.6780393,86.66861664,56.40313562,37.7131581,283.8529975,288.6878343,441.8292585,618.6528734,816.6819342,1005.696314,1311.935839,1792.359502,"0.302445284","0.301274012","0.265669685","0.229727991","0.189512064","0.167333796","0.133232085","0.251080794","0.269503054","0.305322432","0.307847136","0.301786986","0.293930511","0.260169102","0.24806868","190.722248","190.0074594","167.5342937","144.8684249","119.5049381","105.5162093","84.01912664","158.3362819","169.9525035","192.5355025","194.1272183","190.3135778","185.3556852","164.0654897","156.4305266",0.027653525,0.027431594,0.021624401,0.015811355,0.010038574,0.007037183,0.005939455,0.025266043,0.026265952,0.033610793,0.037043844,0.036314704,0.03787675,0.035889921,0.035128661,25.3033333333333,1.532,34.5
"21","LCOR-615",150.229583829955,206.60272185889,0.653228537951764,1.3752465832079,27.39348059,27.14498953,18.88050181,11.18597611,3.160451006,-1.136888489,-4.53740291,24.08788779,26.2496739,35.94343443,41.04104984,42.72919737,43.17042267,43.48334526,39.75756994,0.475229456,0.502143885,0.480277363,0.481843095,0.483521856,0.498168441,0.483189265,0.423726656,0.507993617,0.479960369,0.489005109,0.500685496,0.433254649,0.499238157,0.508375146,300.2743011,298.1251863,226.8904051,156.009647,87.23722034,54.2389791,25.94275047,291.5643358,301.7710621,458.219822,637.5895935,829.7068728,1001.373653,1310.335927,1817.569911,"0.334644831","0.334948631","0.294863751","0.249478806","0.201849637","0.175760382","0.14036467","0.28642559","0.302191252","0.338380931","0.348895791","0.338326779","0.334325711","0.32696667","0.288835077","211.0063497","211.2091613","185.9587733","157.3163957","127.2772982","110.8162533","88.52238285","180.6154661","190.5456215","213.3891063","219.9964679","213.3378546","210.814911","206.1896455","182.1592426",0.022515274,0.022317038,0.015761664,0.009662511,0.003299039,-0.000108556,-0.002804525,0.019892574,0.021607983,0.029291453,0.033336775,0.03467448,0.035024344,0.035269888,0.03231298,28.05,2.0775,36
"22","LCOR-286",106.124565914578,122.209563878069,1.02732307572901,1.15156714964977,18.39047199,18.39148512,13.61374065,7.498976195,1.864638642,-1.323805233,-3.486724188,16.67619805,17.39323131,22.74900628,25.13904838,25.13621867,24.73643374,24.29007046,23.42913098,0.367971016,0.375039121,0.370797302,0.377411228,0.376165803,0.392807238,0.407115068,0.392208818,0.407051773,0.41315511,0.423412545,0.421360337,0.428269462,0.418581789,0.425060616,316.4668844,308.2272467,232.4868383,163.4683129,90.20855249,55.52286401,28.8059531,318.0633992,318.3640451,491.271724,678.3982018,872.3214633,1071.012181,1365.911564,1856.551728,"0.200880387","0.203922922","0.182230455","0.158912596","0.134932625","0.117944434","0.099871835","0.177210284","0.187047017","0.199766393","0.202615574","0.205323661","0.203064344","0.18825943","0.178519359","126.6755316","128.5958429","114.9159664","100.2082661","85.09060583","74.37761367","62.97952463","111.7459129","117.948702","125.9722073","127.7725584","129.4777497","128.0543044","118.7193135","112.5761738",0.02269412,0.022694626,0.018906498,0.014058648,0.009590687,0.007062644,0.005347821,0.021335496,0.021904061,0.026150147,0.028044404,0.028042717,0.027725452,0.027371278,0.026688873,26.51,1.77416666666667,29.8
"23","LCOR-614",132.891241269705,162.381239059085,0.911656854776753,1.22191077085005,23.61639645,23.02380057,16.51337296,9.43098358,2.38523934,-1.267420584,-4.36044107,21.91904683,22.34810656,29.43718717,32.53983536,33.97349566,33.55444612,31.68986064,32.15497461,0.395687942,0.350449808,0.378030433,0.38833333,0.409277091,0.383708222,0.393039311,0.397232933,0.435114764,0.416068317,0.418753042,0.420075309,0.418747753,0.420462738,0.413240213,297.8003605,280.8170805,220.5999819,155.8367683,89.2335261,55.45183596,25.941898,295.9915917,303.3695058,465.3430246,648.6124568,838.5271777,1035.290036,1336.583232,1819.85644,"0.256319073","0.256625246","0.225124206","0.193972253","0.163144703","0.145906609","0.124791252","0.230804302","0.237113788","0.25771269","0.254381272","0.254257535","0.253250355","0.238700662","0.22381716","161.6359336","161.8277759","141.9638182","122.3179156","102.879971","92.011516","78.69485325","145.5474976","149.525077","162.5137874","160.4144609","160.3384997","159.6994976","150.5249261","141.1394068",0.02683761,0.026367948,0.021205767,0.015590371,0.010003615,0.00710731,0.004654996,0.025491572,0.025831982,0.031453045,0.033912808,0.035049088,0.034717672,0.033239148,0.033607926,28.05,2.0775,30.8
"24","LCOR-495",152.419057174393,182.644196248139,1.09826293386824,1.19830288701474,27.0285186,27.41456775,18.70257576,10.55315116,2.440337468,-1.555121539,-3.554079123,24.65902937,25.77035282,34.04429454,36.65907563,38.32432063,35.95347212,36.55573281,35.1944372,0.440278101,0.435619227,0.428276732,0.448483695,0.455668654,0.483141981,0.472968773,0.46555542,0.48096567,0.492361267,0.484780897,0.503248841,0.46989966,0.48524184,0.487765312,296.784494,283.7406463,220.5846004,156.3937601,89.57028684,55.31183801,34.26550611,298.8041364,299.2701115,465.2308613,650.7832406,843.6451156,1037.416291,1333.977403,1828.765992,"0.297001878","0.290058503","0.254661873","0.217607913","0.178192612","0.15578655","0.136597246","0.264349633","0.277670889","0.29890288","0.290546041","0.28229321","0.303655237","0.276617152","0.256803113","187.2943409","182.9109048","160.588555","137.2252471","112.3695528","98.23760625","86.13733522","166.7026771","175.1019696","188.4899844","183.2203682","178.0108965","191.489768","174.4392547","161.9433111",0.029542472,0.029849349,0.022941825,0.016479803,0.010047277,0.006879508,0.0052945,0.027663866,0.028545219,0.035105692,0.037178868,0.038500339,0.036618898,0.037096388,0.036017249,22.675,0.6775,32.4
"25","LCOR-156",188.957945151254,244.743357028732,0.396001325853554,1.29522660099221,33.98432194,33.11560784,23.81692119,13.76546072,3.801487639,-1.163775322,-5.553402009,31.02379929,32.59533338,43.96948385,49.66019117,50.89042869,49.4315163,52.6864045,45.7601275,0.571564424,0.593587778,0.577102293,0.587560639,0.609651996,0.606393974,0.620670158,0.595658544,0.621413269,0.602279046,0.632272308,0.628680297,0.626436582,0.623518872,0.603909628,297.4298459,293.988398,222.7620521,156.023731,87.87361098,53.21168587,24.99804322,299.166852,298.8811185,457.4899182,641.9574135,833.7959301,1033.935678,1313.409746,1816.394749,"0.391748776","0.389991877","0.351737459","0.305470721","0.24584777","0.208777828","0.172427744","0.347195721","0.363787086","0.400855894","0.401000821","0.400925211","0.404127831","0.367293795","0.350823098","247.0395827","245.9325176","221.8048993","192.6347728","155.0332827","131.6558497","108.7332676","218.9418957","229.4047329","252.7794249","252.8747094","252.8256691","254.8458537","231.6202331","221.2310876",0.035058082,0.034369172,0.026996883,0.019026546,0.011126522,0.007189677,0.00370918,0.032711054,0.033957069,0.042975723,0.047487134,0.048462831,0.047305966,0.049886254,0.044395056,25.85,1.2325,38.6
"26","LCOR-202",85.3271499162817,106.804712642014,0.902440700681325,1.25170842746775,14.61890932,14.31525758,10.25416561,5.57674883,1.040371475,-0.879971162,-3.539688777,12.75546938,13.88614166,18.75393611,21.22166424,21.56338097,21.12267036,21.4846999,21.62096392,0.342251711,0.344951237,0.372328161,0.334590317,0.374250446,0.365940402,0.429399499,0.380742419,0.387716947,0.396329457,0.404000818,0.417337593,0.41226909,0.411577798,0.40548354,328.2786681,321.2382979,247.2379359,169.2462249,93.81543153,52.95425872,25.23122656,333.2574408,329.859136,505.1129074,690.3974515,886.8068839,1083.701044,1374.276889,1859.002357,"0.164886416","0.163019165","0.147400848","0.133404566","0.107607143","0.092399317","0.075228022","0.140471962","0.151962499","0.171198821","0.176340545","0.174070171","0.171615322","0.167243278","0.163296955","103.9763812","102.8040572","92.95065535","84.12661907","67.8570323","58.26752009","47.43940271","88.58336301","95.82802835","107.9595036","111.2022106","109.7697336","108.2203976","105.4643124","102.9754992",0.019703917,0.019462175,0.016242998,0.012533986,0.008937369,0.007414669,0.005305787,0.018225857,0.019122625,0.022982049,0.024938607,0.025209721,0.024860584,0.025147417,0.02525552,28.0666666666667,1.79716666666667,24
"27","LCOR-342",212.273615396664,245.310570175415,0.908340308295338,1.15563382532029,30.00419405,29.40040543,20.66466915,11.68046165,2.45967606,-2.316826903,-5.738070521,27.8046379,29.37329022,41.93733239,48.25546346,50.07115095,48.4883366,49.84941653,44.33679651,0.444429594,0.447032067,0.464332106,0.461773776,0.487624071,0.489498815,0.505284545,0.484529089,0.509283433,0.506199054,0.503944722,0.502810498,0.516477303,0.513107791,0.504355025,285.643974,279.015452,218.6936388,153.7686346,90.15376834,57.9253908,29.78612683,291.1305005,291.4648106,442.556113,615.1680804,803.9594051,1009.353849,1294.28593,1800.136728,"0.359986084","0.360052041","0.324697472","0.281749982","0.230849478","0.200528159","0.160689654","0.323804772","0.341263202","0.387814796","0.395416656","0.386865329","0.385600725","0.339661731","0.331462651","227.0074957","227.0520657","204.7558063","177.6712669","145.5726792","126.4521298","101.3318956","204.193536","215.2032522","244.5585287","249.3500514","243.9582285","243.1636307","214.1942369","209.0221378",0.031902616,0.031423463,0.024497196,0.017373873,0.010062795,0.006275503,0.003562733,0.030158304,0.031402023,0.041363962,0.046373949,0.047813471,0.04655792,0.047637055,0.043266542,29.4116666666667,2.11883333333333,35.6
"28","LCOR-419",120.373592761677,144.460630014881,0.772436619603259,1.20010233723681,23.19783517,23.02627976,16.23149988,9.084738179,2.33667077,-1.224456064,-4.172770251,19.73524471,20.50427409,27.42435155,29.72402029,30.15874269,30.10827797,28.51222789,28.36818845,0.456451997,0.458364855,0.467671008,0.484148158,0.513628576,0.502700837,0.48917207,0.479768322,0.504961922,0.488252972,0.500870436,0.513274967,0.489421885,0.472148862,0.494959154,314.3309916,305.5977045,234.9746462,164.8044966,90.53173982,53.60140485,21.51317954,319.7236353,321.0908685,488.2928558,677.5161696,874.3602388,1064.164494,1358.618779,1851.581869,"0.245438831","0.243839948","0.212508102","0.182312865","0.148795159","0.127893782","0.106872275","0.20552852","0.217910586","0.239294783","0.238928861","0.232180523","0.226221724","0.215378915","0.213534329","154.7744508","153.768147","134.0105447","114.9680918","93.83014512","80.64895133","67.39239493","129.6080561","137.4188631","150.9036092","150.6721728","146.4122178","142.6549564","135.8213732","134.6574996",0.026505798,0.026369437,0.020981885,0.015315496,0.009965204,0.00714167,0.004803978,0.023760124,0.02436942,0.029856254,0.031679742,0.032025375,0.031985286,0.030718905,0.030604847,23.425,1.0835,29.7
"29","LCOR-463",138.346362231407,163.00982244805,0.75758659658941,1.17827328322077,25.73257335,25.42344719,17.91445541,10.18461245,2.530799591,-1.258794972,-4.965542705,23.15730079,24.60640549,31.98472457,32.95477375,32.46203489,33.07849678,32.60137369,31.8790138,0.472203944,0.476461327,0.467321254,0.478140482,0.473979107,0.474814048,0.473622581,0.480647408,0.486202131,0.488370168,0.489196024,0.493037382,0.497251061,0.493213143,0.489582844,307.8204748,299.6842617,228.8514313,160.4064572,90.03538629,54.1023547,22.60647934,307.6016009,304.2618847,472.6966191,664.0469873,862.8754271,1057.7724,1351.063412,1844.511201,"0.278760888","0.280890831","0.242906575","0.207519594","0.167720357","0.14795962","0.120638982","0.242862373","0.257517747","0.277981881","0.27594049","0.278248351","0.265713112","0.259996301","0.229935441","175.7843284","177.1335205","153.1812261","130.8599897","105.7631521","93.30406883","76.07671549","153.1535556","162.3902855","175.2961401","174.0057633","175.4692682","167.5661404","163.9564844","144.9931046",0.028516076,0.028269999,0.022316121,0.016188025,0.010119244,0.00711431,0.004175205,0.026472997,0.02762284,0.033472862,0.034242611,0.033850335,0.034338728,0.033961363,0.033390154,21.805,0.839166666666667,38.3
"30","LCOR-577",207.95917049261,305.156408356738,1.32703544367842,1.46738615870552,34.56414959,34.12747441,24.27998108,14.06436933,3.762109054,-1.723888914,-4.96989411,30.40084922,33.02613555,46.25467195,54.01993433,59.59789429,62.52016234,63.04740031,64.22074337,0.422765292,0.474956011,0.495947682,0.500543649,0.519489185,0.452786695,0.527479506,0.493720826,0.487811356,0.505973204,0.488446945,0.497064543,0.48112154,0.425564952,0.489173587,262.7388714,268.5004769,210.2544724,148.2575681,86.60369831,57.17187193,26.41283089,282.5569929,274.7384861,430.0918986,591.7100331,770.1195116,949.063306,1212.858842,1727.114905,"0.451188205","0.452452436","0.422143557","0.376477993","0.303010719","0.242311739","0.151374867","0.366994155","0.407805696","0.452443953","0.466326914","0.475414873","0.478866285","0.475799674","0.466758613","284.5236137","285.3246502","266.204234","237.3932435","191.082741","152.8153038","95.45590111","231.4207892","257.1661871","285.3250018","294.0290987","299.7612479","301.9796876","300.0578308","294.3426023",0.02819823,0.027851627,0.020044349,0.011945166,0.003775773,-0.000573918,-0.003147748,0.024898213,0.026978764,0.037466206,0.043630505,0.048053477,0.050363759,0.050779765,0.051712432,21.97,0.863333333333333,43.8
"31","LCOR-012",195.999595023541,243.362365674688,0.783019802599734,1.24164728832965,33.61710064,33.76974413,24.35143419,14.08393534,3.721245362,-1.709034675,-5.720432127,31.81756974,33.13132264,43.58250446,48.92212949,51.27246178,50.42851376,48.18460768,46.87376571,0.56155904,0.573055077,0.542007723,0.594303312,0.586496912,0.591046678,0.604485773,0.591804544,0.624168655,0.586305864,0.609928253,0.599565363,0.621358586,0.613477359,0.600442018,296.8430455,288.7062885,216.1043827,155.707914,87.6199321,55.0769726,25.33470725,296.3730859,297.8420359,454.9102616,640.1198608,825.9436105,1029.491942,1327.489859,1815.982636,"0.377530219","0.383683858","0.353779556","0.305248145","0.248670405","0.211344318","0.169020326","0.349760433","0.36393037","0.390084053","0.391053317","0.389650967","0.385714044","0.365167239","0.346470611","238.074546","241.9561093","223.0967419","192.4928718","156.8137745","133.2747263","106.5845826","220.5606332","229.499716","245.9892735","246.6013172","245.7176501","243.2352476","230.2780765","218.4857062",0.03476673,0.034887612,0.027420193,0.019279211,0.011062862,0.006757322,0.003576741,0.033340214,0.034381358,0.042668444,0.046902014,0.048765427,0.048096223,0.046317098,0.045278187,25.375,1.415,39.5
