SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
9,10:48:22,2023-07-13,Auto gsw+F,LI-COR Default,,009,,,0.065910,2.920674,0.064455,1.804277,1.609387,1.558611,4.362808,2.753421,15.378805,15.879811,43.047794,0.441786,PSF-00508_20230713104822,0.000000,0.000000,0.000000,87.914589,180.041016,0.511697,0.5,0.80,336.412628,38.88,37.65,29.50,30.41,101.35,156.6,155.4,0.7,1644,3.947,56,10,223,,,,,,,,17:50:42,2023-07-13,44.588737,-123.198868,72.099998,17,0.680000,10:48:08,2023-07-13,-0.08,-0.002,-0.001,0.003,10.694,3.580,-3.029,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,161.769394,25,-13.403223,156.434296,160.892761,-4.458466,2.461914,2.479293,1.655964,0.933496,0.228122,0.010786,0.618742,1.521993,87.914589,0.000418,2.400422,-0.000034,1.000000,2.415003,-0.000039,1.000000,0.602514,0.600977,0.107400,0.000000,PSF-00508_20230713104822,PFA-00566,PSA-00583,PSF-00508,RHS-0736,2.0.0,2022-04-21T19:36:20.491Z
10,10:51:09,2023-07-13,Auto gsw+F,LI-COR Default,,010,,,0.085734,2.920928,0.083290,2.858624,1.665908,1.585519,5.029541,3.363633,15.643768,16.436935,49.624725,0.441786,PSF-00508_20230713105109,0.000000,0.000000,0.000000,78.350540,133.085419,0.411276,0.5,0.80,135.436752,40.29,38.34,29.48,32.92,101.35,156.6,155.4,0.7,823,3.943,27,-66,237,,,,,,,,17:53:29,2023-07-13,44.588795,-123.198776,74.199997,16,0.750000,10:48:08,2023-07-13,-0.08,0.001,0.002,-9999.000,0.707,1.837,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,112.703201,25,-15.213803,106.174706,111.350525,-5.175819,2.462898,2.481324,1.656226,0.933493,0.228285,0.042651,0.629227,0.815957,78.350540,0.000416,2.400422,-0.000034,1.000000,2.415003,-0.000039,1.000000,0.602514,0.600977,0.107400,0.000000,PSF-00508_20230713105109,PFA-00566,PSA-00583,PSF-00508,RHS-0736,2.0.0,2022-04-21T19:36:20.491Z
11,10:53:57,2023-07-13,Auto gsw+F,LI-COR Default,,011,,,0.046818,2.922277,0.046080,1.464829,1.582506,1.541324,4.704294,3.121788,15.208269,15.614613,46.417347,0.441786,PSF-00508_20230713105357,0.000000,0.000000,0.000000,64.699173,86.870567,0.255223,0.5,0.80,178.724213,38.09,37.10,29.56,31.74,101.35,156.8,155.2,1.0,1751,3.938,53,27,257,,,,,,,,17:56:18,2023-07-13,44.588959,-123.198700,65.900002,19,0.620000,10:48:08,2023-07-13,-0.08,-0.000,-0.001,-9999.000,0.055,-0.451,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,82.244400,25,-3.199087,81.293465,82.300255,-1.006790,2.461114,2.478140,1.657620,0.932916,0.227551,0.026573,0.639816,1.614129,64.699173,0.000419,2.400422,-0.000034,1.000000,2.415003,-0.000039,1.000000,0.602514,0.600977,0.107400,0.000000,PSF-00508_20230713105357,PFA-00566,PSA-00583,PSF-00508,RHS-0736,2.0.0,2022-04-21T19:36:20.491Z
12,10:58:48,2023-07-13,Auto gsw+F,LI-COR Default,,012,,,0.102535,2.920937,0.099058,2.143528,1.559109,1.498771,3.695255,2.136146,14.788979,15.384364,36.462582,0.441786,PSF-00508_20230713105848,0.000000,0.000000,0.000000,80.598595,229.358093,0.648591,0.5,0.80,481.106445,38.21,36.73,29.25,27.54,101.34,156.6,153.4,2.1,1854,3.934,6,5,316,,,,,,,,18:01:07,2023-07-13,44.588943,-123.198677,67.099998,19,0.580000,10:58:38,2023-07-13,-0.07,-0.000,0.002,-9999.000,0.713,1.657,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,220.602386,25,-5.796777,226.460342,221.076645,5.383698,2.460651,2.478375,1.656235,0.928322,0.230386,-0.021236,0.657759,1.703436,80.598595,0.000429,2.400422,-0.000034,1.000000,2.415003,-0.000039,1.000000,0.602514,0.600977,0.107400,0.000000,PSF-00508_20230713105848,PFA-00566,PSA-00583,PSF-00508,RHS-0736,2.0.0,2022-04-21T19:36:20.491Z
13,11:01:34,2023-07-13,Auto gsw+F,LI-COR Default,,013,,,0.140919,2.921237,0.134434,4.059442,1.609686,1.495502,4.576486,2.966799,14.756835,15.883545,45.158379,0.441786,PSF-00508_20230713110134,0.000000,0.000000,0.000000,83.342316,109.660751,0.239999,0.5,0.80,197.597382,39.24,36.46,29.34,31.25,101.34,156.6,155.6,0.6,2058,3.931,41,-20,237,,,,,,,,18:03:52,2023-07-13,44.588795,-123.198647,67.300003,20,0.560000,10:58:38,2023-07-13,-0.07,0.001,0.000,0.001,-0.611,0.069,4.549,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,103.928802,25,-4.701668,101.736900,102.943810,-1.206909,2.460240,2.479845,1.656544,0.933952,0.229547,0.023207,0.668612,1.878914,83.342316,0.000411,2.400422,-0.000034,1.000000,2.415003,-0.000039,1.000000,0.602514,0.600977,0.107400,0.000000,PSF-00508_20230713110134,PFA-00566,PSA-00583,PSF-00508,RHS-0736,2.0.0,2022-04-21T19:36:20.491Z
14,11:04:28,2023-07-13,Auto gsw+F,LI-COR Default,,014,,,0.036609,2.919473,0.036155,1.110596,1.521107,1.489796,4.541078,3.019971,14.700056,15.009009,44.807552,0.441786,PSF-00508_20230713110428,0.000000,0.000000,0.000000,139.969818,192.983307,0.274705,0.5,0.80,176.645782,36.85,36.09,29.45,31.12,101.35,156.4,155.4,0.6,1608,3.925,49,4,218,,,,,,,,18:06:48,2023-07-13,44.588989,-123.198639,72.300003,21,0.540000,10:58:38,2023-07-13,-0.07,-0.001,-0.001,-0.001,-1.925,-3.521,-13.105,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,186.424606,25,-4.533751,186.315887,186.506256,-0.190369,2.459690,2.476352,1.654728,0.933449,0.228547,0.020126,0.678139,1.490994,139.969818,0.000419,2.400422,-0.000034,1.000000,2.415003,-0.000039,1.000000,0.602514,0.600977,0.107400,0.000000,PSF-00508_20230713110428,PFA-00566,PSA-00583,PSF-00508,RHS-0736,2.0.0,2022-04-21T19:36:20.491Z
15,11:07:41,2023-07-13,Auto gsw+F,LI-COR Default,,015,,,0.099782,2.921845,0.096487,2.478992,1.598903,1.529198,4.129154,2.530251,15.088918,15.776712,40.743237,0.441786,PSF-00508_20230713110741,0.000000,0.000000,0.000000,69.681641,140.709015,0.504782,0.5,0.80,349.922302,38.11,36.45,29.73,29.46,101.35,156.7,155.5,0.8,1733,3.921,26,-9,348,,,,,,,,18:10:00,2023-07-13,44.588745,-123.198540,66.900002,15,0.660000,10:58:38,2023-07-13,-0.07,0.001,0.001,-9999.000,0.167,-0.104,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,134.713409,25,-4.007187,136.276596,134.984222,1.292374,2.460154,2.478133,1.657173,0.933603,0.226031,-0.003936,0.690154,1.598957,69.681641,0.000420,2.400422,-0.000034,1.000000,2.415003,-0.000039,1.000000,0.602514,0.600977,0.107400,0.000000,PSF-00508_20230713110741,PFA-00566,PSA-00583,PSF-00508,RHS-0736,2.0.0,2022-04-21T19:36:20.491Z
16,11:11:23,2023-07-13,Auto gsw+F,LI-COR Default,,016,,,0.051493,2.921089,0.050601,1.626541,1.538558,1.492764,4.696377,3.157819,14.728069,15.179895,46.335922,0.441786,PSF-00508_20230713111123,0.000000,0.000000,0.000000,76.434013,100.891800,0.242416,0.5,0.80,194.068481,36.26,35.18,29.93,31.71,101.36,156.6,155.3,0.9,2001,3.914,48,8,285,,,,,,,,18:13:43,2023-07-13,44.588654,-123.198601,66.900002,18,0.590000,11:11:16,2023-07-13,-0.09,0.001,0.002,-9999.000,-0.775,-1.686,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,96.095322,25,-3.637587,95.036385,95.695030,-0.658646,2.458297,2.475429,1.656392,0.933077,0.224276,0.021632,0.702678,1.829926,76.434013,0.000411,2.400422,-0.000034,1.000000,2.415003,-0.000039,1.000000,0.602514,0.600977,0.107400,0.000000,PSF-00508_20230713111123,PFA-00566,PSA-00583,PSF-00508,RHS-0736,2.0.0,2022-04-21T19:36:20.491Z
17,11:14:15,2023-07-13,Auto gsw+F,LI-COR Default,,017,,,0.149269,2.920790,0.142012,3.499898,1.657976,1.559542,4.084857,2.426881,15.388521,16.359800,40.306648,0.441786,PSF-00508_20230713111415,0.000000,0.000000,0.000000,80.664040,231.172943,0.651066,0.5,0.80,425.984192,38.56,36.27,30.16,29.27,101.34,156.6,154.9,1.1,1636,3.911,-2,-25,320,,,,,,,,18:16:35,2023-07-13,44.588657,-123.198433,65.699997,18,0.590000,11:11:16,2023-07-13,-0.09,0.001,0.004,-9999.000,0.673,1.872,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,214.042068,25,-11.673862,217.428802,214.495316,2.933487,2.459816,2.478721,1.656084,0.932041,0.222244,-0.011529,0.712909,1.515198,80.664040,0.000433,2.400422,-0.000034,1.000000,2.415003,-0.000039,1.000000,0.602514,0.600977,0.107400,0.000000,PSF-00508_20230713111415,PFA-00566,PSA-00583,PSF-00508,RHS-0736,2.0.0,2022-04-21T19:36:20.491Z
18,11:17:20,2023-07-13,Auto gsw+F,LI-COR Default,,018,,,0.026842,2.920118,0.026597,0.652408,1.572342,1.553966,3.990263,2.417921,15.332064,15.513370,39.369568,0.441786,PSF-00508_20230713111720,0.000000,0.000000,0.000000,79.546097,213.788315,0.627921,0.5,0.80,42.371223,36.31,35.88,30.29,28.86,101.35,156.5,155.4,0.7,169,3.906,34,-26,64,,,,,,,,18:19:40,2023-07-13,44.588837,-123.198441,66.800003,18,0.590000,11:11:16,2023-07-13,-0.09,-0.001,-0.000,-9999.000,0.818,1.551,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,211.170319,25,-1.567831,212.924835,211.548462,1.376373,2.459240,2.475433,1.655391,0.933319,0.221156,-0.018024,0.722863,0.252590,79.546097,0.000428,2.400422,-0.000034,1.000000,2.415003,-0.000039,1.000000,0.602514,0.600977,0.107400,0.000000,PSF-00508_20230713111720,PFA-00566,PSA-00583,PSF-00508,RHS-0736,2.0.0,2022-04-21T19:36:20.491Z
19,11:21:55,2023-07-13,Auto gsw+F,LI-COR Default,,019,,,0.074807,2.918423,0.072938,2.350165,1.604914,1.538648,4.768194,3.163280,15.180139,15.833918,47.042511,0.441786,PSF-00508_20230713112155,0.000000,0.000000,0.000000,82.829117,123.464798,0.329128,0.5,0.80,245.291794,36.32,34.82,30.64,31.97,101.36,156.3,155.5,0.5,1863,3.900,60,9,263,,,,,,,,18:24:15,2023-07-13,44.588768,-123.198349,67.400002,20,0.550000,11:21:46,2023-07-13,-0.12,0.001,0.002,0.002,-1.015,-3.372,-12.401,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,114.131210,25,-6.637274,112.301231,113.982590,-1.681358,2.457655,2.475431,1.653649,0.933737,0.218115,0.016196,0.737959,1.710980,82.829117,0.000423,2.400422,-0.000034,1.000000,2.415003,-0.000039,1.000000,0.602514,0.600977,0.107400,0.000000,PSF-00508_20230713112155,PFA-00566,PSA-00583,PSF-00508,RHS-0736,2.0.0,2022-04-21T19:36:20.491Z
20,11:26:29,2023-07-13,Auto gsw+F,LI-COR Default,,020,,,0.017777,2.921857,0.017669,0.563414,1.517946,1.502090,4.651457,3.133511,14.820086,14.976530,45.892719,0.441786,PSF-00508_20230713112629,0.000000,0.000000,0.000000,82.687141,139.553528,0.407488,0.5,0.80,271.776764,34.41,34.05,30.61,31.54,101.36,156.7,155.3,0.9,1667,3.895,25,-26,307,,,,,,,,18:28:49,2023-07-13,44.588654,-123.198357,67.500000,19,0.570000,11:21:46,2023-07-13,-0.12,0.001,0.001,-9999.000,0.326,4.624,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,127.421379,25,-8.665963,125.009537,127.173073,-2.163536,2.456559,2.472653,1.657185,0.933077,0.218386,0.011083,0.751944,1.542459,82.687141,0.000428,2.400422,-0.000034,1.000000,2.415003,-0.000039,1.000000,0.602514,0.600977,0.107400,0.000000,PSF-00508_20230713112629,PFA-00566,PSA-00583,PSF-00508,RHS-0736,2.0.0,2022-04-21T19:36:20.491Z
21,11:28:50,2023-07-13,Auto gsw+F,LI-COR Default,,021,,,0.021105,2.920993,0.020954,0.684885,1.559341,1.540062,4.768682,3.209341,15.195028,15.385252,47.050232,0.441786,PSF-00508_20230713112850,0.000000,0.000000,0.000000,82.795143,112.962234,0.267055,0.5,0.80,175.078278,35.46,35.02,30.55,31.98,101.35,156.6,155.2,0.9,1639,3.892,27,-48,310,,,,,,,,18:31:10,2023-07-13,44.588722,-123.197662,66.199997,19,0.570000,11:21:46,2023-07-13,-0.12,0.000,-0.000,-9999.000,-1.522,-1.290,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,106.229424,25,-5.041152,104.321838,105.760292,-1.438454,2.457961,2.474195,1.656293,0.932964,0.218849,0.017285,0.759404,1.518001,82.795143,0.000425,2.400422,-0.000034,1.000000,2.415003,-0.000039,1.000000,0.602514,0.600977,0.107400,0.000000,PSF-00508_20230713112850,PFA-00566,PSA-00583,PSF-00508,RHS-0736,2.0.0,2022-04-21T19:36:20.491Z
22,11:33:12,2023-07-13,Auto gsw+F,LI-COR Default,,022,,,0.134090,2.920663,0.128204,4.481751,1.747410,1.621435,5.170056,3.422646,15.995806,17.238579,51.003719,0.441786,PSF-00508_20230713113312,0.000000,0.000000,0.000000,89.547157,133.198273,0.327715,0.5,0.80,257.101990,39.44,36.60,30.68,33.41,101.37,156.6,155.6,0.6,1961,3.885,45,0,259,,,,,,,,18:35:32,2023-07-13,44.588848,-123.197662,66.599998,18,0.610000,11:32:51,2023-07-13,-0.06,-0.000,0.002,-9999.000,-4.187,-2.968,-9999.000,1,150,0.005,2.000000,0,mpf,7000,500,5.000000,2.000000,300,300,300,117.600204,25,-13.201540,109.817863,114.338158,-4.520294,2.460194,2.479851,1.655953,0.933788,0.217734,0.033940,0.772517,1.795432,89.547157,0.000423,2.400422,-0.000034,1.000000,2.415003,-0.000039,1.000000,0.602514,0.600977,0.107400,0.000000,PSF-00508_20230713113312,PFA-00566,PSA-00583,PSF-00508,RHS-0736,2.0.0,2022-04-21T19:36:20.491Z
