"","X.x","ID","SPAD_June_2022","SPAD_July_2022","SPAD_aug_2022","SPAD_sep_2022","SPAD_July_2023","SPAD_Aug_2023","SPAD_Sep_2023","avg_SPAD","row.x","column.x","X.y","row.y","column.y","Construct.x","Event.x","area.x","geometry.x","blue_mean","blue_std","green_mean","green_std","red_mean","red_std","nir_mean","nir_std","re_mean","re_std","TGI_mean","TGI_std","GRVI_mean","GRVI_std","MGRVI_mean","MGRVI_std","EXG_mean","EXG_std","EXGR_mean","EXGR_std","NDVI_mean","NDVI_std","NDRE_mean","NDRE_std","GNDVI_mean","GNDVI_std","SAVI_mean","SAVI_std","OSAVI_mean","OSAVI_std","MSAVI_mean","MSAVI_std","GCI_mean","GCI_std","RECI_mean","RECI_std","X.1","X","row","column","Construct.y","Event.y","area.y","geometry.y","block.x","shadow_pix","shadow_area","event_short","V497","H497","D497","V801","H801","D801","block.y","HD497","HD801","branchiness"
"1",2,"LCOR-064",26.5,32.63333333,48.9,43.93333333,25,22.9,19.7,31.3666666657143,3,3,63,3,3,"LC-102","2H",0.464,"POLYGON ((484175.41818756703 4937307.851294294, 484175.3994698915 4937307.867520269, 484175.3818824081 4937307.88497387, 484175.3655004293 4937307.903580358, 484175.350394105 4937307.923260057, 484175.33662812307 4937307.943928698, 484175.3242614314 4937307.965497772, 484175.3133469861 4937307.987874918, 484175.3039315245 4937308.010964313, 484175.29605536506 4937308.034667084, 484175.2897522347 4937308.0588817345, 484175.28504912433 4937308.083504572, 484175.28196617356 4937308.1084301565, 484175.2805165838 4937308.133551756, 484175.2807065627 4937308.158761794, 484175.2825352965 4937308.183952317, 484175.28599495447 4937308.209015455, 484175.29107072164 4937308.233843886, 484175.29774086294 4937308.258331289, 484175.3059768158 4937308.282372806, 484175.31574331253 4937308.305865487, 484175.32699853147 4937308.3287087325, 484175.3396942761 4937308.350804725, 484175.35377618135 4937308.372058845, 484175.3691839463 4937308.39238008, 484175.3858515924 4937308.411681411, 484175.4037077464 4937308.429880188, 484175.42267594545 4937308.446898479, 484175.44267496484 4937308.46266341, 484175.46361916565 4937308.477107473, 484175.4854188616 4937308.490168816, 484175.5079807031 4937308.50179151, 484175.5312080768 4937308.511925783, 484175.5550015196 4937308.520528238, 484175.57925914426 4937308.527562041, 484175.60387707595 4937308.532997068, 484175.6287498969 4937308.53681005, 484175.65377109783 4937308.538984655, 484175.6788335341 4937308.5395115735, 484175.7038298847 4937308.538388548, 484175.72865311115 4937308.535620389, 484175.7531969168 4937308.531218948, 484175.77735620114 4937308.525203074, 484175.80102751055 4937308.517598528, 484175.8241094808 4937308.508437874, 484175.84650327126 4937308.497760339, 484175.86811298836 4937308.485611645, 484175.88884609606 4937308.472043814, 484175.90861381183 4937308.457114948, 484175.92733148736 4937308.440888973, 484175.94491897075 4937308.423435372, 484175.96130094957 4937308.404828884, 484175.97640727385 4937308.385149185, 484175.9901732558 4937308.364480544, 484176.00253994745 4937308.34291147, 484176.0134543928 4937308.320534324, 484176.02286985435 4937308.297444929, 484176.0307460138 4937308.273742158, 484176.03704914416 4937308.249527507, 484176.04175225453 4937308.22490467, 484176.0448352053 4937308.1999790855, 484176.04628479504 4937308.174857486, 484176.0460948162 4937308.149647448, 484176.04426608235 4937308.124456925, 484176.0408064244 4937308.099393787, 484176.0357306572 4937308.074565356, 484176.0290605159 4937308.050077953, 484176.02082456305 4937308.026036436, 484176.01105806633 4937308.002543755, 484175.9998028474 4937307.979700509, 484175.98710710276 4937307.957604517, 484175.9730251975 4937307.936350397, 484175.9576174326 4937307.916029162, 484175.94094978645 4937307.896727831, 484175.92309363245 4937307.878529054, 484175.9041254334 4937307.861510763, 484175.884126414 4937307.845745832, 484175.8631822132 4937307.831301769, 484175.84138251725 4937307.818240426, 484175.8188206758 4937307.806617732, 484175.79559330206 4937307.796483459, 484175.77179985924 4937307.787881004, 484175.7475422346 4937307.780847201, 484175.7229243029 4937307.775412174, 484175.698051482 4937307.771599192, 484175.67303028103 4937307.769424587, 484175.64796784474 4937307.768897668, 484175.62297149416 4937307.770020694, 484175.5981482677 4937307.772788853, 484175.5736044621 4937307.777190294, 484175.5494451777 4937307.783206168, 484175.5257738683 4937307.790810714, 484175.5026918981 4937307.799971368, 484175.4802981076 4937307.810648903, 484175.4586883905 4937307.822797597, 484175.4379552828 4937307.836365428, 484175.41818756703 4937307.851294294))",0.163031129,0.117324762,0.256588698,0.087158546,0.112740257,0.070445116,0.451569597,0.124708204,0.599961087,0.115844243,0.113171004,0.053726596,0.414829035,0.113125929,0.689891011,0.150915764,0.514765363,0.197571141,-0.278697748,0.166928705,0.612959705,0.139008343,-0.149413843,0.061648968,0.281396742,0.080356615,0.473954182,0.120868807,0.544365309,0.125984847,0.471984016,0.131961636,0.816378889,0.299488258,-0.254929057,0.094482753,25,62,3,3,"LC-102","2H",0.464,"POLYGON ((484175.41818756703 4937307.851294294, 484175.3994698915 4937307.867520269, 484175.3818824081 4937307.88497387, 484175.3655004293 4937307.903580358, 484175.350394105 4937307.923260057, 484175.33662812307 4937307.943928698, 484175.3242614314 4937307.965497772, 484175.3133469861 4937307.987874918, 484175.3039315245 4937308.010964313, 484175.29605536506 4937308.034667084, 484175.2897522347 4937308.0588817345, 484175.28504912433 4937308.083504572, 484175.28196617356 4937308.1084301565, 484175.2805165838 4937308.133551756, 484175.2807065627 4937308.158761794, 484175.2825352965 4937308.183952317, 484175.28599495447 4937308.209015455, 484175.29107072164 4937308.233843886, 484175.29774086294 4937308.258331289, 484175.3059768158 4937308.282372806, 484175.31574331253 4937308.305865487, 484175.32699853147 4937308.3287087325, 484175.3396942761 4937308.350804725, 484175.35377618135 4937308.372058845, 484175.3691839463 4937308.39238008, 484175.3858515924 4937308.411681411, 484175.4037077464 4937308.429880188, 484175.42267594545 4937308.446898479, 484175.44267496484 4937308.46266341, 484175.46361916565 4937308.477107473, 484175.4854188616 4937308.490168816, 484175.5079807031 4937308.50179151, 484175.5312080768 4937308.511925783, 484175.5550015196 4937308.520528238, 484175.57925914426 4937308.527562041, 484175.60387707595 4937308.532997068, 484175.6287498969 4937308.53681005, 484175.65377109783 4937308.538984655, 484175.6788335341 4937308.5395115735, 484175.7038298847 4937308.538388548, 484175.72865311115 4937308.535620389, 484175.7531969168 4937308.531218948, 484175.77735620114 4937308.525203074, 484175.80102751055 4937308.517598528, 484175.8241094808 4937308.508437874, 484175.84650327126 4937308.497760339, 484175.86811298836 4937308.485611645, 484175.88884609606 4937308.472043814, 484175.90861381183 4937308.457114948, 484175.92733148736 4937308.440888973, 484175.94491897075 4937308.423435372, 484175.96130094957 4937308.404828884, 484175.97640727385 4937308.385149185, 484175.9901732558 4937308.364480544, 484176.00253994745 4937308.34291147, 484176.0134543928 4937308.320534324, 484176.02286985435 4937308.297444929, 484176.0307460138 4937308.273742158, 484176.03704914416 4937308.249527507, 484176.04175225453 4937308.22490467, 484176.0448352053 4937308.1999790855, 484176.04628479504 4937308.174857486, 484176.0460948162 4937308.149647448, 484176.04426608235 4937308.124456925, 484176.0408064244 4937308.099393787, 484176.0357306572 4937308.074565356, 484176.0290605159 4937308.050077953, 484176.02082456305 4937308.026036436, 484176.01105806633 4937308.002543755, 484175.9998028474 4937307.979700509, 484175.98710710276 4937307.957604517, 484175.9730251975 4937307.936350397, 484175.9576174326 4937307.916029162, 484175.94094978645 4937307.896727831, 484175.92309363245 4937307.878529054, 484175.9041254334 4937307.861510763, 484175.884126414 4937307.845745832, 484175.8631822132 4937307.831301769, 484175.84138251725 4937307.818240426, 484175.8188206758 4937307.806617732, 484175.79559330206 4937307.796483459, 484175.77179985924 4937307.787881004, 484175.7475422346 4937307.780847201, 484175.7229243029 4937307.775412174, 484175.698051482 4937307.771599192, 484175.67303028103 4937307.769424587, 484175.64796784474 4937307.768897668, 484175.62297149416 4937307.770020694, 484175.5981482677 4937307.772788853, 484175.5736044621 4937307.777190294, 484175.5494451777 4937307.783206168, 484175.5257738683 4937307.790810714, 484175.5026918981 4937307.799971368, 484175.4802981076 4937307.810648903, 484175.4586883905 4937307.822797597, 484175.4379552828 4937307.836365428, 484175.41818756703 4937307.851294294))","big",505,0.900200244,"2H",615.7328532918,2712.72,17,1349.31048725747,3322.32,22.74,"large",159.571764705882,146.100263852243,-0.39841340868401
"2",3,"LCOR-173",28.3,27.4,41.5,45,26.8,27.1,27,31.8714285714286,4,3,93,4,3,"LC-102","1C",0.506,"POLYGON ((484175.5419779064 4937305.457217808, 484175.5264154724 4937305.475925063, 484175.51229954895 4937305.495792095, 484175.4996905828 4937305.516733828, 484175.4886425675 4937305.538660589, 484175.4792028122 4937305.561478481, 484175.47141173936 4937305.585089795, 484175.4653027117 4937305.609393427, 484175.460901889 4937305.634285303, 484175.45822811616 4937305.659658831, 484175.45729284274 4937305.685405358, 484175.45810007374 4937305.711414634, 484175.46064635244 4937305.737575283, 484175.46492077527 4937305.763775283, 484175.4709050385 4937305.789902439, 484175.4785735167 4937305.815844872, 484175.48789337213 4937305.841491491, 484175.4988246958 4937305.866732476, 484175.51132067817 4937305.891459738, 484175.52532780933 4937305.9155673925, 484175.5407861088 4937305.938952208, 484175.55762938166 4937305.961514045, 484175.5757855024 4937305.983156291, 484175.59517672384 4937306.003786271, 484175.6157200097 4937306.023315645, 484175.63732739055 4937306.041660784, 484175.65990634024 4937306.058743131, 484175.6833601722 4937306.074489538, 484175.70758845354 4937306.088832576, 484175.73248743505 4937306.101710824, 484175.75795049546 4937306.1130691385, 484175.78386859805 4937306.12285888, 484175.8101307575 4937306.131038127, 484175.83662451524 4937306.137571855, 484175.8632364209 4937306.142432086, 484175.88985251833 4937306.145598008, 484175.91635883314 4937306.147056064, 484175.9426418613 4937306.146800009, 484175.9685890548 4937306.144830939, 484175.9940893039 4937306.141157288, 484176.01903341257 4937306.135794787, 484176.04331456625 4937306.128766397, 484176.0668287893 4937306.120102217, 484176.08947539027 4937306.109839348, 484176.1111573929 4937306.098021735, 484176.1317819516 4937306.084699986, 484176.15126074874 4937306.069931144, 484176.16951037315 4937306.053778452, 484176.1864526772 4937306.03631108, 484176.2020151112 4937306.017603825, 484176.21613103466 4937305.997736793, 484176.2287400008 4937305.97679506, 484176.23978801613 4937305.954868299, 484176.2492277714 4937305.932050407, 484176.25701884425 4937305.908439092, 484176.2631278719 4937305.8841354605, 484176.2675286946 4937305.859243585, 484176.27020246745 4937305.833870057, 484176.27113774087 4937305.80812353, 484176.27033050987 4937305.782114253, 484176.26778423117 4937305.755953604, 484176.26350980834 4937305.729753605, 484176.2575255451 4937305.703626448, 484176.2498570669 4937305.677684016, 484176.2405372115 4937305.652037397, 484176.2296058878 4937305.626796411, 484176.21710990544 4937305.60206915, 484176.2031027743 4937305.577961495, 484176.1876444748 4937305.55457668, 484176.17080120195 4937305.532014843, 484176.1526450812 4937305.510372597, 484176.13325385976 4937305.489742616, 484176.1127105739 4937305.470213243, 484176.09110319306 4937305.451868104, 484176.06852424337 4937305.434785756, 484176.0450704114 4937305.41903935, 484176.02084213006 4937305.404696312, 484175.99594314856 4937305.391818063, 484175.97048008814 4937305.380459749, 484175.94456198555 4937305.370670008, 484175.9182998261 4937305.362490761, 484175.89180606836 4937305.355957032, 484175.8651941627 4937305.351096801, 484175.8385780653 4937305.347930879, 484175.81207175046 4937305.346472824, 484175.78578872234 4937305.346728879, 484175.7598415288 4937305.348697948, 484175.7343412797 4937305.3523715995, 484175.70939717104 4937305.357734101, 484175.68511601735 4937305.364762491, 484175.6616017943 4937305.37342667, 484175.63895519334 4937305.3836895395, 484175.6172731907 4937305.395507152, 484175.596648632 4937305.408828902, 484175.57716983487 4937305.423597744, 484175.55892021046 4937305.439750436, 484175.5419779064 4937305.457217808))",0.198608974,0.062580005,0.307120286,0.065947379,0.172171141,0.068955961,0.468977972,0.0960204,0.53482666,0.096098709,0.118822051,0.040580821,0.303140205,0.125374632,0.534507618,0.183673684,0.387604108,0.162604416,-0.41979761,0.163040076,0.472515013,0.150648868,-0.068429425,0.060987725,0.209540759,0.067898561,0.389929976,0.12357976,0.433191801,0.135654439,0.383995699,0.130712328,0.54918577,0.222828519,-0.122199075,0.103471342,50,92,4,3,"LC-102","1C",0.506,"POLYGON ((484175.5419779064 4937305.457217808, 484175.5264154724 4937305.475925063, 484175.51229954895 4937305.495792095, 484175.4996905828 4937305.516733828, 484175.4886425675 4937305.538660589, 484175.4792028122 4937305.561478481, 484175.47141173936 4937305.585089795, 484175.4653027117 4937305.609393427, 484175.460901889 4937305.634285303, 484175.45822811616 4937305.659658831, 484175.45729284274 4937305.685405358, 484175.45810007374 4937305.711414634, 484175.46064635244 4937305.737575283, 484175.46492077527 4937305.763775283, 484175.4709050385 4937305.789902439, 484175.4785735167 4937305.815844872, 484175.48789337213 4937305.841491491, 484175.4988246958 4937305.866732476, 484175.51132067817 4937305.891459738, 484175.52532780933 4937305.9155673925, 484175.5407861088 4937305.938952208, 484175.55762938166 4937305.961514045, 484175.5757855024 4937305.983156291, 484175.59517672384 4937306.003786271, 484175.6157200097 4937306.023315645, 484175.63732739055 4937306.041660784, 484175.65990634024 4937306.058743131, 484175.6833601722 4937306.074489538, 484175.70758845354 4937306.088832576, 484175.73248743505 4937306.101710824, 484175.75795049546 4937306.1130691385, 484175.78386859805 4937306.12285888, 484175.8101307575 4937306.131038127, 484175.83662451524 4937306.137571855, 484175.8632364209 4937306.142432086, 484175.88985251833 4937306.145598008, 484175.91635883314 4937306.147056064, 484175.9426418613 4937306.146800009, 484175.9685890548 4937306.144830939, 484175.9940893039 4937306.141157288, 484176.01903341257 4937306.135794787, 484176.04331456625 4937306.128766397, 484176.0668287893 4937306.120102217, 484176.08947539027 4937306.109839348, 484176.1111573929 4937306.098021735, 484176.1317819516 4937306.084699986, 484176.15126074874 4937306.069931144, 484176.16951037315 4937306.053778452, 484176.1864526772 4937306.03631108, 484176.2020151112 4937306.017603825, 484176.21613103466 4937305.997736793, 484176.2287400008 4937305.97679506, 484176.23978801613 4937305.954868299, 484176.2492277714 4937305.932050407, 484176.25701884425 4937305.908439092, 484176.2631278719 4937305.8841354605, 484176.2675286946 4937305.859243585, 484176.27020246745 4937305.833870057, 484176.27113774087 4937305.80812353, 484176.27033050987 4937305.782114253, 484176.26778423117 4937305.755953604, 484176.26350980834 4937305.729753605, 484176.2575255451 4937305.703626448, 484176.2498570669 4937305.677684016, 484176.2405372115 4937305.652037397, 484176.2296058878 4937305.626796411, 484176.21710990544 4937305.60206915, 484176.2031027743 4937305.577961495, 484176.1876444748 4937305.55457668, 484176.17080120195 4937305.532014843, 484176.1526450812 4937305.510372597, 484176.13325385976 4937305.489742616, 484176.1127105739 4937305.470213243, 484176.09110319306 4937305.451868104, 484176.06852424337 4937305.434785756, 484176.0450704114 4937305.41903935, 484176.02084213006 4937305.404696312, 484175.99594314856 4937305.391818063, 484175.97048008814 4937305.380459749, 484175.94456198555 4937305.370670008, 484175.9182998261 4937305.362490761, 484175.89180606836 4937305.355957032, 484175.8651941627 4937305.351096801, 484175.8385780653 4937305.347930879, 484175.81207175046 4937305.346472824, 484175.78578872234 4937305.346728879, 484175.7598415288 4937305.348697948, 484175.7343412797 4937305.3523715995, 484175.70939717104 4937305.357734101, 484175.68511601735 4937305.364762491, 484175.6616017943 4937305.37342667, 484175.63895519334 4937305.3836895395, 484175.6172731907 4937305.395507152, 484175.596648632 4937305.408828902, 484175.57716983487 4937305.423597744, 484175.55892021046 4937305.439750436, 484175.5419779064 4937305.457217808))","big",224,0.399296742,"1C",342.5180072664,2225.04,14,1110.27985761162,3139.44,21.22,"large",158.931428571429,147.947219604147,-0.261000732614073
"3",4,"LCOR-104",30.66666667,18.2,37.83333333,47.76666667,22.5,26.3,23.5,29.5380952385714,5,3,123,5,3,"LC-102","16-20",0.665,"POLYGON ((484175.5046170501 4937302.9960714, 484175.49656794773 4937303.017164659, 484175.4909530867 4937303.03924749, 484175.4877965107 4937303.062225334, 484175.4871117366 4937303.085999795, 484175.4889016968 4937303.1104690675, 484175.4931587265 4937303.135528369, 484175.49986459623 4937303.161070393, 484175.5089905905 4937303.186985763, 484175.5204976305 4937303.213163508, 484175.53433644125 4937303.23949153, 484175.5504477628 4937303.265857086, 484175.5687626041 4937303.292147278, 484175.5892025381 4937303.3182495255, 484175.61168003787 4937303.344052054, 484175.63609885133 4937303.369444375, 484175.66235441336 4937303.394317754, 484175.6903342936 4937303.418565678, 484175.719918678 4937303.442084316, 484175.7509808815 4937303.464772957, 484175.7833878912 4937303.486534444, 484175.81700093515 4937303.50727559, 484175.8516760772 4937303.52690758, 484175.887264833 4937303.545346346, 484175.9236148061 4937303.562512931, 484175.96057034034 4937303.578333825, 484175.9979731864 4937303.592741279, 484176.03566317965 4937303.605673601, 484176.07347892557 4937303.617075409, 484176.1112584915 4937303.626897882, 484176.1488400995 4937303.6350989565, 484176.18606281927 4937303.641643516, 484176.22276725754 4937303.646503534, 484176.2587962402 4937303.6496582, 484176.2939954856 4937303.651094006, 484176.3282142651 4937303.650804803, 484176.3613060489 4937303.648791828, 484176.3931291326 4937303.645063704, 484176.42354724504 4937303.639636392, 484176.4524301311 4937303.632533135, 484176.47965410986 4937303.623784348, 484176.5051026041 4937303.613427497, 484176.52866663947 4937303.601506932, 484176.55024531105 4937303.588073695, 484176.56974621577 4937303.573185313, 484176.58708584774 4937303.556905538, 484176.60218995594 4937303.539304083, 484176.6149938623 4937303.520456322, 484176.62544273847 4937303.500442961, 484176.63349184085 4937303.479349703, 484176.6391067019 4937303.457266871, 484176.6422632779 4937303.434289027, 484176.642948052 4937303.410514566, 484176.6411580918 4937303.386045294, 484176.6369010621 4937303.3609859925, 484176.63019519235 4937303.335443968, 484176.62106919807 4937303.309528599, 484176.60956215806 4937303.283350853, 484176.59572334733 4937303.257022832, 484176.57961202576 4937303.230657276, 484176.5612971845 4937303.2043670835, 484176.5408572505 4937303.178264836, 484176.5183797507 4937303.152462307, 484176.49396093725 4937303.127069986, 484176.4677053752 4937303.102196608, 484176.439725495 4937303.077948683, 484176.4101411106 4937303.054430045, 484176.3790789071 4937303.031741404, 484176.3466718974 4937303.009979918, 484176.31305885344 4937302.989238772, 484176.2783837114 4937302.969606781, 484176.24279495556 4937302.951168016, 484176.2064449825 4937302.93400143, 484176.16948944825 4937302.9181805365, 484176.1320866022 4937302.903773082, 484176.09439660894 4937302.89084076, 484176.056580863 4937302.879438953, 484176.01880129706 4937302.86961648, 484175.98121968907 4937302.861415405, 484175.9439969693 4937302.854870846, 484175.90729253105 4937302.850010827, 484175.8712635484 4937302.846856161, 484175.836064303 4937302.845420355, 484175.80184552347 4937302.845709559, 484175.7687537397 4937302.847722533, 484175.736930656 4937302.8514506575, 484175.70651254355 4937302.85687797, 484175.6776296575 4937302.863981226, 484175.6504056787 4937302.872730013, 484175.6249571845 4937302.883086864, 484175.6013931491 4937302.89500743, 484175.57981447753 4937302.908440666, 484175.5603135728 4937302.923329049, 484175.54297394084 4937302.9396088235, 484175.52786983264 4937302.957210278, 484175.5150659263 4937302.97605804, 484175.5046170501 4937302.9960714))",0.196561013,0.082901755,0.303493992,0.083196281,0.154579265,0.055269232,0.444032567,0.094950253,0.525944125,0.092035219,0.123305854,0.041114759,0.332784468,0.087226899,0.58884754,0.126707352,0.415406094,0.128224597,-0.386001956,0.11696901,0.490662482,0.124706831,-0.088017423,0.071627443,0.196840922,0.087140366,0.393139419,0.10135106,0.443526565,0.109888478,0.384324433,0.106911364,0.52078887,0.28666867,-0.154133079,0.116907309,75,122,5,3,"LC-102","16-20",0.665,"POLYGON ((484175.5046170501 4937302.9960714, 484175.49656794773 4937303.017164659, 484175.4909530867 4937303.03924749, 484175.4877965107 4937303.062225334, 484175.4871117366 4937303.085999795, 484175.4889016968 4937303.1104690675, 484175.4931587265 4937303.135528369, 484175.49986459623 4937303.161070393, 484175.5089905905 4937303.186985763, 484175.5204976305 4937303.213163508, 484175.53433644125 4937303.23949153, 484175.5504477628 4937303.265857086, 484175.5687626041 4937303.292147278, 484175.5892025381 4937303.3182495255, 484175.61168003787 4937303.344052054, 484175.63609885133 4937303.369444375, 484175.66235441336 4937303.394317754, 484175.6903342936 4937303.418565678, 484175.719918678 4937303.442084316, 484175.7509808815 4937303.464772957, 484175.7833878912 4937303.486534444, 484175.81700093515 4937303.50727559, 484175.8516760772 4937303.52690758, 484175.887264833 4937303.545346346, 484175.9236148061 4937303.562512931, 484175.96057034034 4937303.578333825, 484175.9979731864 4937303.592741279, 484176.03566317965 4937303.605673601, 484176.07347892557 4937303.617075409, 484176.1112584915 4937303.626897882, 484176.1488400995 4937303.6350989565, 484176.18606281927 4937303.641643516, 484176.22276725754 4937303.646503534, 484176.2587962402 4937303.6496582, 484176.2939954856 4937303.651094006, 484176.3282142651 4937303.650804803, 484176.3613060489 4937303.648791828, 484176.3931291326 4937303.645063704, 484176.42354724504 4937303.639636392, 484176.4524301311 4937303.632533135, 484176.47965410986 4937303.623784348, 484176.5051026041 4937303.613427497, 484176.52866663947 4937303.601506932, 484176.55024531105 4937303.588073695, 484176.56974621577 4937303.573185313, 484176.58708584774 4937303.556905538, 484176.60218995594 4937303.539304083, 484176.6149938623 4937303.520456322, 484176.62544273847 4937303.500442961, 484176.63349184085 4937303.479349703, 484176.6391067019 4937303.457266871, 484176.6422632779 4937303.434289027, 484176.642948052 4937303.410514566, 484176.6411580918 4937303.386045294, 484176.6369010621 4937303.3609859925, 484176.63019519235 4937303.335443968, 484176.62106919807 4937303.309528599, 484176.60956215806 4937303.283350853, 484176.59572334733 4937303.257022832, 484176.57961202576 4937303.230657276, 484176.5612971845 4937303.2043670835, 484176.5408572505 4937303.178264836, 484176.5183797507 4937303.152462307, 484176.49396093725 4937303.127069986, 484176.4677053752 4937303.102196608, 484176.439725495 4937303.077948683, 484176.4101411106 4937303.054430045, 484176.3790789071 4937303.031741404, 484176.3466718974 4937303.009979918, 484176.31305885344 4937302.989238772, 484176.2783837114 4937302.969606781, 484176.24279495556 4937302.951168016, 484176.2064449825 4937302.93400143, 484176.16948944825 4937302.9181805365, 484176.1320866022 4937302.903773082, 484176.09439660894 4937302.89084076, 484176.056580863 4937302.879438953, 484176.01880129706 4937302.86961648, 484175.98121968907 4937302.861415405, 484175.9439969693 4937302.854870846, 484175.90729253105 4937302.850010827, 484175.8712635484 4937302.846856161, 484175.836064303 4937302.845420355, 484175.80184552347 4937302.845709559, 484175.7687537397 4937302.847722533, 484175.736930656 4937302.8514506575, 484175.70651254355 4937302.85687797, 484175.6776296575 4937302.863981226, 484175.6504056787 4937302.872730013, 484175.6249571845 4937302.883086864, 484175.6013931491 4937302.89500743, 484175.57981447753 4937302.908440666, 484175.5603135728 4937302.923329049, 484175.54297394084 4937302.9396088235, 484175.52786983264 4937302.957210278, 484175.5150659263 4937302.97605804, 484175.5046170501 4937302.9960714))","big",408,0.727290494,"16-20",829.6270659648,2926.08,19,1129.75811553603,3108.96,21.51,"large",154.004210526316,144.535564853556,-0.234649873153571
