flashId,time,date,lciSerialNumber,lcpSerialNumber,lcfSerialNumber,Fm,Fo,Fv/Fm,Fm',Fs,PhiPS2,LightIntensity
,HHMMSS,YYYYMMDD,,,,,,,,,,umol+1m-2s-1
PSF-00336_20220922062015,06:20:15,2022-09-22,PFA-00364,PSA-00381,PSF-00336,477.677826,88.482498,0.814765,0.000000,0.000000,0.000000,1.363278

TIME,FLR,PAR
s,,umol+1m-2s-1
0.000000,250.702148,5999.925293
0.010000,355.279694,5999.925293
0.020000,397.976868,5999.925293
0.030000,415.896881,5999.925293
0.040000,421.488770,5999.925293
0.050000,423.963196,5999.925293
0.060000,425.803528,5999.925293
0.070000,427.621368,5999.925293
0.080000,429.623016,5999.925293
0.090000,431.812408,5999.925293
0.100000,434.305420,5999.925293
0.110000,437.049164,5999.925293
0.120000,440.053223,5999.925293
0.130000,443.256134,5999.925293
0.140000,446.518066,5999.925293
0.150000,449.789276,5999.925293
0.160000,453.009003,5999.925293
0.170000,456.098907,5999.925293
0.180000,458.996765,5999.925293
0.190000,461.607452,5999.925293
0.200000,464.037903,5999.925293
0.210000,466.150055,5999.925293
0.220000,468.061554,5999.925293
0.230000,469.724884,5999.925293
0.240000,471.206543,5999.925293
0.250000,472.461090,5999.925293
0.260000,473.551147,5999.925293
0.270000,474.464905,5999.925293
0.280000,475.225220,5999.925293
0.290000,475.841034,5999.925293
0.300000,476.349243,5999.925293
0.310000,476.739777,5999.925293
0.320000,477.060913,5999.925293
0.330000,477.304810,5999.925293
0.340000,477.467194,5999.925293
0.350000,477.591980,5999.925293
0.360000,477.652435,5999.925293
0.370000,477.677826,5999.925293
0.380000,477.658875,5999.925293
0.390000,477.609528,5999.925293
0.400000,477.552307,5999.925293
0.410000,477.447144,5999.925293
0.420000,477.355591,5999.925293
0.430000,477.246887,5999.925293
0.440000,477.135651,5999.925293
0.450000,477.035156,5999.925293
0.460000,476.928955,5999.925293
0.470000,476.838104,5999.925293
0.480000,476.726898,5999.925293
0.490000,476.626740,5999.925293
0.500000,476.514099,5999.925293
0.510000,476.406464,5999.925293
0.520000,476.292023,5999.925293
0.530000,476.170776,5999.925293
0.540000,476.029510,5999.925293
0.550000,475.892914,5999.925293
0.560000,475.774536,5999.925293
0.570000,475.644348,5999.925293
0.580000,475.504150,5999.925293
0.590000,475.369690,5999.925293
0.600000,475.258118,5999.925293
0.610000,475.110046,5999.925293
0.620000,474.985962,5999.925293
0.630000,474.842560,5999.925293
0.640000,474.722748,5999.925293
0.650000,474.581848,5999.925293
0.660000,474.468475,5999.925293
0.670000,474.341522,5999.925293
0.680000,474.215973,5999.925293
0.690000,474.075073,5999.925293
0.700000,473.978149,5999.925293
0.710000,473.847626,5999.925293
0.720000,473.733887,5999.925293
0.730000,473.598358,5999.925293
0.740000,473.469971,5999.925293
0.750000,473.330841,5999.925293
0.760000,473.184570,5999.925293
0.770000,473.052277,5999.925293
0.780000,472.903503,5999.925293
0.790000,472.778320,5999.925293
