row,column,ID,SPAD1,SPAD2,SPAD3,SPADavg
1,52,LCOR-1041,,,,#DIV/0!
2,52,LCOR-1218,,,,#DIV/0!
3,52,LCOR-389,38.9,38.3,41.8,39.66666667
4,52,LCOR-246,40,41.3,39.7,40.33333333
5,52,LCOR-1050,,,,#DIV/0!
6,52,LCOR-430,43.7,39.8,39,40.83333333
7,52,LCOR-465,40,42,40.7,40.9
8,52,LCOR-1117,,,,#DIV/0!
9,52,LCOR-183,37.4,37,37,37.13333333
10,52,LCOR-1096,,,,#DIV/0!
11,52,LCOR-317,31.3,33.8,33,32.7
12,52,LCOR-215,36.6,38.9,37.7,37.73333333
13,52,LCOR-187,44,43.4,43.1,43.5
14,52,LCOR-1220,,,,#DIV/0!
15,52,LCOR-576,39,40.6,43,40.86666667
16,52,LCOR-1243,,,,#DIV/0!
1,53,LCOR-1065,,,,#DIV/0!
2,53,LCOR-1230,,,,#DIV/0!
3,53,LCOR-288,46.3,44.7,40.5,43.83333333
4,53,LCOR-407,35.6,36.3,41.8,37.9
5,53,LCOR-580,40.2,40.6,41.3,40.7
6,53,LCOR-566,41.7,42.6,41.9,42.06666667
7,53,LCOR-097,41.5,41.6,42.7,41.93333333
8,53,LCOR-1194,,,,#DIV/0!
9,53,LCOR-592,37.3,41.3,41.3,39.96666667
10,53,LCOR-451,43.2,43.6,45.5,44.1
11,53,LCOR-597,44.4,43.6,44.6,44.2
12,53,LCOR-1031,,,,#DIV/0!
13,53,LCOR-050,47.1,45.5,43.9,45.5
14,53,LCOR-444,40.9,37.6,44.5,41
15,53,LCOR-1032,,,,#DIV/0!
16,53,LCOR-1208,,,,#DIV/0!
1,54,LCOR-1074,,,,#DIV/0!
2,54,LCOR-590,35.6,36.6,35,35.73333333
3,54,LCOR-038,39.1,40.9,36.3,38.76666667
4,54,LCOR-1038,,,,#DIV/0!
5,54,LCOR-205,38.5,35.4,38.7,37.53333333
6,54,LCOR-1138,,,,#DIV/0!
7,54,LCOR-1252,,,,#DIV/0!
8,54,LCOR-1182,,,,#DIV/0!
9,54,LCOR-1107,,,,#DIV/0!
10,54,LCOR-1123,,,,#DIV/0!
11,54,LCOR-1133,,,,#DIV/0!
12,54,LCOR-1179,,,,#DIV/0!
13,54,LCOR-1190,,,,#DIV/0!
14,54,LCOR-1013,,,,#DIV/0!
15,54,LCOR-1251,,,,#DIV/0!
16,54,LCOR-1045,,,,#DIV/0!
1,55,LCOR-1084,,,,#DIV/0!
2,55,LCOR-1176,,,,#DIV/0!
3,55,LCOR-1055,,,,#DIV/0!
4,55,LCOR-1067,,,,#DIV/0!
5,55,LCOR-1146,,,,#DIV/0!
6,55,LCOR-1036,,,,#DIV/0!
7,55,LCOR-1157,,,,#DIV/0!
8,55,LCOR-1184,,,,#DIV/0!
9,55,LCOR-1232,,,,#DIV/0!
10,55,LCOR-1258,,,,#DIV/0!
11,55,LCOR-1012,,,,#DIV/0!
12,55,LCOR-1109,,,,#DIV/0!
13,55,LCOR-1000,,,,#DIV/0!
14,55,LCOR-1125,,,,#DIV/0!
15,55,LCOR-1130,,,,#DIV/0!
16,55,LCOR-1195,,,,#DIV/0!
