"","X","row","column","ID","event","event_short","construct","construct2","block","H49","H144","H299","H335","H357","H385","H421","H497","D49","D144","D299","D335","D357","D385","D421","D497","V49","V144","V299","V335","V357","V385","V421","V497","V49_cm","V144_cm","V299_cm","V335_cm","V357_cm","V385_cm","V421_cm","V497_cm","event2"
"289",289,4,25,"LCOR-606","LC-102 13-15E","13-15E","LC-102","transgenic","large",1206.5,1372.5,1386.84,1688.592,1981.2,2392.68,2956.56,2956.56,9.652,10,10,14,16,18,20.5,22,112398.871976,137250,138684,330964.032,507187.2,775228.32,1242494.34,1430975.04,112.398871976,137.25,138.684,330.964032,507.1872,775.22832,1242.49434,1430.97504,"LC-102 13-15E"
"290",290,5,25,"LCOR-022","LC-102 4B","4B","LC-102","transgenic","large",1511.3,1616.5,1618.488,1938.528,2270.76,2758.44,3550.92,3627.12,10.414,11,11,14,16,19,24,25,163902.5947748,195596.5,195837.048,379951.488,581314.56,995796.84,2045329.92,2266950,163.9025947748,195.5965,195.837048,379.951488,581.31456,995.79684,2045.32992,2266.95,"LC-102 4B"
"291",291,6,25,"LCOR-434","LC-102 4B","4B","LC-102","transgenic","large",1435.1,1647,1719.072,2426.208,2560.32,3124.2,3886.2,3901.44,10.668,12,12,17,20,23,27,27,163323.3120624,237168,247546.368,701174.112,1024128,1652701.8,2833039.8,2844149.76,163.3233120624,237.168,247.546368,701.174112,1024.128,1652.7018,2833.0398,2844.14976,"LC-102 4B"
"292",292,7,25,"LCOR-160","LC-102 5A","5A","LC-102","transgenic","large",1651,1891,1959.864,2206.752,2590.8,3185.16,4053.84,4145.28,12.192,12.192,13,16.5,20,22,27.5,28,245412.670464,281087.437824,331217.016,600788.232,1036320,1541617.44,3065716.5,3249899.52,245.412670464,281.087437824,331.217016,600.788232,1036.32,1541.61744,3065.7165,3249.89952,"LC-102 5A"
"293",293,8,25,"LCOR-199","CT717 3","CT3","Control","control","large",1397,1464,1464,1700.784,1950.72,2316.48,2910.84,2926.08,10.16,10.16,10.16,14,15,18,20.5,21,144206.1632,151122.2784,151122.2784,333353.664,438912,750539.52,1223280.51,1290401.28,144.2061632,151.1222784,151.1222784,333.353664,438.912,750.53952,1223.28051,1290.40128,"CT717 3"
"294",294,9,25,"LCOR-506","LC-102 16-20","16-20","Escape","control","large",1422.4,1479.25,1520.952,1816.608,2148.84,2560.32,3169.92,3169.92,8.89,10,10,12.5,15,16,18.5,20,112415.25904,147925,152095.2,283845,483489,655441.92,1084905.12,1267968,112.41525904,147.925,152.0952,283.845,483.489,655.44192,1084.90512,1267.968,"escape"
"295",295,10,25,"LCOR-049","LC-102 1","1","LC-102","transgenic","large",1346.2,1616.5,1703.832,2036.064,2377.44,2849.88,3596.64,3627.12,9.144,10,11,14.5,17,20,23,24,112559.4652032,161650,206163.672,428082.456,687080.16,1139952,1902622.56,2089221.12,112.5594652032,161.65,206.163672,428.082456,687.08016,1139.952,1902.62256,2089.22112,"LC-102 1"
"296",296,11,25,"LCOR-065","LC-102 2H","2H","LC-102","transgenic","large",1587.5,1830,1868.424,2170.176,2499.36,2773.68,3383.28,3444.24,10.668,12,12,17.5,21,22,25,25,180667.3806,263520,269053.056,664616.4,1102217.76,1342461.12,2114550,2152650,180.6673806,263.52,269.053056,664.6164,1102.21776,1342.46112,2114.55,2152.65,"LC-102 2H"
"297",297,12,25,"LCOR-055","LC-102 1","1","LC-102","transgenic","large",1498.6,1891,1962.912,2346.96,2834.64,3337.56,4038.6,4053.84,10.668,12,13,19,23,25,27,29,170550.0072864,272304,331732.128,847252.56,1499524.56,2085975,2944139.4,3409279.44,170.5500072864,272.304,331.732128,847.25256,1499.52456,2085.975,2944.1394,3409.27944,"LC-102 1"
"298",298,13,25,"LCOR-448","LC-102 1","1","LC-102","transgenic","large",1346.2,1509.75,1542.288,1828.8,2133.6,2529.84,3200.4,3291.84,9.144,10,10,15,17.5,19,22,23,112559.4652032,150975,154228.8,411480,653415,913272.24,1548993.6,1741383.36,112.5594652032,150.975,154.2288,411.48,653.415,913.27224,1548.9936,1741.38336,"LC-102 1"
"299",299,14,25,"LCOR-379","LC-102 7","7","LC-102","transgenic","large",1485.9,1738.5,1801.368,2133.6,2529.84,3108.96,3947.16,4053.84,10.668,12,12,17,20,23,27,27,169104.6682416,250344,259396.992,616610.4,1011936,1644639.84,2877479.64,2955249.36,169.1046682416,250.344,259.396992,616.6104,1011.936,1644.63984,2877.47964,2955.24936,"LC-102 7"
"300",300,15,25,"LCOR-301","LC-102 13-15E","13-15E","LC-102","transgenic","large",914.4,1189.5,1286.256,1712.976,2118.36,2682.24,3520.44,3627.12,7.366,8,8,14,16.5,18,23,23,49613.4749664,76128,82320.384,335743.296,576723.51,869045.76,1862312.76,1918746.48,49.6134749664,76.128,82.320384,335.743296,576.72351,869.04576,1862.31276,1918.74648,"LC-102 13-15E"
"301",301,1,26,"LCOR-462","LC-102 2H","2H","LC-102","transgenic","large",1092.2,1189.5,1222.248,1530.096,1828.8,2225.04,2834.64,2895.6,9.144,10,10,12.7,14,15,19.5,21,91321.8302592,118950,122224.8,246789.18384,358444.8,500634,1077871.86,1276959.6,91.3218302592,118.95,122.2248,246.78918384,358.4448,500.634,1077.87186,1276.9596,"LC-102 2H"
"302",302,2,26,"LCOR-293","LC-102 8-9D","8-9D","Escape","control","large",1524,1708,1737.36,2048.256,2392.68,2926.08,3733.8,3870.96,10.922,12,12,16.7,20,23,29,29,181798.088016,245952,250179.84,571238.11584,957072,1547896.32,3140125.8,3255477.36,181.798088016,245.952,250.17984,571.23811584,957.072,1547.89632,3140.1258,3255.47736,"escape"
"303",303,3,26,"LCOR-605","LC-102 13-15E","13-15E","LC-102","transgenic","large",1066.8,1098,1203.96,1584.96,1935.48,2225.04,3063.24,3063.24,9.144,10,10,13.5,15,17,21,21,89198.0667648,109800,120396,288858.96,435483,643036.56,1350888.84,1350888.84,89.1980667648,109.8,120.396,288.85896,435.483,643.03656,1350.88884,1350.88884,"LC-102 13-15E"
"304",304,4,26,"LCOR-170","LC-102 1C","1C","LC-102","transgenic","large",1638.3,1799.5,1898.904,2225.04,2621.28,3185.16,3886.2,3901.44,11.43,12,12,17,20,23,27,28,214035.53967,259128,273442.176,643036.56,1048512,1684949.64,2833039.8,3058728.96,214.03553967,259.128,273.442176,643.03656,1048.512,1684.94964,2833.0398,3058.72896,"LC-102 1C"
"305",305,5,26,"LCOR-487","LC-102 1C","1C","LC-102","transgenic","large",1511.3,1769,1847.088,2255.52,2727.96,3124.2,3810,3870.96,11.43,13,13,19,22,24,27,27,197443.63737,298961,312157.872,814242.72,1320332.64,1799539.2,2777490,2821929.84,197.44363737,298.961,312.157872,814.24272,1320.33264,1799.5392,2777.49,2821.92984,"LC-102 1C"
"306",306,6,26,"LCOR-278","LC-102 5C","5C","LC-102","transgenic","large",1346.2,1403,1435.608,1755.648,2103.12,2621.28,3413.76,3505.2,9.144,9.144,9.144,13,16,18,24,25,112559.4652032,117308.668608,120035.112703488,296704.512,538398.72,849294.72,1966325.76,2190750,112.5594652032,117.308668608,120.035112703488,296.704512,538.39872,849.29472,1966.32576,2190.75,"LC-102 5C"
"307",307,7,26,"LCOR-613","LC-102 13-15E","13-15E","LC-102","transgenic","large",1143,1281,1322.832,1645.92,1981.2,2377.44,3139.44,3200.4,8.636,10,10,12.5,15,16,21,22,85245.506928,128100,132283.2,257175,445770,608624.64,1384493.04,1548993.6,85.245506928,128.1,132.2832,257.175,445.77,608.62464,1384.49304,1548.9936,"LC-102 13-15E"
"308",308,8,26,"LCOR-300","LC-102 13-15E","13-15E","LC-102","transgenic","large",1143,1372.5,1438.656,1828.8,2148.84,2499.36,3002.28,3017.52,9.144,10,10,14,15,17,19,20,95569.357248,137250,143865.6,358444.8,483489,722315.04,1083823.08,1207008,95.569357248,137.25,143.8656,358.4448,483.489,722.31504,1083.82308,1207.008,"LC-102 13-15E"
"309",309,9,26,"LCOR-341","CT717 3","CT3","Control","control","large",1219.2,1296.25,1298.448,1524,1722.12,2133.6,2865.12,2865.12,8.128,9,10,11.5,12.5,15,19,20,80545.6969728,104996.25,129844.8,201549,269081.25,480060,1034308.32,1146048,80.5456969728,104.99625,129.8448,201.549,269.08125,480.06,1034.30832,1146.048,"CT717 3"
"310",310,10,26,"LCOR-095","LC-102 8-9D","8-9D","Escape","control","large",863.5999999,1006.5,1057.656,1341.12,1645.92,1950.72,2529.84,2529.84,6.35,8,8,10,12,13,15,16,34822.5109959677,64416,67689.984,134112,237012.48,329671.68,569214,647639.04,34.8225109959677,64.416,67.689984,134.112,237.01248,329.67168,569.214,647.63904,"escape"
"311",311,11,26,"LCOR-361","LC-102 1","1","LC-102","transgenic","large",1219.2,1250.5,1283.208,1572.768,1859.28,2240.28,2926.08,2987.04,8.128,9,9,11.5,13,15,19,19,80545.6969728,101290.5,103939.848,207998.568,314218.32,504063,1056314.88,1078321.44,80.5456969728,101.2905,103.939848,207.998568,314.21832,504.063,1056.31488,1078.32144,"LC-102 1"
"312",312,12,26,"LCOR-387","LC-102 7","7","LC-102","transgenic","large",1066.8,1250.5,1328.928,1755.648,2194.56,2697.48,3489.96,3566.16,8.636,10,10,15,17,19,23,23,79562.4731328,125050,132892.8,395020.8,634227.84,973790.28,1846188.84,1886498.64,79.5624731328,125.05,132.8928,395.0208,634.22784,973.79028,1846.18884,1886.49864,"LC-102 7"
"313",313,13,26,"LCOR-356","LC-102 1","1","LC-102","transgenic","large",889.0000001,1067.5,1173.48,1645.92,2087.88,2529.84,3139.44,3230.88,8.128,9,9,14,16,17,21,22,58731.2373826064,86467.5,95051.88,322600.32,534497.28,731123.76,1384493.04,1563745.92,58.7312373826064,86.4675,95.05188,322.60032,534.49728,731.12376,1384.49304,1563.74592,"LC-102 1"
"314",314,14,26,"LCOR-484","LC-102 1C","1C","LC-102","transgenic","large",1270,1372.5,1438.656,1792.224,2148.84,2590.8,3291.84,3413.76,8.382,9,10,14,16,17,21,21,89227.56348,111172.5,143865.6,351275.904,550103.04,748741.2,1451701.44,1505468.16,89.22756348,111.1725,143.8656,351.275904,550.10304,748.7412,1451.70144,1505.46816,"LC-102 1C"
"315",315,15,26,"LCOR-508","LC-102 16-20","16-20","Escape","control","large",965.2000001,1250.5,1301.496,1706.88,2148.84,2773.68,3688.08,3840.48,9.398,11,11,14.5,18,21,26,28,85248.7843496322,151310.5,157481.016,358871.52,696224.16,1223192.88,2493142.08,3010936.32,85.2487843496322,151.3105,157.481016,358.87152,696.22416,1223.19288,2493.14208,3010.93632,"escape"
"316",316,1,27,"LCOR-533","LC-102 4A","4A","LC-102","transgenic","large",977.8999999,1067.5,1094.232,1481.328,1813.56,2270.76,3063.24,3139.44,8.89,9,9,13,16,17,23,23,77285.4905820968,86467.5,88632.792,250344.432,464271.36,656249.64,1620453.96,1660763.76,77.2854905820968,86.4675,88.632792,250.344432,464.27136,656.24964,1620.45396,1660.76376,"LC-102 4A"
"317",317,2,27,"LCOR-441","LC-102 1","1","LC-102","transgenic","large",1511.3,1708,1783.08,2133.6,2529.84,3078.48,3825.24,3901.44,10.414,12,12,16.5,20,23,28,29,163902.5947748,245952,256763.52,580872.6,1011936,1628515.92,2998988.16,3281111.04,163.9025947748,245.952,256.76352,580.8726,1011.936,1628.51592,2998.98816,3281.11104,"LC-102 1"
"318",318,4,27,"LCOR-399","LC-102 1C","1C","LC-102","transgenic","large",1701.8,1860.5,1886.712,2194.56,2545.08,3048,3749.04,3749.04,11.938,13,13,17,20,22,26,27,242533.4633192,314424.5,318854.328,634227.84,1018032,1475232,2534351.04,2733050.16,242.5334633192,314.4245,318.854328,634.22784,1018.032,1475.232,2534.35104,2733.05016,"LC-102 1C"
"319",319,7,27,"LCOR-197","CT717 3","CT3","Control","control","large",965.2000001,976,1018.032,1371.6,1706.88,2148.84,2941.32,3017.52,8.89,8.89,8.89,9,12,14,19,19,76281.7829279032,77135.3296,80457.2068272,111099.6,245790.72,421172.64,1061816.52,1089324.72,76.2817829279032,77.1353296,80.4572068272,111.0996,245.79072,421.17264,1061.81652,1089.32472,"CT717 3"
"320",320,8,27,"LCOR-373","LC-102 5","5","LC-102","transgenic","large",723.9,945.5,1027.176,1310.64,1600.2,1965.96,2880.36,2956.56,6.858,8,8,10.5,12,13,18.5,21,34046.5835196,60512,65739.264,144498.06,230428.8,332247.24,985803.21,1303842.96,34.0465835196,60.512,65.739264,144.49806,230.4288,332.24724,985.80321,1303.84296,"LC-102 5"
"321",321,9,27,"LCOR-206","CT717 3","CT3","Control","control","large",1041.4,1220,1234.44,1627.632,1965.96,2362.2,3048,3048,8.128,9,9,13,15,16,18.5,19,68799.4494976,98820,99989.64,275069.808,442341,604723.2,1043178,1100328,68.7994494976,98.82,99.98964,275.069808,442.341,604.7232,1043.178,1100.328,"CT717 3"
"322",322,10,27,"LCOR-322","LC-102 16-20","16-20","Escape","control","large",1117.6,1403,1411.224,1737.36,2072.64,2545.08,3352.8,3413.76,9.144,11,11,14,17,19,24,27,93445.5937536,169763,170758.104,340522.56,598992.96,918773.88,1931212.8,2488631.04,93.4455937536,169.763,170.758104,340.52256,598.99296,918.77388,1931.2128,2488.63104,"escape"
"323",323,11,27,"LCOR-048","LC-102 1","1","LC-102","transgenic","large",1143,1189.5,1264.92,1572.768,1905,2346.96,3154.68,3261.36,7.62,8,8,11,12,15,21,21,66367.6092,76128,80954.88,190304.928,274320,528066,1391213.88,1438259.76,66.3676092,76.128,80.95488,190.304928,274.32,528.066,1391.21388,1438.25976,"LC-102 1"
"324",324,12,27,"LCOR-175","LC-102 1C","1C","LC-102","transgenic","large",965.2000001,1250.5,1322.832,1725.168,2164.08,2712.72,3611.88,3810,7.62,9,9,14,16,19,26,26,56043.7588858064,101290.5,107149.392,338132.928,554004.48,979291.92,2441630.88,2575560,56.0437588858064,101.2905,107.149392,338.132928,554.00448,979.29192,2441.63088,2575.56,"LC-102 1C"
"325",325,13,27,"LCOR-295","LC-102 13-15E","13-15E","LC-102","transgenic","large",1422.4,1433.5,1469.136,1767.84,2148.84,2545.08,3215.64,3230.88,8.636,10,10,13.5,15,17,20,21,106083.2975104,143350,146913.6,322188.84,483489,735528.12,1286256,1424818.08,106.0832975104,143.35,146.9136,322.18884,483.489,735.52812,1286.256,1424.81808,"LC-102 13-15E"
"326",326,14,27,"LCOR-388","LC-102 7","7","LC-102","transgenic","large",1041.4,1250.5,1267.968,1688.592,2118.36,2529.84,3291.84,3352.8,8.128,9,9,13,15,17,21.5,21.5,68799.4494976,101290.5,102705.408,285372.048,476631,731123.76,1521653.04,1549831.8,68.7994494976,101.2905,102.705408,285.372048,476.631,731.12376,1521.65304,1549.8318,"LC-102 7"
"327",327,15,27,"LCOR-429","LC-102 4B","4B","LC-102","transgenic","large",1346.2,1616.5,1670.304,2023.872,2331.72,2819.4,3413.76,3444.24,9.144,11,11,15,17,19,22.5,24,112559.4652032,195596.5,202106.784,455371.2,673867.08,1017803.4,1728216,1983882.24,112.5594652032,195.5965,202.106784,455.3712,673.86708,1017.8034,1728.216,1983.88224,"LC-102 4B"
"328",328,1,28,"LCOR-537","LC-102 4A","4A","LC-102","transgenic","large",1092.2,1372.5,1386.84,1645.92,1920.24,2301.24,3002.28,3108.96,8.128,10,10,12.5,14,16,21,23,72155.5202048,137250,138684,257175,376367.04,589117.44,1324005.48,1644639.84,72.1555202048,137.25,138.684,257.175,376.36704,589.11744,1324.00548,1644.63984,"LC-102 4A"
"329",329,2,28,"LCOR-276","LC-102 5C","5C","LC-102","transgenic","large",685.8,685.8,697.992,944.88,1143,1493.52,2194.56,2316.48,4.826,4.826,5,6.9,8,9,15,15,15972.4712808,15972.4712808,17449.8,44985.7368,73152,120975.12,493776,521208,15.9724712808,15.9724712808,17.4498,44.9857368,73.152,120.97512,493.776,521.208,"LC-102 5C"
"330",330,3,28,"LCOR-086","LC-102 8-9D","8-9D","Escape","control","large",698.5000001,701.5,795.528,1066.8,1295.4,1554.48,2194.56,2255.52,5.334,6,7,8,11,11,14,15,19873.4118688452,25254,38980.872,68275.2,156743.4,188092.08,430133.76,507492,19.8734118688452,25.254,38.980872,68.2752,156.7434,188.09208,430.13376,507.492,"escape"
"331",331,4,28,"LCOR-425","LC-102 4B","4B","LC-102","transgenic","large",1244.6,1372.5,1417.32,1755.648,2087.88,2529.84,3322.32,3413.76,9.144,11,11,14,16.5,18,23,23,104064.4112256,166072.5,171495.72,344107.008,568425.33,819668.16,1757507.28,1805879.04,104.0644112256,166.0725,171.49572,344.107008,568.42533,819.66816,1757.50728,1805.87904,"LC-102 4B"
"332",332,6,28,"LCOR-227","LC-102 4A","4A","LC-102","transgenic","large",1295.4,1372.5,1399.032,1621.536,1905,2331.72,3093.72,3169.92,8.382,9,9,11.5,13,15,20.5,21,91012.1147496,111172.5,113321.592,214448.136,321945,524637,1300135.83,1397934.72,91.0121147496,111.1725,113.321592,214.448136,321.945,524.637,1300.13583,1397.93472,"LC-102 4A"
"333",333,8,28,"LCOR-128","LC-102 5","5","LC-102","transgenic","large",1485.9,1586,1655.064,1950.72,2301.24,2834.64,3596.64,3657.6,10.668,12,12,15,18,20,23,24,169104.6682416,228384,238329.216,438912,745601.76,1133856,1902622.56,2106777.6,169.1046682416,228.384,238.329216,438.912,745.60176,1133.856,1902.62256,2106.7776,"LC-102 5"
"334",334,9,28,"LCOR-551","LC-102 7","7","LC-102","transgenic","large",1117.6,1189.5,1261.872,1627.632,2042.16,2575.56,3413.76,3535.68,8.382,10,10,13,16,18,22.5,24,78520.2558624,118950,126187.2,275069.808,522792.96,834481.44,1728216,2036551.68,78.5202558624,118.95,126.1872,275.069808,522.79296,834.48144,1728.216,2036.55168,"LC-102 7"
"335",335,10,28,"LCOR-337","CT717 3","CT3","Control","control","large",1270,1464,1520.952,1816.608,2133.6,2606.04,3322.32,3413.76,8.636,10,10,14,16,18,22.5,22.5,94717.22992,146400,152095.2,356055.168,546201.6,844356.96,1681924.5,1728216,94.71722992,146.4,152.0952,356.055168,546.2016,844.35696,1681.9245,1728.216,"CT717 3"
"336",336,11,28,"LCOR-096","LC-102 8-9D","8-9D","Escape","control","large",977.8999999,977.8999999,1109.472,1511.808,1859.28,2209.8,3032.76,3078.48,7.366,8,8,12,15,16,22,23,53058.8551669742,62585.5999936,71006.208,217700.352,418338,565708.8,1467855.84,1628515.92,53.0588551669742,62.5855999936,71.006208,217.700352,418.338,565.7088,1467.85584,1628.51592,"escape"
"337",337,12,28,"LCOR-405","LC-102 1C","1C","LC-102","transgenic","large",1435.1,1677.5,1776.984,2121.408,2529.84,3078.48,3825.24,3992.88,12.192,12.192,12.192,17,21,23,27,27,213320.2443264,249351.75936,264139.545010176,613086.912,1115659.44,1628515.92,2788599.96,2910809.52,213.3202443264,249.35175936,264.139545010176,613.086912,1115.65944,1628.51592,2788.59996,2910.80952,"LC-102 1C"
"338",338,13,28,"LCOR-559","LC-102 7","7","LC-102","transgenic","large",1651,1830,1926.336,2255.52,2651.76,3108.96,3581.4,3581.4,11.43,13,13,18,21,22,23,23,215694.7299,309270,325550.784,730788.48,1169426.16,1504736.64,1894560.6,1894560.6,215.6947299,309.27,325.550784,730.78848,1169.42616,1504.73664,1894.5606,1894.5606,"LC-102 7"
"339",339,15,28,"LCOR-083","LC-102 13-15E","13-15E","LC-102","transgenic","large",1244.6,1250.5,1338.072,1676.4,2011.68,2423.16,3230.88,3230.88,8.636,9,9,13,15,17,20.5,22,92822.8853216,101290.5,108383.832,283311.6,452628,700293.24,1357777.32,1563745.92,92.8228853216,101.2905,108.383832,283.3116,452.628,700.29324,1357.77732,1563.74592,"LC-102 13-15E"
"340",340,1,29,"LCOR-024","LC-102 4B","4B","LC-102","transgenic","large",749.2999999,823.5,929.64,1146.048,1417.32,1752.6,2438.4,2560.32,5.588,6,6,9,10,14,18,21,23397.4499760774,29646,33467.04,92829.888,141732,343509.6,790041.6,1129101.12,23.3974499760774,29.646,33.46704,92.829888,141.732,343.5096,790.0416,1129.10112,"LC-102 4B"
"341",341,2,29,"LCOR-557","LC-102 7","7","LC-102","transgenic","large",762,945.5,1024.128,1371.6,1783.08,2255.52,3139.44,3322.32,5.842,7,7,11,13,15,21,22,26006.270568,46329.5,50182.272,165963.6,301340.52,507492,1384493.04,1608002.88,26.006270568,46.3295,50.182272,165.9636,301.34052,507.492,1384.49304,1608.00288,"LC-102 7"
"342",342,3,29,"LCOR-297","LC-102 13-15E","13-15E","LC-102","transgenic","large",584.2000001,671,716.28,1005.84,1203.96,1432.56,2042.16,2164.08,6.604,6.604,6.604,8.5,10,12,16,16,25478.6071115613,29264.199536,31238.98784448,72671.94,120396,206288.64,522792.96,554004.48,25.4786071115613,29.264199536,31.23898784448,72.67194,120.396,206.28864,522.79296,554.00448,"LC-102 13-15E"
"343",343,4,29,"LCOR-381","LC-102 7","7","LC-102","transgenic","large",279.4000001,305,356.616,719.328,853.44,944.88,1478.28,1478.28,2.032,3,4,5.5,6,7,10,11,1153.6493060129,2745,5705.856,21759.672,30723.84,46299.12,147828,178871.88,1.1536493060129,2.745,5.705856,21.759672,30.72384,46.29912,147.828,178.87188,"LC-102 7"
"344",344,5,29,"LCOR-382","LC-102 7","7","LC-102","transgenic","large",685.8,762.5,832.104,1158.24,1463.04,1783.08,2194.56,2194.56,4.826,5,6,10,11,12,15,16,15972.4712808,19062.5,29955.744,115824,177027.84,256763.52,493776,561807.36,15.9724712808,19.0625,29.955744,115.824,177.02784,256.76352,493.776,561.80736,"LC-102 7"
"345",345,6,29,"LCOR-185","LC-102 13-15B","13-15B","LC-102","transgenic","large",1168.4,1220,1261.872,1554.48,1905,2377.44,3078.48,3078.48,7.366,8,8,12,14,17,21.5,22,63394.9957904,78080,80759.808,223845.12,373380,687080.16,1423027.38,1489984.32,63.3949957904,78.08,80.759808,223.84512,373.38,687.08016,1423.02738,1489.98432,"LC-102 13-15B"
"346",346,7,29,"LCOR-044","LC-102 1","1","LC-102","transgenic","large",1041.4,1159,1173.48,1475.232,1737.36,2225.04,3017.52,3108.96,7.112,8,8,11,13,15,21,22,52674.5785216,74176,75102.72,178503.072,293613.84,500634,1330726.32,1504736.64,52.6745785216,74.176,75.10272,178.503072,293.61384,500.634,1330.72632,1504.73664,"LC-102 1"
"347",347,9,29,"LCOR-127","LC-102 5","5","LC-102","transgenic","large",1066.8,1204.75,1301.496,1645.92,2026.92,2545.08,3383.28,3474.72,7.112,8,9,13.5,15,18,22,24,53959.3243392,77104,105421.176,299968.92,456057,824605.92,1637507.52,2001438.72,53.9593243392,77.104,105.421176,299.96892,456.057,824.60592,1637.50752,2001.43872,"LC-102 5"
"348",348,1,30,"LCOR-424","LC-102 4B","4B","LC-102","transgenic","large",634.9999999,732,765.048,1085.088,1085.088,1584.96,2194.56,2194.56,4.826,6,6,9,9,13,17,18,14789.325257671,26352,27541.728,87892.128,87892.128,267858.24,634227.84,711037.44,14.789325257671,26.352,27.541728,87.892128,87.892128,267.85824,634.22784,711.03744,"LC-102 4B"
"349",349,3,30,"LCOR-583","LC-102 5A","5A","LC-102","transgenic","large",431.8000001,431.8000001,484.632,731.52,731.52,1310.64,2194.56,2316.48,3.81,4,4,6,6,9,15,16,6268.05198145161,6908.8000016,7754.112,26334.72,26334.72,106161.84,493776,593018.88,6.26805198145161,6.9088000016,7.754112,26.33472,26.33472,106.16184,493.776,593.01888,"LC-102 5A"
"350",350,4,30,"LCOR-093","LC-102 8-9D","8-9D","Escape","control","large",711.1999999,793,838.2,1188.72,1188.72,1798.32,2529.84,2621.28,6.604,8,8,10,10,13,16,16,31017.4347348387,50752,53644.8,118872,118872,303916.08,647639.04,671047.68,31.0174347348387,50.752,53.6448,118.872,118.872,303.91608,647.63904,671.04768,"escape"
"351",351,5,30,"LCOR-281","LC-102 8-9D","8-9D","Escape","control","large",711.1999999,884.5,905.256,1267.968,1267.968,1706.88,2225.04,2225.04,5.842,7,7,11,11,13,16,16,24272.5191933871,43340.5,44357.544,153424.128,153424.128,288462.72,569610.24,569610.24,24.2725191933871,43.3405,44.357544,153.424128,153.424128,288.46272,569.61024,569.61024,"escape"
"352",352,3,45,"LCOR-316","LC-102 16-20","16-20","Escape","control","small",368.299999,658.368,701.04,865.632,990.6,1295.4,1813.56,1813.56,2.9,5,6,8,9,11,15.5,15.5,3097.40299159,16459.2,25237.44,55400.448,80238.6,156743.4,435707.79,435707.79,3.09740299159,16.4592,25.23744,55.400448,80.2386,156.7434,435.70779,435.70779,"escape"
"353",353,4,45,"LCOR-100","LC-102 16-20","16-20","Escape","control","small",736.600001,871.728,929.64,1115.568,1264.92,1645.92,2148.84,2164.08,4.1,7,7,10,10,12,16,16,12382.24601681,42714.672,45552.36,111556.8,126492,237012.48,550103.04,554004.48,12.38224601681,42.714672,45.55236,111.5568,126.492,237.01248,550.10304,554.00448,"escape"
"354",354,5,45,"LCOR-304","LC-102 13-15E","13-15E","LC-102","transgenic","small",292.099999,338.328,420.624,597.408,685.8,838.2,1249.68,1280.16,0.2,2,3,4.5,5,6,8,8,11.68399996,1353.312,3785.616,12097.512,17145,30175.2,79979.52,81930.24,0.01168399996,1.353312,3.785616,12.097512,17.145,30.1752,79.97952,81.93024,"LC-102 13-15E"
"355",355,6,45,"LCOR-494","CT717 3","CT3","Control","control","small",342.9,591.312,679.704,914.4,1112.52,1386.84,1813.56,1828.8,1.3,5,5,7,8,10,12.5,13,579.501,14782.8,16992.6,44805.6,71201.28,138684,283368.75,309067.2,0.579501,14.7828,16.9926,44.8056,71.20128,138.684,283.36875,309.0672,"CT717 3"
"356",356,7,45,"LCOR-439","LC-102 1","1","LC-102","transgenic","small",381,896.112,896.112,1170.432,1432.56,1767.84,2240.28,2255.52,1.7,6,7,9,10,12,16,16,1101.09,32260.032,43909.488,94804.992,143256,254568.96,573511.68,577413.12,1.10109,32.260032,43.909488,94.804992,143.256,254.56896,573.51168,577.41312,"LC-102 1"
"357",357,8,45,"LCOR-378","LC-102 5","5","LC-102","transgenic","small",546.100001,1188.72,1322.832,1688.592,2057.4,2529.84,2743.2,2743.2,3,8,10,13,16,18,19,19,4914.900009,76078.08,132283.2,285372.048,526694.4,819668.16,990295.2,990295.2,4.914900009,76.07808,132.2832,285.372048,526.6944,819.66816,990.2952,990.2952,"LC-102 5"
"358",358,11,45,"LCOR-371","LC-102 5","5","LC-102","transgenic","small",584.200001,1085.088,1207.008,1493.52,1859.28,2377.44,3139.44,3169.92,3.8,9,9,12.5,14.5,17,22,22,8435.84801444,87892.128,97767.648,233362.5,390913.62,687080.16,1519488.96,1534241.28,8.43584801444,87.892128,97.767648,233.3625,390.91362,687.08016,1519.48896,1534.24128,"LC-102 5"
"359",359,12,45,"LCOR-234","LC-102 4A","4A","LC-102","transgenic","small",495.3,920.496,1060.704,1444.752,1889.76,2438.4,3276.6,3276.6,3.6,9,10,13,16,18,24,25,6419.088,74560.176,106070.4,244163.088,483778.56,790041.6,1887321.6,2047875,6.419088,74.560176,106.0704,244.163088,483.77856,790.0416,1887.3216,2047.875,"LC-102 4A"
"360",360,13,45,"LCOR-461","LC-102 2H","2H","LC-102","transgenic","small",660.400001,1170.432,1274.064,1542.288,1889.76,2468.88,3261.36,3261.36,3.7,8,9,12,15,19,24,24,9040.87601369,74907.648,103199.184,222089.472,425196,891265.68,1878543.36,1878543.36,9.04087601369,74.907648,103.199184,222.089472,425.196,891.26568,1878.54336,1878.54336,"LC-102 2H"
"361",361,14,45,"LCOR-519","LC-102 5","5","LC-102","transgenic","small",520.699999,1021.08,1146.048,1456.944,1920.24,2529.84,3276.6,3276.6,2.7,7,7,11,14,18,21,21,3795.90299271,50032.92,56156.352,176290.224,376367.04,819668.16,1444980.6,1444980.6,3.79590299271,50.03292,56.156352,176.290224,376.36704,819.66816,1444.9806,1444.9806,"LC-102 5"
