Timestamps,date,hour,mdh, W/m² Solar Radiation, mm Precipitation, Lightning Activity, km Lightning Distance,° Wind Direction, m/s Wind Speed, m/s Gust Speed, °C Air Temperature, kPa Vapor Pressure, kPa Atmospheric Pressure,° X-axis Level,° Y-axis Level, mm/h Max Precip Rate, °C RH Sensor Temp, kPa VPD,% Battery Percent, mV Battery Voltage, kPa Reference Pressure, °C Logger Temperature
,,,,,,,,,,,,,,,,,,,,,,
6/28/22 19:00,6/28/22,19:00:00,6 28 19,66,0,0,0,275,1.63,3.09,21.1,1.406,101.31,1.2,0.4,0,22.7,1.09,100,8317,101.22,22.8
6/28/22 19:15,6/28/22,19:15:00,6 28 19,51.7,0,0,0,282,1.64,3.12,20.5,1.413,101.31,1.1,0.5,0,21.4,0.99,100,8282,101.23,21.8
6/28/22 19:30,6/28/22,19:30:00,6 28 19,60.1,0,0,0,284,1.73,3.35,20.1,1.427,101.31,1.1,0.5,0,20.7,0.92,100,8308,101.23,21.1
6/28/22 19:45,6/28/22,19:45:00,6 28 19,116.7,0,0,0,281,1.72,3.16,19.6,1.43,101.31,1,0.5,0,20.4,0.86,100,8304,101.24,20.7
6/28/22 20:00,6/28/22,20:00:00,6 28 20,122.4,0,0,0,278,1.56,2.93,19.1,1.448,101.32,1,0.4,0,20.3,0.76,100,8300,101.25,20.7
6/28/22 20:15,6/28/22,20:15:00,6 28 20,90,0,0,0,272,1.46,3.17,18.6,1.444,101.32,1.1,0.5,0,19.9,0.7,100,8295,101.25,20.3
6/28/22 20:30,6/28/22,20:30:00,6 28 20,60.9,0,0,0,282,1.01,2.77,18.2,1.434,101.34,1,0.5,0,19.2,0.65,100,8297,101.27,19.7
6/28/22 20:45,6/28/22,20:45:00,6 28 20,27.9,0,0,0,256,0.53,1.15,17.6,1.42,101.35,1,0.5,0,18.3,0.59,100,8292,101.28,19
6/28/22 21:00,6/28/22,21:00:00,6 28 21,6.9,0,0,0,233,0.75,1.53,16.4,1.406,101.36,1,0.5,0,17.1,0.46,100,8288,101.29,17.7
6/28/22 21:15,6/28/22,21:15:00,6 28 21,2.1,0,0,0,254,0.81,1.35,15.5,1.361,101.35,0.9,0.5,0,15.9,0.4,100,8286,101.3,16.4
6/28/22 21:30,6/28/22,21:30:00,6 28 21,0,0,0,0,232,0.21,0.6,15,1.351,101.34,0.8,0.6,0,14.9,0.35,100,8280,101.29,15.3
6/28/22 21:45,6/28/22,21:45:00,6 28 21,0,0,0,0,84,0.43,0.78,14.5,1.355,101.34,0.8,0.5,0,14.1,0.29,100,8279,101.3,14.4
6/28/22 22:00,6/28/22,22:00:00,6 28 22,0,0,0,0,77,0.64,1.08,13.9,1.351,101.35,0.7,0.5,0,13.6,0.23,100,8277,101.31,13.8
6/28/22 22:15,6/28/22,22:15:00,6 28 22,0,0,0,0,68,0.64,1.33,13.5,1.341,101.35,0.7,0.5,0,13,0.2,100,8276,101.32,13.2
6/28/22 22:30,6/28/22,22:30:00,6 28 22,0,0,0,0,113,0.42,1.08,13.2,1.342,101.36,0.6,0.5,0,12.7,0.18,100,8274,101.33,12.7
6/28/22 22:45,6/28/22,22:45:00,6 28 22,0,0,0,0,69,0.6,1.12,13.2,1.351,101.37,0.7,0.5,0,12.5,0.16,100,8272,101.34,12.5
6/28/22 23:00,6/28/22,23:00:00,6 28 23,0,0,0,0,68,0.33,1.04,12.6,1.339,101.37,0.7,0.5,0,12.2,0.12,100,8273,101.34,12.2
6/28/22 23:15,6/28/22,23:15:00,6 28 23,0,0,0,0,46,0.29,0.6,12.3,1.314,101.38,0.7,0.6,0,11.8,0.11,100,8268,101.35,11.8
6/28/22 23:30,6/28/22,23:30:00,6 28 23,0,0,0,0,81,0.77,1.16,12.2,1.313,101.37,0.7,0.5,0,11.6,0.11,100,8268,101.35,11.6
6/28/22 23:45,6/28/22,23:45:00,6 28 23,0,0,0,0,90,0.72,1.31,12.5,1.319,101.37,0.7,0.5,0,11.6,0.13,100,8269,101.35,11.6
6/29/22 0:00,6/29/22,0:00:00,6 29 0,0,0,0,0,85,0.78,2.08,12.7,1.329,101.39,0.7,0.5,0,11.7,0.13,100,8268,101.37,11.6
6/29/22 0:15,6/29/22,0:15:00,6 29 0,0,0,0,0,85,0.56,1.06,12.2,1.325,101.39,0.7,0.6,0,11.6,0.1,100,8238,101.38,11.7
6/29/22 0:30,6/29/22,0:30:00,6 29 0,0,0,0,0,94,0.41,0.72,12.1,1.309,101.39,0.6,0.6,0,11.4,0.1,100,8250,101.38,11.4
6/29/22 0:45,6/29/22,0:45:00,6 29 0,0,0,0,0,96,0.45,0.82,11.9,1.301,101.38,0.7,0.6,0,11.2,0.09,100,8250,101.37,11.1
6/29/22 1:00,6/29/22,1:00:00,6 29 1,0,0,0,0,66,0.18,0.36,11.3,1.271,101.38,0.7,0.5,0,10.9,0.07,100,8249,101.37,10.8
6/29/22 1:15,6/29/22,1:15:00,6 29 1,0,0,0,0,328,0.28,0.53,11.1,1.251,101.37,0.6,0.5,0,10.6,0.07,100,8248,101.37,10.5
6/29/22 1:30,6/29/22,1:30:00,6 29 1,0,0,0,0,300,0.39,0.75,10.6,1.217,101.37,0.6,0.6,0,10.2,0.06,100,8248,101.37,10.1
6/29/22 1:45,6/29/22,1:45:00,6 29 1,0,0,0,0,71,0.27,0.49,10.5,1.197,101.37,0.6,0.5,0,9.9,0.07,100,8245,101.37,9.9
6/29/22 2:00,6/29/22,2:00:00,6 29 2,0,0,0,0,48,0.39,0.9,10.7,1.203,101.37,0.5,0.5,0,9.9,0.08,100,8244,101.37,9.7
6/29/22 2:15,6/29/22,2:15:00,6 29 2,0,0,0,0,85,0.39,0.82,10.6,1.214,101.38,0.7,0.5,0,10,0.06,100,8244,101.38,9.9
6/29/22 2:30,6/29/22,2:30:00,6 29 2,0,0,0,0,88,0.52,0.83,10.9,1.239,101.38,0.6,0.5,0,10.2,0.06,100,8241,101.38,10.2
6/29/22 2:45,6/29/22,2:45:00,6 29 2,0,0,0,0,86,0.63,0.95,11.4,1.272,101.38,0.6,0.5,0,10.7,0.08,100,8242,101.38,10.8
6/29/22 3:00,6/29/22,3:00:00,6 29 3,0,0,0,0,90,0.41,1.17,11.8,1.315,101.39,0.7,0.5,0,11.2,0.07,100,8246,101.38,11.2
6/29/22 3:15,6/29/22,3:15:00,6 29 3,0,0,0,0,109,0.27,0.6,12,1.341,101.39,0.7,0.5,0,11.4,0.06,100,8244,101.39,11.6
6/29/22 3:30,6/29/22,3:30:00,6 29 3,0,0,0,0,89,0.46,0.71,12.3,1.365,101.4,0.7,0.6,0,11.7,0.06,100,8241,101.39,11.9
6/29/22 3:45,6/29/22,3:45:00,6 29 3,0,0.017,0,0,109,0.51,0.68,12.4,1.384,101.41,0.7,0.6,1,11.9,0.06,100,8242,101.39,12.1
6/29/22 4:00,6/29/22,4:00:00,6 29 4,0,0,0,0,88,0.46,0.92,12.5,1.397,101.4,0.7,0.6,0,12.1,0.05,100,8243,101.39,12.3
6/29/22 4:15,6/29/22,4:15:00,6 29 4,0,0,0,0,94,0.57,0.84,12.6,1.4,101.41,0.7,0.5,0,12.1,0.06,100,8240,101.39,12.4
6/29/22 4:30,6/29/22,4:30:00,6 29 4,0,0,0,0,72,0.49,0.72,12.6,1.405,101.41,0.7,0.5,0,12.1,0.05,100,8241,101.4,12.4
6/29/22 4:45,6/29/22,4:45:00,6 29 4,0,0,0,0,81,0.48,0.84,12.6,1.407,101.42,0.7,0.6,0,12.2,0.05,100,8239,101.4,12.5
6/29/22 5:00,6/29/22,5:00:00,6 29 5,0,0,0,0,123,0.45,0.77,12.6,1.413,101.42,0.7,0.5,0,12.3,0.05,100,8237,101.4,12.6
6/29/22 5:15,6/29/22,5:15:00,6 29 5,0,0,0,0,92,0.4,0.8,12.7,1.413,101.42,0.8,0.5,0,12.3,0.06,100,8237,101.41,12.6
6/29/22 5:30,6/29/22,5:30:00,6 29 5,0,0,0,0,106,0.31,0.49,12.8,1.417,101.43,0.7,0.6,0,12.4,0.06,100,8236,101.42,12.7
6/29/22 5:45,6/29/22,5:45:00,6 29 5,2.2,0,0,0,33,0.2,0.46,12.8,1.423,101.44,0.7,0.5,0,12.5,0.06,100,8232,101.43,12.8
6/29/22 6:00,6/29/22,6:00:00,6 29 6,7.9,0,0,0,154,0.38,0.62,12.9,1.427,101.45,0.8,0.5,0,12.6,0.06,100,8235,101.44,12.8
6/29/22 6:15,6/29/22,6:15:00,6 29 6,15.5,0,0,0,28,0.27,0.53,13,1.429,101.46,0.8,0.6,0,12.7,0.06,100,8235,101.44,12.9
6/29/22 6:30,6/29/22,6:30:00,6 29 6,27,0,0,0,95,0.47,1.29,13.1,1.425,101.46,0.8,0.6,0,12.9,0.08,100,8235,101.45,13
6/29/22 6:45,6/29/22,6:45:00,6 29 6,40.7,0,0,0,66,1.23,2.21,13,1.424,101.46,0.8,0.6,0,13,0.08,100,8231,101.45,13
6/29/22 7:00,6/29/22,7:00:00,6 29 7,51.3,0,0,0,73,0.83,1.73,13,1.428,101.47,0.8,0.5,0,13.1,0.07,100,8232,101.45,13.1
6/29/22 7:15,6/29/22,7:15:00,6 29 7,61.6,0,0,0,66,0.75,1.53,13.1,1.425,101.47,0.8,0.5,0,13.2,0.08,100,8229,101.46,13.3
6/29/22 7:30,6/29/22,7:30:00,6 29 7,73.3,0,0,0,83,0.83,1.41,13.2,1.433,101.48,0.8,0.6,0,13.4,0.08,100,8229,101.46,13.4
6/29/22 7:45,6/29/22,7:45:00,6 29 7,80.7,0,0,0,80,0.66,1.61,13.3,1.431,101.49,0.8,0.5,0,13.6,0.09,100,8230,101.47,13.6
6/29/22 8:00,6/29/22,8:00:00,6 29 8,86.6,0,0,0,70,0.85,1.61,13.4,1.429,101.5,0.8,0.5,0,13.8,0.11,100,8227,101.48,13.9
6/29/22 8:15,6/29/22,8:15:00,6 29 8,104.3,0,0,0,78,1,1.97,13.5,1.401,101.51,0.8,0.6,0,13.9,0.14,100,8227,101.49,14.1
6/29/22 8:30,6/29/22,8:30:00,6 29 8,137.3,0,0,0,82,0.91,2.02,13.5,1.396,101.51,0.9,0.5,0,14.2,0.15,100,8229,101.49,14.4
6/29/22 8:45,6/29/22,8:45:00,6 29 8,144.8,0,0,0,72,0.78,1.55,13.7,1.397,101.51,0.9,0.6,0,14.4,0.17,100,8230,101.49,14.8
6/29/22 9:00,6/29/22,9:00:00,6 29 9,130.7,0,0,0,75,0.85,1.88,13.8,1.391,101.51,0.9,0.5,0,14.6,0.19,100,8231,101.48,15
6/29/22 9:15,6/29/22,9:15:00,6 29 9,147.9,0,0,0,79,0.69,1.86,13.9,1.389,101.52,0.7,0.4,0,14.9,0.2,100,8232,101.49,15.3
6/29/22 9:30,6/29/22,9:30:00,6 29 9,190.7,0,0,0,74,0.78,1.79,14.1,1.393,101.51,1,0.7,0,15.2,0.21,100,8232,101.48,15.6
6/29/22 9:45,6/29/22,9:45:00,6 29 9,242.4,0,0,0,32,0.73,1.68,14.3,1.399,101.5,0.9,0.5,0,15.7,0.23,100,8235,101.47,16.1
6/29/22 10:00,6/29/22,10:00:00,6 29 10,263.7,0,0,0,266,1.04,1.9,14.6,1.403,101.5,1,0.5,0,16.3,0.26,100,8238,101.47,16.6
6/29/22 10:15,6/29/22,10:15:00,6 29 10,259.1,0,0,0,267,1.43,2.66,14.8,1.407,101.51,1,0.5,0,16.6,0.28,100,8240,101.47,17
6/29/22 10:30,6/29/22,10:30:00,6 29 10,268.4,0,0,0,270,1.45,2.37,14.9,1.389,101.51,1,0.5,0,16.8,0.3,100,8244,101.47,17.1
6/29/22 10:45,6/29/22,10:45:00,6 29 10,334.2,0,0,0,263,1.65,2.63,15.2,1.414,101.5,1,0.5,0,17.1,0.31,100,8250,101.46,17.3
6/29/22 11:00,6/29/22,11:00:00,6 29 11,435.7,0,0,0,273,1.44,2.49,15.4,1.403,101.5,1,0.6,0,17.8,0.35,100,8263,101.46,17.9
6/29/22 11:15,6/29/22,11:15:00,6 29 11,431.7,0,0,0,258,1.56,3.23,15.7,1.411,101.51,1.1,0.6,0,18.4,0.37,100,8267,101.46,18.5
6/29/22 11:30,6/29/22,11:30:00,6 29 11,434.3,0,0,0,291,1.49,2.93,15.9,1.378,101.5,1,0.6,0,18.8,0.42,100,8273,101.45,18.9
6/29/22 11:45,6/29/22,11:45:00,6 29 11,484.6,0,0,0,251,1.52,3.16,16.2,1.373,101.49,1.1,0.5,0,19.2,0.47,100,8280,101.45,19.3
6/29/22 12:00,6/29/22,12:00:00,6 29 12,956.5,0,0,0,211,1.2,4.58,17.3,1.419,101.46,1.1,0.5,0,20.8,0.56,100,8311,101.42,20.4
6/29/22 12:15,6/29/22,12:15:00,6 29 12,873.9,0,0,0,220,1.31,2.88,17.9,1.414,101.44,1.3,0.5,0,22.7,0.63,100,8325,101.4,22.3
6/29/22 12:30,6/29/22,12:30:00,6 29 12,613.4,0,0,0,92,1.44,4.01,17.7,1.389,101.45,1.3,0.5,0,22.4,0.64,100,8332,101.39,22.6
6/29/22 12:45,6/29/22,12:45:00,6 29 12,1089.8,0,0,0,113,1.21,4.09,18.5,1.4,101.43,1.3,0.5,0,23,0.72,100,8354,101.38,22.9
6/29/22 13:00,6/29/22,13:00:00,6 29 13,950.7,0,0,0,22,1.22,2.79,18.8,1.433,101.42,1.3,0.5,0,23.2,0.73,100,8370,101.36,23.4
6/29/22 13:15,6/29/22,13:15:00,6 29 13,966.3,0,0,0,265,0.96,2.23,19.2,1.439,101.41,1.3,0.5,0,23.7,0.79,100,8384,101.35,23.9
6/29/22 13:30,6/29/22,13:30:00,6 29 13,960.5,0,0,0,315,1.16,2.47,19.5,1.416,101.39,1.3,0.5,0,24,0.85,100,8394,101.32,24.3
6/29/22 13:45,6/29/22,13:45:00,6 29 13,936.3,0,0,0,134,0.97,2.25,20.2,1.429,101.38,1.4,0.5,0,24,0.94,100,8402,101.3,24.6
6/29/22 14:00,6/29/22,14:00:00,6 29 14,877.2,0,0,0,52,1.3,3.22,20.3,1.444,101.36,1.4,0.5,0,24.4,0.94,100,8406,101.28,25
6/29/22 14:15,6/29/22,14:15:00,6 29 14,791.9,0,0,0,84,1.21,3.36,20.5,1.443,101.34,1.4,0.5,0,24.3,0.97,100,8412,101.27,25
6/29/22 14:30,6/29/22,14:30:00,6 29 14,824.1,0,0,0,75,1.15,3.09,20.8,1.469,101.33,1.3,0.4,0,24.5,0.98,100,8413,101.25,25.1
6/29/22 14:45,6/29/22,14:45:00,6 29 14,887.9,0,0,0,99,1.62,4.11,21,1.466,101.32,1.4,0.5,0,24.7,1.03,100,8418,101.24,25.3
6/29/22 15:00,6/29/22,15:00:00,6 29 15,839.8,0,0,0,306,1.2,3.06,21.5,1.491,101.3,1.4,0.5,0,24.9,1.07,100,8419,101.22,25.5
6/29/22 15:15,6/29/22,15:15:00,6 29 15,850.5,0,0,0,99,0.95,2.46,21.9,1.509,101.29,1.4,0.5,0,25.5,1.12,100,8421,101.21,25.8
6/29/22 15:30,6/29/22,15:30:00,6 29 15,825.2,0,0,0,78,1.28,2.66,22.5,1.547,101.26,1.5,0.5,0,26,1.17,100,8418,101.18,26.4
6/29/22 15:45,6/29/22,15:45:00,6 29 15,819.3,0,0,0,114,1.67,3.87,22.9,1.542,101.25,1.4,0.5,0,26.3,1.26,100,8415,101.16,26.6
6/29/22 16:00,6/29/22,16:00:00,6 29 16,778.9,0,0,0,215,1.28,2.96,23.1,1.515,101.23,1.5,0.4,0,26.4,1.32,100,8413,101.15,26.8
6/29/22 16:15,6/29/22,16:15:00,6 29 16,741.5,0,0,0,93,1.43,2.81,23.5,1.513,101.23,1.5,0.4,0,26.6,1.38,100,8406,101.14,26.8
6/29/22 16:30,6/29/22,16:30:00,6 29 16,706.8,0,0,0,85,1.22,2.72,23.5,1.491,101.22,1.5,0.5,0,26.8,1.41,100,8402,101.13,26.9
6/29/22 16:45,6/29/22,16:45:00,6 29 16,669.7,0,0,0,98,1.16,2.67,24,1.465,101.21,1.4,0.5,0,27,1.52,100,8391,101.12,27.1
6/29/22 17:00,6/29/22,17:00:00,6 29 17,629.9,0,0,0,80,1.58,3.71,23.9,1.467,101.19,1.6,0.5,0,27.2,1.5,100,8385,101.1,27.1
6/29/22 17:15,6/29/22,17:15:00,6 29 17,587.8,0,0,0,151,0.97,2.87,24.6,1.507,101.18,1.5,0.5,0,27.3,1.58,100,8377,101.09,27.2
6/29/22 17:30,6/29/22,17:30:00,6 29 17,545.1,0,0,0,80,1.78,5.89,24.2,1.497,101.16,1.5,0.5,0,27.4,1.52,100,8366,101.07,27.2
6/29/22 17:45,6/29/22,17:45:00,6 29 17,504.3,0,0,0,96,1.38,3.35,24.4,1.532,101.15,1.4,0.5,0,27.2,1.53,100,8360,101.07,27
6/29/22 18:00,6/29/22,18:00:00,6 29 18,443.5,0,0,0,79,1.24,2.95,24.2,1.494,101.15,1.4,0.4,0,27.2,1.53,100,8352,101.06,26.8
6/29/22 18:15,6/29/22,18:15:00,6 29 18,414.9,0,0,0,112,0.92,2.61,24.5,1.511,101.15,1.4,0.4,0,27.2,1.57,100,8345,101.06,26.8
6/29/22 18:30,6/29/22,18:30:00,6 29 18,358.3,0,0,0,92,1.42,2.78,24.3,1.492,101.15,1.5,0.5,0,27.3,1.54,100,8339,101.06,26.9
6/29/22 18:45,6/29/22,18:45:00,6 29 18,134.1,0,0,0,121,0.94,2.29,24.2,1.493,101.16,1.4,0.5,0,26.4,1.52,100,8330,101.06,26.2
6/29/22 19:00,6/29/22,19:00:00,6 29 19,73.9,0,0,0,268,1.24,2.49,23.4,1.485,101.16,1.4,0.4,0,25,1.4,100,8326,101.06,25.1
6/29/22 19:15,6/29/22,19:15:00,6 29 19,60,0,0,0,274,1.51,2.57,22.6,1.479,101.16,1.2,0.5,0,23.7,1.27,100,8321,101.07,24
6/29/22 19:30,6/29/22,19:30:00,6 29 19,59.8,0,0,0,276,1.53,2.8,22.1,1.499,101.16,1.2,0.5,0,22.8,1.16,100,8314,101.07,23.1
6/29/22 19:45,6/29/22,19:45:00,6 29 19,115.9,0,0,0,278,1.41,3.18,21.7,1.495,101.16,1.2,0.5,0,22.4,1.1,100,8311,101.08,22.6
6/29/22 20:00,6/29/22,20:00:00,6 29 20,127.3,0,0,0,274,1.43,2.63,21.2,1.504,101.17,1.1,0.5,0,22.3,1.02,100,8305,101.09,22.6
6/29/22 20:15,6/29/22,20:15:00,6 29 20,93.5,0,0,0,253,0.87,1.38,20.5,1.565,101.18,1.1,0.5,0,21.9,0.84,100,8304,101.1,22.3
6/29/22 20:30,6/29/22,20:30:00,6 29 20,63.4,0,0,0,240,0.83,1.41,19.8,1.572,101.18,1.1,0.5,0,21.1,0.73,100,8302,101.1,21.7
6/29/22 20:45,6/29/22,20:45:00,6 29 20,34.7,0,0,0,233,0.68,1.26,19.3,1.543,101.18,1.1,0.5,0,20,0.7,100,8296,101.1,20.8
6/29/22 21:00,6/29/22,21:00:00,6 29 21,7.1,0,0,0,206,0.51,0.92,18.4,1.5,101.19,1.1,0.5,0,18.8,0.62,100,8294,101.12,19.5
6/29/22 21:15,6/29/22,21:15:00,6 29 21,2.2,0,0,0,241,0.41,1.25,17.3,1.487,101.2,0.9,0.6,0,17.6,0.49,100,8289,101.13,18
6/29/22 21:30,6/29/22,21:30:00,6 29 21,0,0,0,0,150,0.31,0.66,16.5,1.483,101.21,0.9,0.5,0,16.5,0.39,100,8287,101.15,16.7
6/29/22 21:45,6/29/22,21:45:00,6 29 21,0,0,0,0,181,0.33,0.82,15.8,1.449,101.21,0.9,0.6,0,15.5,0.34,100,8284,101.16,15.7
6/29/22 22:00,6/29/22,22:00:00,6 29 22,0,0,0,0,84,0.44,0.79,15.2,1.437,101.22,0.9,0.5,0,14.8,0.29,100,8283,101.18,14.9
6/29/22 22:15,6/29/22,22:15:00,6 29 22,0,0,0,0,74,0.6,0.99,14.8,1.419,101.23,0.8,0.5,0,14.2,0.26,100,8279,101.19,14.3
6/29/22 22:30,6/29/22,22:30:00,6 29 22,0,0,0,0,106,0.54,0.73,14.6,1.415,101.23,0.9,0.5,0,13.9,0.24,100,8278,101.19,13.8
6/29/22 22:45,6/29/22,22:45:00,6 29 22,0,0,0,0,62,0.3,0.87,14,1.4,101.23,0.8,0.5,0,13.5,0.2,100,8276,101.19,13.4
6/29/22 23:00,6/29/22,23:00:00,6 29 23,0,0,0,0,78,0.79,1.67,13.9,1.389,101.23,0.8,0.5,0,13.1,0.2,100,8272,101.2,13.1
6/29/22 23:15,6/29/22,23:15:00,6 29 23,0,0,0,0,82,1.29,3.37,14,1.385,101.24,0.7,0.5,0,13.1,0.21,100,8272,101.21,13
6/29/22 23:30,6/29/22,23:30:00,6 29 23,0,0,0,0,54,0.97,2.25,14.1,1.375,101.26,0.8,0.5,0,13.3,0.23,100,8272,101.22,13.1
6/29/22 23:45,6/29/22,23:45:00,6 29 23,0,0,0,0,258,0.48,1.24,13.4,1.345,101.25,0.8,0.5,0,13.1,0.19,100,8271,101.22,12.9
6/30/22 0:00,6/30/22,0:00:00,6 30 0,0,0,0,0,258,0.76,1.4,12.3,1.297,101.25,0.8,0.5,0,12.4,0.13,100,8269,101.23,12.3
6/30/22 0:15,6/30/22,0:15:00,6 30 0,0,0,0,0,217,0.29,0.62,12.3,1.286,101.25,0.7,0.5,0,11.9,0.15,100,8263,101.23,11.9
6/30/22 0:30,6/30/22,0:30:00,6 30 0,0,0,0,0,353,0.41,1.02,12,1.28,101.25,0.7,0.6,0,11.5,0.13,100,8260,101.23,11.5
6/30/22 0:45,6/30/22,0:45:00,6 30 0,0,0,0,0,84,0.7,1.08,11.9,1.277,101.25,0.7,0.5,0,11.2,0.11,100,8260,101.23,11.2
6/30/22 1:00,6/30/22,1:00:00,6 30 1,0,0,0,0,84,0.7,1.1,11.7,1.281,101.25,0.7,0.5,0,11.2,0.09,100,8261,101.24,11.2
6/30/22 1:15,6/30/22,1:15:00,6 30 1,0,0,0,0,75,0.57,1.31,11.6,1.276,101.25,0.7,0.5,0,11,0.08,100,8259,101.24,11
6/30/22 1:30,6/30/22,1:30:00,6 30 1,0,0,0,0,47,0.37,0.69,11.4,1.269,101.25,0.7,0.5,0,10.8,0.08,100,8257,101.24,10.9
6/30/22 1:45,6/30/22,1:45:00,6 30 1,0,0,0,0,31,0.29,0.59,11.2,1.259,101.24,0.7,0.5,0,10.7,0.07,100,8258,101.24,10.7
6/30/22 2:00,6/30/22,2:00:00,6 30 2,0,0,0,0,67,0.26,0.63,10.9,1.236,101.24,0.6,0.5,0,10.4,0.07,100,8254,101.23,10.3
6/30/22 2:15,6/30/22,2:15:00,6 30 2,0,0,0,0,17,0.23,0.47,10.6,1.223,101.24,0.7,0.5,0,10.2,0.06,100,8255,101.23,10
6/30/22 2:30,6/30/22,2:30:00,6 30 2,0,0,0,0,37,0.3,0.74,10.4,1.194,101.24,0.6,0.5,0,9.8,0.06,100,8253,101.24,9.7
6/30/22 2:45,6/30/22,2:45:00,6 30 2,0,0,0,0,144,0.22,0.52,10.2,1.181,101.24,0.6,0.5,0,9.6,0.06,100,8251,101.24,9.4
6/30/22 3:00,6/30/22,3:00:00,6 30 3,0,0,0,0,320,0.21,0.58,10,1.168,101.24,0.6,0.6,0,9.4,0.06,100,8251,101.24,9.2
6/30/22 3:15,6/30/22,3:15:00,6 30 3,0,0,0,0,50,0.33,0.66,10,1.159,101.25,0.6,0.5,0,9.3,0.07,100,8252,101.25,9.1
6/30/22 3:30,6/30/22,3:30:00,6 30 3,0,0,0,0,58,0.4,0.73,10,1.16,101.25,0.6,0.5,0,9.3,0.06,100,8249,101.25,9.1
6/30/22 3:45,6/30/22,3:45:00,6 30 3,0,0,0,0,10,0.29,0.66,9.8,1.148,101.25,0.6,0.5,0,9.1,0.06,100,8249,101.25,9
6/30/22 4:00,6/30/22,4:00:00,6 30 4,0,0.017,0,0,269,0.26,0.49,9.3,1.131,101.24,0.6,0.5,1,8.9,0.04,100,8246,101.24,8.8
6/30/22 4:15,6/30/22,4:15:00,6 30 4,0,0,0,0,33,0.19,0.52,9.1,1.109,101.23,0.6,0.5,0,8.6,0.05,100,8247,101.24,8.4
6/30/22 4:30,6/30/22,4:30:00,6 30 4,0,0.017,0,0,48,0.22,0.44,8.9,1.089,101.23,0.6,0.6,1,8.3,0.05,100,8246,101.24,8.2
6/30/22 4:45,6/30/22,4:45:00,6 30 4,0,0,0,0,39,0.19,0.5,8.9,1.079,101.23,0.5,0.5,0,8.2,0.06,100,8244,101.24,8
6/30/22 5:00,6/30/22,5:00:00,6 30 5,0,0,0,0,46,0.19,0.42,8.8,1.063,101.23,0.6,0.6,0,8,0.07,100,8244,101.25,7.8
6/30/22 5:15,6/30/22,5:15:00,6 30 5,0.1,0,0,0,64,0.41,0.63,9.1,1.072,101.23,0.6,0.5,0,8.1,0.09,100,8241,101.25,7.8
6/30/22 5:30,6/30/22,5:30:00,6 30 5,3,0.017,0,0,2,0.16,0.34,8.8,1.079,101.24,0.6,0.5,1,8.2,0.05,100,8245,101.25,7.9
6/30/22 5:45,6/30/22,5:45:00,6 30 5,7.1,0,0,0,317,0.27,0.54,8.6,1.065,101.23,0.5,0.5,0,8,0.05,100,8241,101.25,7.7
6/30/22 6:00,6/30/22,6:00:00,6 30 6,16.1,0,0,0,276,0.31,0.59,8.6,1.063,101.23,0.5,0.6,0,8,0.05,100,8241,101.25,7.7
6/30/22 6:15,6/30/22,6:15:00,6 30 6,30.9,0.017,0,0,284,0.35,0.6,8.4,1.075,101.24,0.6,0.5,1,8.2,0.02,100,8241,101.26,7.9
6/30/22 6:30,6/30/22,6:30:00,6 30 6,75.8,0,0,0,28,0.14,0.36,8.6,1.103,101.25,0.6,0.5,0,8.6,0.01,100,8240,101.26,8.4
6/30/22 6:45,6/30/22,6:45:00,6 30 6,137.3,0,0,0,37,0.17,0.37,9.4,1.183,101.25,0.6,0.6,0,10,#N/A,100,8241,101.26,9.7
6/30/22 7:00,6/30/22,7:00:00,6 30 7,174.7,0.017,0,0,257,0.26,0.59,10,1.227,101.26,0.7,0.5,1,11.6,0,100,8244,101.26,11.1
6/30/22 7:15,6/30/22,7:15:00,6 30 7,216.1,0,0,0,230,0.35,0.6,10.7,1.282,101.28,0.8,0.5,0,12.8,0,100,8253,101.27,12.1
6/30/22 7:30,6/30/22,7:30:00,6 30 7,255.8,0,0,0,256,0.59,1.72,11.9,1.387,101.28,0.9,0.6,0,14,0,100,8258,101.27,13.2
6/30/22 7:45,6/30/22,7:45:00,6 30 7,294.9,0,0,0,237,0.62,1.44,13.3,1.512,101.28,0.9,0.5,0,15.2,0.01,100,8266,101.27,14.2
6/30/22 8:00,6/30/22,8:00:00,6 30 8,335.8,0,0,0,274,0.71,1.61,14.1,1.559,101.28,0.9,0.5,0,16.5,0.05,100,8276,101.27,15.2
6/30/22 8:15,6/30/22,8:15:00,6 30 8,377.8,0,0,0,61,0.87,1.86,14.5,1.466,101.29,1,0.5,0,17.6,0.18,100,8287,101.27,16.1
6/30/22 8:30,6/30/22,8:30:00,6 30 8,415.7,0,0,0,68,0.97,3.2,14.8,1.423,101.29,1,0.6,0,18.3,0.26,100,8296,101.26,17
6/30/22 8:45,6/30/22,8:45:00,6 30 8,461.9,0,0,0,68,1.04,3.55,15.4,1.433,101.27,1,0.5,0,19,0.31,100,8311,101.25,18
6/30/22 9:00,6/30/22,9:00:00,6 30 9,516.2,0,0,0,62,1.3,3.64,15.8,1.421,101.28,1.1,0.5,0,19.6,0.38,100,8323,101.25,18.6
6/30/22 9:15,6/30/22,9:15:00,6 30 9,474.1,0,0,0,20,1.08,3.16,16.1,1.412,101.28,1.2,0.5,0,20.3,0.42,100,8333,101.24,19.5
