flashId,time,date,lciSerialNumber,lcpSerialNumber,lcfSerialNumber,Fm,Fo,Fv/Fm,Fm',Fs,PhiPS2,LightIntensity
,HHMMSS,YYYYMMDD,,,,,,,,,,umol+1m-2s-1
PSF-00336_20220922064854,06:48:54,2022-09-22,PFA-00364,PSA-00381,PSF-00336,437.799438,78.125237,0.821550,0.000000,0.000000,0.000000,1.033450

TIME,FLR,PAR
s,,umol+1m-2s-1
0.000000,192.619446,5999.925293
0.010000,288.688293,5999.925293
0.020000,333.084930,5999.925293
0.030000,362.120758,5999.925293
0.040000,374.871613,5999.925293
0.050000,381.221649,5999.925293
0.060000,385.304688,5999.925293
0.070000,388.452881,5999.925293
0.080000,391.129364,5999.925293
0.090000,393.541565,5999.925293
0.100000,395.841492,5999.925293
0.110000,398.054840,5999.925293
0.120000,400.337219,5999.925293
0.130000,402.668610,5999.925293
0.140000,405.070068,5999.925293
0.150000,407.554138,5999.925293
0.160000,410.028931,5999.925293
0.170000,412.499786,5999.925293
0.180000,414.905548,5999.925293
0.190000,417.214386,5999.925293
0.200000,419.434204,5999.925293
0.210000,421.494141,5999.925293
0.220000,423.451782,5999.925293
0.230000,425.265656,5999.925293
0.240000,426.908264,5999.925293
0.250000,428.451416,5999.925293
0.260000,429.812561,5999.925293
0.270000,431.039917,5999.925293
0.280000,432.114594,5999.925293
0.290000,433.056244,5999.925293
0.300000,433.850159,5999.925293
0.310000,434.514282,5999.925293
0.320000,435.101166,5999.925293
0.330000,435.623291,5999.925293
0.340000,436.064972,5999.925293
0.350000,436.452972,5999.925293
0.360000,436.794891,5999.925293
0.370000,437.048431,5999.925293
0.380000,437.279449,5999.925293
0.390000,437.461853,5999.925293
0.400000,437.608826,5999.925293
0.410000,437.682495,5999.925293
0.420000,437.728271,5999.925293
0.430000,437.781219,5999.925293
0.440000,437.794434,5999.925293
0.450000,437.799438,5999.925293
0.460000,437.784424,5999.925293
0.470000,437.750092,5999.925293
0.480000,437.706818,5999.925293
0.490000,437.678223,5999.925293
0.500000,437.636719,5999.925293
0.510000,437.580933,5999.925293
0.520000,437.519073,5999.925293
0.530000,437.438599,5999.925293
0.540000,437.357422,5999.925293
0.550000,437.292694,5999.925293
0.560000,437.204346,5999.925293
0.570000,437.124603,5999.925293
0.580000,437.021973,5999.925293
0.590000,436.896454,5999.925293
0.600000,436.780579,5999.925293
0.610000,436.672211,5999.925293
0.620000,436.578156,5999.925293
0.630000,436.463348,5999.925293
0.640000,436.359650,5999.925293
0.650000,436.272736,5999.925293
0.660000,436.157227,5999.925293
0.670000,436.039917,5999.925293
0.680000,435.923706,5999.925293
0.690000,435.796387,5999.925293
0.700000,435.698395,5999.925293
0.710000,435.571777,5999.925293
0.720000,435.462341,5999.925293
0.730000,435.366882,5999.925293
0.740000,435.242065,5999.925293
0.750000,435.116882,5999.925293
0.760000,435.007812,5999.925293
0.770000,434.886230,5999.925293
0.780000,434.788940,5999.925293
0.790000,434.661255,5999.925293
