flashId,time,date,lciSerialNumber,lcpSerialNumber,lcfSerialNumber,Fm,Fo,Fv/Fm,Fm',Fs,PhiPS2,LightIntensity
,HHMMSS,YYYYMMDD,,,,,,,,,,umol+1m-2s-1
PSF-00336_20220819055152,05:51:52,2022-08-19,PFA-00364,PSA-00381,PSF-00336,526.094543,79.260704,0.849341,0.000000,0.000000,0.000000,0.149982

TIME,FLR,PAR
s,,umol+1m-2s-1
0.000000,205.375320,5999.925293
0.010000,316.427704,5999.925293
0.020000,368.510498,5999.925293
0.030000,398.211823,5999.925293
0.040000,412.375336,5999.925293
0.050000,421.233765,5999.925293
0.060000,429.214600,5999.925293
0.070000,437.739014,5999.925293
0.080000,446.923248,5999.925293
0.090000,456.383575,5999.925293
0.100000,465.802795,5999.925293
0.110000,474.745636,5999.925293
0.120000,483.030426,5999.925293
0.130000,490.507721,5999.925293
0.140000,497.049438,5999.925293
0.150000,502.676727,5999.925293
0.160000,507.436768,5999.925293
0.170000,511.410004,5999.925293
0.180000,514.681946,5999.925293
0.190000,517.355896,5999.925293
0.200000,519.564636,5999.925293
0.210000,521.275513,5999.925293
0.220000,522.660583,5999.925293
0.230000,523.724548,5999.925293
0.240000,524.549255,5999.925293
0.250000,525.117188,5999.925293
0.260000,525.517700,5999.925293
0.270000,525.808838,5999.925293
0.280000,525.973694,5999.925293
0.290000,526.055908,5999.925293
0.300000,526.094543,5999.925293
0.310000,526.034119,5999.925293
0.320000,525.986206,5999.925293
0.330000,525.898560,5999.925293
0.340000,525.825623,5999.925293
0.350000,525.732666,5999.925293
0.360000,525.660034,5999.925293
0.370000,525.578125,5999.925293
0.380000,525.478699,5999.925293
0.390000,525.424011,5999.925293
0.400000,525.381104,5999.925293
0.410000,525.295593,5999.925293
0.420000,525.206909,5999.925293
0.430000,525.159729,5999.925293
0.440000,525.088928,5999.925293
0.450000,525.059204,5999.925293
0.460000,525.011292,5999.925293
0.470000,524.975891,5999.925293
0.480000,524.929077,5999.925293
0.490000,524.884338,5999.925293
0.500000,524.881104,5999.925293
0.510000,524.849304,5999.925293
0.520000,524.807068,5999.925293
0.530000,524.794922,5999.925293
0.540000,524.754150,5999.925293
0.550000,524.744141,5999.925293
0.560000,524.729126,5999.925293
0.570000,524.673340,5999.925293
0.580000,524.654053,5999.925293
0.590000,524.624695,5999.925293
0.600000,524.610779,5999.925293
0.610000,524.570007,5999.925293
0.620000,524.518127,5999.925293
0.630000,524.517090,5999.925293
0.640000,524.485596,5999.925293
0.650000,524.439087,5999.925293
0.660000,524.403687,5999.925293
0.670000,524.371521,5999.925293
0.680000,524.326782,5999.925293
0.690000,524.309631,5999.925293
0.700000,524.264587,5999.925293
0.710000,524.212708,5999.925293
0.720000,524.171204,5999.925293
0.730000,524.138306,5999.925293
0.740000,524.078613,5999.925293
0.750000,524.039612,5999.925293
0.760000,524.013550,5999.925293
0.770000,523.981323,5999.925293
0.780000,523.918396,5999.925293
0.790000,523.848267,5999.925293
