row,column,ID,event,event_short,construct,construct2,block,H32,H144,D144,V144,R144,H298,D298,V298,R298,H334,D334,V334,R334,H356,D356,V356,R356,H384,D384,V384,R384,H419,D419,V419,R419,Aug_SPAD
15,24,LCOR-318,LC-102 16-20,16-20,Escape,control,large,914.4,1189.5,8,76128,148.6875,1252.728,8,80174.592,156.591,1661.16,14,325587.36,118.6542857,2057.4,17,594588.6,121.0235294,2499.36,18,809792.64,138.8533333,3017.52,21,1330726.32,143.6914286,23.93333333
1,25,LCOR-214,LC-102 2H,2H,LC-102,transgenic,large,1333.5,1525,11,184525,138.6363636,1539.24,11,186248.04,139.9309091,1828.8,14,358444.8,130.6285714,2103.12,16,538398.72,131.445,2438.4,17,704697.6,143.4352941,3063.24,21.5,1415982.69,142.4762791,40.26666667
2,25,LCOR-192,LC-102 13-15B,13-15B,LC-102,transgenic,large,1003.3,1159,8,74176,144.875,1194.816,8,76468.224,149.352,1517.904,11.7,207785.8786,129.7353846,1859.28,14,364418.88,132.8057143,2225.04,15,500634,148.336,2865.12,18,928298.88,159.1733333,37.1
3,25,LCOR-130,LC-102 5,5,LC-102,transgenic,large,1282.7,1311.5,9,106231.5,145.7222222,1341.12,8,85831.68,167.64,1615.44,11.5,213641.94,140.4730435,1965.96,15,442341,131.064,2423.16,16,620328.96,151.4475,3246.12,19.5,1234337.13,166.4676923,43.63333333
4,25,LCOR-606,LC-102 13-15E,13-15E,LC-102,transgenic,large,1206.5,1372.5,10,137250,137.25,1386.84,10,138684,138.684,1688.592,14,330964.032,120.6137143,1981.2,16,507187.2,123.825,2392.68,18,775228.32,132.9266667,2956.56,20.5,1242494.34,144.222439,37.7
5,25,LCOR-022,LC-102 4B,4B,LC-102,transgenic,large,1511.3,1616.5,11,195596.5,146.9545455,1618.488,11,195837.048,147.1352727,1938.528,14,379951.488,138.4662857,2270.76,16,581314.56,141.9225,2758.44,19,995796.84,145.1810526,3550.92,24,2045329.92,147.955,44.53333333
6,25,LCOR-434,LC-102 4B,4B,LC-102,transgenic,large,1435.1,1647,12,237168,137.25,1719.072,12,247546.368,143.256,2426.208,17,701174.112,142.7181176,2560.32,20,1024128,128.016,3124.2,23,1652701.8,135.8347826,3886.2,27,2833039.8,143.9333333,35.7
7,25,LCOR-160,LC-102 5A,5A,LC-102,transgenic,large,1651,1891,12,272304,157.5833333,1959.864,13,331217.016,150.7587692,2206.752,16.5,600788.232,133.7425455,2590.8,20,1036320,129.54,3185.16,22,1541617.44,144.78,4053.84,27.5,3065716.5,147.4123636,40.16666667
8,25,LCOR-199,CT717 3,CT3,Control,control,large,1397,1464,10,146400,146.4,1463.04,10,146304,146.304,1700.784,14,333353.664,121.4845714,1950.72,15,438912,130.048,2316.48,18,750539.52,128.6933333,2910.84,20.5,1223280.51,141.9921951,40.36666667
9,25,LCOR-506,LC-102 16-20,16-20,Escape,control,large,1422.4,1479.25,10,147925,147.925,1520.952,10,152095.2,152.0952,1816.608,12.5,283845,145.32864,2148.84,15,483489,143.256,2560.32,16,655441.92,160.02,3169.92,18.5,1084905.12,171.347027,39.8
10,25,LCOR-049,LC-102 1,1,LC-102,transgenic,large,1346.2,1616.5,10,161650,161.65,1703.832,11,206163.672,154.8938182,2036.064,14.5,428082.456,140.4182069,2377.44,17,687080.16,139.8494118,2849.88,20,1139952,142.494,3596.64,23,1902622.56,156.3756522,40.13333333
11,25,LCOR-065,LC-102 2H,2H,LC-102,transgenic,large,1587.5,1830,12,263520,152.5,1868.424,12,269053.056,155.702,2170.176,17.5,664616.4,124.0100571,2499.36,21,1102217.76,119.0171429,2773.68,22,1342461.12,126.0763636,3383.28,25,2114550,135.3312,34.46666667
12,25,LCOR-055,LC-102 1,1,LC-102,transgenic,large,1498.6,1891,12,272304,157.5833333,1962.912,13,331732.128,150.9932308,2346.96,19,847252.56,123.5242105,2834.64,23,1499524.56,123.2452174,3337.56,25,2085975,133.5024,4038.6,27,2944139.4,149.5777778,36.03333333
13,25,LCOR-448,LC-102 1,1,LC-102,transgenic,large,1346.2,1509.75,10,150975,150.975,1542.288,10,154228.8,154.2288,1828.8,15,411480,121.92,2133.6,17.5,653415,121.92,2529.84,19,913272.24,133.1494737,3200.4,22,1548993.6,145.4727273,35.06666667
14,25,LCOR-379,LC-102 7,7,LC-102,transgenic,large,1485.9,1738.5,12,250344,144.875,1801.368,12,259396.992,150.114,2133.6,17,616610.4,125.5058824,2529.84,20,1011936,126.492,3108.96,23,1644639.84,135.1721739,3947.16,27,2877479.64,146.1911111,35.56666667
15,25,LCOR-301,LC-102 13-15E,13-15E,LC-102,transgenic,large,914.4,1189.5,8,76128,148.6875,1286.256,8,82320.384,160.782,1712.976,14,335743.296,122.3554286,2118.36,16.5,576723.51,128.3854545,2682.24,18,869045.76,149.0133333,3520.44,23,1862312.76,153.0626087,39.56666667
1,26,LCOR-462,LC-102 2H,2H,LC-102,transgenic,large,1092.2,1189.5,10,118950,118.95,1222.248,9,99002.088,135.8053333,1530.096,12.7,246789.1838,120.48,1828.8,14,358444.8,130.6285714,2225.04,15,500634,148.336,2834.64,19.5,1077871.86,145.3661538,42.6
2,26,LCOR-293,LC-102 8-9D,8-9D,Escape,control,large,1524,1708,12,245952,142.3333333,1737.36,12,250179.84,144.78,2048.256,16.7,571238.1158,122.6500599,2392.68,20,957072,119.634,2926.08,23,1547896.32,127.2208696,3733.8,29,3140125.8,128.7517241,41.06666667
3,26,LCOR-605,LC-102 13-15E,13-15E,LC-102,transgenic,large,1066.8,1098,10,109800,109.8,1203.96,10,120396,120.396,1584.96,13.5,288858.96,117.4044444,1935.48,15,435483,129.032,2225.04,17,643036.56,130.8847059,3063.24,21,1350888.84,145.8685714,39.13333333
4,26,LCOR-170,LC-102 1C,1C,LC-102,transgenic,large,1638.3,1799.5,12,259128,149.9583333,1898.904,12,273442.176,158.242,2225.04,17,643036.56,130.8847059,2621.28,20,1048512,131.064,3185.16,23,1684949.64,138.4852174,3886.2,27,2833039.8,143.9333333,40.16666667
5,26,LCOR-487,LC-102 1C,1C,LC-102,transgenic,large,1511.3,1769,13,298961,136.0769231,1847.088,13,312157.872,142.0836923,2255.52,19,814242.72,118.7115789,2727.96,22,1320332.64,123.9981818,3124.2,24,1799539.2,130.175,3810,27,2777490,141.1111111,37.46666667
6,26,LCOR-278,LC-102 5C,5C,LC-102,transgenic,large,1346.2,1403,9,113643,155.8888889,1435.608,9,116284.248,159.512,1755.648,13,296704.512,135.0498462,2103.12,16,538398.72,131.445,2621.28,18,849294.72,145.6266667,3413.76,24,1966325.76,142.24,36.66666667
7,26,LCOR-613,LC-102 13-15E,13-15E,LC-102,transgenic,large,1143,1281,10,128100,128.1,1322.832,10,132283.2,132.2832,1645.92,12.5,257175,131.6736,1981.2,15,445770,132.08,2377.44,16,608624.64,148.59,3139.44,21,1384493.04,149.4971429,42.06666667
8,26,LCOR-300,LC-102 13-15E,13-15E,LC-102,transgenic,large,1143,1372.5,10,137250,137.25,1438.656,10,143865.6,143.8656,1828.8,14,358444.8,130.6285714,2148.84,15,483489,143.256,2499.36,17,722315.04,147.0211765,3002.28,19,1083823.08,158.0147368,40.8
9,26,LCOR-341,CT717 3,CT3,Control,control,large,1219.2,1296.25,9,104996.25,144.0277778,1298.448,10,129844.8,129.8448,1524,11.5,201549,132.5217391,1722.12,12.5,269081.25,137.7696,2133.6,15,480060,142.24,2865.12,19,1034308.32,150.7957895,43.5
10,26,LCOR-095,LC-102 8-9D,8-9D,Escape,control,large,863.5999999,1006.5,8,64416,125.8125,1057.656,7,51825.144,151.0937143,1341.12,10,134112,134.112,1645.92,12,237012.48,137.16,1950.72,13,329671.68,150.0553846,2529.84,15,569214,168.656,30.56666667
11,26,LCOR-361,LC-102 1,1,LC-102,transgenic,large,1219.2,1250.5,9,101290.5,138.9444444,1283.208,9,103939.848,142.5786667,1572.768,11.5,207998.568,136.7624348,1859.28,13,314218.32,143.0215385,2240.28,15,504063,149.352,2926.08,19,1056314.88,154.0042105,39.7
12,26,LCOR-387,LC-102 7,7,LC-102,transgenic,large,1066.8,1250.5,10,125050,125.05,1328.928,10,132892.8,132.8928,1755.648,15,395020.8,117.0432,2194.56,17,634227.84,129.0917647,2697.48,19,973790.28,141.9726316,3489.96,23,1846188.84,151.7373913,41.16666667
13,26,LCOR-356,LC-102 1,1,LC-102,transgenic,large,889.0000001,1067.5,9,86467.5,118.6111111,1173.48,9,95051.88,130.3866667,1645.92,14,322600.32,117.5657143,2087.88,16,534497.28,130.4925,2529.84,17,731123.76,148.8141176,3139.44,21,1384493.04,149.4971429,36.23333333
14,26,LCOR-484,LC-102 1C,1C,LC-102,transgenic,large,1270,1372.5,9,111172.5,152.5,1438.656,10,143865.6,143.8656,1792.224,14,351275.904,128.016,2148.84,16,550103.04,134.3025,2590.8,17,748741.2,152.4,3291.84,21,1451701.44,156.7542857,40.73333333
15,26,LCOR-508,LC-102 16-20,16-20,Escape,control,large,965.2000001,1250.5,11,151310.5,113.6818182,1301.496,11,157481.016,118.3178182,1706.88,14.5,358871.52,117.7158621,2148.84,18,696224.16,119.38,2773.68,21,1223192.88,132.08,3688.08,26,2493142.08,141.8492308,35.93333333
1,27,LCOR-533,LC-102 4A,4A,LC-102,transgenic,large,977.8999999,1067.5,9,86467.5,118.6111111,1094.232,9,88632.792,121.5813333,1481.328,13,250344.432,113.9483077,1813.56,16,464271.36,113.3475,2270.76,17,656249.64,133.5741176,3063.24,23,1620453.96,133.1843478,40.96666667
2,27,LCOR-441,LC-102 1,1,LC-102,transgenic,large,1511.3,1708,12,245952,142.3333333,1783.08,12,256763.52,148.59,2133.6,16.5,580872.6,129.3090909,2529.84,20,1011936,126.492,3078.48,23,1628515.92,133.8469565,3825.24,28,2998988.16,136.6157143,34.63333333
4,27,LCOR-399,LC-102 1C,1C,LC-102,transgenic,large,1701.8,1860.5,13,314424.5,143.1153846,1886.712,13,318854.328,145.1316923,2194.56,17,634227.84,129.0917647,2545.08,20,1018032,127.254,3048,22,1475232,138.5454545,3749.04,26,2534351.04,144.1938462,39.56666667
7,27,LCOR-197,CT717 3,CT3,Control,control,large,965.2000001,976,8,62464,122,1018.032,8,65154.048,127.254,1371.6,9,111099.6,152.4,1706.88,12,245790.72,142.24,2148.84,14,421172.64,153.4885714,2941.32,19,1061816.52,154.8063158,47.6
8,27,LCOR-373,LC-102 5,5,LC-102,transgenic,large,723.9,945.5,8,60512,118.1875,1027.176,8,65739.264,128.397,1310.64,10.5,144498.06,124.8228571,1600.2,12,230428.8,133.35,1965.96,13,332247.24,151.2276923,2880.36,18.5,985803.21,155.6951351,46.2
9,27,LCOR-206,CT717 3,CT3,Control,control,large,1041.4,1220,9,98820,135.5555556,1234.44,9,99989.64,137.16,1627.632,13,275069.808,125.2024615,1965.96,15,442341,131.064,2362.2,16,604723.2,147.6375,3048,18.5,1043178,164.7567568,34.86666667
10,27,LCOR-322,LC-102 16-20,16-20,Escape,control,large,1117.6,1403,11,169763,127.5454545,1411.224,10,141122.4,141.1224,1737.36,14,340522.56,124.0971429,2072.64,17,598992.96,121.92,2545.08,19,918773.88,133.9515789,3352.8,24,1931212.8,139.7,44.23333333
11,27,LCOR-048,LC-102 1,1,LC-102,transgenic,large,1143,1189.5,8,76128,148.6875,1264.92,8,80954.88,158.115,1572.768,11,190304.928,142.9789091,1905,12,274320,158.75,2346.96,15,528066,156.464,3154.68,21,1391213.88,150.2228571,44.2
12,27,LCOR-175,LC-102 1C,1C,LC-102,transgenic,large,965.2000001,1250.5,9,101290.5,138.9444444,1322.832,9,107149.392,146.9813333,1725.168,14,338132.928,123.2262857,2164.08,16,554004.48,135.255,2712.72,19,979291.92,142.7747368,3611.88,26,2441630.88,138.9184615,40.5
13,27,LCOR-295,LC-102 13-15E,13-15E,LC-102,transgenic,large,1422.4,1433.5,10,143350,143.35,1469.136,9,119000.016,163.2373333,1767.84,13.5,322188.84,130.9511111,2148.84,15,483489,143.256,2545.08,17,735528.12,149.7105882,3215.64,20,1286256,160.782,42.26666667
14,27,LCOR-388,LC-102 7,7,LC-102,transgenic,large,1041.4,1250.5,9,101290.5,138.9444444,1267.968,9,102705.408,140.8853333,1688.592,13,285372.048,129.8916923,2118.36,15,476631,141.224,2529.84,17,731123.76,148.8141176,3291.84,21.5,1521653.04,153.1088372,35.53333333
15,27,LCOR-429,LC-102 4B,4B,LC-102,transgenic,large,1346.2,1616.5,11,195596.5,146.9545455,1670.304,11,202106.784,151.8458182,2023.872,15,455371.2,134.9248,2331.72,17,673867.08,137.16,2819.4,19,1017803.4,148.3894737,3413.76,22.5,1728216,151.7226667,40.7
1,28,LCOR-537,LC-102 4A,4A,LC-102,transgenic,large,1092.2,1372.5,10,137250,137.25,1386.84,10,138684,138.684,1645.92,12.5,257175,131.6736,1920.24,14,376367.04,137.16,2301.24,16,589117.44,143.8275,3002.28,21,1324005.48,142.9657143,45.86666667
2,28,LCOR-276,LC-102 5C,5C,LC-102,transgenic,large,685.8,671,4,10736,167.75,697.992,5,17449.8,139.5984,944.88,6.9,44985.7368,136.9391304,1143,8,73152,142.875,1493.52,9,120975.12,165.9466667,2194.56,15,493776,146.304,44.5
3,28,LCOR-086,LC-102 8-9D,8-9D,Escape,control,large,698.5000001,701.5,6,25254,116.9166667,795.528,7,38980.872,113.6468571,1066.8,8,68275.2,133.35,1295.4,11,156743.4,117.7636364,1554.48,11,188092.08,141.3163636,2194.56,14,430133.76,156.7542857,41.5
4,28,LCOR-425,LC-102 4B,4B,LC-102,transgenic,large,1244.6,1372.5,11,166072.5,124.7727273,1417.32,10,141732,141.732,1755.648,14,344107.008,125.4034286,2087.88,16.5,568425.33,126.5381818,2529.84,18,819668.16,140.5466667,3322.32,23,1757507.28,144.4486957,42.86666667
6,28,LCOR-227,LC-102 4A,4A,LC-102,transgenic,large,1295.4,1372.5,9,111172.5,152.5,1399.032,9,113321.592,155.448,1621.536,11.5,214448.136,141.0031304,1905,13,321945,146.5384615,2331.72,15,524637,155.448,3093.72,20.5,1300135.83,150.9131707,44.46666667
8,28,LCOR-128,LC-102 5,5,LC-102,transgenic,large,1485.9,1586,12,228384,132.1666667,1655.064,12,238329.216,137.922,1950.72,15,438912,130.048,2301.24,18,745601.76,127.8466667,2834.64,20,1133856,141.732,3596.64,23,1902622.56,156.3756522,42.33333333
9,28,LCOR-551,LC-102 7,7,LC-102,transgenic,large,1117.6,1189.5,10,118950,118.95,1261.872,9,102211.632,140.208,1627.632,13,275069.808,125.2024615,2042.16,16,522792.96,127.635,2575.56,18,834481.44,143.0866667,3413.76,22.5,1728216,151.7226667,41.43333333
10,28,LCOR-337,CT717 3,CT3,Control,control,large,1270,1464,10,146400,146.4,1520.952,10,152095.2,152.0952,1816.608,14,356055.168,129.7577143,2133.6,16,546201.6,133.35,2606.04,18,844356.96,144.78,3322.32,22.5,1681924.5,147.6586667,38.83333333
11,28,LCOR-096,LC-102 8-9D,8-9D,Escape,control,large,977.8999999,976,8,62464,122,1109.472,8,71006.208,138.684,1511.808,12,217700.352,125.984,1859.28,15,418338,123.952,2209.8,16,565708.8,138.1125,3032.76,22,1467855.84,137.8527273,42.06666667
12,28,LCOR-405,LC-102 1C,1C,LC-102,transgenic,large,1435.1,1677.5,11,202977.5,152.5,1776.984,12,255885.696,148.082,2121.408,17,613086.912,124.7887059,2529.84,21,1115659.44,120.4685714,3078.48,23,1628515.92,133.8469565,3825.24,27,2788599.96,141.6755556,40.66666667
13,28,LCOR-559,LC-102 7,7,LC-102,transgenic,large,1651,1830,13,309270,140.7692308,1926.336,13,325550.784,148.1796923,2255.52,18,730788.48,125.3066667,2651.76,21,1169426.16,126.2742857,3108.96,22,1504736.64,141.3163636,3581.4,23,1894560.6,155.7130435,35.4
15,28,LCOR-083,LC-102 13-15E,13-15E,LC-102,transgenic,large,1244.6,1250.5,9,101290.5,138.9444444,1338.072,9,108383.832,148.6746667,1676.4,13,283311.6,128.9538462,2011.68,15,452628,134.112,2423.16,17,700293.24,142.5388235,3230.88,20.5,1357777.32,157.6039024,44.43333333
1,29,LCOR-024,LC-102 4B,4B,LC-102,transgenic,large,749.2999999,823.5,6,29646,137.25,929.64,6,33467.04,154.94,1146.048,9,92829.888,127.3386667,1417.32,10,141732,141.732,1752.6,14,343509.6,125.1857143,2438.4,18,790041.6,135.4666667,48.86666667
2,29,LCOR-557,LC-102 7,7,LC-102,transgenic,large,762,945.5,7,46329.5,135.0714286,1024.128,7,50182.272,146.304,1371.6,11,165963.6,124.6909091,1783.08,13,301340.52,137.16,2255.52,15,507492,150.368,3139.44,21,1384493.04,149.4971429,42.66666667
3,29,LCOR-297,LC-102 13-15E,13-15E,LC-102,transgenic,large,584.2000001,671,6,24156,111.8333333,716.28,6,25786.08,119.38,1005.84,8.5,72671.94,118.3341176,1203.96,10,120396,120.396,1432.56,12,206288.64,119.38,2042.16,16,522792.96,127.635,41.03333333
4,29,LCOR-381,LC-102 7,7,LC-102,transgenic,large,279.4000001,305,3,2745,101.6666667,356.616,4,5705.856,89.154,719.328,5.5,21759.672,130.7869091,853.44,6,30723.84,142.24,944.88,7,46299.12,134.9828571,1478.28,10,147828,147.828,40.06666667
5,29,LCOR-382,LC-102 7,7,LC-102,transgenic,large,685.8,762.5,5,19062.5,152.5,832.104,6,29955.744,138.684,1158.24,10,115824,115.824,1463.04,11,177027.84,133.0036364,1783.08,12,256763.52,148.59,2194.56,15,493776,146.304,42.16666667
6,29,LCOR-185,LC-102 13-15B,13-15B,LC-102,transgenic,large,1168.4,1220,8,78080,152.5,1261.872,8,80759.808,157.734,1554.48,12,223845.12,129.54,1905,14,373380,136.0714286,2377.44,17,687080.16,139.8494118,3078.48,21.5,1423027.38,143.1851163,37.4
7,29,LCOR-044,LC-102 1,1,LC-102,transgenic,large,1041.4,1159,8,74176,144.875,1173.48,8,75102.72,146.685,1475.232,11,178503.072,134.112,1737.36,13,293613.84,133.6430769,2225.04,15,500634,148.336,3017.52,21,1330726.32,143.6914286,45.53333333
9,29,LCOR-127,LC-102 5,5,LC-102,transgenic,large,1066.8,1204.75,8,77104,150.59375,1301.496,9,105421.176,144.6106667,1645.92,13.5,299968.92,121.92,2026.92,15,456057,135.128,2545.08,18,824605.92,141.3933333,3383.28,22,1637507.52,153.7854545,39.33333333
1,30,LCOR-424,LC-102 4B,4B,LC-102,transgenic,large,634.9999999,732,6,26352,122,765.048,6,27541.728,127.508,1085.088,9,87892.128,120.5653333,0,0,0,#DIV/0!,1584.96,13,267858.24,121.92,2194.56,17,634227.84,129.0917647,46.26666667
3,30,LCOR-583,LC-102 5A,5A,LC-102,transgenic,large,431.8000001,427,4,6832,106.75,484.632,4,7754.112,121.158,731.52,6,26334.72,121.92,0,0,0,#DIV/0!,1310.64,9,106161.84,145.6266667,2194.56,15,493776,146.304,38.16666667
4,30,LCOR-093,LC-102 8-9D,8-9D,Escape,control,large,711.1999999,793,8,50752,99.125,838.2,7,41071.8,119.7428571,1188.72,10,118872,118.872,0,0,0,#DIV/0!,1798.32,13,303916.08,138.3323077,2529.84,16,647639.04,158.115,29.36666667
5,30,LCOR-281,LC-102 8-9D,8-9D,Escape,control,large,711.1999999,884.5,7,43340.5,126.3571429,905.256,7,44357.544,129.3222857,1267.968,11,153424.128,115.2698182,0,0,0,#DIV/0!,1706.88,13,288462.72,131.2984615,2225.04,16,569610.24,139.065,36.96666667
3,45,LCOR-316,LC-102 16-20,16-20,Escape,control,small,368.299999,658.368,5,16459.2,131.6736,701.04,6,25237.44,116.84,865.632,8,55400.448,108.204,990.6,9,80238.6,110.0666667,1295.4,11,156743.4,117.7636364,1813.56,15.5,435707.79,117.003871,50.93333333
4,45,LCOR-100,LC-102 16-20,16-20,Escape,control,small,736.600001,871.728,7,42714.672,124.5325714,929.64,7,45552.36,132.8057143,1115.568,10,111556.8,111.5568,1264.92,10,126492,126.492,1645.92,12,237012.48,137.16,2148.84,16,550103.04,134.3025,44.53333333
5,45,LCOR-304,LC-102 13-15E,13-15E,LC-102,transgenic,small,292.099999,338.328,2,1353.312,169.164,420.624,3,3785.616,140.208,597.408,4.5,12097.512,132.7573333,685.8,5,17145,137.16,838.2,6,30175.2,139.7,1249.68,8,79979.52,156.21,42.16666667
6,45,LCOR-494,CT717 3,CT3,Control,control,small,342.9,591.312,5,14782.8,118.2624,679.704,5,16992.6,135.9408,914.4,7,44805.6,130.6285714,1112.52,8,71201.28,139.065,1386.84,10,138684,138.684,1813.56,12.5,283368.75,145.0848,47.93333333
7,45,LCOR-439,LC-102 1,1,LC-102,transgenic,small,381,896.112,6,32260.032,149.352,890.016,7,43610.784,127.1451429,1170.432,9,94804.992,130.048,1432.56,10,143256,143.256,1767.84,12,254568.96,147.32,2240.28,16,573511.68,140.0175,45.76666667
8,45,LCOR-378,LC-102 5,5,LC-102,transgenic,small,546.100001,1188.72,8,76078.08,148.59,1322.832,10,132283.2,132.2832,1688.592,13,285372.048,129.8916923,2057.4,16,526694.4,128.5875,2529.84,18,819668.16,140.5466667,2743.2,19,990295.2,144.3789474,31.13333333
11,45,LCOR-371,LC-102 5,5,LC-102,transgenic,small,584.200001,1085.088,9,87892.128,120.5653333,1207.008,9,97767.648,134.112,1493.52,12.5,233362.5,119.4816,1859.28,14.5,390913.62,128.2262069,2377.44,17,687080.16,139.8494118,3139.44,22,1519488.96,142.7018182,39.5
12,45,LCOR-234,LC-102 4A,4A,LC-102,transgenic,small,495.3,920.496,9,74560.176,102.2773333,1060.704,10,106070.4,106.0704,1444.752,13,244163.088,111.1347692,1889.76,16,483778.56,118.11,2438.4,18,790041.6,135.4666667,3276.6,24,1887321.6,136.525,34.23333333
13,45,LCOR-461,LC-102 2H,2H,LC-102,transgenic,small,660.400001,1170.432,8,74907.648,146.304,1274.064,9,103199.184,141.5626667,1542.288,12,222089.472,128.524,1889.76,15,425196,125.984,2468.88,19,891265.68,129.9410526,3261.36,24,1878543.36,135.89,36
14,45,LCOR-519,LC-102 5,5,LC-102,transgenic,small,520.699999,1021.08,7,50032.92,145.8685714,1146.048,7,56156.352,163.7211429,1456.944,11,176290.224,132.4494545,1920.24,14,376367.04,137.16,2529.84,18,819668.16,140.5466667,3276.6,21,1444980.6,156.0285714,30.43333333
2,46,LCOR-112,LC-102 16-20,16-20,Escape,control,small,101.599999,469.392,4,7510.272,117.348,603.504,5,15087.6,120.7008,853.44,7,41818.56,121.92,1066.8,8,68275.2,133.35,1158.24,9,93817.44,128.6933333,1524,11.5,201549,132.5217391,41.1
3,46,LCOR-190,LC-102 13-15B,13-15B,LC-102,transgenic,small,558.799999,1170.432,9,94804.992,130.048,1249.68,10,124968,124.968,1524,13,257556,117.2307692,1844.04,14.5,387709.41,127.1751724,2255.52,15,507492,150.368,2819.4,20,1127760,140.97,48.33333333
4,46,LCOR-313,LC-102 16-20,16-20,Escape,control,small,584.200001,600.456,4,9607.296,150.114,667.512,4,10680.192,166.878,792.48,7,38831.52,113.2114286,975.36,7.5,54864,130.048,1219.2,8,78028.8,152.4,1554.48,11.5,205579.98,135.1721739,37.76666667
5,46,LCOR-446,LC-102 1,1,LC-102,transgenic,small,444.499999,719.328,6,25895.808,119.888,777.24,7,38084.76,111.0342857,1066.8,9,86410.8,118.5333333,1356.36,11,164119.56,123.3054545,1783.08,13,301340.52,137.16,2407.92,17,695888.88,141.6423529,45.1
6,46,LCOR-032,LC-102 5C,5C,LC-102,transgenic,small,965.200001,1542.288,12,222089.472,128.524,1667.256,13,281766.264,128.2504615,2042.16,17.5,625411.5,116.6948571,2499.36,21.5,1155329.16,116.2493023,3185.16,25,1990725,127.4064,3703.32,33,4032915.48,112.2218182,33.1
7,46,LCOR-492,CT717 3,CT3,Control,control,small,266.7,387.096,2,1548.384,193.548,490.728,4,7851.648,122.682,792.48,5,19812,158.496,960.12,11,116174.52,87.28363636,1310.64,8,83880.96,163.83,1920.24,13,324520.56,147.7107692,44.4
8,46,LCOR-311,LC-102 16-20,16-20,Escape,control,small,533.4,868.68,7,42565.32,124.0971429,987.552,8,63203.328,123.444,1322.832,12.5,206692.5,105.82656,1645.92,14,322600.32,117.5657143,2103.12,16,538398.72,131.445,2529.84,19.5,961971.66,129.7353846,38.66666667
9,46,LCOR-523,LC-102 5,5,LC-102,transgenic,small,368.299999,643.128,4,10290.048,160.782,737.616,5,18440.4,147.5232,975.36,8,62423.04,121.92,1188.72,10,118872,118.872,1615.44,12,232623.36,134.62,2316.48,17,669462.72,136.2635294,47.83333333
10,46,LCOR-432,LC-102 4B,4B,LC-102,transgenic,small,596.899999,1024.128,7,50182.272,146.304,1118.616,8,71591.424,139.827,1432.56,12,206288.64,119.38,1722.12,14,337535.52,123.0085714,2133.6,16,546201.6,133.35,2819.4,20,1127760,140.97,43.63333333
11,46,LCOR-025,LC-102 4B,4B,LC-102,transgenic,small,1028.7,1365.504,11,165225.984,124.1367273,1481.328,12,213311.232,123.444,1840.992,15.5,442298.328,118.7736774,2346.96,19,847252.56,123.5242105,2926.08,22,1416222.72,133.0036364,3733.8,27,2721940.2,138.2888889,31.73333333
13,46,LCOR-102,LC-102 16-20,16-20,Escape,control,small,774.700001,1319.784,9,106902.504,146.6426667,1389.888,10,138988.8,138.9888,1688.592,14,330964.032,120.6137143,1981.2,18,641908.8,110.0666667,2499.36,21,1102217.76,119.0171429,3169.92,25,1981200,126.7968,32.1
14,46,LCOR-155,LC-102 5A,5A,LC-102,transgenic,small,736.600001,1325.88,11,160431.48,120.5345455,1435.608,11,173708.568,130.5098182,1767.84,15,397764,117.856,2087.88,17,603397.32,122.8164706,2590.8,19,935278.8,136.3578947,3215.64,23,1701073.56,139.8104348,34.6
15,46,LCOR-490,LC-102 1C,1C,LC-102,transgenic,small,711.199999,755.904,4,12094.464,188.976,838.2,5,20955,167.64,1115.568,8,71396.352,139.446,1371.6,9,111099.6,152.4,1691.64,11,204688.44,153.7854545,2118.36,13,358002.84,162.9507692,38
2,47,LCOR-374,LC-102 5,5,LC-102,transgenic,small,203.200001,707.136,5,17678.4,141.4272,792.48,8,50718.72,99.06,1127.76,10,112776,112.776,1371.6,11,165963.6,124.6909091,1706.88,12,245790.72,142.24,2331.72,18,755477.28,129.54,46.9
3,47,LCOR-521,LC-102 5,5,LC-102,transgenic,small,165.100001,603.504,4,9656.064,150.876,679.704,4,10875.264,169.926,883.92,5.5,26738.58,160.7127273,1066.8,8,68275.2,133.35,1310.64,8,83880.96,163.83,1752.6,11,212064.6,159.3272727,47.96666667
4,47,LCOR-232,LC-102 4A,4A,LC-102,transgenic,small,520.699999,1088.136,8,69640.704,136.017,1185.672,9,96039.432,131.7413333,1530.096,12,220333.824,127.508,1859.28,14.5,390913.62,128.2262069,2316.48,16,593018.88,144.78,3048,22,1475232,138.5454545,42.36666667
5,47,LCOR-315,LC-102 16-20,16-20,Escape,control,small,825.499999,1496.568,11,181084.728,136.0516364,1630.68,13,275584.92,125.4369231,1969.008,1,1969.008,1969.008,2377.44,25.5,1545930.36,93.23294118,3200.4,30,2880360,106.68,4221.48,38,6095817.12,111.0915789,28.76666667
6,47,LCOR-419,LC-102 8-9D,8-9D,Escape,control,small,647.7,1158.24,9,93817.44,128.6933333,1261.872,9,102211.632,140.208,1615.44,14,316626.24,115.3885714,2057.4,17,594588.6,121.0235294,2606.04,20,1042416,130.302,3276.6,22,1585874.4,148.9363636,36.3
7,47,LCOR-365,LC-102 5,5,LC-102,transgenic,small,647.7,1103.376,8,70616.064,137.922,1231.392,8,78809.088,153.924,1481.328,11,179240.688,134.6661818,1798.32,13,303916.08,138.3323077,2225.04,15,500634,148.336,2804.16,19,1012301.76,147.5873684,49.06666667
