flashId,time,date,lciSerialNumber,lcpSerialNumber,lcfSerialNumber,Fm,Fo,Fv/Fm,Fm',Fs,PhiPS2,LightIntensity
,HHMMSS,YYYYMMDD,,,,,,,,,,umol+1m-2s-1
PSF-00281_20230801053422,05:34:22,2023-08-01,PFA-00299,PSA-00311,PSF-00281,318.590271,68.232536,0.785830,0.000000,0.000000,0.000000,0.587808

TIME,FLR,PAR
s,,umol+1m-2s-1
0.000000,173.586487,5983.534180
0.010000,244.251251,5983.534180
0.020000,265.236847,5983.534180
0.030000,277.881500,5983.534180
0.040000,285.138123,5983.534180
0.050000,289.357056,5983.534180
0.060000,291.989929,5983.534180
0.070000,293.785583,5983.534180
0.080000,295.121674,5983.534180
0.090000,296.135895,5983.534180
0.100000,297.003143,5983.534180
0.110000,297.753815,5983.534180
0.120000,298.426147,5983.534180
0.130000,299.057373,5983.534180
0.140000,299.643158,5983.534180
0.150000,300.181732,5983.534180
0.160000,300.705658,5983.534180
0.170000,301.174866,5983.534180
0.180000,301.613342,5983.534180
0.190000,302.015656,5983.534180
0.200000,302.405487,5983.534180
0.210000,302.745941,5983.534180
0.220000,303.064240,5983.534180
0.230000,303.353912,5983.534180
0.240000,303.612823,5983.534180
0.250000,303.863159,5983.534180
0.260000,304.080963,5983.534180
0.270000,304.282318,5983.534180
0.280000,304.477203,5983.534180
0.290000,304.657104,5983.534180
0.300000,304.833771,5983.534180
0.310000,304.993286,5983.534180
0.320000,305.118439,5983.534180
0.330000,305.251831,5983.534180
0.340000,305.407043,5983.534180
0.350000,305.511108,5983.534180
0.360000,305.637726,5983.534180
0.370000,305.744659,5983.534180
0.380000,305.836212,5983.534180
0.390000,305.937775,5983.534180
0.400000,306.022156,5983.534180
0.410000,306.098328,5983.534180
0.420000,306.187042,5983.534180
0.430000,306.273224,5983.534180
0.440000,306.370850,5983.534180
0.450000,306.466339,5983.534180
0.460000,306.555023,5983.534180
0.470000,306.646576,5983.534180
0.480000,306.766388,5983.534180
0.490000,306.860077,5983.534180
0.500000,307.014954,5983.534180
0.510000,307.130798,5983.534180
0.520000,307.254181,5983.534180
0.530000,307.385803,5983.534180
0.540000,307.548889,5983.534180
0.550000,307.741272,5983.534180
0.560000,307.997345,5983.534180
0.570000,308.331360,5983.534180
0.580000,308.718323,5983.534180
0.590000,309.154266,5983.534180
0.600000,309.628845,5983.534180
0.610000,310.259705,5983.534180
0.620000,311.161285,5983.534180
0.630000,312.377228,5983.534180
0.640000,313.969025,5983.534180
0.650000,315.747864,5983.534180
0.660000,317.273865,5983.534180
0.670000,318.114288,5983.534180
0.680000,318.258057,5983.534180
0.690000,318.064575,5983.534180
0.700000,317.742004,5983.534180
0.710000,317.683350,5983.534180
0.720000,317.785980,5983.534180
0.730000,318.138245,5983.534180
0.740000,318.339233,5983.534180
0.750000,318.377502,5983.534180
0.760000,318.080658,5983.534180
0.770000,317.767029,5983.534180
0.780000,318.054199,5983.534180
0.790000,318.590271,5983.534180
